MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/Iteration
36.49159753643273,1.0,184,184,618.4869604840294,286.90020000356566,131.53346782536178,36.49159753643273,39,131.53346782536178,286.90020000356566,1.0,286.90020000356566,286.90020000356566,363128,618.4869604840294,39
27.90558266728531,1.0,166,166,726.672028774176,296.9709284083858,137.20302464992466,27.90558266728531,40,137.20302464992466,296.9709284083858,1.0,296.9709284083858,296.9709284083858,370709,726.672028774176,40
16.659973050848933,1.0,177,177,584.5636714292328,273.32190355924,116.21433422555077,16.659973050848933,41,116.21433422555077,273.32190355924,1.0,273.32190355924,273.32190355924,379146,584.5636714292328,41
15.94130078927424,1.0,197,197,774.3331038176327,253.07386174421376,138.85683216423493,15.94130078927424,42,138.85683216423493,253.0738617442138,1.0,253.0738617442138,253.07386174421376,387123,774.3331038176327,42
12.639210626011112,1.0,146,146,827.4014843162668,353.2528714273661,145.19661902858127,12.639210626011112,43,145.19661902858127,353.2528714273661,1.0,353.2528714273661,353.2528714273661,394773,827.4014843162668,43
21.122689934751087,1.0,174,174,833.1042668813272,322.8491150295721,155.12125698115602,21.122689934751087,44,155.12125698115602,322.8491150295721,1.0,322.8491150295721,322.8491150295721,402532,833.1042668813272,44
23.204113177106763,1.0,119,119,1382.1980489214757,505.51459384424453,291.52468908122955,23.204113177106763,45,291.52468908122955,505.51459384424453,1.0,505.51459384424453,505.51459384424453,410543,1382.1980489214757,45
-34.6090708272753,1.0,150,150,1076.2985397994555,409.78767650250336,203.4975133589792,-34.6090708272753,46,203.4975133589792,409.78767650250325,1.0,409.78767650250325,409.78767650250336,418192,1076.2985397994555,46
30.94198340411852,1.0,137,137,1164.713489424878,447.82333862768263,233.83445182316424,30.94198340411852,47,233.83445182316424,447.8233386276825,1.0,447.8233386276825,447.82333862768263,426413,1164.713489424878,47
32.98779693304453,1.0,134,134,1321.08939027797,478.67677288643426,217.63177830292602,32.98779693304453,48,217.63177830292602,478.67677288643426,1.0,478.67677288643426,478.67677288643426,434646,1321.08939027797,48
2.4440236547736776,1.0,140,140,1289.9192986680553,448.61358339996616,236.01288419240458,2.4440236547736776,49,236.01288419240458,448.61358339996616,1.0,448.61358339996616,448.61358339996616,442707,1289.9192986680553,49
19.339856184908406,1.0,145,145,1203.0257963048152,439.4841115803117,259.5112699928889,19.339856184908406,50,259.5112699928889,439.4841115803117,1.0,439.4841115803117,439.4841115803117,450880,1203.0257963048152,50
25.734562227947762,1.0,137,137,1164.1215055672476,483.1303902000086,253.23181180355357,25.734562227947762,51,253.23181180355357,483.1303902000086,1.0,483.1303902000086,483.1303902000086,459578,1164.1215055672476,51
6.650861542399881,1.0,132,132,1255.8558135328376,482.44248421185586,265.8022143795036,6.650861542399881,52,265.8022143795036,482.4424842118558,1.0,482.4424842118558,482.44248421185586,467848,1255.8558135328376,52
115.68548070607567,1.0,140,140,1140.7152690557818,467.74843584048216,246.12642817219347,115.68548070607567,53,246.12642817219347,467.7484358404822,1.0,467.7484358404822,467.74843584048216,476460,1140.7152690557818,53
-0.6267900367058252,1.0,104,104,2072.5666537652532,713.8588728449031,382.17252744127853,-0.6267900367058252,54,382.17252744127853,713.858872844903,1.0,713.858872844903,713.8588728449031,484839,2072.5666537652532,54
3.7450443909541975,1.0,120,120,1964.0338910119935,625.5997458970728,377.8477259586856,3.7450443909541975,55,377.8477259586856,625.5997458970728,1.0,625.5997458970728,625.5997458970728,492442,1964.0338910119935,55
2.1972677705789874,1.0,117,117,2339.2173044037017,578.5298483532742,393.2891742265208,2.1972677705789874,56,393.2891742265208,578.5298483532742,1.0,578.5298483532742,578.5298483532742,500708,2339.2173044037017,56
88.38896586212121,1.0,110,110,2280.562590408786,684.8293551004148,441.4652702085984,88.38896586212121,57,441.4652702085984,684.8293551004148,1.0,684.8293551004148,684.8293551004148,509439,2280.562590408786,57
104.03346227471715,1.0,106,106,3146.2172182546237,778.2621178593273,651.344396214089,104.03346227471715,58,651.344396214089,778.2621178593274,1.0,778.2621178593274,778.2621178593273,517780,3146.2172182546237,58
4.587797574079492,1.0,99,99,3073.2979233919255,839.850722581994,616.0980316202726,4.587797574079492,59,616.0980316202726,839.8507225819938,1.0,839.8507225819938,839.850722581994,526810,3073.2979233919255,59
-1.9833282779810708,1.0,109,109,2853.4818320345266,698.3581129009794,505.2120412600912,-1.9833282779810708,60,505.2120412600912,698.3581129009792,1.0,698.3581129009792,698.3581129009794,536221,2853.4818320345266,60
-2.5676918452282007,1.0,119,119,3079.6976731789514,649.2595337661091,627.9835664098,-2.5676918452282007,61,627.9835664098,649.2595337661088,1.0,649.2595337661088,649.2595337661091,544953,3079.6976731789514,61
1.2971137098891385,1.0,106,106,3422.5849575172642,715.1419781591709,624.9592586233541,1.2971137098891385,62,624.9592586233541,715.1419781591707,1.0,715.1419781591707,715.1419781591709,554091,3422.5849575172642,62
98.20747322095141,0.9904761904761905,105,105,3925.9684168813055,828.3416746135464,732.5242209969146,98.20747322095141,63,732.5242209969146,828.3416746135463,0.9904761904761905,828.3416746135463,828.3416746135464,562755,3925.9684168813055,63
86.15382961534549,1.0,112,112,2295.1385648712067,660.5215457876595,489.68165938144114,86.15382961534549,64,489.68165938144114,660.5215457876595,1.0,660.5215457876595,660.5215457876595,572026,2295.1385648712067,64
0.46800509964060233,0.991869918699187,123,123,2958.3813417884508,563.6939399957677,520.3003125932845,0.46800509964060233,65,520.3003125932845,563.6939399957677,0.991869918699187,563.6939399957677,563.6939399957677,580657,2958.3813417884508,65
12.304263753951428,0.9847328244274809,131,131,3637.9821191843084,510.9435671256036,609.9120132644522,12.304263753951428,66,609.9120132644522,510.94356712560347,0.9847328244274809,510.94356712560347,510.9435671256036,589914,3637.9821191843084,66
13.112410783694003,1.0,126,126,3123.8056570011995,543.285888919613,570.9433532338425,13.112410783694003,67,570.9433532338425,543.2858889196131,1.0,543.2858889196131,543.285888919613,598124,3123.8056570011995,67
7.384663002293527,1.0,105,105,2645.597300236216,732.3249292553797,524.4349194818318,7.384663002293527,68,524.4349194818318,732.3249292553799,1.0,732.3249292553799,732.3249292553797,606353,2645.597300236216,68
22.477757342441304,1.0,115,115,3370.2269222076707,735.0082503251748,624.7451370598951,22.477757342441304,69,624.7451370598951,735.0082503251747,1.0,735.0082503251747,735.0082503251748,614625,3370.2269222076707,69
31.688800433287206,0.9904761904761905,105,105,3027.0717693653532,789.9459382221879,590.5250372467922,31.688800433287206,70,590.5250372467922,789.945938222188,0.9904761904761905,789.945938222188,789.9459382221879,623744,3027.0717693653532,70
22.122350665308268,1.0,124,124,2085.222811831176,635.1884868795607,540.480160678527,22.122350665308268,71,540.480160678527,635.1884868795609,1.0,635.1884868795609,635.1884868795607,634296,2085.222811831176,71
29.246398644077242,1.0,118,118,3270.708104003367,743.7490235942455,544.6436479473949,29.246398644077242,72,544.6436479473949,743.7490235942454,1.0,743.7490235942454,743.7490235942455,645099,3270.708104003367,72
81.57518891669136,1.0,115,115,2825.2472103108025,783.6268838141059,592.3910903040888,81.57518891669136,73,592.3910903040888,783.6268838141059,1.0,783.6268838141059,783.6268838141059,653697,2825.2472103108025,73
25.435945260259036,1.0,125,125,3204.8413762200016,648.3451722592436,672.7452700060893,25.435945260259036,74,672.7452700060893,648.3451722592436,1.0,648.3451722592436,648.3451722592436,663546,3204.8413762200016,74
72.29561615101773,1.0,123,123,2992.7939079823573,661.8827292929537,569.9941515235727,72.29561615101773,75,569.9941515235727,661.8827292929537,1.0,661.8827292929537,661.8827292929537,673689,2992.7939079823573,75
90.11829545564837,0.9914529914529915,117,117,3603.5068106403714,733.8409590822954,692.6277100706162,90.11829545564837,76,692.6277100706162,733.8409590822952,0.9914529914529915,733.8409590822952,733.8409590822954,684004,3603.5068106403714,76
10.524063253392455,1.0,112,112,3146.644214815249,783.2371310811953,629.2024891190244,10.524063253392455,77,629.2024891190244,783.2371310811953,1.0,783.2371310811953,783.2371310811953,693175,3146.644214815249,77
91.79410303118934,1.0,134,134,2540.9687825646256,595.706691593291,523.1441125674492,91.79410303118934,78,523.1441125674492,595.706691593291,1.0,595.706691593291,595.706691593291,703656,2540.9687825646256,78
22.702303721002394,1.0,123,123,2751.4120524331393,696.171940405329,566.0921693349477,22.702303721002394,79,566.0921693349477,696.1719404053289,1.0,696.1719404053289,696.171940405329,712149,2751.4120524331393,79
26.509382527631942,1.0,121,121,2780.7751553081443,688.907022534544,584.4818138376586,26.509382527631942,80,584.4818138376586,688.907022534544,1.0,688.907022534544,688.907022534544,721557,2780.7751553081443,80
14.341793819088167,1.0,130,130,2287.4611302836565,589.6442667669538,451.7779988854794,14.341793819088167,81,451.7779988854794,589.6442667669538,1.0,589.6442667669538,589.6442667669538,730966,2287.4611302836565,81
48.249845743610294,1.0,123,123,2129.252280868018,629.5100425993842,416.0863555313732,48.249845743610294,82,416.0863555313732,629.5100425993843,1.0,629.5100425993843,629.5100425993842,740210,2129.252280868018,82
67.67048268902316,1.0,114,114,2372.2061035480288,744.9749618931937,557.6264737405137,67.67048268902316,83,557.6264737405137,744.9749618931937,1.0,744.9749618931937,744.9749618931937,750060,2372.2061035480288,83
28.00206489469268,1.0,119,119,2298.8320827624534,711.5813616667566,525.737348874011,28.00206489469268,84,525.737348874011,711.5813616667566,1.0,711.5813616667566,711.5813616667566,759527,2298.8320827624534,84
70.35070667510736,1.0,125,125,2450.196800293608,619.6735862769314,484.0066167582032,70.35070667510736,85,484.0066167582032,619.6735862769314,1.0,619.6735862769314,619.6735862769314,769068,2450.196800293608,85
25.844941989974913,1.0,118,118,3367.0568250809065,751.6353670599052,654.939707428026,25.844941989974913,86,654.939707428026,751.6353670599053,1.0,751.6353670599053,751.6353670599052,778944,3367.0568250809065,86
17.48815596584216,1.0,165,165,2189.6456769974193,423.7177264570076,434.15776137810394,17.48815596584216,87,434.15776137810394,423.7177264570076,1.0,423.7177264570076,423.7177264570076,788677,2189.6456769974193,87
83.16026695055471,1.0,113,113,2599.6978773610344,786.0335735998085,558.0391742467175,83.16026695055471,88,558.0391742467175,786.0335735998085,1.0,786.0335735998085,786.0335735998085,798238,2599.6978773610344,88
16.01660590843889,1.0,129,129,1733.1070565087,576.4174864561609,436.0575256695402,16.01660590843889,89,436.0575256695402,576.417486456161,1.0,576.417486456161,576.4174864561609,807136,1733.1070565087,89
84.4553853978637,1.0,117,117,2594.9960030650036,771.3400785915874,549.9867503350255,84.4553853978637,90,549.9867503350255,771.3400785915875,1.0,771.3400785915875,771.3400785915874,816093,2594.9960030650036,90
11.184372699030096,1.0,118,118,2844.319495136023,764.6009392232382,549.6855634461855,11.184372699030096,91,549.6855634461855,764.6009392232381,1.0,764.6009392232381,764.6009392232382,825513,2844.319495136023,91
87.06266385986575,1.0,110,110,2804.5673943034776,806.5971614642372,555.0313359892299,87.06266385986575,92,555.0313359892299,806.5971614642372,1.0,806.5971614642372,806.5971614642372,835833,2804.5673943034776,92
41.09551658988826,1.0,126,126,1657.5176147771178,647.9923064004636,409.379001254469,41.09551658988826,93,409.379001254469,647.9923064004636,1.0,647.9923064004636,647.9923064004636,844779,1657.5176147771178,93
27.315442579221823,1.0,94,94,4279.264837517953,1083.8477098120118,693.3711469275696,27.315442579221823,94,693.3711469275696,1083.847709812012,1.0,1083.847709812012,1083.8477098120118,853743,4279.264837517953,94
86.39265134870791,1.0,106,106,2498.33792978742,960.367266881858,664.8240492406499,86.39265134870791,95,664.8240492406499,960.3672668818579,1.0,960.3672668818579,960.367266881858,863906,2498.33792978742,95
-1.4973631722922858,1.0,140,140,3047.8573084346986,582.0505411400172,554.3525237603018,-1.4973631722922858,96,554.3525237603018,582.0505411400171,1.0,582.0505411400171,582.0505411400172,875330,3047.8573084346986,96
19.843900905547947,1.0,117,117,2286.848584824362,732.0656252799726,551.7929399065196,19.843900905547947,97,551.7929399065196,732.0656252799723,1.0,732.0656252799723,732.0656252799726,884534,2286.848584824362,97
19.830799026085803,1.0,118,118,3603.152035171601,714.0105919097867,665.4351527540936,19.830799026085803,98,665.4351527540936,714.0105919097866,1.0,714.0105919097866,714.0105919097867,893610,3603.152035171601,98
20.137111797868787,1.0,122,122,1994.313565988037,738.8324441018902,526.1169803829545,20.137111797868787,99,526.1169803829545,738.8324441018902,1.0,738.8324441018902,738.8324441018902,904063,1994.313565988037,99
89.20210907289787,1.0,120,120,2061.0017497573212,677.3209338087928,523.0816511145265,89.20210907289787,100,523.0816511145265,677.3209338087927,1.0,677.3209338087927,677.3209338087928,912458,2061.0017497573212,100
19.85628851044645,1.0,123,123,2056.72389406345,717.0563638966676,587.0987997139722,19.85628851044645,101,587.0987997139722,717.0563638966673,1.0,717.0563638966673,717.0563638966676,923130,2056.72389406345,101
21.706029779742675,1.0,116,116,2331.3029640516725,754.6612175397821,593.8523731177977,21.706029779742675,102,593.8523731177977,754.661217539782,1.0,754.661217539782,754.6612175397821,933827,2331.3029640516725,102
91.97265427303844,1.0,115,115,3968.5783339201435,781.4455696600643,733.7270901604232,91.97265427303844,103,733.7270901604232,781.4455696600643,1.0,781.4455696600643,781.4455696600643,944529,3968.5783339201435,103
91.46360233599125,0.9918032786885246,122,122,4263.437809572072,725.8461238441386,636.1431689663673,91.46360233599125,104,636.1431689663673,725.8461238441388,0.9918032786885246,725.8461238441388,725.8461238441386,954856,4263.437809572072,104
20.715541024009507,0.9904761904761905,105,105,4385.630902980567,950.7698752641713,769.5776556216895,20.715541024009507,105,769.5776556216895,950.7698752641716,0.9904761904761905,950.7698752641716,950.7698752641713,963848,4385.630902980567,105
16.181216491726868,1.0,146,146,2331.7990023759294,582.9199891400281,571.0886094432788,16.181216491726868,106,571.0886094432788,582.9199891400281,1.0,582.9199891400281,582.9199891400281,973011,2331.7990023759294,106
16.77246868393512,0.9916666666666667,120,120,3681.8090978974783,779.9991646163983,730.9333860980469,16.77246868393512,107,730.9333860980469,779.9991646163982,0.9916666666666667,779.9991646163982,779.9991646163983,982216,3681.8090978974783,107
17.369267780403142,1.0,143,143,2583.18466755198,558.8333399077717,580.9761737775283,17.369267780403142,108,580.9761737775283,558.8333399077717,1.0,558.8333399077717,558.8333399077717,992566,2583.18466755198,108
83.48126637130461,1.0,105,105,3654.1532694114353,855.9936310911755,682.8496075207636,83.48126637130461,109,682.8496075207636,855.9936310911756,1.0,855.9936310911756,855.9936310911755,1002599,3654.1532694114353,109
10.114074548100783,1.0,113,113,3461.7873920736783,753.4770853736924,628.6736740734348,10.114074548100783,110,628.6736740734348,753.4770853736924,1.0,753.4770853736924,753.4770853736924,1013320,3461.7873920736783,110
29.630716749187595,0.9924242424242424,132,132,3886.387654279312,639.1669459552154,670.817071433509,29.630716749187595,111,670.817071433509,639.1669459552154,0.9924242424242424,639.1669459552154,639.1669459552154,1022363,3886.387654279312,111
18.033290677236856,1.0,134,134,3965.2800550051215,663.5152088352203,637.9694273836341,18.033290677236856,112,637.9694273836341,663.5152088352203,1.0,663.5152088352203,663.5152088352203,1031606,3965.2800550051215,112
17.261653910168608,1.0,117,117,3608.9100291896066,803.1326515818403,673.0426344140756,17.261653910168608,113,673.0426344140756,803.1326515818403,1.0,803.1326515818403,803.1326515818403,1041165,3608.9100291896066,113
9.902523093648139,1.0,158,158,2915.0110756057884,541.6388788131271,656.1780953907813,9.902523093648139,114,656.1780953907813,541.6388788131271,1.0,541.6388788131271,541.6388788131271,1049879,2915.0110756057884,114
34.596883383993905,0.9918032786885246,122,122,3410.036408345447,725.7019241766543,672.7253638246275,34.596883383993905,115,672.7253638246275,725.7019241766543,0.9918032786885246,725.7019241766543,725.7019241766543,1060662,3410.036408345447,115
16.798926555904647,1.0,125,125,2444.0113730330104,700.7801114347571,608.7219464260575,16.798926555904647,116,608.7219464260575,700.7801114347571,1.0,700.7801114347571,700.7801114347571,1070121,2444.0113730330104,116
26.500398534552815,1.0,143,143,2660.295643369561,550.5893140049866,540.968267069981,26.500398534552815,117,540.968267069981,550.5893140049868,1.0,550.5893140049868,550.5893140049866,1079613,2660.295643369561,117
10.857865455797478,1.0,157,157,2110.003274570917,536.667493463079,556.6936197430153,10.857865455797478,118,556.6936197430153,536.667493463079,1.0,536.667493463079,536.667493463079,1088218,2110.003274570917,118
14.336398090119838,1.0,166,166,2731.048776343371,508.7190376110845,633.2352377709316,14.336398090119838,119,633.2352377709316,508.71903761108456,1.0,508.71903761108456,508.7190376110845,1097602,2731.048776343371,119
13.660276912727783,1.0,134,134,3671.654498151284,681.0004710983181,774.8019136472146,13.660276912727783,120,774.8019136472146,681.0004710983183,1.0,681.0004710983183,681.0004710983181,1106216,3671.654498151284,120
28.151859343763682,1.0,139,139,2919.634139960423,628.2950991496268,618.9416801450967,28.151859343763682,121,618.9416801450967,628.2950991496267,1.0,628.2950991496267,628.2950991496268,1115701,2919.634139960423,121
12.398232567356848,1.0,174,174,3007.7658836465594,475.9722862732764,625.0912812274574,12.398232567356848,122,625.0912812274574,475.9722862732762,1.0,475.9722862732762,475.9722862732764,1124811,3007.7658836465594,122
16.731039758609317,1.0,122,122,2325.7178444990136,705.2557104813889,591.7853516294759,16.731039758609317,123,591.7853516294759,705.2557104813889,1.0,705.2557104813889,705.2557104813889,1134628,2325.7178444990136,123
37.42019511843078,1.0,102,102,2987.997239621819,876.8177050814058,694.5523692148346,37.42019511843078,124,694.5523692148346,876.8177050814058,1.0,876.8177050814058,876.8177050814058,1144405,2987.997239621819,124
15.119015507090836,1.0,117,117,3196.1536086191577,750.585747174554,680.5346561978002,15.119015507090836,125,680.5346561978002,750.585747174554,1.0,750.585747174554,750.585747174554,1153788,3196.1536086191577,125
25.06678832587839,1.0,109,109,3839.821850989733,793.5303404975405,714.6525569117682,25.06678832587839,126,714.6525569117682,793.5303404975405,1.0,793.5303404975405,793.5303404975405,1164619,3839.821850989733,126
77.74296719716423,1.0,100,100,3367.8960556306974,837.6967753983809,646.8120094153967,77.74296719716423,127,646.8120094153967,837.6967753983809,1.0,837.6967753983809,837.6967753983809,1173873,3367.8960556306974,127
77.18664819560807,1.0,117,117,2440.3148786960096,713.2863480087032,574.5644670445259,77.18664819560807,128,574.5644670445259,713.2863480087032,1.0,713.2863480087032,713.2863480087032,1182339,2440.3148786960096,128
9.333040219089972,1.0,123,123,2536.822405791293,623.740994117744,547.1152913976831,9.333040219089972,129,547.1152913976831,623.7409941177439,1.0,623.7409941177439,623.740994117744,1192415,2536.822405791293,129
42.82450808899898,1.0,119,119,2452.5108990908916,706.9347873389654,577.9804690697464,42.82450808899898,130,577.9804690697464,706.9347873389655,1.0,706.9347873389655,706.9347873389654,1202220,2452.5108990908916,130
13.761924383587884,1.0,116,116,2442.062299783221,724.8583715239955,622.2666137300646,13.761924383587884,131,622.2666137300646,724.8583715239955,1.0,724.8583715239955,724.8583715239955,1211433,2442.062299783221,131
