MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/Iteration
1.8852885329623599,41.615074109404546,41.615074109404546,1.8852885329623599,1048,1048,51.861689351475555,33.517542056558625,33.517542056558625,57334,1.0,1.0,51.861689351475555,41.615074109404546,0,41.615074109404546,0
6.853538277125705,12.740287352588975,12.740287352588975,6.853538277125705,2267,2267,146.92093346510916,8.634934447092578,8.634934447092578,64460,1.0,1.0,146.92093346510916,12.740287352588975,1,12.740287352588975,1
9.952876666048475,188.7763241047753,188.77632410477526,9.952876666048475,280,280,208.67542879162707,162.59091475673148,162.59091475673148,71508,1.0,1.0,208.67542879162707,188.77632410477526,2,188.7763241047753,2
9.305464634221801,181.47200106384668,181.47200106384668,9.305464634221801,303,303,217.46885942844293,137.3374745605128,137.3374745605128,79150,1.0,1.0,217.46885942844293,181.47200106384668,3,181.47200106384668,3
87.43612282767832,286.2124515510349,286.2124515510349,87.43612282767832,196,196,686.0359751598394,75.65110679794729,75.65110679794729,86428,1.0,1.0,686.0359751598394,286.2124515510349,4,286.2124515510349,4
301.8372810687637,414.8746103510509,414.87461035105105,301.8372810687637,94,94,1274.4374140006198,56.276395430785705,56.276395430785705,93846,0.9574468085106383,0.9574468085106383,1274.4374140006198,414.87461035105105,5,414.8746103510509,5
96.58275654432744,76.44505290465163,76.44505290465163,96.58275654432744,515,515,609.729953083716,27.73848688723754,27.73848688723754,103368,1.0,1.0,609.729953083716,76.44505290465163,6,76.44505290465163,6
164.00260589340542,363.93070387202874,363.93070387202874,164.00260589340542,174,174,1017.5590430315078,164.005274553746,164.005274553746,111537,1.0,1.0,1017.5590430315078,363.93070387202874,7,363.93070387202874,7
105.33376708775239,291.51762372606936,291.51762372606936,105.33376708775239,218,218,729.7065274347914,160.8074782142462,160.8074782142462,119287,1.0,1.0,729.7065274347914,291.51762372606936,8,291.51762372606936,8
88.92361897124945,322.8997671997353,322.8997671997353,88.92361897124945,207,207,508.42526149388004,151.49743850975491,151.49743850975491,127084,1.0,1.0,508.42526149388004,322.8997671997353,9,322.8997671997353,9
69.51467102467224,319.86115733716247,319.86115733716247,69.51467102467224,196,196,597.0351699372125,192.55029341194071,192.55029341194071,134608,1.0,1.0,597.0351699372125,319.86115733716247,10,319.86115733716247,10
26.066680810322477,289.99097573011903,289.99097573011903,26.066680810322477,227,227,368.91215471325313,161.8227440830881,161.8227440830881,142274,1.0,1.0,368.91215471325313,289.99097573011903,11,289.99097573011903,11
11.32066417764255,317.37553805580666,317.37553805580666,11.32066417764255,225,225,336.420144749388,281.0487019975151,281.0487019975151,149953,1.0,1.0,336.420144749388,317.37553805580666,12,317.37553805580666,12
20.78529554641647,270.2274441116221,270.2274441116221,20.78529554641647,248,248,313.1814114184269,231.47192149484044,231.47192149484044,157468,1.0,1.0,313.1814114184269,270.2274441116221,13,270.2274441116221,13
29.45211496812309,291.37769454525267,291.37769454525267,29.45211496812309,225,225,343.89784606627353,144.95110149623474,144.95110149623474,164851,1.0,1.0,343.89784606627353,291.37769454525267,14,291.37769454525267,14
44.190519951824086,270.40595951971966,270.40595951971966,44.190519951824086,229,229,390.25130930019714,150.65766408231227,150.65766408231227,172593,1.0,1.0,390.25130930019714,270.40595951971966,15,270.40595951971966,15
33.75190559471142,313.9234371821615,313.9234371821615,33.75190559471142,221,221,445.1527991744819,144.12244452081808,144.12244452081808,180538,1.0,1.0,445.1527991744819,313.9234371821615,16,313.9234371821615,16
28.537245361999535,328.58100064726756,328.58100064726756,28.537245361999535,214,214,369.91726600559684,148.68881782462643,148.68881782462643,188133,1.0,1.0,369.91726600559684,328.58100064726756,17,328.58100064726756,17
41.36322982187926,341.38020667377845,341.38020667377845,41.36322982187926,210,210,430.77668848300254,153.70376240427484,153.70376240427484,195907,1.0,1.0,430.77668848300254,341.38020667377845,18,341.38020667377845,18
81.62320490280405,298.38819989207593,298.38819989207593,81.62320490280405,224,224,475.5662470303644,134.54183331239287,134.54183331239287,203420,1.0,1.0,475.5662470303644,298.38819989207593,19,298.38819989207593,19
95.0945415938931,288.38614080613183,288.3861408061319,95.0945415938931,210,210,614.8603428860455,48.37109837937371,48.37109837937371,211056,1.0,1.0,614.8603428860455,288.3861408061319,20,288.38614080613183,20
79.42143854319919,282.9137845244172,282.9137845244172,79.42143854319919,206,206,630.020205139887,196.93516756920067,196.93516756920067,218406,1.0,1.0,630.020205139887,282.9137845244172,21,282.9137845244172,21
31.244790144820808,235.18867983209168,235.18867983209168,31.244790144820808,219,219,313.1641069140222,32.33260680778133,32.33260680778133,225856,1.0,1.0,313.1641069140222,235.18867983209168,22,235.18867983209168,22
74.41756479852789,256.7000808368707,256.7000808368707,74.41756479852789,213,213,653.7594102473088,151.02801641597605,151.02801641597605,233545,1.0,1.0,653.7594102473088,256.7000808368707,23,256.7000808368707,23
100.93283687384962,270.8948027645823,270.8948027645824,100.93283687384962,222,222,664.2645339380936,138.49119765910103,138.49119765910103,241247,1.0,1.0,664.2645339380936,270.8948027645824,24,270.8948027645823,24
104.08824279842341,263.64362554466175,263.64362554466175,104.08824279842341,230,230,677.4683270503406,125.89702960853836,125.89702960853836,249039,1.0,1.0,677.4683270503406,263.64362554466175,25,263.64362554466175,25
117.31425822935802,349.99218237290296,349.99218237290296,117.31425822935802,193,193,747.2510319191723,124.44884772753765,124.44884772753765,256754,1.0,1.0,747.2510319191723,349.99218237290296,26,349.99218237290296,26
87.02606447101013,435.1457415428145,435.1457415428145,87.02606447101013,182,182,691.586792368884,150.2928911758435,150.2928911758435,264472,1.0,1.0,691.586792368884,435.1457415428145,27,435.1457415428145,27
70.1441976865541,532.3808848460618,532.3808848460618,70.1441976865541,156,156,912.0437193645332,423.33027666165333,423.33027666165333,272120,1.0,1.0,912.0437193645332,532.3808848460618,28,532.3808848460618,28
54.14495286093913,528.5498317627661,528.5498317627661,54.14495286093913,153,153,740.1993096265282,413.08337994477387,413.08337994477387,280224,1.0,1.0,740.1993096265282,528.5498317627661,29,528.5498317627661,29
81.14243154844937,536.1186262558261,536.1186262558261,81.14243154844937,151,151,966.1138044291313,381.727061769338,381.727061769338,289124,1.0,1.0,966.1138044291313,536.1186262558261,30,536.1186262558261,30
69.78869189056813,506.83946322340563,506.8394632234056,69.78869189056813,163,163,845.8590554607312,387.4386388790333,387.4386388790333,296904,1.0,1.0,845.8590554607312,506.8394632234056,31,506.83946322340563,31
79.89973466400656,534.4646993914046,534.4646993914046,79.89973466400656,146,146,827.1568595316587,247.15009069418568,247.15009069418568,304615,1.0,1.0,827.1568595316587,534.4646993914046,32,534.4646993914046,32
74.72106290493848,532.3292489185329,532.3292489185329,74.72106290493848,146,146,794.2296352830791,234.1110112163472,234.1110112163472,312713,1.0,1.0,794.2296352830791,532.3292489185329,33,532.3292489185329,33
148.6826410359405,633.5197340683919,633.519734068392,148.6826410359405,121,121,907.1349802102673,232.45512068779118,232.45512068779118,320767,1.0,1.0,907.1349802102673,633.519734068392,34,633.5197340683919,34
137.20048673149603,606.6596578953056,606.6596578953056,137.20048673149603,127,127,1110.1498910058249,225.77952305404648,225.77952305404648,328862,1.0,1.0,1110.1498910058249,606.6596578953056,35,606.6596578953056,35
202.8421919216581,714.9443188889813,714.9443188889813,202.8421919216581,111,111,1322.2853079752495,13.959831279458708,13.959831279458708,337505,1.0,1.0,1322.2853079752495,714.9443188889813,36,714.9443188889813,36
0.7739690744568866,2.0154616361650857,2.0154616361650857,0.7739690744568866,1126,1126,3.8276999426444314,-1.0486673066610455,-1.0486673066610455,345473,1.0,1.0,3.8276999426444314,2.0154616361650857,37,2.0154616361650857,37
2.7143193327835924,8.329091565999592,8.329091565999594,2.7143193327835924,1077,1077,30.814012981638136,5.607588673603047,5.607588673603047,352643,1.0,1.0,30.814012981638136,8.329091565999594,38,8.329091565999592,38
306.0540496096632,668.2515431642339,668.2515431642342,306.0540496096632,111,111,1285.90342578402,24.176163539642044,24.176163539642044,361280,1.0,1.0,1285.90342578402,668.2515431642342,39,668.2515431642339,39
