MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/AverageReturn,TotalEnvSteps,MetaTest/__unnamed_task__/MinReturn
2797.1629426746845,0.0,469.8328885707973,4219.9866098597495,4219.98660985975,24,0.0,4884.945632428886,24,469.8328885707973,4219.9866098597495,4884.945632428886,25,25,4219.98660985975,300000,2797.1629426746845
3120.068893812915,0.0,456.7969367191738,4378.177356385404,4378.177356385402,25,0.0,5154.293337444913,25,456.7969367191738,4378.177356385404,5154.293337444913,25,25,4378.177356385402,310000,3120.068893812915
3951.8026200134827,0.0,400.8382717553524,4600.104851510308,4600.1048515103075,26,0.0,5346.213130958308,26,400.8382717553524,4600.104851510308,5346.213130958308,25,25,4600.1048515103075,320000,3951.8026200134827
3330.505665496795,0.0,437.8421203907767,4556.989564215346,4556.989564215345,27,0.0,5281.707289399648,27,437.8421203907767,4556.989564215346,5281.707289399648,25,25,4556.989564215345,330000,3330.505665496795
4356.990758412018,0.0,313.8036904787227,4913.736439435353,4913.7364394353535,28,0.0,5639.707120860226,28,313.8036904787227,4913.736439435353,5639.707120860226,25,25,4913.7364394353535,340000,4356.990758412018
1810.6121291478498,0.0,719.947579044119,4948.666642539317,4948.666642539317,29,0.0,5532.941386787656,29,719.947579044119,4948.666642539317,5532.941386787656,25,25,4948.666642539317,350000,1810.6121291478498
2001.3931724377744,0.0,716.793294516853,4929.00058758288,4929.00058758288,30,0.0,5904.566130925991,30,716.793294516853,4929.00058758288,5904.566130925991,25,25,4929.00058758288,360000,2001.3931724377744
4437.870748648614,0.0,375.6791420433319,5189.863761984925,5189.863761984925,31,0.0,5811.636969873796,31,375.6791420433319,5189.863761984925,5811.636969873796,25,25,5189.863761984925,370000,4437.870748648614
2389.770405677584,0.0,659.6053162057208,5093.448403877214,5093.448403877214,32,0.0,6088.8855281303495,32,659.6053162057208,5093.448403877214,6088.8855281303495,25,25,5093.448403877214,380000,2389.770405677584
835.335353945363,0.0,1341.9834621370708,4753.720673205306,4753.720673205307,33,0.0,6071.281624756126,33,1341.9834621370708,4753.720673205306,6071.281624756126,25,25,4753.720673205307,390000,835.335353945363
4614.363272762081,0.0,323.81750417820814,5245.129409923662,5245.129409923663,34,0.0,6008.113126997628,34,323.81750417820814,5245.129409923662,6008.113126997628,25,25,5245.129409923663,400000,4614.363272762081
4924.54576924331,0.0,358.88627197952684,5479.059112581657,5479.059112581656,35,0.0,6081.437472788241,35,358.88627197952684,5479.059112581657,6081.437472788241,25,25,5479.059112581656,410000,4924.54576924331
4714.164025032212,0.0,444.38399469749373,5498.077259178331,5498.077259178332,36,0.0,6362.56953323537,36,444.38399469749373,5498.077259178331,6362.56953323537,25,25,5498.077259178332,420000,4714.164025032212
4651.653478724644,0.0,437.9983385593928,5387.66639421331,5387.666394213309,37,0.0,6273.252593306251,37,437.9983385593928,5387.66639421331,6273.252593306251,25,25,5387.666394213309,430000,4651.653478724644
4779.690712514825,0.0,447.27068455937484,5591.108533450993,5591.1085334509935,38,0.0,6415.122937828998,38,447.27068455937484,5591.108533450993,6415.122937828998,25,25,5591.1085334509935,440000,4779.690712514825
4057.4802418129157,0.0,508.4748282872749,5556.39269319288,5556.392693192876,39,0.0,6326.34426336138,39,508.4748282872749,5556.39269319288,6326.34426336138,25,25,5556.392693192876,450000,4057.4802418129157
4702.712418220171,0.0,389.17575843235807,5466.13015227692,5466.13015227692,40,0.0,6277.092948644961,40,389.17575843235807,5466.13015227692,6277.092948644961,25,25,5466.13015227692,460000,4702.712418220171
4551.266614728757,0.0,523.4806765094114,5613.370710858789,5613.370710858788,41,0.0,6464.498362430673,41,523.4806765094114,5613.370710858789,6464.498362430673,25,25,5613.370710858788,470000,4551.266614728757
4602.205381110175,0.0,396.3076056899178,5421.581551641624,5421.581551641622,42,0.0,6418.2644086081245,42,396.3076056899178,5421.581551641624,6418.2644086081245,25,25,5421.581551641622,480000,4602.205381110175
4919.925947353916,0.0,496.8224614060868,5750.404883129097,5750.404883129095,43,0.0,6653.349897950578,43,496.8224614060868,5750.404883129097,6653.349897950578,25,25,5750.404883129095,490000,4919.925947353916
5074.860969621617,0.0,380.1497070175685,5824.751280202214,5824.75128020221,44,0.0,6613.862590983714,44,380.1497070175685,5824.751280202214,6613.862590983714,25,25,5824.75128020221,500000,5074.860969621617
4698.846644669909,0.0,507.7039807435191,5548.098169475221,5548.09816947522,45,0.0,6757.054729744672,45,507.7039807435191,5548.098169475221,6757.054729744672,25,25,5548.09816947522,510000,4698.846644669909
4838.241306940739,0.0,473.09378329166026,5831.188789128876,5831.188789128875,46,0.0,6612.244933368946,46,473.09378329166026,5831.188789128876,6612.244933368946,25,25,5831.188789128875,520000,4838.241306940739
4420.030404816045,0.0,572.447703797297,5812.816525565693,5812.816525565697,47,0.0,6631.031662135086,47,572.447703797297,5812.816525565693,6631.031662135086,25,25,5812.816525565697,530000,4420.030404816045
4899.114305302944,0.0,646.9938587013194,5847.608957217199,5847.6089572171995,48,0.0,6971.72568439539,48,646.9938587013194,5847.608957217199,6971.72568439539,25,25,5847.6089572171995,540000,4899.114305302944
5209.659578248826,0.0,473.84938678077845,6007.716223165739,6007.716223165742,49,0.0,6882.311287306991,49,473.84938678077845,6007.716223165739,6882.311287306991,25,25,6007.716223165742,550000,5209.659578248826
4969.644242909127,0.0,556.9688848484844,6272.189829659749,6272.189829659749,50,0.0,7227.071465806094,50,556.9688848484844,6272.189829659749,7227.071465806094,25,25,6272.189829659749,560000,4969.644242909127
5045.167342005521,0.0,527.4509275269992,6043.933730980676,6043.933730980672,51,0.0,7111.0465449101275,51,527.4509275269992,6043.933730980676,7111.0465449101275,25,25,6043.933730980672,570000,5045.167342005521
5087.9641934633855,0.0,580.2456408441088,5925.635339829314,5925.635339829313,52,0.0,6940.076484923656,52,580.2456408441088,5925.635339829314,6940.076484923656,25,25,5925.635339829313,580000,5087.9641934633855
5077.092649701983,0.0,512.8889181880302,6063.850787110362,6063.850787110364,53,0.0,7257.901386464092,53,512.8889181880302,6063.850787110362,7257.901386464092,25,25,6063.850787110364,590000,5077.092649701983
5313.114152931084,0.0,487.75631333983796,6348.962108486616,6348.962108486618,54,0.0,7104.082830472729,54,487.75631333983796,6348.962108486616,7104.082830472729,25,25,6348.962108486618,600000,5313.114152931084
5067.093139727243,0.0,575.8621172525408,6259.164725738628,6259.1647257386285,55,0.0,7110.5718936408475,55,575.8621172525408,6259.164725738628,7110.5718936408475,25,25,6259.1647257386285,610000,5067.093139727243
5376.852444260925,0.0,528.3473571954313,6369.997663408638,6369.997663408634,56,0.0,7454.129560042576,56,528.3473571954313,6369.997663408638,7454.129560042576,25,25,6369.997663408634,620000,5376.852444260925
5234.189784975424,0.0,608.1902608627064,6458.635673782914,6458.635673782914,57,0.0,7261.609903520974,57,608.1902608627064,6458.635673782914,7261.609903520974,25,25,6458.635673782914,630000,5234.189784975424
5355.319163913569,0.0,552.2625401874589,6521.563269387391,6521.563269387391,58,0.0,7382.026980677258,58,552.2625401874589,6521.563269387391,7382.026980677258,25,25,6521.563269387391,640000,5355.319163913569
5294.372437980925,0.0,683.1033839861643,6364.123075465132,6364.123075465132,59,0.0,7429.82883379322,59,683.1033839861643,6364.123075465132,7429.82883379322,25,25,6364.123075465132,650000,5294.372437980925
5639.147647716742,0.0,516.8453779359166,6600.196232370758,6600.196232370761,60,0.0,7436.067165403248,60,516.8453779359166,6600.196232370758,7436.067165403248,25,25,6600.196232370761,660000,5639.147647716742
5771.718245429581,0.0,487.1908165270724,6801.164098708367,6801.164098708367,61,0.0,7605.995046550771,61,487.1908165270724,6801.164098708367,7605.995046550771,25,25,6801.164098708367,670000,5771.718245429581
5485.671886088702,0.0,521.0998913863289,6547.39932284851,6547.399322848511,62,0.0,7451.892614411613,62,521.0998913863289,6547.39932284851,7451.892614411613,25,25,6547.399322848511,680000,5485.671886088702
5492.813146441584,0.0,542.1334296682483,6485.847870683839,6485.847870683837,63,0.0,7810.79033106796,63,542.1334296682483,6485.847870683839,7810.79033106796,25,25,6485.847870683837,690000,5492.813146441584
5861.662484750607,0.0,530.0058104467652,6827.921968659884,6827.921968659882,64,0.0,7816.916964730731,64,530.0058104467652,6827.921968659884,7816.916964730731,25,25,6827.921968659882,700000,5861.662484750607
5691.743432847279,0.0,455.3936120481585,6563.108304692681,6563.1083046926815,65,0.0,7400.560076939815,65,455.3936120481585,6563.108304692681,7400.560076939815,25,25,6563.1083046926815,710000,5691.743432847279
5671.495666331413,0.0,582.9391495044018,6705.275324986401,6705.275324986401,66,0.0,8106.326353868137,66,582.9391495044018,6705.275324986401,8106.326353868137,25,25,6705.275324986401,720000,5671.495666331413
5635.349948212065,0.0,650.2171782235031,6839.794530993582,6839.794530993586,67,0.0,7950.530188238854,67,650.2171782235031,6839.794530993582,7950.530188238854,25,25,6839.794530993586,730000,5635.349948212065
5951.642253509753,0.0,708.4036823973233,7080.325402444538,7080.325402444536,68,0.0,8201.958434397538,68,708.4036823973233,7080.325402444538,8201.958434397538,25,25,7080.325402444536,740000,5951.642253509753
5952.057839473514,0.0,658.9303606012274,6913.476675721181,6913.476675721181,69,0.0,8296.879338396937,69,658.9303606012274,6913.476675721181,8296.879338396937,25,25,6913.476675721181,750000,5952.057839473514
6361.813609322392,0.0,447.7081397735016,7146.373185046546,7146.373185046548,70,0.0,8317.33252858726,70,447.7081397735016,7146.373185046546,8317.33252858726,25,25,7146.373185046548,760000,6361.813609322392
6105.355043881243,0.0,636.3856778671259,7191.2010893658335,7191.2010893658335,71,0.0,8526.613752757248,71,636.3856778671259,7191.2010893658335,8526.613752757248,25,25,7191.2010893658335,770000,6105.355043881243
6364.815713701394,0.0,578.2362048614882,7293.386946441116,7293.386946441116,72,0.0,8384.372356425578,72,578.2362048614882,7293.386946441116,8384.372356425578,25,25,7293.386946441116,780000,6364.815713701394
6116.92348048552,0.0,597.2282799948631,7052.122031815794,7052.122031815794,73,0.0,8351.777106737594,73,597.2282799948631,7052.122031815794,8351.777106737594,25,25,7052.122031815794,790000,6116.92348048552
6145.353002887753,0.0,576.4395652645389,7189.850828551603,7189.850828551607,74,0.0,8007.702559170838,74,576.4395652645389,7189.850828551603,8007.702559170838,25,25,7189.850828551607,800000,6145.353002887753
5888.237480743255,0.0,646.4441338866303,7483.40581947555,7483.40581947555,75,0.0,8498.804569190215,75,646.4441338866303,7483.40581947555,8498.804569190215,25,25,7483.40581947555,810000,5888.237480743255
6053.662468701223,0.0,541.1227880257645,7184.652946299675,7184.652946299674,76,0.0,8349.074479242543,76,541.1227880257645,7184.652946299675,8349.074479242543,25,25,7184.652946299674,820000,6053.662468701223
6216.364922023985,0.0,618.4185214742574,7766.92482694631,7766.92482694631,77,0.0,8891.598569888618,77,618.4185214742574,7766.92482694631,8891.598569888618,25,25,7766.92482694631,830000,6216.364922023985
6012.0797562130465,0.0,638.4748206367491,7820.209430081353,7820.209430081353,78,0.0,8886.503743433976,78,638.4748206367491,7820.209430081353,8886.503743433976,25,25,7820.209430081353,840000,6012.0797562130465
6046.139777125157,0.0,727.6666698885083,7386.106262741767,7386.106262741763,79,0.0,8849.452010616887,79,727.6666698885083,7386.106262741767,8849.452010616887,25,25,7386.106262741763,850000,6046.139777125157
6009.382468991994,0.0,826.8512805420312,7904.692299127794,7904.692299127796,80,0.0,9272.323631000452,80,826.8512805420312,7904.692299127794,9272.323631000452,25,25,7904.692299127796,860000,6009.382468991994
5009.246252892512,0.0,811.6516024988681,7619.422368198708,7619.422368198705,81,0.0,9131.122852475779,81,811.6516024988681,7619.422368198708,9131.122852475779,25,25,7619.422368198705,870000,5009.246252892512
6510.599374687923,0.0,663.1427707583796,8090.196014528384,8090.196014528382,82,0.0,9147.336475440105,82,663.1427707583796,8090.196014528384,9147.336475440105,25,25,8090.196014528382,880000,6510.599374687923
6519.267065487813,0.0,585.3789800833731,7884.898723134951,7884.898723134949,83,0.0,9200.694309316756,83,585.3789800833731,7884.898723134951,9200.694309316756,25,25,7884.898723134949,890000,6519.267065487813
6257.825856009663,0.0,731.7610389271376,7815.892241343136,7815.89224134314,84,0.0,9137.646966202177,84,731.7610389271376,7815.892241343136,9137.646966202177,25,25,7815.89224134314,900000,6257.825856009663
6386.15382050828,0.0,781.2343821893851,7705.442404578986,7705.442404578986,85,0.0,9297.843235794724,85,781.2343821893851,7705.442404578986,9297.843235794724,25,25,7705.442404578986,910000,6386.15382050828
6444.011093825931,0.0,572.0071728605523,8022.253197407948,8022.253197407948,86,0.0,8868.718899300604,86,572.0071728605523,8022.253197407948,8868.718899300604,25,25,8022.253197407948,920000,6444.011093825931
6522.58456986147,0.0,811.3734922567788,7794.130675958012,7794.130675958013,87,0.0,9618.397918231958,87,811.3734922567788,7794.130675958012,9618.397918231958,25,25,7794.130675958013,930000,6522.58456986147
7097.363657529638,0.0,719.9457732640483,8140.143756882199,8140.143756882197,88,0.0,9465.947632369907,88,719.9457732640483,8140.143756882199,9465.947632369907,25,25,8140.143756882197,940000,7097.363657529638
6536.339031869076,0.0,922.1745514551612,8300.90602959612,8300.906029596124,89,0.0,9428.071466527495,89,922.1745514551612,8300.90602959612,9428.071466527495,25,25,8300.906029596124,950000,6536.339031869076
6854.818738488923,0.0,775.4668351472321,8409.979092216257,8409.979092216254,90,0.0,9981.965732689587,90,775.4668351472321,8409.979092216257,9981.965732689587,25,25,8409.979092216254,960000,6854.818738488923
6105.183901600177,0.0,852.7939334741918,8136.729959384144,8136.729959384144,91,0.0,9297.34763656869,91,852.7939334741918,8136.729959384144,9297.34763656869,25,25,8136.729959384144,970000,6105.183901600177
1952.0468304536214,0.0,1504.345847435816,8159.318156564632,8159.318156564632,92,0.0,9576.315887440742,92,1504.345847435816,8159.318156564632,9576.315887440742,25,25,8159.318156564632,980000,1952.0468304536214
6375.94167286512,0.0,803.7692675229624,8613.910929374708,8613.910929374704,93,0.0,9754.040607949268,93,803.7692675229624,8613.910929374708,9754.040607949268,25,25,8613.910929374704,990000,6375.94167286512
7050.300129337844,0.0,750.763027801496,8411.52716901482,8411.527169014822,94,0.0,9758.961985843709,94,750.763027801496,8411.52716901482,9758.961985843709,25,25,8411.527169014822,1000000,7050.300129337844
6919.868183212248,0.0,583.0770833302544,8305.407395133494,8305.4073951335,95,0.0,9258.536742498647,95,583.0770833302544,8305.407395133494,9258.536742498647,25,25,8305.4073951335,1010000,6919.868183212248
6886.259723042905,0.0,658.0732528351299,8726.062516987262,8726.06251698726,96,0.0,9771.828092810518,96,658.0732528351299,8726.062516987262,9771.828092810518,25,25,8726.06251698726,1020000,6886.259723042905
7065.2967833581015,0.0,710.4787636212557,8543.345769718704,8543.345769718706,97,0.0,9769.22481698725,97,710.4787636212557,8543.345769718704,9769.22481698725,25,25,8543.345769718706,1030000,7065.2967833581015
6671.2850555193245,0.0,626.7906292737684,8362.458209038412,8362.458209038412,98,0.0,9510.921055750441,98,626.7906292737684,8362.458209038412,9510.921055750441,25,25,8362.458209038412,1040000,6671.2850555193245
6786.2664839819445,0.0,748.2093214298194,8945.400928747038,8945.40092874704,99,0.0,9907.14284983305,99,748.2093214298194,8945.400928747038,9907.14284983305,25,25,8945.40092874704,1050000,6786.2664839819445
7111.552087384925,0.0,848.1401351122503,8578.63146930727,8578.631469307275,100,0.0,9791.01636915062,100,848.1401351122503,8578.63146930727,9791.01636915062,25,25,8578.631469307275,1060000,7111.552087384925
7384.34571650978,0.0,728.2932875200676,8746.467211914209,8746.467211914205,101,0.0,9745.214810444295,101,728.2932875200676,8746.467211914209,9745.214810444295,25,25,8746.467211914205,1070000,7384.34571650978
8124.161936324068,0.0,619.4218093821084,9183.44124752478,9183.44124752478,102,0.0,10215.843092723642,102,619.4218093821084,9183.44124752478,10215.843092723642,25,25,9183.44124752478,1080000,8124.161936324068
7700.270346652153,0.0,692.2063471999319,8880.00459852942,8880.004598529422,103,0.0,9985.148853360615,103,692.2063471999319,8880.00459852942,9985.148853360615,25,25,8880.004598529422,1090000,7700.270346652153
7054.978970251393,0.0,869.689683577724,8859.199426602167,8859.19942660217,104,0.0,10410.602546139431,104,869.689683577724,8859.199426602167,10410.602546139431,25,25,8859.19942660217,1100000,7054.978970251393
2392.2271533145945,0.0,1519.0385127294705,8438.080837193193,8438.080837193193,105,0.0,10214.320078673672,105,1519.0385127294705,8438.080837193193,10214.320078673672,25,25,8438.080837193193,1110000,2392.2271533145945
7069.4177406366025,0.0,816.4030191209054,8894.703107054112,8894.703107054112,106,0.0,10273.690580942815,106,816.4030191209054,8894.703107054112,10273.690580942815,25,25,8894.703107054112,1120000,7069.4177406366025
7442.608110433171,0.0,737.5381895953934,8769.229647033671,8769.229647033671,107,0.0,10004.339466574507,107,737.5381895953934,8769.229647033671,10004.339466574507,25,25,8769.229647033671,1130000,7442.608110433171
7287.771793472678,0.0,830.4286923768773,8909.157602031222,8909.157602031222,108,0.0,10368.259707566212,108,830.4286923768773,8909.157602031222,10368.259707566212,25,25,8909.157602031222,1140000,7287.771793472678
7559.986550437313,0.0,699.7744429639654,8971.591260078898,8971.591260078898,109,0.0,10032.248299538624,109,699.7744429639654,8971.591260078898,10032.248299538624,25,25,8971.591260078898,1150000,7559.986550437313
7190.757936197459,0.0,646.2341588150064,9052.581062134865,9052.581062134865,110,0.0,9871.146701052521,110,646.2341588150064,9052.581062134865,9871.146701052521,25,25,9052.581062134865,1160000,7190.757936197459
7169.688200103065,0.0,787.0201712667595,9135.272870573455,9135.272870573463,111,0.0,10274.481746935704,111,787.0201712667595,9135.272870573455,10274.481746935704,25,25,9135.272870573463,1170000,7169.688200103065
444.929089734971,0.0,1841.4817482818717,8694.093226598488,8694.093226598487,112,0.0,10307.0409542651,112,1841.4817482818717,8694.093226598488,10307.0409542651,25,25,8694.093226598487,1180000,444.929089734971
7551.443095858877,0.0,780.396712928695,9132.943528341764,9132.943528341762,113,0.0,10391.884704399868,113,780.396712928695,9132.943528341764,10391.884704399868,25,25,9132.943528341762,1190000,7551.443095858877
7210.680050819387,0.0,960.3306901527919,9024.079098256227,9024.079098256225,114,0.0,10774.267715241624,114,960.3306901527919,9024.079098256227,10774.267715241624,25,25,9024.079098256225,1200000,7210.680050819387
8032.566157682851,0.0,487.9826918588358,9234.455757339154,9234.45575733916,115,0.0,10021.89356827117,115,487.9826918588358,9234.455757339154,10021.89356827117,25,25,9234.45575733916,1210000,8032.566157682851
8104.179368077801,0.0,795.587015837833,9364.312759066892,9364.312759066892,116,0.0,10630.236531376122,116,795.587015837833,9364.312759066892,10630.236531376122,25,25,9364.312759066892,1220000,8104.179368077801
8112.620856201814,0.0,648.8851437198605,9382.432750639375,9382.432750639373,117,0.0,10791.62469074921,117,648.8851437198605,9382.432750639375,10791.62469074921,25,25,9382.432750639373,1230000,8112.620856201814
6991.463858832178,0.0,866.0031406959398,9425.54445820793,9425.544458207927,118,0.0,10860.29856963857,118,866.0031406959398,9425.54445820793,10860.29856963857,25,25,9425.544458207927,1240000,6991.463858832178
8512.780234801916,0.0,792.2265965955793,9788.580713692929,9788.58071369293,119,0.0,11007.284652009686,119,792.2265965955793,9788.580713692929,11007.284652009686,25,25,9788.58071369293,1250000,8512.780234801916
7942.899533420029,0.0,720.1323180328125,9543.361547064655,9543.361547064655,120,0.0,10632.216164388276,120,720.1323180328125,9543.361547064655,10632.216164388276,25,25,9543.361547064655,1260000,7942.899533420029
8517.56638230015,0.0,645.8846249963717,9707.799243712156,9707.799243712156,121,0.0,10706.232445487092,121,645.8846249963717,9707.799243712156,10706.232445487092,25,25,9707.799243712156,1270000,8517.56638230015
7665.186319064394,0.0,901.026730039786,9546.165254825088,9546.165254825091,122,0.0,11081.255823750726,122,901.026730039786,9546.165254825088,11081.255823750726,25,25,9546.165254825091,1280000,7665.186319064394
7353.672243892648,0.0,880.227768997501,9550.112250817096,9550.112250817092,123,0.0,10716.656005181605,123,880.227768997501,9550.112250817096,10716.656005181605,25,25,9550.112250817092,1290000,7353.672243892648
7166.4287680174975,0.0,1018.4479152842525,9428.906978486104,9428.906978486102,124,0.0,11060.954655780246,124,1018.4479152842525,9428.906978486104,11060.954655780246,25,25,9428.906978486102,1300000,7166.4287680174975
8136.473872356067,0.0,945.4860431306814,9850.47328012735,9850.473280127351,125,0.0,11485.74595787213,125,945.4860431306814,9850.47328012735,11485.74595787213,25,25,9850.473280127351,1310000,8136.473872356067
8367.673097138277,0.0,767.5948824741355,9881.238290463492,9881.238290463492,126,0.0,11322.31742971723,126,767.5948824741355,9881.238290463492,11322.31742971723,25,25,9881.238290463492,1320000,8367.673097138277
8036.042797556525,0.0,901.768305970768,9962.182148375237,9962.18214837524,127,0.0,11581.582312229351,127,901.768305970768,9962.182148375237,11581.582312229351,25,25,9962.18214837524,1330000,8036.042797556525
7297.9186452169815,0.0,1121.1244908099184,9777.996389605862,9777.996389605862,128,0.0,11645.653699593557,128,1121.1244908099184,9777.996389605862,11645.653699593557,25,25,9777.996389605862,1340000,7297.9186452169815
8090.407736333788,0.0,861.0342752945219,9965.49798122176,9965.497981221759,129,0.0,11494.941989375422,129,861.0342752945219,9965.49798122176,11494.941989375422,25,25,9965.497981221759,1350000,8090.407736333788
