MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/StdReturn,TotalEnvSteps,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/TerminationRate
1.0,1020.4978758810346,147,595.3981880671671,331.1796863858099,595.3981880671671,33,1020.4978758810346,125.41830072509379,317992,147,331.1796863858099,595.3981880671671,33,125.41830072509379,595.3981880671671,1.0
1.0,1884.241215142981,167,512.1002785991429,48.89168513351351,512.1002785991429,34,1884.241215142981,373.6767172416056,326167,167,48.89168513351351,512.1002785991429,34,373.6767172416056,512.1002785991429,1.0
1.0,2032.1307418823067,102,936.9507749973212,48.48968781963477,936.9507749973212,35,2032.1307418823067,364.85444421466366,335967,102,48.48968781963477,936.9507749973212,35,364.85444421466366,936.9507749973212,1.0
1.0,933.8394758611594,176,393.25773571287556,90.7012175204665,393.2577357128755,36,933.8394758611594,167.54373349361882,345265,176,90.7012175204665,393.25773571287556,36,167.54373349361882,393.2577357128755,1.0
1.0,1181.9586727850547,144,555.5417557329113,103.86761538386827,555.5417557329113,37,1181.9586727850547,319.76048750304426,353508,144,103.86761538386827,555.5417557329113,37,319.76048750304426,555.5417557329113,1.0
1.0,2422.1876764267267,101,930.5172730221962,147.98587912092736,930.5172730221962,38,2422.1876764267267,256.6941088825433,362189,101,147.98587912092736,930.5172730221962,38,256.6941088825433,930.5172730221962,1.0
0.9878048780487805,3226.959964494511,82,1274.9987446959772,832.1736946781937,1274.9987446959772,39,3226.959964494511,494.6029524713978,370810,82,832.1736946781937,1274.9987446959772,39,494.6029524713978,1274.9987446959772,0.9878048780487805
0.9770114942528736,3248.556908630585,87,1200.095315672434,618.6317612264679,1200.095315672434,40,3248.556908630585,552.6253517461546,380201,87,618.6317612264679,1200.095315672434,40,552.6253517461546,1200.095315672434,0.9770114942528736
1.0,2320.8178106319365,170,497.83476504888966,130.5791375779516,497.83476504888966,41,2320.8178106319365,413.7489463429703,389848,170,130.5791375779516,497.83476504888966,41,413.7489463429703,497.83476504888966,1.0
0.9809523809523809,3108.241405250145,105,879.4070394806647,548.0512010407067,879.4070394806648,42,3108.241405250145,405.57001812122314,398863,105,548.0512010407067,879.4070394806647,42,405.57001812122314,879.4070394806648,0.9809523809523809
1.0,2652.796801484386,93,1071.9140039531824,721.4980298741151,1071.9140039531824,43,2652.796801484386,372.90525564594157,407731,93,721.4980298741151,1071.9140039531824,43,372.90525564594157,1071.9140039531824,1.0
1.0,2140.33626316734,99,990.2107120853985,659.8704114462287,990.2107120853987,44,2140.33626316734,233.10020369135108,417284,99,659.8704114462287,990.2107120853985,44,233.10020369135108,990.2107120853987,1.0
1.0,985.4963352939577,144,634.60715579518,111.69460240499095,634.60715579518,45,985.4963352939577,263.5589905239031,427586,144,111.69460240499095,634.60715579518,45,263.5589905239031,634.60715579518,1.0
1.0,337.3196248348215,258,209.6459668021811,106.7435649395796,209.64596680218108,46,337.3196248348215,53.62788732769297,436426,258,106.7435649395796,209.6459668021811,46,53.62788732769297,209.64596680218108,1.0
1.0,1319.638990011236,117,725.1387553123909,110.6359883976264,725.1387553123909,47,1319.638990011236,232.53781448402177,445861,117,110.6359883976264,725.1387553123909,47,232.53781448402177,725.1387553123909,1.0
1.0,373.8672301582908,199,297.12262645062816,245.1987959248776,297.12262645062816,48,373.8672301582908,38.982552058339444,455605,199,245.1987959248776,297.12262645062816,48,38.982552058339444,297.12262645062816,1.0
1.0,2189.0873155859927,207,332.47685860247174,93.10556470925634,332.47685860247174,49,2189.0873155859927,312.8210190111588,464092,207,93.10556470925634,332.47685860247174,49,312.8210190111588,332.47685860247174,1.0
1.0,1860.8490495421113,225,324.13780933613504,86.96941127488853,324.13780933613515,50,1860.8490495421113,331.5385075255898,472870,225,86.96941127488853,324.13780933613504,50,331.5385075255898,324.13780933613515,1.0
0.9775280898876404,3080.179513132774,89,1128.7593747769015,113.82555411921581,1128.7593747769015,51,3080.179513132774,571.3069245033213,481252,89,113.82555411921581,1128.7593747769015,51,571.3069245033213,1128.7593747769015,0.9775280898876404
1.0,1698.9185786176347,203,344.4622883141079,103.57935791445902,344.46228831410787,52,1698.9185786176347,304.3252804313115,491142,203,103.57935791445902,344.4622883141079,52,304.3252804313115,344.46228831410787,1.0
0.96,3195.898256447135,100,944.8285029350004,112.89753607315888,944.8285029350004,53,3195.898256447135,844.8520390789589,499664,100,112.89753607315888,944.8285029350004,53,844.8520390789589,944.8285029350004,0.96
0.6274509803921569,3394.6848566230665,51,1881.5648995917325,363.7349954765952,1881.5648995917322,54,3394.6848566230665,1051.142093109471,508238,51,363.7349954765952,1881.5648995917325,54,1051.142093109471,1881.5648995917322,0.6274509803921569
0.979381443298969,3310.0057502636782,97,1025.4163349876853,258.4320363042191,1025.4163349876856,55,3310.0057502636782,453.8619514535047,518172,97,258.4320363042191,1025.4163349876853,55,453.8619514535047,1025.4163349876856,0.979381443298969
0.9880952380952381,2922.695759898328,84,1073.7598838818308,311.4156071542119,1073.7598838818315,56,2922.695759898328,562.7659661354915,527350,84,311.4156071542119,1073.7598838818308,56,562.7659661354915,1073.7598838818315,0.9880952380952381
1.0,2380.338977593945,101,961.6184162705937,302.3912132820878,961.6184162705937,57,2380.338977593945,396.62418902049467,536511,101,302.3912132820878,961.6184162705937,57,396.62418902049467,961.6184162705937,1.0
1.0,1978.0954647625485,132,681.8807796460247,210.01987291002396,681.8807796460248,58,1978.0954647625485,377.0931515943604,545523,132,210.01987291002396,681.8807796460247,58,377.0931515943604,681.8807796460248,1.0
1.0,1524.395919458593,122,732.3675220973698,219.04414044587,732.3675220973698,59,1524.395919458593,328.11132396744426,553557,122,219.04414044587,732.3675220973698,59,328.11132396744426,732.3675220973698,1.0
1.0,2774.7517457160716,126,748.3628059169176,109.14474972731487,748.3628059169179,60,2774.7517457160716,322.95440987497744,562595,126,109.14474972731487,748.3628059169176,60,322.95440987497744,748.3628059169179,1.0
1.0,1591.24398362712,98,963.8292622409309,367.1715243436581,963.829262240931,61,1591.24398362712,254.66404616931683,570871,98,367.1715243436581,963.8292622409309,61,254.66404616931683,963.829262240931,1.0
1.0,1902.4553779321272,109,847.8009232643598,253.8763040545383,847.8009232643601,62,1902.4553779321272,299.5276478148389,578591,109,253.8763040545383,847.8009232643598,62,299.5276478148389,847.8009232643601,1.0
0.99,3031.5178473514743,100,886.8616792622581,231.1191202915775,886.8616792622581,63,3031.5178473514743,415.3953786683967,587881,100,231.1191202915775,886.8616792622581,63,415.3953786683967,886.8616792622581,0.99
1.0,1871.331186366147,112,882.9547396120346,108.24410755775467,882.9547396120346,64,1871.331186366147,303.31113887255214,596736,112,108.24410755775467,882.9547396120346,64,303.31113887255214,882.9547396120346,1.0
1.0,2128.9230321414516,100,954.4512178002789,91.61664555662037,954.4512178002789,65,2128.9230321414516,315.7845096981165,606545,100,91.61664555662037,954.4512178002789,65,315.7845096981165,954.4512178002789,1.0
1.0,2059.3898524830056,106,937.0736530139907,369.2053087479748,937.0736530139905,66,2059.3898524830056,304.7649600096464,616082,106,369.2053087479748,937.0736530139907,66,304.7649600096464,937.0736530139905,1.0
1.0,2438.604157825564,107,851.1851646830579,249.23173498071228,851.1851646830578,67,2438.604157825564,271.68161542168866,624439,107,249.23173498071228,851.1851646830579,67,271.68161542168866,851.1851646830578,1.0
1.0,2562.768310021294,102,1002.2559032408025,522.4515290774214,1002.2559032408026,68,2562.768310021294,281.76433303162963,633568,102,522.4515290774214,1002.2559032408025,68,281.76433303162963,1002.2559032408026,1.0
1.0,2858.541284009683,99,1017.4310944785841,256.52835028051175,1017.4310944785843,69,2858.541284009683,380.03597351466567,642257,99,256.52835028051175,1017.4310944785841,69,380.03597351466567,1017.4310944785843,1.0
1.0,3052.5510592629867,90,1147.5310613256586,688.4996745341957,1147.5310613256586,70,3052.5510592629867,402.0321961209364,651658,90,688.4996745341957,1147.5310613256586,70,402.0321961209364,1147.5310613256586,1.0
1.0,1576.0513086956144,111,902.0294265749969,519.6588232342473,902.0294265749969,71,1576.0513086956144,204.34915345563059,660731,111,519.6588232342473,902.0294265749969,71,204.34915345563059,902.0294265749969,1.0
1.0,2119.0347618041956,96,1032.4624273234076,419.98045441538653,1032.4624273234076,72,2119.0347618041956,256.8350260035512,670280,96,419.98045441538653,1032.4624273234076,72,256.8350260035512,1032.4624273234076,1.0
1.0,2250.0372444085706,95,986.3094558681922,372.41236654141744,986.309455868192,73,2250.0372444085706,350.174340529112,679966,95,372.41236654141744,986.3094558681922,73,350.174340529112,986.309455868192,1.0
1.0,3251.208875128871,98,1032.3287176682452,295.3467737788075,1032.3287176682452,74,3251.208875128871,412.5361364557279,689300,98,295.3467737788075,1032.3287176682452,74,412.5361364557279,1032.3287176682452,1.0
0.8135593220338984,3252.7934455087725,59,1706.609543980891,96.45421784944615,1706.6095439808907,75,3252.7934455087725,893.1671756424801,698495,59,96.45421784944615,1706.609543980891,75,893.1671756424801,1706.6095439808907,0.8135593220338984
0.9253731343283582,3244.201489154637,67,1644.45720608066,305.3303743698024,1644.45720608066,76,3244.201489154637,859.0781042797731,707681,67,305.3303743698024,1644.45720608066,76,859.0781042797731,1644.45720608066,0.9253731343283582
0.9746835443037974,3247.077167974295,79,1287.4779029778083,422.5868883047344,1287.4779029778083,77,3247.077167974295,607.9504217008234,717196,79,422.5868883047344,1287.4779029778083,77,607.9504217008234,1287.4779029778083,0.9746835443037974
0.9305555555555556,3301.8268232379774,72,1403.210394405798,681.8692636193603,1403.2103944057978,78,3301.8268232379774,649.6144154683843,725738,72,681.8692636193603,1403.210394405798,78,649.6144154683843,1403.2103944057978,0.9305555555555556
0.9882352941176471,3200.8291192843503,85,1205.7220412221448,321.06502841742633,1205.7220412221452,79,3200.8291192843503,608.0641644929483,735976,85,321.06502841742633,1205.7220412221448,79,608.0641644929483,1205.7220412221452,0.9882352941176471
0.8676470588235294,3392.8816420425464,68,1525.1458863829178,319.0790975197768,1525.1458863829178,80,3392.8816420425464,834.5501740110384,745444,68,319.0790975197768,1525.1458863829178,80,834.5501740110384,1525.1458863829178,0.8676470588235294
0.8153846153846154,3388.7862319865144,65,1625.7065062631339,726.9051674696474,1625.7065062631339,81,3388.7862319865144,889.393692850463,755471,65,726.9051674696474,1625.7065062631339,81,889.393692850463,1625.7065062631339,0.8153846153846154
1.0,3173.7983507959675,88,1242.3223026493536,347.4632936895627,1242.3223026493538,82,3173.7983507959675,538.2742850683823,765327,88,347.4632936895627,1242.3223026493536,82,538.2742850683823,1242.3223026493538,1.0
0.99,3307.0917223446413,100,963.5853587527838,133.43518011307475,963.5853587527838,83,3307.0917223446413,572.1132107243064,773737,100,133.43518011307475,963.5853587527838,83,572.1132107243064,963.5853587527838,0.99
0.9634146341463414,3368.6725059031314,82,1233.5373525816353,118.99050920199046,1233.5373525816356,84,3368.6725059031314,615.1970189531788,784106,82,118.99050920199046,1233.5373525816353,84,615.1970189531788,1233.5373525816356,0.9634146341463414
0.9523809523809523,3488.318554510224,84,1257.8523496589985,85.97703643341215,1257.8523496589992,85,3488.318554510224,925.5547147764768,792818,84,85.97703643341215,1257.8523496589985,85,925.5547147764768,1257.8523496589992,0.9523809523809523
0.9871794871794872,3650.9908533019106,78,1493.8665120252426,830.8551226333086,1493.866512025243,86,3650.9908533019106,602.2988389019154,802608,78,830.8551226333086,1493.8665120252426,86,602.2988389019154,1493.866512025243,0.9871794871794872
0.819672131147541,3481.0526133088842,61,1829.5402542220006,633.7805580679031,1829.5402542220008,87,3481.0526133088842,911.3067874275148,811772,61,633.7805580679031,1829.5402542220006,87,911.3067874275148,1829.5402542220008,0.819672131147541
0.7083333333333334,3366.1780010681787,48,2248.0548016218468,893.3028825434909,2248.0548016218468,88,3366.1780010681787,928.1981103284456,821109,48,893.3028825434909,2248.0548016218468,88,928.1981103284456,2248.0548016218468,0.7083333333333334
1.0,3079.7029031068164,93,1161.0906484486165,774.4147107625538,1161.0906484486165,89,3079.7029031068164,445.4277325400993,832182,93,774.4147107625538,1161.0906484486165,89,445.4277325400993,1161.0906484486165,1.0
1.0,3222.97462745868,96,1095.9070078269642,337.56717374103425,1095.9070078269644,90,3222.97462745868,334.5623072594417,842373,96,337.56717374103425,1095.9070078269642,90,334.5623072594417,1095.9070078269644,1.0
0.989010989010989,3577.432740678881,91,1099.6563819130997,336.36321944378767,1099.6563819130997,91,3577.432740678881,467.59123625179757,853963,91,336.36321944378767,1099.6563819130997,91,467.59123625179757,1099.6563819130997,0.989010989010989
1.0,1676.2625532292725,107,934.0363613844972,647.2023635548236,934.0363613844972,92,1676.2625532292725,169.83369054965868,863939,107,647.2023635548236,934.0363613844972,92,169.83369054965868,934.0363613844972,1.0
1.0,3321.430075054185,99,1073.5893932271197,340.51380884913704,1073.5893932271197,93,3321.430075054185,383.2164292785274,874194,99,340.51380884913704,1073.5893932271197,93,383.2164292785274,1073.5893932271197,1.0
1.0,2546.5899168989677,91,1097.3040434909747,358.9476460487156,1097.304043490975,94,2546.5899168989677,305.1450760671706,885782,91,358.9476460487156,1097.3040434909747,94,305.1450760671706,1097.304043490975,1.0
1.0,1515.7646587205236,108,935.3945320969435,668.7623222133539,935.3945320969437,95,1515.7646587205236,167.1514808694121,897715,108,668.7623222133539,935.3945320969435,95,167.1514808694121,935.3945320969437,1.0
1.0,1514.8194554125062,99,1022.3134852132373,740.9327198874263,1022.3134852132374,96,1514.8194554125062,158.92850729180967,908605,99,740.9327198874263,1022.3134852132373,96,158.92850729180967,1022.3134852132374,1.0
1.0,2190.0885870753514,95,1027.5030038238494,676.425566479139,1027.5030038238494,97,2190.0885870753514,230.87946413651485,918473,95,676.425566479139,1027.5030038238494,97,230.87946413651485,1027.5030038238494,1.0
1.0,2229.548446860667,96,1037.8831167650194,656.7602364301172,1037.8831167650196,98,2229.548446860667,234.5468698315313,928834,96,656.7602364301172,1037.8831167650194,98,234.5468698315313,1037.8831167650196,1.0
1.0,1941.636214632942,94,1047.241449339116,562.2484579665847,1047.241449339116,99,1941.636214632942,254.17869322063532,940367,94,562.2484579665847,1047.241449339116,99,254.17869322063532,1047.241449339116,1.0
1.0,1847.2308994544308,101,975.7969549973612,109.29587706911187,975.7969549973614,100,1847.2308994544308,316.6277076086875,951027,101,109.29587706911187,975.7969549973612,100,316.6277076086875,975.7969549973614,1.0
1.0,1531.366433378128,103,966.4673106973192,670.5926286247765,966.4673106973192,101,1531.366433378128,191.4844741271132,959407,103,670.5926286247765,966.4673106973192,101,191.4844741271132,966.4673106973192,1.0
1.0,1471.1125610325014,102,997.8803685354691,673.2720002867359,997.8803685354692,102,1471.1125610325014,176.44629345052704,970497,102,673.2720002867359,997.8803685354691,102,176.44629345052704,997.8803685354692,1.0
1.0,1681.7743781676165,98,1055.0565596521008,656.3318566678629,1055.0565596521008,103,1681.7743781676165,198.47409984433776,981448,98,656.3318566678629,1055.0565596521008,103,198.47409984433776,1055.0565596521008,1.0
1.0,1583.0516027856634,100,969.2672968429933,651.6844616097135,969.2672968429936,104,1583.0516027856634,150.14991337191023,991580,100,651.6844616097135,969.2672968429933,104,150.14991337191023,969.2672968429936,1.0
1.0,1912.17594624314,100,1030.1845626198822,599.1103166003038,1030.184562619882,105,1912.17594624314,206.1092505281073,1001260,100,599.1103166003038,1030.1845626198822,105,206.1092505281073,1030.184562619882,1.0
1.0,1355.5554775592109,112,882.7649833389868,158.40499675888526,882.7649833389869,106,1355.5554775592109,207.99598533390915,1011023,112,158.40499675888526,882.7649833389868,106,207.99598533390915,882.7649833389869,1.0
1.0,1331.2094066608513,110,873.7723237613853,51.47552182726478,873.7723237613855,107,1331.2094066608513,211.09427744492663,1019343,110,51.47552182726478,873.7723237613853,107,211.09427744492663,873.7723237613855,1.0
1.0,2578.3638114843156,100,995.7415798958361,501.4027933621581,995.7415798958364,108,2578.3638114843156,330.8194421257344,1028691,100,501.4027933621581,995.7415798958361,108,330.8194421257344,995.7415798958364,1.0
1.0,1726.7351768736469,98,975.5887972611765,626.1809130464237,975.5887972611765,109,1726.7351768736469,187.75966896035334,1039045,98,626.1809130464237,975.5887972611765,109,187.75966896035334,975.5887972611765,1.0
1.0,2363.567290075111,102,928.5364929434583,51.46936411883742,928.5364929434583,110,2363.567290075111,307.4999715156079,1047833,102,51.46936411883742,928.5364929434583,110,307.4999715156079,928.5364929434583,1.0
1.0,1338.4355726415795,114,849.8297001023417,501.6677987579683,849.8297001023418,111,1338.4355726415795,154.48254970585933,1056016,114,501.6677987579683,849.8297001023417,111,154.48254970585933,849.8297001023418,1.0
1.0,1518.303042609831,110,899.8168027522725,386.94958196686235,899.8168027522725,112,1518.303042609831,206.94845365406874,1065384,110,386.94958196686235,899.8168027522725,112,206.94845365406874,899.8168027522725,1.0
1.0,1751.016957274474,104,914.8904572043546,353.9828546966515,914.8904572043547,113,1751.016957274474,257.90300395980364,1074337,104,353.9828546966515,914.8904572043546,113,257.90300395980364,914.8904572043547,1.0
1.0,2235.2095688891995,97,1033.8346293303139,670.074982965494,1033.834629330314,114,2235.2095688891995,263.27801972932326,1084692,97,670.074982965494,1033.8346293303139,114,263.27801972932326,1033.834629330314,1.0
1.0,1821.3125554251214,105,945.9608115741739,138.96309009275518,945.9608115741738,115,1821.3125554251214,254.26237487427588,1093540,105,138.96309009275518,945.9608115741739,115,254.26237487427588,945.9608115741738,1.0
1.0,2199.3252895214687,113,885.9575726597332,616.0559041778967,885.9575726597332,116,2199.3252895214687,239.81352965041978,1102480,113,616.0559041778967,885.9575726597332,116,239.81352965041978,885.9575726597332,1.0
1.0,1502.3717683713917,108,924.4961162651009,534.1483521454603,924.496116265101,117,1502.3717683713917,201.55196586307446,1112202,108,534.1483521454603,924.4961162651009,117,201.55196586307446,924.496116265101,1.0
1.0,1780.676827166279,112,855.5839504937406,543.5286832760673,855.5839504937409,118,1780.676827166279,247.03562175141906,1120585,112,543.5286832760673,855.5839504937406,118,247.03562175141906,855.5839504937409,1.0
1.0,3069.5644051985114,106,908.049581594025,139.04572550252578,908.0495815940251,119,3069.5644051985114,384.2094604057549,1130180,106,139.04572550252578,908.049581594025,119,384.2094604057549,908.0495815940251,1.0
1.0,2556.5927857903157,109,908.3895009831734,603.2244329498446,908.3895009831732,120,2556.5927857903157,287.7783024030816,1139842,109,603.2244329498446,908.3895009831734,120,287.7783024030816,908.3895009831732,1.0
1.0,1625.0260736412924,98,1040.156529352965,613.8366787539037,1040.1565293529654,121,1625.0260736412924,201.05639836717216,1149749,98,613.8366787539037,1040.156529352965,121,201.05639836717216,1040.1565293529654,1.0
1.0,2627.6624045962335,101,994.2174395825419,136.64037775223653,994.2174395825418,122,2627.6624045962335,344.46222084363603,1158136,101,136.64037775223653,994.2174395825419,122,344.46222084363603,994.2174395825418,1.0
1.0,1490.046769951979,117,824.1666383014644,556.5806137777653,824.1666383014646,123,1490.046769951979,185.71841189848658,1166877,117,556.5806137777653,824.1666383014644,123,185.71841189848658,824.1666383014646,1.0
1.0,1756.7510853948768,106,908.4240349103355,372.13921582426576,908.4240349103354,124,1756.7510853948768,290.48837241274913,1175233,106,372.13921582426576,908.4240349103355,124,290.48837241274913,908.4240349103354,1.0
1.0,1725.8247323720332,118,804.0213152805266,451.7174244733679,804.0213152805266,125,1725.8247323720332,208.67802180485273,1184633,118,451.7174244733679,804.0213152805266,125,208.67802180485273,804.0213152805266,1.0
1.0,2131.8181479793116,114,832.776499379123,461.44483805728623,832.776499379123,126,2131.8181479793116,216.4294418841105,1193900,114,461.44483805728623,832.776499379123,126,216.4294418841105,832.776499379123,1.0
1.0,2438.8841995270877,95,1069.5449307390443,577.5726305016036,1069.5449307390443,127,2438.8841995270877,361.91288142411145,1203629,95,577.5726305016036,1069.5449307390443,127,361.91288142411145,1069.5449307390443,1.0
1.0,1748.4975785984684,122,759.1324935826617,71.26808693778095,759.1324935826617,128,1748.4975785984684,219.99553536137532,1212004,122,71.26808693778095,759.1324935826617,128,219.99553536137532,759.1324935826617,1.0
0.991304347826087,3537.9252859620683,115,867.1975831336388,298.1641582421534,867.1975831336389,129,3537.9252859620683,330.02739816365437,1221016,115,298.1641582421534,867.1975831336388,129,330.02739816365437,867.1975831336389,0.991304347826087
