MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/StdReturn,TotalEnvSteps,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/TerminationRate
1.0,2992.4332963832917,108,941.3164337156682,284.3419149343902,941.3164337156682,130,2992.4332963832917,418.1178970145205,1230808,108,284.3419149343902,941.3164337156682,130,418.1178970145205,941.3164337156682,1.0
1.0,1498.7740276464058,120,796.8568846878428,407.3946791304832,796.8568846878428,131,1498.7740276464058,216.46712928046162,1241879,120,407.3946791304832,796.8568846878428,131,216.46712928046162,796.8568846878428,1.0
1.0,2239.1235738412715,104,967.6259184328096,291.2324238095485,967.6259184328098,132,2239.1235738412715,357.7613920870966,1250660,104,291.2324238095485,967.6259184328096,132,357.7613920870966,967.6259184328098,1.0
1.0,2014.4879254977168,108,922.0087791533783,316.3779749924521,922.0087791533783,133,2014.4879254977168,238.87921846549955,1259540,108,316.3779749924521,922.0087791533783,133,238.87921846549955,922.0087791533783,1.0
0.9883720930232558,3280.6226663152697,86,1174.4256537566453,288.93113556552674,1174.4256537566453,134,3280.6226663152697,553.1624987990062,1269774,86,288.93113556552674,1174.4256537566453,134,553.1624987990062,1174.4256537566453,0.9883720930232558
1.0,1498.1872899154837,110,872.2714364356639,570.7392570348442,872.2714364356638,135,1498.1872899154837,161.55444158256992,1278919,110,570.7392570348442,872.2714364356639,135,161.55444158256992,872.2714364356638,1.0
1.0,1552.135827009855,107,938.4596966868959,625.977985180884,938.4596966868958,136,1552.135827009855,189.52606315400743,1288830,107,625.977985180884,938.4596966868959,136,189.52606315400743,938.4596966868958,1.0
1.0,2231.4310098085866,109,941.6301879796009,389.87204636481994,941.6301879796009,137,2231.4310098085866,278.93359856235793,1297193,109,389.87204636481994,941.6301879796009,137,278.93359856235793,941.6301879796009,1.0
1.0,1446.6929986417756,114,852.0088846481135,284.0150970282151,852.0088846481136,138,1446.6929986417756,208.1730662203118,1306493,114,284.0150970282151,852.0088846481135,138,208.1730662203118,852.0088846481136,1.0
1.0,1275.6542371973078,122,763.5440109979702,373.15249307344544,763.5440109979702,139,1275.6542371973078,181.07229189941836,1316267,122,373.15249307344544,763.5440109979702,139,181.07229189941836,763.5440109979702,1.0
1.0,1585.3723807621425,108,872.5346934666148,391.3314994232363,872.5346934666148,140,1585.3723807621425,227.6570555230412,1325450,108,391.3314994232363,872.5346934666148,140,227.6570555230412,872.5346934666148,1.0
1.0,1077.462883965044,128,735.713727885313,531.1419176381519,735.713727885313,141,1077.462883965044,126.58328629000856,1333925,128,531.1419176381519,735.713727885313,141,126.58328629000856,735.713727885313,1.0
1.0,1199.6440106106436,125,782.3986730735987,445.9464735091348,782.3986730735987,142,1199.6440106106436,131.9192237003232,1342736,125,445.9464735091348,782.3986730735987,142,131.9192237003232,782.3986730735987,1.0
1.0,1523.0478294618374,124,764.6572982000765,480.9274754596887,764.6572982000765,143,1523.0478294618374,142.30376139603302,1351824,124,480.9274754596887,764.6572982000765,143,142.30376139603302,764.6572982000765,1.0
1.0,2007.1057641508885,114,880.0111997206081,615.3877745213248,880.0111997206081,144,2007.1057641508885,215.18242443111657,1361551,114,615.3877745213248,880.0111997206081,144,215.18242443111657,880.0111997206081,1.0
1.0,1249.8482970726818,126,712.3965479941322,403.3116839391539,712.3965479941322,145,1249.8482970726818,134.53215322586934,1370385,126,403.3116839391539,712.3965479941322,145,134.53215322586934,712.3965479941322,1.0
1.0,1530.7407718821228,124,774.9652991001609,426.6430042987787,774.9652991001609,146,1530.7407718821228,151.46475405641073,1378452,124,426.6430042987787,774.9652991001609,146,151.46475405641073,774.9652991001609,1.0
1.0,1333.1999903900987,112,889.9475289487816,315.8732698973465,889.9475289487816,147,1333.1999903900987,156.40358735597889,1387956,112,315.8732698973465,889.9475289487816,147,156.40358735597889,889.9475289487816,1.0
1.0,2837.8872904340637,105,967.4071578253345,641.7588653347092,967.4071578253345,148,2837.8872904340637,355.1924024568236,1397024,105,641.7588653347092,967.4071578253345,148,355.1924024568236,967.4071578253345,1.0
1.0,2053.578740520026,112,857.8875023818536,309.2606819114971,857.8875023818536,149,2053.578740520026,209.50098552510246,1406559,112,309.2606819114971,857.8875023818536,149,209.50098552510246,857.8875023818536,1.0
1.0,1585.8925361723886,110,904.9953966234019,583.874247363684,904.9953966234019,150,1585.8925361723886,207.423282685578,1416549,110,583.874247363684,904.9953966234019,150,207.423282685578,904.9953966234019,1.0
0.9903846153846154,3650.140393916932,104,971.6154848357697,625.1145529066422,971.6154848357697,151,3650.140393916932,455.3315442793769,1425672,104,625.1145529066422,971.6154848357697,151,455.3315442793769,971.6154848357697,0.9903846153846154
0.9666666666666667,3436.5333562248343,90,1196.5937599715687,625.4123891488487,1196.5937599715687,152,3436.5333562248343,644.1746543050311,1435159,90,625.4123891488487,1196.5937599715687,152,644.1746543050311,1196.5937599715687,0.9666666666666667
1.0,2077.561901040758,106,971.9453027005621,633.6624554938451,971.9453027005621,153,2077.561901040758,281.66006853063953,1445279,106,633.6624554938451,971.9453027005621,153,281.66006853063953,971.9453027005621,1.0
1.0,2458.1935545573615,98,1100.9594324224274,532.4880407625583,1100.9594324224272,154,2458.1935545573615,379.5978875065067,1455355,98,532.4880407625583,1100.9594324224274,154,379.5978875065067,1100.9594324224272,1.0
1.0,3193.1865301161088,99,1058.838534031014,589.0427636341852,1058.838534031014,155,3193.1865301161088,489.964460990558,1464142,99,589.0427636341852,1058.838534031014,155,489.964460990558,1058.838534031014,1.0
0.9902912621359223,3554.867388697846,103,998.453554392305,595.3990041915021,998.4535543923049,156,3554.867388697846,492.9515692769899,1473268,103,595.3990041915021,998.453554392305,156,492.9515692769899,998.4535543923049,0.9902912621359223
1.0,2205.585592530586,114,895.7510173404255,678.4924873282706,895.7510173404254,157,2205.585592530586,176.77335395976013,1483093,114,678.4924873282706,895.7510173404255,157,176.77335395976013,895.7510173404254,1.0
0.9523809523809523,3551.662446659226,84,1231.4414158349293,629.2783717165979,1231.4414158349293,158,3551.662446659226,795.5343928001215,1492836,84,629.2783717165979,1231.4414158349293,158,795.5343928001215,1231.4414158349293,0.9523809523809523
1.0,2008.6018366004582,108,985.7282641090985,620.8991951028947,985.7282641090985,159,2008.6018366004582,196.82858140781272,1502639,108,620.8991951028947,985.7282641090985,159,196.82858140781272,985.7282641090985,1.0
0.9797979797979798,3579.429689520084,99,1112.2191210631318,610.8326936566971,1112.219121063132,160,3579.429689520084,595.125810811683,1511955,99,610.8326936566971,1112.2191210631318,160,595.125810811683,1112.219121063132,0.9797979797979798
0.9885057471264368,3508.101775583275,87,1225.2394083567235,753.9557027035289,1225.2394083567237,161,3508.101775583275,541.1914924279421,1521384,87,753.9557027035289,1225.2394083567235,161,541.1914924279421,1225.2394083567237,0.9885057471264368
1.0,2194.489373305783,101,1030.9832996773316,581.0893192220427,1030.9832996773318,162,2194.489373305783,302.5781728008561,1531031,101,581.0893192220427,1030.9832996773316,162,302.5781728008561,1030.9832996773318,1.0
0.9285714285714286,3472.494142559102,70,1592.052431885668,597.7968019307029,1592.0524318856678,163,3472.494142559102,822.4662517237768,1539203,70,597.7968019307029,1592.052431885668,163,822.4662517237768,1592.0524318856678,0.9285714285714286
0.9894736842105263,3491.699047649567,95,1145.7352923958847,545.3549546552267,1145.7352923958847,164,3491.699047649567,673.3514922515138,1548862,95,545.3549546552267,1145.7352923958847,164,673.3514922515138,1145.7352923958847,0.9894736842105263
0.9743589743589743,3433.629171116877,78,1375.0484893800053,583.9527547549579,1375.0484893800058,165,3433.629171116877,708.5706471908471,1557300,78,583.9527547549579,1375.0484893800053,165,708.5706471908471,1375.0484893800058,0.9743589743589743
0.9666666666666667,3520.5212560639247,90,1185.724091800988,552.7859393483795,1185.7240918009873,166,3520.5212560639247,703.6915745182635,1566932,90,552.7859393483795,1185.724091800988,166,703.6915745182635,1185.7240918009873,0.9666666666666667
0.8285714285714286,3506.638448183069,70,1655.7836326191016,523.3493911071679,1655.7836326191014,167,3506.638448183069,1035.6022693385203,1576300,70,523.3493911071679,1655.7836326191016,167,1035.6022693385203,1655.7836326191014,0.8285714285714286
1.0,3173.5075937588886,109,956.0235911304851,289.19100612815714,956.0235911304851,168,3173.5075937588886,362.46785728989306,1585004,109,289.19100612815714,956.0235911304851,168,362.46785728989306,956.0235911304851,1.0
0.9894736842105263,3595.297624162777,95,1201.3720231758464,575.9199507897168,1201.3720231758466,169,3595.297624162777,677.1744517292332,1594030,95,575.9199507897168,1201.3720231758464,169,677.1744517292332,1201.3720231758466,0.9894736842105263
0.967032967032967,3538.022371650314,91,1148.5623124252595,302.6235563942751,1148.5623124252595,170,3538.022371650314,592.0105159009569,1603797,91,302.6235563942751,1148.5623124252595,170,592.0105159009569,1148.5623124252595,0.967032967032967
1.0,2118.8637696218375,114,853.6550945240172,107.53234970973534,853.6550945240172,171,2118.8637696218375,275.7731226774132,1613162,114,107.53234970973534,853.6550945240172,171,275.7731226774132,853.6550945240172,1.0
1.0,2051.0655639929964,113,903.0297973505561,539.0527032432876,903.0297973505561,172,2051.0655639929964,286.656190631688,1622231,113,539.0527032432876,903.0297973505561,172,286.656190631688,903.0297973505561,1.0
1.0,1389.086181573485,115,860.0568767755015,454.1659620967344,860.0568767755012,173,1389.086181573485,162.50936146882773,1630772,115,454.1659620967344,860.0568767755015,173,162.50936146882773,860.0568767755012,1.0
1.0,1501.5396393421947,107,958.5427097364803,604.4547876388906,958.5427097364804,174,1501.5396393421947,161.83565944074394,1638897,107,604.4547876388906,958.5427097364803,174,161.83565944074394,958.5427097364804,1.0
0.9882352941176471,3608.6449446443817,85,1262.94265639919,601.3856253159357,1262.94265639919,175,3608.6449446443817,718.8572200361715,1648623,85,601.3856253159357,1262.94265639919,175,718.8572200361715,1262.94265639919,0.9882352941176471
1.0,1835.5061236872773,106,922.9359514194622,551.5055578023428,922.9359514194622,176,1835.5061236872773,248.06210608508272,1659711,106,551.5055578023428,922.9359514194622,176,248.06210608508272,922.9359514194622,1.0
1.0,2642.0497554355193,103,997.3727842504003,583.2439143261211,997.3727842504003,177,2642.0497554355193,327.6281445517329,1669331,103,583.2439143261211,997.3727842504003,177,327.6281445517329,997.3727842504003,1.0
0.9897959183673469,3501.3989365706043,98,1098.0768924368626,527.5458239903027,1098.0768924368626,178,3501.3989365706043,560.7815677443936,1678675,98,527.5458239903027,1098.0768924368626,178,560.7815677443936,1098.0768924368626,0.9897959183673469
0.9891304347826086,3397.4315755560765,92,1205.8768116099845,594.734034641194,1205.8768116099843,179,3397.4315755560765,567.1398195798747,1688005,92,594.734034641194,1205.8768116099845,179,567.1398195798747,1205.8768116099843,0.9891304347826086
0.9651162790697675,3592.3200644126487,86,1237.4825395952817,313.905853000824,1237.4825395952817,180,3592.3200644126487,746.7738817887396,1697432,86,313.905853000824,1237.4825395952817,180,746.7738817887396,1237.4825395952817,0.9651162790697675
1.0,3064.408293026339,99,1119.9988419928727,222.69917435963998,1119.9988419928725,181,3064.408293026339,582.758790430853,1706951,99,222.69917435963998,1119.9988419928727,181,582.758790430853,1119.9988419928725,1.0
0.9903846153846154,3523.485336526555,104,989.0026924018283,46.43728033652476,989.0026924018287,182,3523.485336526555,453.48926746117706,1716289,104,46.43728033652476,989.0026924018283,182,453.48926746117706,989.0026924018287,0.9903846153846154
1.0,3081.736313749598,103,1022.7063205711517,597.1564961216606,1022.7063205711515,183,3081.736313749598,382.9346736047562,1725834,103,597.1564961216606,1022.7063205711517,183,382.9346736047562,1022.7063205711515,1.0
1.0,2586.961496527554,109,935.2747373877548,559.6128324267784,935.2747373877548,184,2586.961496527554,326.6396891601285,1734668,109,559.6128324267784,935.2747373877548,184,326.6396891601285,935.2747373877548,1.0
1.0,2201.720807042323,108,923.893318978986,546.708048475909,923.8933189789864,185,2201.720807042323,276.8994551654008,1742887,108,546.708048475909,923.893318978986,185,276.8994551654008,923.8933189789864,1.0
1.0,2229.692893744208,103,983.9835330441325,584.9918530449534,983.9835330441323,186,2229.692893744208,295.34029929535905,1751979,103,584.9918530449534,983.9835330441325,186,295.34029929535905,983.9835330441323,1.0
1.0,3380.754215057516,78,1449.9993213529526,107.14491947782666,1449.9993213529526,187,3380.754215057516,716.7880111897059,1762027,78,107.14491947782666,1449.9993213529526,187,716.7880111897059,1449.9993213529526,1.0
0.9873417721518988,3490.430417549656,79,1471.2618449556714,668.6557887126536,1471.2618449556717,188,3490.430417549656,625.6251302174707,1771746,79,668.6557887126536,1471.2618449556714,188,625.6251302174707,1471.2618449556717,0.9873417721518988
1.0,2065.0192283943225,101,1013.0414921288611,303.3500557288545,1013.0414921288611,189,2065.0192283943225,274.52108196706536,1779592,101,303.3500557288545,1013.0414921288611,189,274.52108196706536,1013.0414921288611,1.0
0.989247311827957,3597.527153421208,93,1153.4078689269459,626.1706964725565,1153.407868926946,190,3597.527153421208,411.1823645325789,1789671,93,626.1706964725565,1153.4078689269459,190,411.1823645325789,1153.407868926946,0.989247311827957
1.0,2990.663904926343,82,1295.8755184615497,576.6786024921144,1295.8755184615497,191,2990.663904926343,472.4245612204916,1798531,82,576.6786024921144,1295.8755184615497,191,472.4245612204916,1295.8755184615497,1.0
0.9876543209876543,3549.9343303560727,81,1279.393701496524,600.8017708479218,1279.393701496524,192,3549.9343303560727,549.3673036347492,1807949,81,600.8017708479218,1279.393701496524,192,549.3673036347492,1279.393701496524,0.9876543209876543
1.0,2636.5409368281494,87,1204.4559570359565,682.492449374499,1204.4559570359563,193,2636.5409368281494,409.4608053179201,1816970,87,682.492449374499,1204.4559570359565,193,409.4608053179201,1204.4559570359563,1.0
0.9882352941176471,3608.7817735879453,85,1275.5732984750637,681.302219024768,1275.5732984750637,194,3608.7817735879453,613.5418481788922,1827288,85,681.302219024768,1275.5732984750637,194,613.5418481788922,1275.5732984750637,0.9882352941176471
1.0,3009.9728261388527,81,1312.6691734738276,635.8942258537869,1312.6691734738276,195,3009.9728261388527,513.1147720221873,1836821,81,635.8942258537869,1312.6691734738276,195,513.1147720221873,1312.6691734738276,1.0
1.0,3485.59354293769,95,1180.2696713819325,623.8966232240778,1180.2696713819328,196,3485.59354293769,532.0696976831994,1846681,95,623.8966232240778,1180.2696713819325,196,532.0696976831994,1180.2696713819328,1.0
1.0,3207.945262369533,92,1152.6406455806728,692.9604947587756,1152.640645580673,197,3207.945262369533,444.2833686853312,1857646,92,692.9604947587756,1152.6406455806728,197,444.2833686853312,1152.640645580673,1.0
1.0,2727.28606845544,91,1189.5113288220225,676.6747731289182,1189.5113288220225,198,2727.28606845544,423.82662574643956,1866741,91,676.6747731289182,1189.5113288220225,198,423.82662574643956,1189.5113288220225,1.0
1.0,3599.8442413360767,85,1234.7629729313273,646.1217551152592,1234.762972931327,199,3599.8442413360767,469.12548940674395,1876341,85,646.1217551152592,1234.7629729313273,199,469.12548940674395,1234.762972931327,1.0
1.0,2858.1554089189576,81,1295.7930678745079,714.4099176703062,1295.7930678745076,200,2858.1554089189576,399.55627788785387,1885755,81,714.4099176703062,1295.7930678745079,200,399.55627788785387,1295.7930678745076,1.0
0.9538461538461539,3601.556848538133,65,1797.2128135540513,614.9095841404529,1797.2128135540513,201,3601.556848538133,746.050368167772,1894842,65,614.9095841404529,1797.2128135540513,201,746.050368167772,1797.2128135540513,0.9538461538461539
1.0,2860.0715356844644,85,1242.1029404257752,288.5460712092478,1242.102940425775,202,2860.0715356844644,451.242702825866,1904559,85,288.5460712092478,1242.1029404257752,202,451.242702825866,1242.102940425775,1.0
1.0,3193.5399136521637,92,1192.3656985378134,280.2267519582551,1192.3656985378134,203,3193.5399136521637,477.12247842868686,1914525,92,280.2267519582551,1192.3656985378134,203,477.12247842868686,1192.3656985378134,1.0
1.0,3393.242265729328,84,1330.318409265153,630.8766827683702,1330.3184092651527,204,3393.242265729328,485.1879935350825,1925333,84,630.8766827683702,1330.318409265153,204,485.1879935350825,1330.3184092651527,1.0
1.0,3207.1185224650358,85,1292.344843584995,324.77456086887645,1292.3448435849948,205,3207.1185224650358,477.61013642875093,1935294,85,324.77456086887645,1292.344843584995,205,477.61013642875093,1292.3448435849948,1.0
1.0,2780.8400262843124,87,1283.5617483506473,605.4912867547764,1283.5617483506473,206,2780.8400262843124,418.5348962822586,1945402,87,605.4912867547764,1283.5617483506473,206,418.5348962822586,1283.5617483506473,1.0
0.9879518072289156,3630.839072631871,83,1328.5195545824915,724.0358475814579,1328.519554582492,207,3630.839072631871,470.4423340059894,1955762,83,724.0358475814579,1328.5195545824915,207,470.4423340059894,1328.519554582492,0.9879518072289156
1.0,3492.829857267638,79,1347.6214561543602,642.9880841875703,1347.6214561543604,208,3492.829857267638,551.77455488064,1964234,79,642.9880841875703,1347.6214561543602,208,551.77455488064,1347.6214561543604,1.0
1.0,2193.041223038181,98,1052.7553063362552,582.4106482059386,1052.7553063362552,209,2193.041223038181,279.72517743238086,1974510,98,582.4106482059386,1052.7553063362552,209,279.72517743238086,1052.7553063362552,1.0
1.0,3498.833194841723,75,1503.3091875044477,601.4126252550489,1503.3091875044474,210,3498.833194841723,550.7162946662345,1983240,75,601.4126252550489,1503.3091875044477,210,550.7162946662345,1503.3091875044474,1.0
1.0,2785.835866553215,86,1233.0406697727256,596.1682396027685,1233.0406697727258,211,2785.835866553215,431.1030059447551,1993311,86,596.1682396027685,1233.0406697727256,211,431.1030059447551,1233.0406697727258,1.0
1.0,2117.5887113136027,93,1130.8315402516448,654.250800065392,1130.8315402516448,212,2117.5887113136027,243.00060797326196,2001791,93,654.250800065392,1130.8315402516448,212,243.00060797326196,1130.8315402516448,1.0
1.0,2536.2452617384365,93,1148.885087018009,253.439375487574,1148.8850870180088,213,2536.2452617384365,364.77285063876735,2011952,93,253.439375487574,1148.885087018009,213,364.77285063876735,1148.8850870180088,1.0
1.0,3278.126802071161,82,1334.12302855438,732.0600142171627,1334.12302855438,214,3278.126802071161,470.1163449141056,2020263,82,732.0600142171627,1334.12302855438,214,470.1163449141056,1334.12302855438,1.0
0.9879518072289156,3496.8150135888554,83,1251.6393050804365,269.170804700116,1251.6393050804368,215,3496.8150135888554,467.8751851277684,2028934,83,269.170804700116,1251.6393050804365,215,467.8751851277684,1251.6393050804368,0.9879518072289156
0.9871794871794872,3263.135957482898,78,1435.5875346124606,840.7010119047112,1435.5875346124603,216,3263.135957482898,500.2345858936979,2038606,78,840.7010119047112,1435.5875346124606,216,500.2345858936979,1435.5875346124603,0.9871794871794872
0.972972972972973,3730.1415989764546,74,1581.7604608289853,617.9312442579894,1581.7604608289853,217,3730.1415989764546,701.355758356849,2047886,74,617.9312442579894,1581.7604608289853,217,701.355758356849,1581.7604608289853,0.972972972972973
0.9875,3730.1249625633586,80,1472.1168512758793,866.707376039184,1472.116851275879,218,3730.1249625633586,571.54152327056,2056906,80,866.707376039184,1472.1168512758793,218,571.54152327056,1472.116851275879,0.9875
0.9295774647887324,3770.379669962933,71,1557.7525293241076,248.67870472695395,1557.7525293241079,219,3770.379669962933,796.938999172143,2066368,71,248.67870472695395,1557.7525293241076,219,796.938999172143,1557.7525293241079,0.9295774647887324
1.0,2477.459414055749,91,1159.4484760477606,596.4091555543066,1159.4484760477603,220,2477.459414055749,363.3265494215413,2076958,91,596.4091555543066,1159.4484760477606,220,363.3265494215413,1159.4484760477603,1.0
1.0,3404.63677542822,88,1224.756482649739,382.7650086611897,1224.7564826497392,221,3404.63677542822,435.20287707135765,2086462,88,382.7650086611897,1224.756482649739,221,435.20287707135765,1224.7564826497392,1.0
0.975609756097561,3663.885024845891,82,1329.0503839013495,927.30145440356,1329.0503839013493,222,3663.885024845891,461.75416926762574,2097235,82,927.30145440356,1329.0503839013495,222,461.75416926762574,1329.0503839013493,0.975609756097561
0.9886363636363636,3715.211728518236,88,1278.3368219743654,256.57620591408676,1278.3368219743652,223,3715.211728518236,486.2587356431793,2107669,88,256.57620591408676,1278.3368219743654,223,486.2587356431793,1278.3368219743652,0.9886363636363636
0.974025974025974,3545.8058335708897,77,1428.6126331193614,671.2984970672793,1428.6126331193614,224,3545.8058335708897,589.6988686023092,2116214,77,671.2984970672793,1428.6126331193614,224,589.6988686023092,1428.6126331193614,0.974025974025974
0.9647058823529412,3666.8517472301787,85,1382.7124124796019,668.9446106804788,1382.7124124796019,225,3666.8517472301787,611.1096624822688,2124586,85,668.9446106804788,1382.7124124796019,225,611.1096624822688,1382.7124124796019,0.9647058823529412
1.0,3268.293011591066,75,1511.4056290096926,704.923334670589,1511.4056290096928,226,3268.293011591066,516.1372408207783,2135243,75,704.923334670589,1511.4056290096926,226,516.1372408207783,1511.4056290096928,1.0
0.9868421052631579,3586.6050924450738,76,1404.945622691181,758.8198302664349,1404.9456226911811,227,3586.6050924450738,485.15858087616857,2145136,76,758.8198302664349,1404.945622691181,227,485.15858087616857,1404.9456226911811,0.9868421052631579
1.0,2881.6943956737164,87,1255.5097656689886,558.8924385437424,1255.5097656689884,228,2881.6943956737164,519.283076390731,2153782,87,558.8924385437424,1255.5097656689886,228,519.283076390731,1255.5097656689884,1.0
1.0,2511.4490692641307,95,1099.0371426164218,280.54505716786184,1099.0371426164218,229,2511.4490692641307,349.9250643396402,2162755,95,280.54505716786184,1099.0371426164218,229,349.9250643396402,1099.0371426164218,1.0
1.0,3727.6049007373804,85,1324.3766713692085,686.8545753088281,1324.3766713692085,230,3727.6049007373804,579.0561818540455,2172291,85,686.8545753088281,1324.3766713692085,230,579.0561818540455,1324.3766713692085,1.0
1.0,2746.9164869054894,87,1246.2278523462905,568.4413439527913,1246.2278523462908,231,2746.9164869054894,399.8207545376281,2181247,87,568.4413439527913,1246.2278523462905,231,399.8207545376281,1246.2278523462908,1.0
1.0,3219.254745100813,75,1442.2469402252682,827.9615946160944,1442.2469402252682,232,3219.254745100813,461.00197042196885,2190339,75,827.9615946160944,1442.2469402252682,232,461.00197042196885,1442.2469402252682,1.0
1.0,3440.0146082358133,80,1411.1758374280537,686.0447159837341,1411.1758374280537,233,3440.0146082358133,441.3387790658648,2199692,80,686.0447159837341,1411.1758374280537,233,441.3387790658648,1411.1758374280537,1.0
0.9295774647887324,3705.956267752803,71,1628.1177014870398,323.05092357804307,1628.1177014870393,234,3705.956267752803,830.4723045445279,2209523,71,323.05092357804307,1628.1177014870398,234,830.4723045445279,1628.1177014870393,0.9295774647887324
0.9620253164556962,3608.469705243178,79,1408.8405151041977,324.8803591083467,1408.8405151041977,235,3608.469705243178,604.4031110482128,2220201,79,324.8803591083467,1408.8405151041977,235,604.4031110482128,1408.8405151041977,0.9620253164556962
0.9382716049382716,3776.3633697751584,81,1393.031006302768,782.0137937845066,1393.031006302768,236,3776.3633697751584,691.9660039476996,2229306,81,782.0137937845066,1393.031006302768,236,691.9660039476996,1393.031006302768,0.9382716049382716
0.975609756097561,3569.455025267333,82,1409.1906583507803,716.8603755767582,1409.1906583507803,237,3569.455025267333,567.7762038576219,2239489,82,716.8603755767582,1409.1906583507803,237,567.7762038576219,1409.1906583507803,0.975609756097561
0.9878048780487805,3503.383963285172,82,1360.4974794845002,703.1877655037738,1360.4974794845002,238,3503.383963285172,426.20785214299156,2249528,82,703.1877655037738,1360.4974794845002,238,426.20785214299156,1360.4974794845002,0.9878048780487805
1.0,1979.4123638537599,97,1089.8231626023696,484.3282651905255,1089.8231626023696,239,1979.4123638537599,225.02865987131023,2257881,97,484.3282651905255,1089.8231626023696,239,225.02865987131023,1089.8231626023696,1.0
0.9594594594594594,3704.329368519712,74,1607.204795962696,630.559364598524,1607.204795962696,240,3704.329368519712,834.2553362341973,2268179,74,630.559364598524,1607.204795962696,240,834.2553362341973,1607.204795962696,0.9594594594594594
0.948051948051948,3772.978313398557,77,1490.0230483586529,471.0071909042456,1490.0230483586527,241,3772.978313398557,707.1729251628743,2278177,77,471.0071909042456,1490.0230483586529,241,707.1729251628743,1490.0230483586527,0.948051948051948
0.9879518072289156,3719.630289225513,83,1398.6627780493811,644.1692593175725,1398.6627780493811,242,3719.630289225513,635.0312807963733,2287961,83,644.1692593175725,1398.6627780493811,242,635.0312807963733,1398.6627780493811,0.9879518072289156
0.975,3667.152284174458,80,1433.492149415117,576.3439306226014,1433.492149415117,243,3667.152284174458,650.2741142916836,2298127,80,576.3439306226014,1433.492149415117,243,650.2741142916836,1433.492149415117,0.975
1.0,2264.001792842443,93,1147.9284229332113,660.091507505168,1147.9284229332113,244,2264.001792842443,288.16034460710296,2307576,93,660.091507505168,1147.9284229332113,244,288.16034460710296,1147.9284229332113,1.0
0.95,3868.2184239445455,80,1359.8625002284607,643.1375834072487,1359.8625002284607,245,3868.2184239445455,651.7943798972357,2317649,80,643.1375834072487,1359.8625002284607,245,651.7943798972357,1359.8625002284607,0.95
0.9857142857142858,3651.725444543797,70,1707.6814213483729,634.2812705578136,1707.681421348373,246,3651.725444543797,709.5454844016791,2327674,70,634.2812705578136,1707.6814213483729,246,709.5454844016791,1707.681421348373,0.9857142857142858
1.0,3539.866026857528,81,1321.8093816191642,330.6721007921989,1321.8093816191642,247,3539.866026857528,539.9054972530392,2337988,81,330.6721007921989,1321.8093816191642,247,539.9054972530392,1321.8093816191642,1.0
1.0,3250.348914306695,86,1282.1252164999257,357.2933394410633,1282.1252164999257,248,3250.348914306695,484.8946503267789,2349705,86,357.2933394410633,1282.1252164999257,248,484.8946503267789,1282.1252164999257,1.0
0.6458333333333334,3706.085338047734,48,2292.344598984664,906.9229944617891,2292.3445989846646,249,3706.085338047734,1036.8166303342664,2359599,48,906.9229944617891,2292.344598984664,249,1036.8166303342664,2292.3445989846646,0.6458333333333334
0.9436619718309859,3625.891626215122,71,1637.5505676566922,803.9180755968829,1637.5505676566925,250,3625.891626215122,750.6991902631581,2368271,71,803.9180755968829,1637.5505676566922,250,750.6991902631581,1637.5505676566925,0.9436619718309859
0.9761904761904762,3672.8052280537695,84,1352.9426611473336,693.0698931753751,1352.9426611473336,251,3672.8052280537695,556.4612142267383,2377259,84,693.0698931753751,1352.9426611473336,251,556.4612142267383,1352.9426611473336,0.9761904761904762
1.0,2708.3851825198567,87,1275.8223566560423,728.4496325902577,1275.8223566560423,252,2708.3851825198567,321.5412520214513,2387012,87,728.4496325902577,1275.8223566560423,252,321.5412520214513,1275.8223566560423,1.0
1.0,2870.8125236657706,91,1185.3948824690597,720.8973646892241,1185.3948824690594,253,2870.8125236657706,309.9234860444147,2397413,91,720.8973646892241,1185.3948824690597,253,309.9234860444147,1185.3948824690594,1.0
0.9882352941176471,3757.6479743136474,85,1311.6537682798978,308.9846826178207,1311.6537682798978,254,3757.6479743136474,563.9289409837997,2408273,85,308.9846826178207,1311.6537682798978,254,563.9289409837997,1311.6537682798978,0.9882352941176471
0.9733333333333334,3888.3206104798173,75,1548.8239580883003,832.2676042931249,1548.8239580883005,255,3888.3206104798173,642.9437140629279,2418825,75,832.2676042931249,1548.8239580883003,255,642.9437140629279,1548.8239580883005,0.9733333333333334
0.8688524590163934,3806.442729772134,61,1930.0819757063284,930.1832302980165,1930.0819757063286,256,3806.442729772134,885.7340516191375,2429098,61,930.1832302980165,1930.0819757063284,256,885.7340516191375,1930.0819757063286,0.8688524590163934
0.9855072463768116,3675.6758548983835,69,1576.9107121769332,851.4665576801938,1576.9107121769332,257,3675.6758548983835,592.6623171604766,2440768,69,851.4665576801938,1576.9107121769332,257,592.6623171604766,1576.9107121769332,0.9855072463768116
