MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/TerminationRate
312.2877501422188,12,318898,29,152.0,152.0,0.3333333333333333,1000.0,851.1666666666666,312.2877501422188,851.1666666666666,12,1000.0,851.1666666666666,29,851.1666666666666,0.3333333333333333
0.0,8,329157,30,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,30,1000.0,0.0
206.17527265789064,12,340836,31,317.0,317.0,0.4166666666666667,1000.0,863.5833333333334,206.17527265789064,863.5833333333334,12,1000.0,863.5833333333334,31,863.5833333333334,0.4166666666666667
335.36746837308954,11,351988,32,70.0,70.0,0.2727272727272727,1000.0,810.5454545454545,335.36746837308954,810.5454545454545,11,1000.0,810.5454545454545,32,810.5454545454545,0.2727272727272727
359.2178218290672,29,364583,33,19.0,19.0,0.8275862068965517,1000.0,301.9310344827586,359.2178218290672,301.9310344827586,29,1000.0,301.9310344827586,33,301.9310344827586,0.8275862068965517
179.6434507900711,85,375492,34,7.0,7.0,0.9882352941176471,1000.0,108.6,179.6434507900711,108.6,85,1000.0,108.6,34,108.6,0.9882352941176471
276.95127163223236,54,387356,35,8.0,8.0,0.9074074074074074,1000.0,167.74074074074073,276.95127163223236,167.74074074074073,54,1000.0,167.74074074074073,35,167.74074074074073,0.9074074074074074
427.5374321824462,26,398908,36,29.0,29.0,0.7307692307692307,1000.0,380.88461538461536,427.5374321824462,380.88461538461536,26,1000.0,380.88461538461536,36,380.88461538461536,0.7307692307692307
281.09731825821746,54,408420,37,7.0,7.0,0.9074074074074074,1000.0,151.96296296296296,281.09731825821746,151.96296296296296,54,1000.0,151.96296296296296,37,151.96296296296296,0.9074074074074074
324.3419753009912,44,419513,38,28.0,28.0,0.8636363636363636,1000.0,188.3181818181818,324.3419753009912,188.3181818181818,44,1000.0,188.3181818181818,38,188.3181818181818,0.8636363636363636
433.99223751378577,15,429655,39,58.0,58.0,0.5333333333333333,1000.0,538.9333333333333,433.99223751378577,538.9333333333333,15,1000.0,538.9333333333333,39,538.9333333333333,0.5333333333333333
403.3878127807036,20,440366,40,63.0,63.0,0.7,1000.0,476.85,403.3878127807036,476.85,20,1000.0,476.85,40,476.85,0.7
440.95790172503996,16,450331,41,17.0,17.0,0.5625,1000.0,507.4375,440.95790172503996,507.4375,16,1000.0,507.4375,41,507.4375,0.5625
424.0304941864441,20,461075,42,65.0,65.0,0.65,1000.0,424.8,424.0304941864441,424.8,20,1000.0,424.8,42,424.8,0.65
0.0,8,471997,43,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,43,1000.0,0.0
419.71173902757477,14,482412,44,109.0,109.0,0.5,1000.0,581.6428571428571,419.71173902757477,581.6428571428571,14,1000.0,581.6428571428571,44,581.6428571428571,0.5
437.6570893875209,21,491245,45,54.0,54.0,0.6666666666666666,1000.0,381.2857142857143,437.6570893875209,381.2857142857143,21,1000.0,381.2857142857143,45,381.2857142857143,0.6666666666666666
400.12896358549204,12,499823,46,22.0,22.0,0.4166666666666667,1000.0,672.25,400.12896358549204,672.25,12,1000.0,672.25,46,672.25,0.4166666666666667
0.0,8,512494,47,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,47,1000.0,0.0
419.51700240410094,14,522618,48,72.0,72.0,0.5,1000.0,582.3571428571429,419.51700240410094,582.3571428571429,14,1000.0,582.3571428571429,48,582.3571428571429,0.5
409.335791252121,20,533322,49,49.0,49.0,0.65,1000.0,508.9,409.335791252121,508.9,20,1000.0,508.9,49,508.9,0.65
382.7008913266629,12,543948,50,183.0,183.0,0.4166666666666667,1000.0,676.8333333333334,382.7008913266629,676.8333333333334,12,1000.0,676.8333333333334,50,676.8333333333334,0.4166666666666667
402.5819016051268,20,555156,51,60.0,60.0,0.7,1000.0,469.75,402.5819016051268,469.75,20,1000.0,469.75,51,469.75,0.7
317.57503180578647,11,564900,52,90.0,90.0,0.2727272727272727,1000.0,814.9090909090909,317.57503180578647,814.9090909090909,11,1000.0,814.9090909090909,52,814.9090909090909,0.2727272727272727
316.0327316908804,36,577291,53,48.0,48.0,0.8888888888888888,1000.0,241.75,316.0327316908804,241.75,36,1000.0,241.75,53,241.75,0.8888888888888888
0.0,8,588806,54,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,54,1000.0,0.0
419.24258451545904,21,598596,55,25.0,25.0,0.7142857142857143,1000.0,415.5238095238095,419.24258451545904,415.5238095238095,21,1000.0,415.5238095238095,55,415.5238095238095,0.7142857142857143
350.23177902609086,27,609432,56,3.0,3.0,0.8148148148148148,1000.0,337.18518518518516,350.23177902609086,337.18518518518516,27,1000.0,337.18518518518516,56,337.18518518518516,0.8148148148148148
424.2382609346031,14,619829,57,52.0,52.0,0.5,1000.0,581.4285714285714,424.2382609346031,581.4285714285714,14,1000.0,581.4285714285714,57,581.4285714285714,0.5
371.21360860005734,18,630055,58,13.0,13.0,0.7222222222222222,1000.0,473.8888888888889,371.21360860005734,473.8888888888889,18,1000.0,473.8888888888889,58,473.8888888888889,0.7222222222222222
433.1879411843585,17,640514,59,26.0,26.0,0.5882352941176471,1000.0,489.1764705882353,433.1879411843585,489.1764705882353,17,1000.0,489.1764705882353,59,489.1764705882353,0.5882352941176471
367.2099384397008,12,650379,60,178.0,178.0,0.4166666666666667,1000.0,692.8333333333334,367.2099384397008,692.8333333333334,12,1000.0,692.8333333333334,60,692.8333333333334,0.4166666666666667
392.56498371095984,17,660037,61,80.0,80.0,0.6470588235294118,1000.0,475.29411764705884,392.56498371095984,475.29411764705884,17,1000.0,475.29411764705884,61,475.29411764705884,0.6470588235294118
428.3949686153516,17,670795,62,10.0,10.0,0.5882352941176471,1000.0,527.4705882352941,428.3949686153516,527.4705882352941,17,1000.0,527.4705882352941,62,527.4705882352941,0.5882352941176471
397.1831021917557,24,681008,63,14.0,14.0,0.75,1000.0,372.0,397.1831021917557,372.0,24,1000.0,372.0,63,372.0,0.75
241.50393114881294,11,691413,64,439.0,439.0,0.2727272727272727,1000.0,852.1818181818181,241.50393114881294,852.1818181818181,11,1000.0,852.1818181818181,64,852.1818181818181,0.2727272727272727
0.0,8,702767,65,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,65,1000.0,0.0
0.0,8,712908,66,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,66,1000.0,0.0
350.22382813840403,35,722590,67,5.0,5.0,0.8285714285714286,1000.0,254.11428571428573,350.22382813840403,254.11428571428573,35,1000.0,254.11428571428573,67,254.11428571428573,0.8285714285714286
0.0,8,734136,68,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,8,1000.0,1000.0,68,1000.0,0.0
376.4066323918685,38,745538,69,4.0,4.0,0.8421052631578947,1000.0,246.68421052631578,376.4066323918685,246.68421052631578,38,1000.0,246.68421052631578,69,246.68421052631578,0.8421052631578947
219.49143491261796,10,756372,70,279.0,279.0,0.2,1000.0,905.1,219.49143491261796,905.1,10,1000.0,905.1,70,905.1,0.2
356.55771906494095,22,766565,71,24.0,24.0,0.7727272727272727,1000.0,376.95454545454544,356.55771906494095,376.95454545454544,22,1000.0,376.95454545454544,71,376.95454545454544,0.7727272727272727
441.33493624633564,17,777164,72,18.0,18.0,0.5882352941176471,1000.0,478.05882352941177,441.33493624633564,478.05882352941177,17,1000.0,478.05882352941177,72,478.05882352941177,0.5882352941176471
397.25353673564643,14,787214,73,47.0,47.0,0.5,1000.0,614.3571428571429,397.25353673564643,614.3571428571429,14,1000.0,614.3571428571429,73,614.3571428571429,0.5
305.05415912588376,10,798016,74,257.0,257.0,0.3,1000.0,802.4,305.05415912588376,802.4,10,1000.0,802.4,74,802.4,0.3
221.22723611707488,10,807424,75,265.0,265.0,0.3,1000.0,893.1,221.22723611707488,893.1,10,1000.0,893.1,75,893.1,0.3
360.2156149533198,11,816914,76,78.0,78.0,0.36363636363636365,1000.0,745.7272727272727,360.2156149533198,745.7272727272727,11,1000.0,745.7272727272727,76,745.7272727272727,0.36363636363636365
