MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn
102,1024.9079350000097,119,0.9803921568627451,1024.9079350000095,102,3337.229619430613,0.9803921568627451,1084779,396.05499289393583,551.7981396799698,3337.229619430613,551.7981396799698,1024.9079350000097,1024.9079350000095,119,396.05499289393583
123,779.697628964637,120,1.0,779.697628964637,123,2556.32459114326,1.0,1094673,238.12002372616246,511.25773866267286,2556.32459114326,511.25773866267286,779.697628964637,779.697628964637,120,238.12002372616246
110,946.3078026052948,121,1.0,946.3078026052947,110,3209.596767051024,1.0,1102286,472.45297268928744,58.9391847143736,3209.596767051024,58.9391847143736,946.3078026052948,946.3078026052947,121,472.45297268928744
129,720.4850201145562,122,1.0,720.485020114556,129,2153.632915741123,1.0,1110390,277.6856320773896,58.49748245036144,2153.632915741123,58.49748245036144,720.4850201145562,720.485020114556,122,277.6856320773896
96,1070.2233686107638,123,0.9895833333333334,1070.2233686107638,96,3343.6524035228067,0.9895833333333334,1119253,434.57950851756254,61.05502791722809,3343.6524035228067,61.05502791722809,1070.2233686107638,1070.2233686107638,123,434.57950851756254
69,1548.0245232525194,124,0.8695652173913043,1548.0245232525197,69,3424.4707732730944,0.8695652173913043,1128537,902.1929504441031,253.67282897648658,3424.4707732730944,253.67282897648658,1548.0245232525194,1548.0245232525197,124,902.1929504441031
108,936.152172134257,125,1.0,936.1521721342571,108,1948.2625707293107,1.0,1137249,271.65509334857626,178.12824920934008,1948.2625707293107,178.12824920934008,936.152172134257,936.1521721342571,125,271.65509334857626
90,1136.4894479963027,126,1.0,1136.4894479963027,90,2570.5855476433044,1.0,1145565,463.70283816545566,439.8943828158765,2570.5855476433044,439.8943828158765,1136.4894479963027,1136.4894479963027,126,463.70283816545566
110,881.4151589527977,127,0.990909090909091,881.4151589527977,110,3408.545314049524,0.990909090909091,1154147,437.0669422012555,364.40932631241475,3408.545314049524,364.40932631241475,881.4151589527977,881.4151589527977,127,437.0669422012555
75,1390.686319327874,128,0.9333333333333333,1390.6863193278734,75,3377.0316197709685,0.9333333333333333,1163422,677.4283680749978,650.799265870115,3377.0316197709685,650.799265870115,1390.686319327874,1390.6863193278734,128,677.4283680749978
117,806.2191224956985,129,0.9914529914529915,806.2191224956982,117,3351.634301224996,0.9914529914529915,1173726,441.7117991518949,41.418195598300656,3351.634301224996,41.418195598300656,806.2191224956985,806.2191224956982,129,441.7117991518949
94,1191.0091292978855,130,0.9787234042553191,1191.0091292978855,94,3452.8595900679775,0.9787234042553191,1182402,638.6075730528082,522.0358402891809,3452.8595900679775,522.0358402891809,1191.0091292978855,1191.0091292978855,130,638.6075730528082
104,983.37611261316,131,1.0,983.37611261316,104,1871.991141662534,1.0,1192173,321.5959959044193,44.48721321692621,1871.991141662534,44.48721321692621,983.37611261316,983.37611261316,131,321.5959959044193
118,782.7986134488646,132,1.0,782.7986134488646,118,1758.0572719127815,1.0,1201089,193.63289114439715,377.6809525484148,1758.0572719127815,377.6809525484148,782.7986134488646,782.7986134488646,132,193.63289114439715
118,809.2194403653355,133,1.0,809.2194403653357,118,2379.151620648888,1.0,1210203,315.5224447058189,41.449234067265486,2379.151620648888,41.449234067265486,809.2194403653355,809.2194403653357,133,315.5224447058189
104,948.0228703900284,134,1.0,948.0228703900285,104,1909.6533917462316,1.0,1219753,288.85035935433547,521.7510897557418,1909.6533917462316,521.7510897557418,948.0228703900284,948.0228703900285,134,288.85035935433547
116,845.1919180428642,135,1.0,845.1919180428642,116,2597.618183432904,1.0,1229011,300.1203159340981,210.26398174819576,2597.618183432904,210.26398174819576,845.1919180428642,845.1919180428642,135,300.1203159340981
116,888.7571875269771,136,1.0,888.757187526977,116,2945.0203529804444,1.0,1238147,412.64855115662215,210.25764405885292,2945.0203529804444,210.25764405885292,888.7571875269771,888.757187526977,136,412.64855115662215
106,938.9506737400026,137,1.0,938.9506737400025,106,1903.6034284098773,1.0,1247439,297.8820115210072,35.84654700254804,1903.6034284098773,35.84654700254804,938.9506737400026,938.9506737400025,137,297.8820115210072
115,873.0628292018292,138,1.0,873.062829201829,115,2085.290843845751,1.0,1256742,309.1947721512209,176.99368223462233,2085.290843845751,176.99368223462233,873.0628292018292,873.062829201829,138,309.1947721512209
115,856.1303645437384,139,0.991304347826087,856.1303645437383,115,3295.2333241720335,0.991304347826087,1265786,657.7430384379531,191.50092090388037,3295.2333241720335,191.50092090388037,856.1303645437384,856.1303645437383,139,657.7430384379531
118,809.5073760505139,140,1.0,809.5073760505139,118,3000.2709066293437,1.0,1275008,335.62381415640095,191.83147172506034,3000.2709066293437,191.83147172506034,809.5073760505139,809.5073760505139,140,335.62381415640095
114,849.0811263870602,141,1.0,849.0811263870603,114,2169.9010032979436,1.0,1285328,268.58253444166365,349.2523214473502,2169.9010032979436,349.2523214473502,849.0811263870602,849.0811263870603,141,268.58253444166365
100,970.5842691337201,142,1.0,970.5842691337201,100,2744.5464793159285,1.0,1293308,435.55341464794066,515.6644454845372,2744.5464793159285,515.6644454845372,970.5842691337201,970.5842691337201,142,435.55341464794066
91,1143.2219043488924,143,1.0,1143.2219043488922,91,2249.3338504839076,1.0,1303096,401.7260422522689,408.4934669189916,2249.3338504839076,408.4934669189916,1143.2219043488924,1143.2219043488922,143,401.7260422522689
109,928.174155047852,144,1.0,928.1741550478519,109,3364.765471302936,1.0,1311529,547.3068125853403,29.53055299806871,3364.765471302936,29.53055299806871,928.174155047852,928.1741550478519,144,547.3068125853403
99,1013.1905233136551,145,1.0,1013.1905233136551,99,2686.4324949790393,1.0,1320685,406.5991778302238,29.49316989521163,2686.4324949790393,29.49316989521163,1013.1905233136551,1013.1905233136551,145,406.5991778302238
95,1062.6738887481179,146,1.0,1062.6738887481179,95,2763.889471327108,1.0,1329075,433.80584996490785,188.13522844269121,2763.889471327108,188.13522844269121,1062.6738887481179,1062.6738887481179,146,433.80584996490785
101,1032.4494223867414,147,1.0,1032.4494223867414,101,2471.2124854516783,1.0,1337921,440.1605549940681,445.4884230464805,2471.2124854516783,445.4884230464805,1032.4494223867414,1032.4494223867414,147,440.1605549940681
102,999.9791008273986,148,0.9901960784313726,999.9791008273986,102,3460.6467934949906,0.9901960784313726,1346660,504.6315583587222,385.55426925205774,3460.6467934949906,385.55426925205774,999.9791008273986,999.9791008273986,148,504.6315583587222
113,859.0379254446128,149,1.0,859.0379254446129,113,2021.8984540962078,1.0,1354627,300.83630287176123,509.8455921086903,2021.8984540962078,509.8455921086903,859.0379254446128,859.0379254446129,149,300.83630287176123
108,859.9078432397523,150,1.0,859.9078432397523,108,2799.7198363634234,1.0,1363175,502.8921791100769,191.94822986999426,2799.7198363634234,191.94822986999426,859.9078432397523,859.9078432397523,150,502.8921791100769
95,1038.756844454703,151,1.0,1038.7568444547035,95,1821.4560026790189,1.0,1371164,331.1575180299293,199.68698846906852,1821.4560026790189,199.68698846906852,1038.756844454703,1038.7568444547035,151,331.1575180299293
91,1195.1843695845291,152,1.0,1195.1843695845293,91,2759.3424458154527,1.0,1379822,466.85286965575784,126.81283971263223,2759.3424458154527,126.81283971263223,1195.1843695845291,1195.1843695845293,152,466.85286965575784
77,1315.905470404359,153,1.0,1315.905470404359,77,2383.793635823519,1.0,1388095,359.49820509524585,706.30728304142,2383.793635823519,706.30728304142,1315.905470404359,1315.905470404359,153,359.49820509524585
92,1072.2723923913352,154,1.0,1072.2723923913352,92,1984.5860669852261,1.0,1396505,356.0683255093676,239.30857798321773,1984.5860669852261,239.30857798321773,1072.2723923913352,1072.2723923913352,154,356.0683255093676
90,1110.9584493789155,155,1.0,1110.9584493789155,90,2305.5079136684208,1.0,1405543,368.5282150756139,21.480138307344887,2305.5079136684208,21.480138307344887,1110.9584493789155,1110.9584493789155,155,368.5282150756139
84,1177.6519126062394,156,1.0,1177.6519126062396,84,3321.3808398079477,1.0,1414702,439.4766427467483,295.2235500704681,3321.3808398079477,295.2235500704681,1177.6519126062394,1177.6519126062396,156,439.4766427467483
96,1029.2364590632897,157,1.0,1029.2364590632894,96,1970.4020707466973,1.0,1423903,338.9602069465978,372.58452438716085,1970.4020707466973,372.58452438716085,1029.2364590632897,1029.2364590632894,157,338.9602069465978
100,968.6126986810502,158,1.0,968.6126986810502,100,2089.36471244876,1.0,1433079,315.5915094002414,537.4563947695722,2089.36471244876,537.4563947695722,968.6126986810502,968.6126986810502,158,315.5915094002414
109,890.2055868919498,159,1.0,890.2055868919498,109,1887.7206189994126,1.0,1441611,302.919901499649,387.97748942308004,1887.7206189994126,387.97748942308004,890.2055868919498,890.2055868919498,159,302.919901499649
96,1026.0697490809087,160,1.0,1026.0697490809084,96,1944.416352280285,1.0,1449778,394.9846423004638,539.739514306492,1944.416352280285,539.739514306492,1026.0697490809087,1026.0697490809084,160,394.9846423004638
113,875.5724128913257,161,1.0,875.5724128913255,113,2368.894926901023,1.0,1457749,403.9364388912598,34.63530188313599,2368.894926901023,34.63530188313599,875.5724128913257,875.5724128913255,161,403.9364388912598
85,1175.4369756208903,162,1.0,1175.4369756208907,85,2279.717109286619,1.0,1466337,339.38494530897344,211.65016988404182,2279.717109286619,211.65016988404182,1175.4369756208903,1175.4369756208907,162,339.38494530897344
110,933.1316903533559,163,1.0,933.1316903533559,110,2240.729749452483,1.0,1474744,264.88042700601545,256.07054129437387,2240.729749452483,256.07054129437387,933.1316903533559,933.1316903533559,163,264.88042700601545
96,1026.4113617678613,164,1.0,1026.4113617678615,96,2781.3628202374807,1.0,1483533,594.5635268490028,150.64535080336603,2781.3628202374807,150.64535080336603,1026.4113617678613,1026.4113617678615,164,594.5635268490028
96,1050.0788785280045,165,1.0,1050.0788785280045,96,1880.4278600324599,1.0,1491615,382.0110809789716,8.528233950212117,1880.4278600324599,8.528233950212117,1050.0788785280045,1050.0788785280045,165,382.0110809789716
77,1284.343394739007,166,1.0,1284.343394739007,77,2123.960869257847,1.0,1500434,260.0856619885198,783.6855258321754,2123.960869257847,783.6855258321754,1284.343394739007,1284.343394739007,166,260.0856619885198
96,1070.71805799276,167,1.0,1070.71805799276,96,2067.8750482213277,1.0,1508981,348.223361938131,33.556821460218636,2067.8750482213277,33.556821460218636,1070.71805799276,1070.71805799276,167,348.223361938131
92,1095.4264229345224,168,1.0,1095.4264229345226,92,1680.5301226464453,1.0,1516999,279.3262103043247,455.48492449051946,1680.5301226464453,455.48492449051946,1095.4264229345224,1095.4264229345226,168,279.3262103043247
91,1100.3116466835293,169,1.0,1100.3116466835293,91,1867.6701179806025,1.0,1525666,286.034029000644,37.70127385717113,1867.6701179806025,37.70127385717113,1100.3116466835293,1100.3116466835293,169,286.034029000644
91,1075.5104847688006,170,1.0,1075.5104847688008,91,1596.7412141756631,1.0,1534217,209.10818519036084,608.9236621209808,1596.7412141756631,608.9236621209808,1075.5104847688006,1075.5104847688008,170,209.10818519036084
97,1019.089760312384,171,1.0,1019.0897603123842,97,1988.5636822870572,1.0,1542719,327.32824478444303,133.9722652967111,1988.5636822870572,133.9722652967111,1019.089760312384,1019.0897603123842,171,327.32824478444303
97,1075.1878425451614,172,1.0,1075.1878425451612,97,1639.1618705953442,1.0,1551539,225.19774520815866,622.3326827418175,1639.1618705953442,622.3326827418175,1075.1878425451614,1075.1878425451612,172,225.19774520815866
102,996.6180150813465,173,1.0,996.6180150813465,102,2094.9273737413723,1.0,1560019,207.32694381969517,559.1575045836386,2094.9273737413723,559.1575045836386,996.6180150813465,996.6180150813465,173,207.32694381969517
95,1056.7008242458155,174,1.0,1056.7008242458155,95,2441.337747388725,1.0,1568052,255.16608988574055,589.7017786742068,2441.337747388725,589.7017786742068,1056.7008242458155,1056.7008242458155,174,255.16608988574055
100,1027.601113130794,175,1.0,1027.601113130794,100,1688.381646101283,1.0,1577355,242.64911570870834,303.595694877718,1688.381646101283,303.595694877718,1027.601113130794,1027.601113130794,175,242.64911570870834
88,1148.6524341179856,176,1.0,1148.6524341179856,88,1875.4745867270378,1.0,1586257,216.16607021284693,470.25939717093195,1875.4745867270378,470.25939717093195,1148.6524341179856,1148.6524341179856,176,216.16607021284693
95,1053.4745960756127,177,1.0,1053.4745960756127,95,1857.323714405024,1.0,1594775,235.581007118198,595.745611711765,1857.323714405024,595.745611711765,1053.4745960756127,1053.4745960756127,177,235.581007118198
103,922.692175252143,178,1.0,922.6921752521432,103,1230.6199512563853,1.0,1603235,175.56331297607363,130.13442767980226,1230.6199512563853,130.13442767980226,922.692175252143,922.6921752521432,178,175.56331297607363
94,1105.085390841166,179,1.0,1105.085390841166,94,1775.9323915203615,1.0,1611461,242.3461461678053,397.0497924431148,1775.9323915203615,397.0497924431148,1105.085390841166,1105.085390841166,179,242.3461461678053
99,997.2184591595228,180,1.0,997.2184591595228,99,1985.870766321983,1.0,1620285,224.5737163312455,138.67207892569698,1985.870766321983,138.67207892569698,997.2184591595228,997.2184591595228,180,224.5737163312455
101,994.6157651468747,181,1.0,994.6157651468744,101,1571.0203430669867,1.0,1628930,291.77867954553125,56.895998307867444,1571.0203430669867,56.895998307867444,994.6157651468747,994.6157651468744,181,291.77867954553125
106,891.2509645971917,182,1.0,891.2509645971919,106,1742.7292705485395,1.0,1638393,305.3130321945529,190.78183865682828,1742.7292705485395,190.78183865682828,891.2509645971917,891.2509645971919,182,305.3130321945529
112,870.797312174277,183,1.0,870.7973121742768,112,1254.1328729395748,1.0,1646788,247.92379310135138,106.7581124174815,1254.1328729395748,106.7581124174815,870.797312174277,870.7973121742768,183,247.92379310135138
103,963.9705934548865,184,1.0,963.9705934548863,103,1767.63214679739,1.0,1655635,264.0374321732955,199.3644786643585,1767.63214679739,199.3644786643585,963.9705934548865,963.9705934548863,184,264.0374321732955
120,762.3534409952476,185,1.0,762.3534409952476,120,1396.1813224190503,1.0,1664009,304.2106181575656,107.219702227087,1396.1813224190503,107.219702227087,762.3534409952476,762.3534409952476,185,304.2106181575656
112,838.2225856497918,186,1.0,838.2225856497917,112,1544.4229827873023,1.0,1672000,250.88663288695722,105.61956399428637,1544.4229827873023,105.61956399428637,838.2225856497918,838.2225856497917,186,250.88663288695722
107,905.0882104227951,187,1.0,905.0882104227952,107,1619.653154676541,1.0,1679625,289.21979894507706,120.52006048224897,1619.653154676541,120.52006048224897,905.0882104227951,905.0882104227952,187,289.21979894507706
117,823.1861378668304,188,1.0,823.1861378668303,117,1389.7439039648336,1.0,1688790,244.89811629619706,103.98994644421832,1389.7439039648336,103.98994644421832,823.1861378668304,823.1861378668303,188,244.89811629619706
109,930.0710798730107,189,1.0,930.0710798730106,109,1639.138264637068,1.0,1696803,191.40539238564511,208.37565704127584,1639.138264637068,208.37565704127584,930.0710798730107,930.0710798730106,189,191.40539238564511
104,957.4468474562474,190,1.0,957.4468474562472,104,2082.0091713329853,1.0,1705302,350.93519183204,105.9694494709582,2082.0091713329853,105.9694494709582,957.4468474562474,957.4468474562472,190,350.93519183204
102,956.9474140181168,191,1.0,956.9474140181168,102,1874.5847047545938,1.0,1713332,215.49414804447719,209.29748202335364,1874.5847047545938,209.29748202335364,956.9474140181168,956.9474140181168,191,215.49414804447719
114,851.1044328760337,192,1.0,851.1044328760337,114,1437.7006638884384,1.0,1722570,179.85635466561578,511.90966881541044,1437.7006638884384,511.90966881541044,851.1044328760337,851.1044328760337,192,179.85635466561578
112,874.5115696622646,193,1.0,874.5115696622646,112,1313.982701216912,1.0,1730544,179.31819937217765,60.88018346441465,1313.982701216912,60.88018346441465,874.5115696622646,874.5115696622646,193,179.31819937217765
128,759.3983245934949,194,1.0,759.3983245934949,128,1640.857726713309,1.0,1738299,370.7819580151021,42.34155154235812,1640.857726713309,42.34155154235812,759.3983245934949,759.3983245934949,194,370.7819580151021
114,852.6385203198082,195,1.0,852.6385203198082,114,1654.5757924805946,1.0,1746347,283.19801436864725,53.15632592198408,1654.5757924805946,53.15632592198408,852.6385203198082,852.6385203198082,195,283.19801436864725
121,793.9584914689602,196,1.0,793.9584914689605,121,1497.9985266251306,1.0,1754424,304.3711524326753,112.90508557688803,1497.9985266251306,112.90508557688803,793.9584914689602,793.9584914689605,196,304.3711524326753
139,674.58379310217,197,1.0,674.58379310217,139,1452.3731573173088,1.0,1762750,345.3447689664533,107.50550921859234,1452.3731573173088,107.50550921859234,674.58379310217,674.58379310217,197,345.3447689664533
111,880.0395859023095,198,1.0,880.0395859023096,111,2368.921234527893,1.0,1771362,262.61587079183425,60.90367778859423,2368.921234527893,60.90367778859423,880.0395859023095,880.0395859023096,198,262.61587079183425
109,907.3739995064401,199,1.0,907.3739995064399,109,1688.7425235144967,1.0,1779965,228.31845347143474,40.258403837625565,1688.7425235144967,40.258403837625565,907.3739995064401,907.3739995064399,199,228.31845347143474
113,853.4363818459099,200,1.0,853.4363818459099,113,1236.7698487105995,1.0,1788753,180.80597723030735,527.0005921959253,1236.7698487105995,527.0005921959253,853.4363818459099,853.4363818459099,200,180.80597723030735
92,1103.0648141095094,201,1.0,1103.0648141095094,92,1977.3937155851816,1.0,1797578,265.3704650628335,635.8304676190792,1977.3937155851816,635.8304676190792,1103.0648141095094,1103.0648141095094,201,265.3704650628335
118,841.2072561805554,202,1.0,841.2072561805554,118,1382.041468615343,1.0,1806806,189.7208129129534,59.30453047665614,1382.041468615343,59.30453047665614,841.2072561805554,841.2072561805554,202,189.7208129129534
126,733.2178932746925,203,1.0,733.2178932746925,126,1556.5901563811055,1.0,1816050,267.8254609501675,47.02161450505504,1556.5901563811055,47.02161450505504,733.2178932746925,733.2178932746925,203,267.8254609501675
114,849.7521685615953,204,1.0,849.7521685615952,114,1655.322375424644,1.0,1825036,176.26321238796373,504.2941808708778,1655.322375424644,504.2941808708778,849.7521685615953,849.7521685615952,204,176.26321238796373
118,858.7841837022642,205,1.0,858.7841837022642,118,1766.8267968984753,1.0,1834137,189.16017968588187,592.7929337365517,1766.8267968984753,592.7929337365517,858.7841837022642,858.7841837022642,205,189.16017968588187
110,891.143586900284,206,1.0,891.143586900284,110,1370.7534222929708,1.0,1842146,160.77761086458696,618.6347894232674,1370.7534222929708,618.6347894232674,891.143586900284,891.143586900284,206,160.77761086458696
104,985.6096359677775,207,1.0,985.6096359677775,104,2173.8837465245233,1.0,1850499,263.59297472744663,415.2486660022409,2173.8837465245233,415.2486660022409,985.6096359677775,985.6096359677775,207,263.59297472744663
106,938.7986612806027,208,1.0,938.7986612806028,106,2122.540132675534,1.0,1860400,252.41584324271258,573.7545621961737,2122.540132675534,573.7545621961737,938.7986612806027,938.7986612806028,208,252.41584324271258
92,1144.194910198156,209,1.0,1144.1949101981563,92,2468.8394623880904,1.0,1869913,361.6614347899383,743.3925597732147,2468.8394623880904,743.3925597732147,1144.194910198156,1144.1949101981563,209,361.6614347899383
109,969.3897065869396,210,1.0,969.3897065869394,109,1558.3078039394077,1.0,1879270,185.6171698540217,645.2695558623217,1558.3078039394077,645.2695558623217,969.3897065869396,969.3897065869394,210,185.6171698540217
109,928.7593440403876,211,1.0,928.7593440403875,109,2020.6424271669396,1.0,1888541,229.2876313731505,529.2107924994833,2020.6424271669396,529.2107924994833,928.7593440403876,928.7593440403875,211,229.2876313731505
105,984.5826064972282,212,1.0,984.5826064972281,105,1720.3838563171703,1.0,1897069,215.14560378649045,660.8693839405992,1720.3838563171703,660.8693839405992,984.5826064972282,984.5826064972281,212,215.14560378649045
103,971.0431307210141,213,1.0,971.0431307210141,103,1903.741421652816,1.0,1905135,257.1171277873096,585.6981613442285,1903.741421652816,585.6981613442285,971.0431307210141,971.0431307210141,213,257.1171277873096
103,1011.5989481151677,214,1.0,1011.5989481151676,103,2116.344849071015,1.0,1914112,264.5541977387903,664.9243498656157,2116.344849071015,664.9243498656157,1011.5989481151677,1011.5989481151676,214,264.5541977387903
