MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/StdReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate
1010.3561912555922,417.13666093622345,277609,84,417.13666093622345,2516.1550395247364,2516.1550395247364,29,0.9880952380952381,1010.3561912555926,1010.3561912555922,1010.3561912555926,84,29,311.29651348080404,311.29651348080404,0.9880952380952381
985.5441340953611,570.7723516725918,285882,86,570.7723516725918,2593.6662868737058,2593.6662868737058,30,0.9767441860465116,985.5441340953613,985.5441340953611,985.5441340953613,86,30,49.99939499173153,49.99939499173153,0.9767441860465116
1509.5584995499698,687.781494942896,294702,60,687.781494942896,2673.237908418552,2673.237908418552,31,0.9,1509.5584995499698,1509.5584995499698,1509.5584995499698,60,31,294.0529126938103,294.0529126938103,0.9
1132.803357129598,449.2497271381453,303729,82,449.2497271381453,2279.797889602041,2279.797889602041,32,1.0,1132.803357129598,1132.803357129598,1132.803357129598,82,32,371.07489462639097,371.07489462639097,1.0
1329.9130207633782,633.7832377117549,312803,67,633.7832377117549,2918.896587430831,2918.896587430831,33,0.9402985074626866,1329.9130207633787,1329.9130207633782,1329.9130207633787,67,33,344.95636308531135,344.95636308531135,0.9402985074626866
1159.156880293356,623.7207497919853,321707,70,623.7207497919853,2666.9386462127713,2666.9386462127713,34,0.9428571428571428,1159.1568802933557,1159.156880293356,1159.1568802933557,70,34,215.09937881561024,215.09937881561024,0.9428571428571428
1086.1779734993688,552.4644451046319,330433,82,552.4644451046319,2565.1708041514844,2565.1708041514844,35,0.9512195121951219,1086.1779734993688,1086.1779734993688,1086.1779734993688,82,35,215.27733968977822,215.27733968977822,0.9512195121951219
1129.6114258144157,598.2652214646672,340646,82,598.2652214646672,2806.3206606489507,2806.3206606489507,36,1.0,1129.6114258144157,1129.6114258144157,1129.6114258144157,82,36,249.52151689563775,249.52151689563775,1.0
982.3817608787056,629.2427256002376,349594,89,629.2427256002376,2735.704359539948,2735.704359539948,37,0.9775280898876404,982.3817608787053,982.3817608787056,982.3817608787053,89,37,11.523119196661519,11.523119196661519,0.9775280898876404
634.3138517156799,437.96967320679795,358406,122,437.96967320679795,2198.2509435613806,2198.2509435613806,38,1.0,634.3138517156799,634.3138517156799,634.3138517156799,122,38,11.630034592167034,11.630034592167034,1.0
834.652459224918,453.09376794859725,366865,102,453.09376794859725,2808.4347651337866,2808.4347651337866,39,0.9901960784313726,834.6524592249178,834.652459224918,834.6524592249178,102,39,13.438249245731612,13.438249245731612,0.9901960784313726
801.0913178614148,271.54310647449506,376416,101,271.54310647449506,1735.338204665085,1735.338204665085,40,1.0,801.091317861415,801.0913178614148,801.091317861415,101,40,221.40214357196473,221.40214357196473,1.0
1509.336846158724,779.8426955229485,386057,60,779.8426955229485,2802.331356836969,2802.331356836969,41,0.8833333333333333,1509.336846158724,1509.336846158724,1509.336846158724,60,41,14.595356154241411,14.595356154241411,0.8833333333333333
1608.4682217884183,679.8612530507385,396012,58,679.8612530507385,2827.1603364940247,2827.1603364940247,42,0.9137931034482759,1608.4682217884183,1608.4682217884183,1608.4682217884183,58,42,282.6843378031473,282.6843378031473,0.9137931034482759
1297.4544267774322,648.5833200051031,405290,69,648.5833200051031,2757.915091575683,2757.915091575683,43,0.9565217391304348,1297.4544267774322,1297.4544267774322,1297.4544267774322,69,43,221.17553639412014,221.17553639412014,0.9565217391304348
950.1914943225682,422.238470249451,415000,86,422.238470249451,2796.5393239202776,2796.5393239202776,44,0.9883720930232558,950.1914943225682,950.1914943225682,950.1914943225682,86,44,503.34381739157834,503.34381739157834,0.9883720930232558
949.0968186352962,422.6205927364354,424820,92,422.6205927364354,2482.1503390715834,2482.1503390715834,45,1.0,949.0968186352964,949.0968186352962,949.0968186352964,92,45,317.5458608759736,317.5458608759736,1.0
986.20054214945,311.5279425977152,433560,88,311.5279425977152,2058.068002095794,2058.068002095794,46,1.0,986.20054214945,986.20054214945,986.20054214945,88,46,284.54911230851786,284.54911230851786,1.0
1001.0018150053464,357.5169208232871,442436,88,357.5169208232871,2398.3887315319707,2398.3887315319707,47,1.0,1001.0018150053464,1001.0018150053464,1001.0018150053464,88,47,483.47696536064814,483.47696536064814,1.0
411.2558646764548,393.74777413772813,450307,171,393.74777413772813,1763.643708368376,1763.643708368376,48,1.0,411.2558646764548,411.2558646764548,411.2558646764548,171,48,16.71168461045658,16.71168461045658,1.0
808.0103254661634,588.3639333435706,458555,106,588.3639333435706,2954.3164871940517,2954.3164871940517,49,0.9811320754716981,808.0103254661634,808.0103254661634,808.0103254661634,106,49,141.7498714254352,141.7498714254352,0.9811320754716981
863.6564996638822,607.3293184359924,468405,98,607.3293184359924,2752.3149994052787,2752.3149994052787,50,0.9693877551020408,863.6564996638821,863.6564996638822,863.6564996638821,98,50,12.792766228905533,12.792766228905533,0.9693877551020408
1453.1267028647555,755.3084342138822,477158,66,755.3084342138822,3096.0517550025834,3096.0517550025834,51,0.9545454545454546,1453.126702864755,1453.1267028647555,1453.126702864755,66,51,112.60418729661654,112.60418729661654,0.9545454545454546
926.0602564416092,474.25474507672646,487107,87,474.25474507672646,2610.0493347108313,2610.0493347108313,52,1.0,926.0602564416093,926.0602564416092,926.0602564416093,87,52,103.52823923815193,103.52823923815193,1.0
1081.4106187080436,589.3736428128068,496080,78,589.3736428128068,2827.3185266309156,2827.3185266309156,53,1.0,1081.4106187080436,1081.4106187080436,1081.4106187080436,78,53,65.33388403711902,65.33388403711902,1.0
1267.1424630430827,915.5617021253053,505585,75,915.5617021253053,3110.534798588547,3110.534798588547,54,0.9066666666666666,1267.1424630430824,1267.1424630430827,1267.1424630430824,75,54,68.45276600933522,68.45276600933522,0.9066666666666666
507.0311901500192,548.0383587649332,514512,154,548.0383587649332,2775.2445283495485,2775.2445283495485,55,0.987012987012987,507.0311901500191,507.0311901500192,507.0311901500191,154,55,36.36878334671985,36.36878334671985,0.987012987012987
655.7182040199446,765.0616530770204,523275,128,765.0616530770204,3066.8351100814516,3066.8351100814516,56,0.9609375,655.7182040199448,655.7182040199446,655.7182040199448,128,56,34.79780492594639,34.79780492594639,0.9609375
926.375639264127,884.5121248002054,533108,98,884.5121248002054,3222.7749609649286,3222.7749609649286,57,0.9183673469387755,926.3756392641271,926.375639264127,926.3756392641271,98,57,36.10687412136304,36.10687412136304,0.9183673469387755
983.8190104885491,555.3535956802999,542133,90,555.3535956802999,2841.422828947158,2841.422828947158,58,0.9777777777777777,983.8190104885489,983.8190104885491,983.8190104885489,90,58,74.27791694603098,74.27791694603098,0.9777777777777777
730.5702137358269,457.3169059946046,549893,117,457.3169059946046,2369.2421384100726,2369.2421384100726,59,1.0,730.5702137358269,730.5702137358269,730.5702137358269,117,59,36.4145946587654,36.4145946587654,1.0
1197.6332949753332,582.9299518076689,558778,75,582.9299518076689,2647.9214658654278,2647.9214658654278,60,0.9733333333333334,1197.6332949753335,1197.6332949753332,1197.6332949753335,75,60,117.62164488876533,117.62164488876533,0.9733333333333334
620.2864658941318,375.6328837363031,567532,89,375.6328837363031,1498.2231154512986,1498.2231154512986,61,0.9213483146067416,620.2864658941319,620.2864658941318,620.2864658941319,89,61,112.23631541743816,112.23631541743816,0.9213483146067416
792.1966360630283,338.85696784692925,576441,104,338.85696784692925,1535.745276115859,1535.745276115859,62,1.0,792.1966360630286,792.1966360630283,792.1966360630286,104,62,124.11221960048242,124.11221960048242,1.0
919.3625932530713,266.01726658844706,585577,93,266.01726658844706,2110.0147561573785,2110.0147561573785,63,1.0,919.362593253071,919.3625932530713,919.362593253071,93,63,432.8986773317647,432.8986773317647,1.0
799.1149232851719,205.51389820537761,593957,108,205.51389820537761,1382.5935770461865,1382.5935770461865,64,1.0,799.1149232851718,799.1149232851719,799.1149232851718,108,64,34.795227514401,34.795227514401,1.0
947.7116341517628,317.015177472915,602852,85,317.015177472915,1963.0638646163388,1963.0638646163388,65,1.0,947.7116341517631,947.7116341517628,947.7116341517631,85,65,259.4002888585866,259.4002888585866,1.0
871.5799318167076,284.9752545708171,610950,100,284.9752545708171,1793.834693882509,1793.834693882509,66,1.0,871.5799318167076,871.5799318167076,871.5799318167076,100,66,53.40108453065021,53.40108453065021,1.0
1018.1858599160315,357.4555013575212,619329,92,357.4555013575212,2189.664101390136,2189.664101390136,67,1.0,1018.1858599160315,1018.1858599160315,1018.1858599160315,92,67,36.32401234232221,36.32401234232221,1.0
653.1455753109897,269.6105898474582,627713,139,269.6105898474582,1364.854216884728,1364.854216884728,68,1.0,653.1455753109897,653.1455753109897,653.1455753109897,139,68,39.44802223657669,39.44802223657669,1.0
870.1706507654104,272.95983003771687,636226,108,272.95983003771687,1866.2502375349459,1866.2502375349459,69,1.0,870.1706507654103,870.1706507654104,870.1706507654103,108,69,46.885072170514164,46.885072170514164,1.0
1010.2557903244658,298.8055529309327,644714,93,298.8055529309327,2525.58703577952,2525.58703577952,70,1.0,1010.2557903244658,1010.2557903244658,1010.2557903244658,93,70,625.525076427077,625.525076427077,1.0
951.1042357287208,277.06742890268004,653603,99,277.06742890268004,2050.8352419803377,2050.8352419803377,71,1.0,951.1042357287208,951.1042357287208,951.1042357287208,99,71,167.55750755080976,167.55750755080976,1.0
858.1712819068385,207.9538830433265,663367,110,207.9538830433265,1738.6163673103824,1738.6163673103824,72,1.0,858.1712819068385,858.1712819068385,858.1712819068385,110,72,60.66484644814849,60.66484644814849,1.0
864.1851610380885,245.0333668977083,672365,112,245.0333668977083,2053.8429855549402,2053.8429855549402,73,1.0,864.1851610380885,864.1851610380885,864.1851610380885,112,73,478.65751551114414,478.65751551114414,1.0
823.9159176147795,206.8473655459687,680284,112,206.8473655459687,1705.9109066466897,1705.9109066466897,74,1.0,823.9159176147796,823.9159176147795,823.9159176147796,112,74,320.5350699623981,320.5350699623981,1.0
768.899408963341,189.01174484739835,688544,122,189.01174484739835,1441.0016507296357,1441.0016507296357,75,1.0,768.899408963341,768.899408963341,768.899408963341,122,75,124.25096023372566,124.25096023372566,1.0
871.0302060354043,203.4646767276332,696920,107,203.4646767276332,1655.1562165831526,1655.1562165831526,76,1.0,871.0302060354043,871.0302060354043,871.0302060354043,107,76,162.9052761927457,162.9052761927457,1.0
1317.2549806125437,574.8006547896151,706389,78,574.8006547896151,3207.4161338830527,3207.4161338830527,77,0.9871794871794872,1317.2549806125437,1317.2549806125437,1317.2549806125437,78,77,120.5730105183192,120.5730105183192,0.9871794871794872
897.8344192216882,393.2271281121205,714807,101,393.2271281121205,2395.934089943334,2395.934089943334,78,1.0,897.834419221688,897.8344192216882,897.834419221688,101,78,26.889359306098406,26.889359306098406,1.0
1753.9154467256478,857.6074232814588,724006,57,857.6074232814588,3060.664728048402,3060.664728048402,79,0.8070175438596491,1753.9154467256485,1753.9154467256478,1753.9154467256485,57,79,487.76185582379645,487.76185582379645,0.8070175438596491
1572.9385075685504,709.456226587922,733815,64,709.456226587922,3420.3092414161474,3420.3092414161474,80,0.90625,1572.9385075685502,1572.9385075685504,1572.9385075685502,64,80,756.2254254266759,756.2254254266759,0.90625
1629.8095377418465,831.2121289424481,742674,65,831.2121289424481,3151.6389187386767,3151.6389187386767,81,0.8923076923076924,1629.8095377418465,1629.8095377418465,1629.8095377418465,65,81,12.489439773824962,12.489439773824962,0.8923076923076924
1616.7389923910036,718.5422279273748,751929,67,718.5422279273748,3270.7275560184503,3270.7275560184503,82,0.9552238805970149,1616.7389923910034,1616.7389923910036,1616.7389923910034,67,82,130.49759094198427,130.49759094198427,0.9552238805970149
1006.5507268472293,298.67315460922816,760988,95,298.67315460922816,1944.2779406617062,1944.2779406617062,83,1.0,1006.5507268472292,1006.5507268472293,1006.5507268472292,95,83,188.58342952771727,188.58342952771727,1.0
1482.7485210793004,636.5813235008295,769663,69,636.5813235008295,3144.1778250638163,3144.1778250638163,84,0.9710144927536232,1482.7485210793002,1482.7485210793004,1482.7485210793002,69,84,571.8782854188871,571.8782854188871,0.9710144927536232
1233.2360583062268,661.1850860041981,779488,80,661.1850860041981,3311.5543151012357,3311.5543151012357,85,0.975,1233.2360583062268,1233.2360583062268,1233.2360583062268,80,85,342.605620329434,342.605620329434,0.975
1234.2347108028264,595.5796847341342,787519,83,595.5796847341342,3260.371055981865,3260.371055981865,86,0.9879518072289156,1234.2347108028264,1234.2347108028264,1234.2347108028264,83,86,29.066932387414333,29.066932387414333,0.9879518072289156
1192.940471129854,581.3714448013658,795755,83,581.3714448013658,3110.206759360136,3110.206759360136,87,0.9879518072289156,1192.9404711298541,1192.940471129854,1192.9404711298541,83,87,127.89245241048526,127.89245241048526,0.9879518072289156
1134.8955111384398,276.74845441752217,803887,86,276.74845441752217,2276.678317678411,2276.678317678411,88,1.0,1134.8955111384396,1134.8955111384398,1134.8955111384396,86,88,425.6776063841337,425.6776063841337,1.0
962.7965112410517,298.9566101984053,811827,96,298.9566101984053,2299.0397937688494,2299.0397937688494,89,1.0,962.7965112410517,962.7965112410517,962.7965112410517,96,89,28.06872401706761,28.06872401706761,1.0
1164.2624524836513,384.4086299702694,820204,82,384.4086299702694,3053.973685078934,3053.973685078934,90,0.9878048780487805,1164.2624524836513,1164.2624524836513,1164.2624524836513,82,90,60.74550084366774,60.74550084366774,0.9878048780487805
1141.592913399899,375.21820357438463,828632,87,375.21820357438463,2395.7408298155074,2395.7408298155074,91,1.0,1141.592913399899,1141.592913399899,1141.592913399899,87,91,115.30086314706607,115.30086314706607,1.0
1101.0678877926746,293.41913766652016,838011,89,293.41913766652016,3310.3797012870077,3310.3797012870077,92,1.0,1101.0678877926744,1101.0678877926746,1101.0678877926744,89,92,825.3587140155648,825.3587140155648,1.0
732.1281796654732,347.0375161989699,847409,124,347.0375161989699,1520.247210260795,1520.247210260795,93,1.0,732.1281796654732,732.1281796654732,732.1281796654732,124,93,115.66539180537455,115.66539180537455,1.0
944.8153831011655,333.3710246584155,855673,105,333.3710246584155,2468.7843112430314,2468.7843112430314,94,1.0,944.8153831011655,944.8153831011655,944.8153831011655,105,94,24.122085072653462,24.122085072653462,1.0
994.2460311087318,205.23667054891214,864418,99,205.23667054891214,1599.4194274545791,1599.4194274545791,95,1.0,994.2460311087318,994.2460311087318,994.2460311087318,99,95,726.0459702804337,726.0459702804337,1.0
1108.7042426773744,298.2496306927405,873784,89,298.2496306927405,1935.7017141275112,1935.7017141275112,96,1.0,1108.7042426773746,1108.7042426773744,1108.7042426773746,89,96,26.02210828549827,26.02210828549827,1.0
1068.1485946539015,332.83209717798906,882059,93,332.83209717798906,2456.3127290019825,2456.3127290019825,97,1.0,1068.1485946539015,1068.1485946539015,1068.1485946539015,93,97,24.37498304437573,24.37498304437573,1.0
960.5861523667272,246.73877671705407,890673,101,246.73877671705407,2109.930498357299,2109.930498357299,98,1.0,960.5861523667273,960.5861523667272,960.5861523667273,101,98,508.3860068916149,508.3860068916149,1.0
1001.9544304325556,243.44229387656122,900258,99,243.44229387656122,2208.6046217895523,2208.6046217895523,99,1.0,1001.9544304325557,1001.9544304325556,1001.9544304325557,99,99,588.2882084199382,588.2882084199382,1.0
1039.5622863883934,252.43114283822914,909623,97,252.43114283822914,1872.1918537981876,1872.1918537981876,100,1.0,1039.562286388393,1039.5622863883934,1039.562286388393,97,100,621.9939479397849,621.9939479397849,1.0
1078.1939195266998,282.0618238145102,919295,92,282.0618238145102,2839.1000215620525,2839.1000215620525,101,1.0,1078.1939195266998,1078.1939195266998,1078.1939195266998,92,101,594.5030190828115,594.5030190828115,1.0
843.1330089499531,157.6050175957849,928749,116,157.6050175957849,1290.3089323092943,1290.3089323092943,102,1.0,843.1330089499531,843.1330089499531,843.1330089499531,116,102,367.41454757666946,367.41454757666946,1.0
1101.6745872992406,359.78364704573437,937902,93,359.78364704573437,2772.571979526744,2772.571979526744,103,1.0,1101.6745872992408,1101.6745872992406,1101.6745872992408,93,103,598.9676358178164,598.9676358178164,1.0
865.9607130087203,174.27956286571035,946347,111,174.27956286571035,1568.9077795673631,1568.9077795673631,104,1.0,865.9607130087205,865.9607130087203,865.9607130087205,111,104,463.6348866314939,463.6348866314939,1.0
948.5114262887669,249.837625440515,956782,103,249.837625440515,2084.4526318582148,2084.4526318582148,105,1.0,948.5114262887669,948.5114262887669,948.5114262887669,103,105,475.10278225531,475.10278225531,1.0
946.3337679807462,196.07985774082243,967363,104,196.07985774082243,1736.5764055981865,1736.5764055981865,106,1.0,946.3337679807463,946.3337679807462,946.3337679807463,104,106,631.7115131399339,631.7115131399339,1.0
917.6974807213527,245.31556901443017,976027,104,245.31556901443017,2070.5223318477542,2070.5223318477542,107,1.0,917.6974807213527,917.6974807213527,917.6974807213527,104,107,350.6463729699865,350.6463729699865,1.0
903.6301898131868,215.92557128891306,985671,106,215.92557128891306,1784.7383975566074,1784.7383975566074,108,1.0,903.6301898131867,903.6301898131868,903.6301898131867,106,108,396.61511277533293,396.61511277533293,1.0
870.9105622905305,217.65860776475793,995039,118,217.65860776475793,1631.2781759145034,1631.2781759145034,109,1.0,870.9105622905305,870.9105622905305,870.9105622905305,118,109,524.8482282154142,524.8482282154142,1.0
899.5526372979587,232.47968354755466,1004103,112,232.47968354755466,2366.408429576344,2366.408429576344,110,1.0,899.5526372979587,899.5526372979587,899.5526372979587,112,110,138.95628709109369,138.95628709109369,1.0
847.6580970542394,171.76456334202476,1013509,117,171.76456334202476,1832.4809607352397,1832.4809607352397,111,1.0,847.6580970542394,847.6580970542394,847.6580970542394,117,111,680.5449370034237,680.5449370034237,1.0
919.5281198561273,230.04660238269062,1023190,108,230.04660238269062,1999.9749510858035,1999.9749510858035,112,1.0,919.5281198561274,919.5281198561273,919.5281198561274,108,112,656.8319068293689,656.8319068293689,1.0
921.9083243954218,294.7358052972941,1032030,105,294.7358052972941,2008.2000142459342,2008.2000142459342,113,1.0,921.9083243954218,921.9083243954218,921.9083243954218,105,113,30.169157769065617,30.169157769065617,1.0
884.8712112888395,195.9262446135449,1041444,113,195.9262446135449,2375.4586111994554,2375.4586111994554,114,1.0,884.8712112888395,884.8712112888395,884.8712112888395,113,114,658.7203163363517,658.7203163363517,1.0
976.3232052639129,256.4016061087441,1050408,104,256.4016061087441,2005.0173452964877,2005.0173452964877,115,1.0,976.323205263913,976.3232052639129,976.323205263913,104,115,592.7753863747387,592.7753863747387,1.0
924.0960846785609,182.1624058893479,1060468,110,182.1624058893479,1904.1530397033648,1904.1530397033648,116,1.0,924.0960846785609,924.0960846785609,924.0960846785609,110,116,686.0296408472705,686.0296408472705,1.0
1018.4533394556489,363.5919922317598,1069859,99,363.5919922317598,3461.8588642362233,3461.8588642362233,117,0.98989898989899,1018.4533394556489,1018.4533394556489,1018.4533394556489,99,117,581.4612502701023,581.4612502701023,0.98989898989899
844.4076861782783,197.29548373206921,1079205,115,197.29548373206921,1947.5809149141041,1947.5809149141041,118,1.0,844.4076861782781,844.4076861782783,844.4076861782781,115,118,561.5594814988007,561.5594814988007,1.0
766.3828287494817,102.02451134910248,1087774,125,102.02451134910248,1238.4818550192613,1238.4818550192613,119,1.0,766.3828287494816,766.3828287494817,766.3828287494816,125,119,586.884319706966,586.884319706966,1.0
922.1035497440672,442.60132952802223,1096903,112,442.60132952802223,3218.0588143045775,3218.0588143045775,120,1.0,922.1035497440672,922.1035497440672,922.1035497440672,112,120,549.6145987544219,549.6145987544219,1.0
843.5834701571523,258.6613210442893,1106308,116,258.6613210442893,1999.1836544607518,1999.1836544607518,121,1.0,843.5834701571523,843.5834701571523,843.5834701571523,116,121,357.45453653615493,357.45453653615493,1.0
1016.6809936038682,357.27715011749444,1116293,100,357.27715011749444,2866.8146846906593,2866.8146846906593,122,1.0,1016.6809936038682,1016.6809936038682,1016.6809936038682,100,122,624.6107365723866,624.6107365723866,1.0
917.5128897544935,309.6968288960938,1127318,110,309.6968288960938,2791.2524978375036,2791.2524978375036,123,1.0,917.5128897544936,917.5128897544935,917.5128897544936,110,123,604.3175946875745,604.3175946875745,1.0
1275.818375506625,640.723193930471,1136475,82,640.723193930471,3339.0870313509668,3339.0870313509668,124,0.9878048780487805,1275.8183755066248,1275.818375506625,1275.8183755066248,82,124,254.93122140629936,254.93122140629936,0.9878048780487805
1002.7461944479612,397.5665829333788,1145991,104,397.5665829333788,2656.0181561655427,2656.0181561655427,125,1.0,1002.7461944479613,1002.7461944479612,1002.7461944479613,104,125,202.9930449988864,202.9930449988864,1.0
