MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/StdReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate
1019.4027217183885,400.6132326142553,1154533,102,400.6132326142553,2930.39777121417,2930.39777121417,126,1.0,1019.4027217183886,1019.4027217183885,1019.4027217183886,102,126,261.47114968555775,261.47114968555775,1.0
1015.5049217382143,505.12568303157,1163324,100,505.12568303157,3338.1983800655594,3338.1983800655594,127,0.99,1015.5049217382142,1015.5049217382143,1015.5049217382142,100,127,595.7133216013113,595.7133216013113,0.99
1032.3175609297898,399.8245404445258,1173165,96,399.8245404445258,2708.5315936071797,2708.5315936071797,128,1.0,1032.3175609297898,1032.3175609297898,1032.3175609297898,96,128,625.6579940805632,625.6579940805632,1.0
933.9764871036828,376.7455242305492,1183159,107,376.7455242305492,3293.5891849081395,3293.5891849081395,129,1.0,933.9764871036828,933.9764871036828,933.9764871036828,107,129,376.2071183793842,376.2071183793842,1.0
968.9210720670272,416.1527576177713,1193795,107,416.1527576177713,3079.1612571127234,3079.1612571127234,130,1.0,968.9210720670271,968.9210720670272,968.9210720670271,107,130,361.9837599579667,361.9837599579667,1.0
1099.178882664741,583.1665865173778,1204321,93,583.1665865173778,3431.3385185487214,3431.3385185487214,131,0.967741935483871,1099.178882664741,1099.178882664741,1099.178882664741,93,131,607.7698079652791,607.7698079652791,0.967741935483871
988.0791392800598,696.3095282862962,1213731,95,696.3095282862962,3516.107903044146,3516.107903044146,132,0.9578947368421052,988.0791392800594,988.0791392800598,988.0791392800594,95,132,459.55074015909776,459.55074015909776,0.9578947368421052
963.7276184371185,513.0209703294588,1223668,100,513.0209703294588,3422.960739916724,3422.960739916724,133,0.99,963.7276184371185,963.7276184371185,963.7276184371185,100,133,382.5866006034075,382.5866006034075,0.99
1082.897707851577,503.5782974035024,1233872,96,503.5782974035024,3399.1860904707414,3399.1860904707414,134,0.9895833333333334,1082.897707851577,1082.897707851577,1082.897707851577,96,134,31.66224960593815,31.66224960593815,0.9895833333333334
1219.604768665547,777.9416966399739,1245414,86,777.9416966399739,3474.675788760821,3474.675788760821,135,0.9534883720930233,1219.6047686655472,1219.604768665547,1219.6047686655472,86,135,260.22605163719135,260.22605163719135,0.9534883720930233
1166.7339633788254,539.7186004366687,1254296,89,539.7186004366687,3189.130490751419,3189.130490751419,136,1.0,1166.7339633788254,1166.7339633788254,1166.7339633788254,89,136,192.69703818106788,192.69703818106788,1.0
1242.8592274115454,795.6797534527306,1264476,84,795.6797534527306,3433.081308321434,3433.081308321434,137,0.9523809523809523,1242.859227411545,1242.8592274115454,1242.859227411545,84,137,626.6373905346609,626.6373905346609,0.9523809523809523
998.6639293846575,463.35010140095056,1275659,102,463.35010140095056,3540.1958323327135,3540.1958323327135,138,0.9901960784313726,998.6639293846575,998.6639293846575,998.6639293846575,102,138,586.8803155764458,586.8803155764458,0.9901960784313726
859.4444760279949,503.0245840914021,1285490,115,503.0245840914021,3132.622223750542,3132.622223750542,139,1.0,859.444476027995,859.4444760279949,859.444476027995,115,139,235.78381384776924,235.78381384776924,1.0
926.1705107601862,437.3602536697527,1294914,109,437.3602536697527,2691.7072677457386,2691.7072677457386,140,1.0,926.1705107601862,926.1705107601862,926.1705107601862,109,140,244.85331655120947,244.85331655120947,1.0
934.4853024063441,335.7073155942381,1305288,110,335.7073155942381,2958.4824794338883,2958.4824794338883,141,1.0,934.4853024063441,934.4853024063441,934.4853024063441,110,141,389.53603797367464,389.53603797367464,1.0
1208.356667333912,731.1208432912,1315488,85,731.1208432912,3397.704262456675,3397.704262456675,142,0.9647058823529412,1208.3566673339121,1208.356667333912,1208.3566673339121,85,142,597.4872542986653,597.4872542986653,0.9647058823529412
1124.003082705864,514.2323554789092,1326130,91,514.2323554789092,3088.750470918336,3088.750470918336,143,1.0,1124.003082705864,1124.003082705864,1124.003082705864,91,143,487.9215627441098,487.9215627441098,1.0
1153.834206264402,477.7162136711447,1336868,91,477.7162136711447,3388.247439526877,3388.247439526877,144,0.978021978021978,1153.8342062644022,1153.834206264402,1153.8342062644022,91,144,617.3545080964558,617.3545080964558,0.978021978021978
991.9858439320521,466.80414911590753,1345685,103,466.80414911590753,3273.2637217219444,3273.2637217219444,145,1.0,991.9858439320523,991.9858439320521,991.9858439320523,103,145,240.2108330830697,240.2108330830697,1.0
1177.296295289239,363.51129471892455,1355042,89,363.51129471892455,2189.749324769243,2189.749324769243,146,1.0,1177.2962952892392,1177.296295289239,1177.2962952892392,89,146,640.7784977966116,640.7784977966116,1.0
1355.8601332336923,656.4050890248858,1364872,78,656.4050890248858,3186.369205753611,3186.369205753611,147,1.0,1355.860133233692,1355.8601332336923,1355.860133233692,78,147,212.132457390304,212.132457390304,1.0
1012.5478857917499,394.124414381586,1376516,99,394.124414381586,2751.845400860387,2751.845400860387,148,1.0,1012.54788579175,1012.5478857917499,1012.54788579175,99,148,580.6992424672969,580.6992424672969,1.0
1137.931625097167,443.71221483042405,1385715,90,443.71221483042405,2222.2098578116315,2222.2098578116315,149,1.0,1137.931625097167,1137.931625097167,1137.931625097167,90,149,234.47514983806388,234.47514983806388,1.0
1177.9303905353984,444.6000146293712,1395410,89,444.6000146293712,2408.1390013715745,2408.1390013715745,150,1.0,1177.9303905353984,1177.9303905353984,1177.9303905353984,89,150,463.2038796080996,463.2038796080996,1.0
926.0266152378292,364.5052067141207,1406530,107,364.5052067141207,2464.153616902038,2464.153616902038,151,1.0,926.0266152378292,926.0266152378292,926.0266152378292,107,151,342.01329218692405,342.01329218692405,1.0
1115.4751443280313,531.1213676132867,1417196,91,531.1213676132867,3385.2322270845602,3385.2322270845602,152,1.0,1115.4751443280313,1115.4751443280313,1115.4751443280313,91,152,510.3843960484189,510.3843960484189,1.0
976.9746464969737,382.5626789099992,1426561,102,382.5626789099992,3357.4861966243557,3357.4861966243557,153,1.0,976.9746464969737,976.9746464969737,976.9746464969737,102,153,350.070431398713,350.070431398713,1.0
1137.828983990005,386.18486752367096,1437903,92,386.18486752367096,2465.829021754462,2465.829021754462,154,1.0,1137.828983990005,1137.828983990005,1137.828983990005,92,154,610.3825082270429,610.3825082270429,1.0
1256.0341388186432,531.9642816215961,1447579,83,531.9642816215961,3256.768808072902,3256.768808072902,155,1.0,1256.034138818643,1256.0341388186432,1256.034138818643,83,155,635.9626473864622,635.9626473864622,1.0
1191.1405263419613,513.739015064344,1456438,86,513.739015064344,3435.16520193936,3435.16520193936,156,0.9883720930232558,1191.1405263419615,1191.1405263419613,1191.1405263419615,86,156,609.417404866282,609.417404866282,0.9883720930232558
1144.4007726457335,404.88813982579484,1465335,92,404.88813982579484,2821.185936837097,2821.185936837097,157,1.0,1144.4007726457337,1144.4007726457335,1144.4007726457337,92,157,603.9061286605236,603.9061286605236,1.0
1191.4480159393022,369.24258141651393,1475303,87,369.24258141651393,2185.1788250913646,2185.1788250913646,158,1.0,1191.448015939302,1191.4480159393022,1191.448015939302,87,158,602.8975467815698,602.8975467815698,1.0
1397.8067452014611,652.8751648240034,1486453,75,652.8751648240034,3431.6750630375564,3431.6750630375564,159,0.9866666666666667,1397.8067452014611,1397.8067452014611,1397.8067452014611,75,159,191.954074844216,191.954074844216,0.9866666666666667
1315.9530087497055,543.6648374030061,1495420,80,543.6648374030061,2933.1002610728888,2933.1002610728888,160,1.0,1315.9530087497055,1315.9530087497055,1315.9530087497055,80,160,624.983271459693,624.983271459693,1.0
1117.3886644919426,374.32311333328096,1505918,92,374.32311333328096,2499.385300396634,2499.385300396634,161,1.0,1117.3886644919426,1117.3886644919426,1117.3886644919426,92,161,624.3428831124507,624.3428831124507,1.0
1382.8875757564088,544.9572939772625,1515017,78,544.9572939772625,3352.322571683645,3352.322571683645,162,0.9743589743589743,1382.8875757564088,1382.8875757564088,1382.8875757564088,78,162,832.9417600547433,832.9417600547433,0.9743589743589743
985.7182319828627,282.4286973943027,1524143,102,282.4286973943027,2062.21422586676,2062.21422586676,163,1.0,985.7182319828627,985.7182319828627,985.7182319828627,102,163,593.7806375731521,593.7806375731521,1.0
1028.4138365025015,198.42903937955137,1534825,99,198.42903937955137,1624.1294842772486,1624.1294842772486,164,1.0,1028.4138365025015,1028.4138365025015,1028.4138365025015,99,164,28.916547638399944,28.916547638399944,1.0
1141.0902418716457,370.61769424723207,1546354,89,370.61769424723207,2510.5926798940436,2510.5926798940436,165,1.0,1141.0902418716457,1141.0902418716457,1141.0902418716457,89,165,607.9070742268242,607.9070742268242,1.0
1233.476857237472,435.2963088441547,1555438,88,435.2963088441547,3398.4195334535952,3398.4195334535952,166,0.9886363636363636,1233.4768572374721,1233.476857237472,1233.4768572374721,88,166,634.596799542883,634.596799542883,0.9886363636363636
1137.4799640458446,394.1285668587889,1565676,89,394.1285668587889,3262.3834588649315,3262.3834588649315,167,1.0,1137.4799640458443,1137.4799640458446,1137.4799640458443,89,167,667.6947448186039,667.6947448186039,1.0
1104.7871436941657,268.8364357772835,1575576,92,268.8364357772835,2027.7581663601156,2027.7581663601156,168,1.0,1104.7871436941657,1104.7871436941657,1104.7871436941657,92,168,598.4064700767674,598.4064700767674,1.0
1042.2673663583082,289.29550833800874,1586148,98,289.29550833800874,1934.2683638039505,1934.2683638039505,169,1.0,1042.2673663583082,1042.2673663583082,1042.2673663583082,98,169,113.68000422829958,113.68000422829958,1.0
1186.7112899105427,357.9054574808114,1597527,89,357.9054574808114,2542.6505051096574,2542.6505051096574,170,1.0,1186.7112899105427,1186.7112899105427,1186.7112899105427,89,170,688.8597284840139,688.8597284840139,1.0
1180.3628915065694,453.2647858000345,1607804,90,453.2647858000345,3533.050184935022,3533.050184935022,171,1.0,1180.3628915065694,1180.3628915065694,1180.3628915065694,90,171,478.4525463996804,478.4525463996804,1.0
1099.6842239576304,339.78966322447775,1619101,93,339.78966322447775,2490.8720478965315,2490.8720478965315,172,1.0,1099.6842239576301,1099.6842239576304,1099.6842239576301,93,172,618.8036882393975,618.8036882393975,1.0
1197.0965571894947,368.9539179781548,1629762,85,368.9539179781548,3517.289410757448,3517.289410757448,173,0.9882352941176471,1197.0965571894947,1197.0965571894947,1197.0965571894947,85,173,742.5217393917292,742.5217393917292,0.9882352941176471
1116.0464527717825,281.79865725837993,1640056,91,281.79865725837993,2675.9695256030213,2675.9695256030213,174,1.0,1116.0464527717825,1116.0464527717825,1116.0464527717825,91,174,596.4549697378915,596.4549697378915,1.0
1137.9277871858724,371.66068745721543,1649903,92,371.66068745721543,2546.323723866165,2546.323723866165,175,1.0,1137.9277871858721,1137.9277871858724,1137.9277871858721,92,175,629.5684133633127,629.5684133633127,1.0
1274.1062247312793,306.58548139021576,1660071,86,306.58548139021576,2141.237163948521,2141.237163948521,176,1.0,1274.1062247312793,1274.1062247312793,1274.1062247312793,86,176,748.098842308197,748.098842308197,1.0
1098.9668902751832,287.06527843825376,1670884,94,287.06527843825376,2207.4144096890673,2207.4144096890673,177,1.0,1098.9668902751832,1098.9668902751832,1098.9668902751832,94,177,615.2312791500151,615.2312791500151,1.0
1029.8245777552704,260.59551885792195,1681753,99,260.59551885792195,2101.598663913268,2101.598663913268,178,1.0,1029.8245777552704,1029.8245777552704,1029.8245777552704,99,178,439.38404655148315,439.38404655148315,1.0
1197.8919152416597,468.3036454155389,1692334,84,468.3036454155389,3385.9460476581644,3385.9460476581644,179,0.9880952380952381,1197.8919152416597,1197.8919152416597,1197.8919152416597,84,179,619.1912500047458,619.1912500047458,0.9880952380952381
1283.8980144063275,689.9726657405558,1702042,84,689.9726657405558,3560.7084719278555,3560.7084719278555,180,0.9523809523809523,1283.8980144063275,1283.8980144063275,1283.8980144063275,84,180,644.6659524177325,644.6659524177325,0.9523809523809523
1170.8050641676637,455.4282172129682,1710727,90,455.4282172129682,3101.0103835102223,3101.0103835102223,181,1.0,1170.8050641676637,1170.8050641676637,1170.8050641676637,90,181,625.9174181256427,625.9174181256427,1.0
1102.7531395145982,286.5536123280305,1721665,95,286.5536123280305,2234.2762590323628,2234.2762590323628,182,1.0,1102.7531395145984,1102.7531395145982,1102.7531395145984,95,182,615.5928520921715,615.5928520921715,1.0
1146.1340346398765,398.1020978595519,1732530,89,398.1020978595519,3037.705460976026,3037.705460976026,183,1.0,1146.1340346398765,1146.1340346398765,1146.1340346398765,89,183,609.8778619610422,609.8778619610422,1.0
1115.1059614393066,337.0741085199191,1740437,89,337.0741085199191,3221.5783032925556,3221.5783032925556,184,1.0,1115.1059614393066,1115.1059614393066,1115.1059614393066,89,184,97.37175021967579,97.37175021967579,1.0
1233.347873673424,344.29814445776674,1752675,86,344.29814445776674,2849.511491698027,2849.511491698027,185,1.0,1233.3478736734237,1233.347873673424,1233.3478736734237,86,185,633.0283032819382,633.0283032819382,1.0
1129.0667667543848,363.20184833630907,1762829,95,363.20184833630907,3529.406157550041,3529.406157550041,186,1.0,1129.0667667543848,1129.0667667543848,1129.0667667543848,95,186,610.0132658595066,610.0132658595066,1.0
1035.2780017059135,242.2579846410862,1773503,103,242.2579846410862,2078.2154262408644,2078.2154262408644,187,1.0,1035.2780017059135,1035.2780017059135,1035.2780017059135,103,187,209.00897221575053,209.00897221575053,1.0
1351.1065718522236,349.13613296346216,1782722,82,349.13613296346216,2605.175062480729,2605.175062480729,188,1.0,1351.1065718522239,1351.1065718522236,1351.1065718522239,82,188,746.0428695926599,746.0428695926599,1.0
1407.3963152572364,707.7095774002873,1792434,73,707.7095774002873,3405.0284452001706,3405.0284452001706,189,0.9452054794520548,1407.3963152572364,1407.3963152572364,1407.3963152572364,73,189,593.0018957402376,593.0018957402376,0.9452054794520548
1553.3582713900655,677.8509933000602,1802978,71,677.8509933000602,3357.015165257295,3357.015165257295,190,0.9577464788732394,1553.3582713900648,1553.3582713900655,1553.3582713900648,71,190,602.1905210824926,602.1905210824926,0.9577464788732394
1333.8654714845845,576.3429677377087,1814309,84,576.3429677377087,3462.5389587575405,3462.5389587575405,191,0.9761904761904762,1333.8654714845845,1333.8654714845845,1333.8654714845845,84,191,214.94696152281873,214.94696152281873,0.9761904761904762
1048.4704088054862,292.7579677662965,1824013,100,292.7579677662965,2949.53222335979,2949.53222335979,192,1.0,1048.4704088054862,1048.4704088054862,1048.4704088054862,100,192,632.098835495377,632.098835495377,1.0
1302.0572222439805,385.0782192833896,1832506,82,385.0782192833896,2396.6547299063186,2396.6547299063186,193,1.0,1302.05722224398,1302.0572222439805,1302.05722224398,82,193,611.5646306115704,611.5646306115704,1.0
1008.3111869475338,230.93065183412628,1842971,100,230.93065183412628,2398.275664571013,2398.275664571013,194,1.0,1008.3111869475338,1008.3111869475338,1008.3111869475338,100,194,591.2033583078197,591.2033583078197,1.0
1256.3535096470334,365.2311292625207,1853427,80,365.2311292625207,2927.658552368572,2927.658552368572,195,1.0,1256.3535096470332,1256.3535096470334,1256.3535096470332,80,195,643.1137719126207,643.1137719126207,1.0
1492.3535246015063,485.95943954842363,1862999,72,485.95943954842363,3486.4672719419646,3486.4672719419646,196,0.9861111111111112,1492.3535246015063,1492.3535246015063,1492.3535246015063,72,196,852.3800328193188,852.3800328193188,0.9861111111111112
1394.9455416965372,331.35942087356653,1874568,78,331.35942087356653,2628.821372191248,2628.821372191248,197,1.0,1394.9455416965372,1394.9455416965372,1394.9455416965372,78,197,653.5455716752928,653.5455716752928,1.0
1387.9253975170968,348.77260720166834,1885092,79,348.77260720166834,2516.5966324534365,2516.5966324534365,198,1.0,1387.9253975170968,1387.9253975170968,1387.9253975170968,79,198,763.3977244030086,763.3977244030086,1.0
993.0606254267299,191.47805776940245,1896429,103,191.47805776940245,1746.160074129779,1746.160074129779,199,1.0,993.0606254267299,993.0606254267299,993.0606254267299,103,199,585.4784800470055,585.4784800470055,1.0
1189.8098976756958,355.5054317232452,1906825,87,355.5054317232452,3244.7211697081925,3244.7211697081925,200,1.0,1189.8098976756958,1189.8098976756958,1189.8098976756958,87,200,95.26338101092928,95.26338101092928,1.0
1417.9087603550975,403.222787542228,1916532,74,403.222787542228,2855.540014373832,2855.540014373832,201,1.0,1417.9087603550975,1417.9087603550975,1417.9087603550975,74,201,35.2616674146098,35.2616674146098,1.0
1276.4641875893528,320.4196895055385,1925213,84,320.4196895055385,2307.8962651000793,2307.8962651000793,202,1.0,1276.4641875893528,1276.4641875893528,1276.4641875893528,84,202,664.4178362177481,664.4178362177481,1.0
1440.297965580876,446.14612863749886,1935017,77,446.14612863749886,2744.5705401488344,2744.5705401488344,203,1.0,1440.2979655808765,1440.297965580876,1440.2979655808765,77,203,827.2471961276646,827.2471961276646,1.0
1322.9370639115673,429.1094288286702,1946218,81,429.1094288286702,3028.5865228078305,3028.5865228078305,204,1.0,1322.9370639115673,1322.9370639115673,1322.9370639115673,81,204,796.9709983604462,796.9709983604462,1.0
1343.5993020844533,332.8113871647983,1956114,77,332.8113871647983,2565.2438333382675,2565.2438333382675,205,1.0,1343.5993020844533,1343.5993020844533,1343.5993020844533,77,205,723.6491372687763,723.6491372687763,1.0
862.4952186511866,541.10582627375,1965044,116,541.10582627375,2239.6902357992535,2239.6902357992535,206,1.0,862.4952186511869,862.4952186511866,862.4952186511869,116,206,141.54562095822533,141.54562095822533,1.0
1177.0016704779755,351.1126242776261,1973242,88,351.1126242776261,3562.623505088463,3562.623505088463,207,0.9886363636363636,1177.0016704779753,1177.0016704779755,1177.0016704779753,88,207,211.64099281153142,211.64099281153142,0.9886363636363636
1287.2716681344327,441.69937619331,1981648,85,441.69937619331,3383.4235413171627,3383.4235413171627,208,0.9882352941176471,1287.2716681344327,1287.2716681344327,1287.2716681344327,85,208,724.212512404977,724.212512404977,0.9882352941176471
1211.5385789179281,293.06347041740366,1993314,87,293.06347041740366,2392.9602182759872,2392.9602182759872,209,1.0,1211.538578917928,1211.5385789179281,1211.538578917928,87,209,91.53981625273988,91.53981625273988,1.0
1554.3066662816518,623.4263893597381,2003522,72,623.4263893597381,3557.692707897126,3557.692707897126,210,1.0,1554.3066662816518,1554.3066662816518,1554.3066662816518,72,210,12.203883046579472,12.203883046579472,1.0
1386.7085855214423,408.9931839466502,2013988,78,408.9931839466502,2557.74683609298,2557.74683609298,211,1.0,1386.7085855214423,1386.7085855214423,1386.7085855214423,78,211,601.8909670169219,601.8909670169219,1.0
1315.9847510826735,343.15002678891386,2023391,82,343.15002678891386,2568.5337978373373,2568.5337978373373,212,1.0,1315.9847510826735,1315.9847510826735,1315.9847510826735,82,212,821.227066012782,821.227066012782,1.0
1323.2559794351741,323.5627429753665,2032452,80,323.5627429753665,2564.847971093545,2564.847971093545,213,1.0,1323.2559794351741,1323.2559794351741,1323.2559794351741,80,213,791.9752588696997,791.9752588696997,1.0
1378.6284163853682,311.62579837539243,2042310,77,311.62579837539243,2339.8407671064933,2339.8407671064933,214,1.0,1378.6284163853684,1378.6284163853682,1378.6284163853684,77,214,733.4277170306077,733.4277170306077,1.0
1276.9911465543498,304.5131509277954,2052678,81,304.5131509277954,2378.870471547418,2378.870471547418,215,1.0,1276.9911465543498,1276.9911465543498,1276.9911465543498,81,215,577.4831901785163,577.4831901785163,1.0
1000.363547330715,258.2271368084872,2062934,101,258.2271368084872,1894.049777674526,1894.049777674526,216,1.0,1000.363547330715,1000.363547330715,1000.363547330715,101,216,178.8672219549178,178.8672219549178,1.0
1277.3376022087582,318.4950024282099,2073526,84,318.4950024282099,2133.9197089460663,2133.9197089460663,217,1.0,1277.3376022087582,1277.3376022087582,1277.3376022087582,84,217,422.3317290640307,422.3317290640307,1.0
1212.5036735361487,471.9413760398552,2082468,89,471.9413760398552,2201.6168067894782,2201.6168067894782,218,1.0,1212.5036735361489,1212.5036735361487,1212.5036735361489,89,218,145.47243512296507,145.47243512296507,1.0
1310.7218942622974,343.1286443785918,2092136,82,343.1286443785918,2535.345275915738,2535.345275915738,219,1.0,1310.721894262297,1310.7218942622974,1310.721894262297,82,219,766.1580988920595,766.1580988920595,1.0
1171.6464092503056,377.23069834895784,2100784,89,377.23069834895784,2241.988727076033,2241.988727076033,220,1.0,1171.6464092503056,1171.6464092503056,1171.6464092503056,89,220,587.4434402651486,587.4434402651486,1.0
1310.7380977513974,433.04742176717247,2110563,83,433.04742176717247,2992.481832706749,2992.481832706749,221,1.0,1310.7380977513972,1310.7380977513974,1310.7380977513972,83,221,700.6402176159694,700.6402176159694,1.0
1395.9267228681213,374.53545853271146,2121547,76,374.53545853271146,2695.0278135200956,2695.0278135200956,222,1.0,1395.9267228681213,1395.9267228681213,1395.9267228681213,76,222,236.858067072728,236.858067072728,1.0
1206.6726420946845,291.841812813961,2131638,86,291.841812813961,2097.9698954822456,2097.9698954822456,223,1.0,1206.6726420946848,1206.6726420946845,1206.6726420946848,86,223,738.7243412852333,738.7243412852333,1.0
1369.7622197501782,355.97588641293675,2142400,75,355.97588641293675,2588.149935512386,2588.149935512386,224,1.0,1369.7622197501787,1369.7622197501782,1369.7622197501787,75,224,734.5079821970897,734.5079821970897,1.0
1497.9899332837342,490.495124925354,2151852,74,490.495124925354,3389.1035996233254,3389.1035996233254,225,1.0,1497.9899332837342,1497.9899332837342,1497.9899332837342,74,225,588.7278192226048,588.7278192226048,1.0
1373.1710272385394,359.3497502558978,2161734,77,359.3497502558978,2945.667456755978,2945.667456755978,226,1.0,1373.1710272385396,1373.1710272385394,1373.1710272385396,77,226,903.9009147190035,903.9009147190035,1.0
1402.7035767211341,561.5399403750085,2171304,81,561.5399403750085,3812.6725157072788,3812.6725157072788,227,0.9876543209876543,1402.7035767211344,1402.7035767211341,1402.7035767211344,81,227,254.22273077245015,254.22273077245015,0.9876543209876543
1280.227171893949,645.4285673395706,2180484,79,645.4285673395706,3498.928592308521,3498.928592308521,228,0.9746835443037974,1280.227171893949,1280.227171893949,1280.227171893949,79,228,657.7193378441566,657.7193378441566,0.9746835443037974
1417.2002195014395,439.53506170456535,2190141,75,439.53506170456535,2926.8467141064457,2926.8467141064457,229,1.0,1417.2002195014395,1417.2002195014395,1417.2002195014395,75,229,339.68744555477775,339.68744555477775,1.0
1338.6051854160098,344.18444384560206,2199030,82,344.18444384560206,2304.948073937808,2304.948073937808,230,1.0,1338.6051854160098,1338.6051854160098,1338.6051854160098,82,230,96.94208361267879,96.94208361267879,1.0
1220.2414400192422,440.18291078587936,2208602,87,440.18291078587936,3565.5400700135187,3565.5400700135187,231,0.9885057471264368,1220.241440019242,1220.2414400192422,1220.241440019242,87,231,740.8589254943699,740.8589254943699,0.9885057471264368
1161.7443730482162,268.62441384406515,2218623,92,268.62441384406515,2168.4206830915573,2168.4206830915573,232,1.0,1161.7443730482162,1161.7443730482162,1161.7443730482162,92,232,733.2367753623051,733.2367753623051,1.0
1406.0745912906903,464.3991609016017,2227240,78,464.3991609016017,2902.8704696157347,2902.8704696157347,233,1.0,1406.0745912906905,1406.0745912906903,1406.0745912906905,78,233,718.2180812715484,718.2180812715484,1.0
981.5167957320006,463.5319518586827,2236337,101,463.5319518586827,2030.609435200425,2030.609435200425,234,1.0,981.5167957320007,981.5167957320006,981.5167957320007,101,234,210.8595482685887,210.8595482685887,1.0
1311.7520375317217,386.1895120562445,2245361,80,386.1895120562445,2527.7475291669048,2527.7475291669048,235,1.0,1311.7520375317213,1311.7520375317217,1311.7520375317213,80,235,631.2312730497216,631.2312730497216,1.0
1467.8157241261626,495.27318991835085,2255518,77,495.27318991835085,2897.32136520853,2897.32136520853,236,1.0,1467.8157241261626,1467.8157241261626,1467.8157241261626,77,236,703.1723405525655,703.1723405525655,1.0
1433.8933936196347,404.5957609879351,2265833,77,404.5957609879351,2990.066782897369,2990.066782897369,237,1.0,1433.8933936196347,1433.8933936196347,1433.8933936196347,77,237,690.8386886304329,690.8386886304329,1.0
1340.7466084092807,493.12479550173776,2275971,85,493.12479550173776,3417.2897266323134,3417.2897266323134,238,1.0,1340.7466084092805,1340.7466084092807,1340.7466084092805,85,238,97.99102869254413,97.99102869254413,1.0
1184.0555240823362,400.19327109739044,2286281,91,400.19327109739044,2376.4393062781223,2376.4393062781223,239,1.0,1184.0555240823362,1184.0555240823362,1184.0555240823362,91,239,98.40620734373005,98.40620734373005,1.0
1272.4374070903375,368.04620611303443,2295173,86,368.04620611303443,2411.5824565385205,2411.5824565385205,240,1.0,1272.4374070903375,1272.4374070903375,1272.4374070903375,86,240,214.7991375314596,214.7991375314596,1.0
1373.9211219555425,343.6691286626153,2303368,80,343.6691286626153,2295.4878213259435,2295.4878213259435,241,1.0,1373.9211219555427,1373.9211219555425,1373.9211219555427,80,241,750.2599866620161,750.2599866620161,1.0
1599.9120416545666,410.47430826964006,2312012,70,410.47430826964006,2581.799304322285,2581.799304322285,242,1.0,1599.9120416545666,1599.9120416545666,1599.9120416545666,70,242,832.2477340227769,832.2477340227769,1.0
1308.7523295795938,353.14068428286413,2322214,81,353.14068428286413,2788.8971609197274,2788.8971609197274,243,1.0,1308.7523295795936,1308.7523295795938,1308.7523295795936,81,243,738.7465537286214,738.7465537286214,1.0
1270.8284488239879,358.81221855176113,2332099,88,358.81221855176113,2314.013938017767,2314.013938017767,244,1.0,1270.828448823988,1270.8284488239879,1270.828448823988,88,244,697.4638833117314,697.4638833117314,1.0
1723.0756980516962,567.8570912305938,2342461,65,567.8570912305938,3491.9759197411813,3491.9759197411813,245,0.9384615384615385,1723.0756980516962,1723.0756980516962,1723.0756980516962,65,245,984.7922057956674,984.7922057956674,0.9384615384615385
1411.518560233375,353.36830718583235,2351956,78,353.36830718583235,2615.411287190566,2615.411287190566,246,1.0,1411.518560233375,1411.518560233375,1411.518560233375,78,246,831.1766928882615,831.1766928882615,1.0
1317.0632375527816,439.2492342792537,2362355,83,439.2492342792537,3036.6360071669014,3036.6360071669014,247,1.0,1317.0632375527819,1317.0632375527816,1317.0632375527819,83,247,373.64503614430225,373.64503614430225,1.0
1419.8740200209177,348.4214458696407,2371492,74,348.4214458696407,2776.1284629116985,2776.1284629116985,248,1.0,1419.8740200209177,1419.8740200209177,1419.8740200209177,74,248,448.84242098666795,448.84242098666795,1.0
1485.5445170290711,516.9771609292321,2381472,73,516.9771609292321,3432.718222841946,3432.718222841946,249,0.9863013698630136,1485.5445170290711,1485.5445170290711,1485.5445170290711,73,249,326.9392997962475,326.9392997962475,0.9863013698630136
1445.1521347744242,499.1224353740189,2391341,76,499.1224353740189,3051.2561634317635,3051.2561634317635,250,1.0,1445.1521347744242,1445.1521347744242,1445.1521347744242,76,250,779.0153777480461,779.0153777480461,1.0
1353.3755086109927,441.65040824576664,2400878,78,441.65040824576664,2721.884168931983,2721.884168931983,251,1.0,1353.375508610993,1353.3755086109927,1353.375508610993,78,251,710.8864586051175,710.8864586051175,1.0
1644.2857005533244,509.5644635170378,2409663,69,509.5644635170378,2953.7964708505265,2953.7964708505265,252,1.0,1644.2857005533247,1644.2857005533244,1644.2857005533247,69,252,1007.5787169636346,1007.5787169636346,1.0
1274.4546845894583,358.2232444820242,2420067,84,358.2232444820242,2462.2108972327665,2462.2108972327665,253,1.0,1274.4546845894579,1274.4546845894583,1274.4546845894579,84,253,887.3715301817733,887.3715301817733,1.0
