MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/MaxReturn
95,113,518.5997350356931,518.5997350356931,2995.6072967195164,1045.1680684386608,1045.1680684386608,19.704099373924645,1.0,19.704099373924645,113,1045.1680684386608,95,1045.1680684386608,1.0,978830,2995.6072967195164
108,114,604.1824092799012,604.1824092799012,3117.8159956727654,858.5898558540298,858.5898558540298,11.044374495194267,1.0,11.044374495194267,114,858.5898558540298,108,858.5898558540298,1.0,987970,3117.8159956727654
105,115,519.5815777488993,519.5815777488993,2442.143812226651,894.868454640489,894.868454640489,11.71530505764687,1.0,11.71530505764687,115,894.868454640489,105,894.868454640489,1.0,996365,2442.143812226651
101,116,753.2562241353118,753.2562241353118,3788.0472976492183,1078.4472595934067,1078.4472595934067,14.021143714563406,0.9900990099009901,14.021143714563406,116,1078.4472595934067,101,1078.4472595934067,0.9900990099009901,1005077,3788.0472976492183
91,117,671.8692093717644,671.8692093717644,4221.798118901999,1114.797567092093,1114.797567092093,14.17052572913988,0.967032967032967,14.17052572913988,117,1114.797567092093,91,1114.797567092093,0.967032967032967,1014233,4221.798118901999
90,118,776.8895242165854,776.8895242165854,3530.37769215258,1111.3302304461272,1111.330230446127,6.136128189552891,0.9888888888888889,6.136128189552891,118,1111.330230446127,90,1111.3302304461272,0.9888888888888889,1023232,3530.37769215258
104,119,1064.6720495471125,1064.6720495471125,3784.671675737354,1056.3772353969919,1056.3772353969916,4.906812910369599,0.9423076923076923,4.906812910369599,119,1056.3772353969916,104,1056.3772353969919,0.9423076923076923,1032902,3784.671675737354
84,120,714.8105610319478,714.8105610319478,2958.844624161813,1268.9379925248259,1268.9379925248259,5.026499339521575,1.0,5.026499339521575,120,1268.9379925248259,84,1268.9379925248259,1.0,1041692,2958.844624161813
98,121,804.4285074688561,804.4285074688561,4229.134283167899,1092.1188434598437,1092.1188434598434,3.2206994844802814,0.9795918367346939,3.2206994844802814,121,1092.1188434598434,98,1092.1188434598437,0.9795918367346939,1050251,4229.134283167899
122,122,645.0939870095287,645.0939870095287,3196.6444215261004,847.9595573213195,847.9595573213194,6.71077072072525,1.0,6.71077072072525,122,847.9595573213194,122,847.9595573213195,1.0,1059140,3196.6444215261004
92,123,834.0450999044523,834.0450999044523,4200.716137326555,1129.5886457111185,1129.588645711119,6.93470149197155,0.9891304347826086,6.93470149197155,123,1129.588645711119,92,1129.5886457111185,0.9891304347826086,1069092,4200.716137326555
102,124,706.7367382643267,706.7367382643267,3627.2373083308307,1006.758862661979,1006.758862661979,7.440410840243814,1.0,7.440410840243814,124,1006.758862661979,102,1006.758862661979,1.0,1080172,3627.2373083308307
104,125,790.1257446174166,790.1257446174166,4109.226527838512,947.8088829777995,947.8088829777994,12.732247381093497,0.9903846153846154,12.732247381093497,125,947.8088829777994,104,947.8088829777995,0.9903846153846154,1090519,4109.226527838512
107,126,623.9689444068218,623.9689444068218,2869.0059864485406,869.3979966132174,869.3979966132174,9.284764510064472,1.0,9.284764510064472,126,869.3979966132174,107,869.3979966132174,1.0,1099782,2869.0059864485406
116,127,775.9935836254806,775.9935836254806,3853.802514455643,893.0903236624195,893.0903236624195,5.983121024614405,0.9913793103448276,5.983121024614405,127,893.0903236624195,116,893.0903236624195,0.9913793103448276,1108413,3853.802514455643
117,128,1061.1289766491852,1061.1289766491852,4009.03994619807,948.0398901946704,948.0398901946703,2.3996166265965133,0.9572649572649573,2.3996166265965133,128,948.0398901946703,117,948.0398901946704,0.9572649572649573,1117971,4009.03994619807
114,129,725.0621888896616,725.0621888896616,3913.859085568728,912.6920307450569,912.6920307450569,13.001170785833313,1.0,13.001170785833313,129,912.6920307450569,114,912.6920307450569,1.0,1127268,3913.859085568728
98,130,726.0403530918744,726.0403530918744,3879.6787333600164,1063.0784902308533,1063.0784902308533,65.52427360511707,1.0,65.52427360511707,130,1063.0784902308533,98,1063.0784902308533,1.0,1136476,3879.6787333600164
105,131,707.5449869579655,707.5449869579655,4172.259056971696,936.0825382112172,936.0825382112171,44.4113373878938,1.0,44.4113373878938,131,936.0825382112171,105,936.0825382112172,1.0,1145725,4172.259056971696
109,132,619.1839257837853,619.1839257837853,2592.3710484912035,906.9138195047426,906.9138195047427,12.426704292958167,1.0,12.426704292958167,132,906.9138195047427,109,906.9138195047426,1.0,1155969,2592.3710484912035
102,133,892.6000063920452,892.6000063920452,4127.869621750749,1061.4809579313865,1061.4809579313865,5.769664376718668,1.0,5.769664376718668,133,1061.4809579313865,102,1061.4809579313865,1.0,1166809,4127.869621750749
105,134,719.2928898625786,719.2928898625786,3000.480586789122,911.0042767036808,911.0042767036808,8.76981050487659,1.0,8.76981050487659,134,911.0042767036808,105,911.0042767036808,1.0,1176636,3000.480586789122
123,135,791.8242257538874,791.8242257538874,4416.466791201464,799.198701128625,799.198701128625,7.5009935180150435,0.991869918699187,7.5009935180150435,135,799.198701128625,123,799.198701128625,0.991869918699187,1186226,4416.466791201464
135,136,606.2750874735558,606.2750874735558,3081.8084341245117,721.8029312077737,721.8029312077738,30.250524084984207,1.0,30.250524084984207,136,721.8029312077738,135,721.8029312077737,1.0,1196338,3081.8084341245117
104,137,752.6037645177174,752.6037645177174,3750.2097419981915,887.8989388756776,887.8989388756776,6.091605361741692,1.0,6.091605361741692,137,887.8989388756776,104,887.8989388756776,1.0,1206019,3750.2097419981915
107,138,772.0377151726036,772.0377151726036,4021.379289056653,898.2663445308764,898.2663445308765,9.481329990175853,1.0,9.481329990175853,138,898.2663445308765,107,898.2663445308764,1.0,1215507,4021.379289056653
107,139,584.9125720274851,584.9125720274851,2775.7565786790365,867.6368548981865,867.6368548981864,6.2705955199308185,1.0,6.2705955199308185,139,867.6368548981864,107,867.6368548981865,1.0,1224865,2775.7565786790365
151,140,543.3733071058978,543.3733071058978,2362.4918927424774,534.757743489115,534.7577434891151,9.794056708766218,1.0,9.794056708766218,140,534.7577434891151,151,534.757743489115,1.0,1233953,2362.4918927424774
150,141,571.193736377686,571.193736377686,2266.1333209019012,563.5629787448172,563.5629787448172,-2.3160476212224563,1.0,-2.3160476212224563,141,563.5629787448172,150,563.5629787448172,1.0,1242639,2266.1333209019012
137,142,568.3829611030512,568.3829611030512,2183.9462331900013,640.4129196023397,640.4129196023397,7.300035304443023,1.0,7.300035304443023,142,640.4129196023397,137,640.4129196023397,1.0,1250539,2183.9462331900013
113,143,637.9170386318269,637.9170386318269,2821.5847862614137,812.7805399463573,812.7805399463571,9.804194807445453,1.0,9.804194807445453,143,812.7805399463571,113,812.7805399463573,1.0,1259169,2821.5847862614137
109,144,756.3342056437605,756.3342056437605,3083.5120788909057,893.8573644131882,893.8573644131882,8.223241674091696,1.0,8.223241674091696,144,893.8573644131882,109,893.8573644131882,1.0,1268496,3083.5120788909057
134,145,515.1544835135213,515.1544835135213,2137.2732859165244,665.6331345419012,665.6331345419012,6.4885442813905465,1.0,6.4885442813905465,145,665.6331345419012,134,665.6331345419012,1.0,1277507,2137.2732859165244
119,146,527.9130086639965,527.9130086639965,2696.929397758123,726.4430846536062,726.4430846536062,6.278627541058688,1.0,6.278627541058688,146,726.4430846536062,119,726.4430846536062,1.0,1286049,2696.929397758123
120,147,648.0009898498868,648.0009898498868,2751.0416762832365,753.3256025591058,753.3256025591057,9.130421322871715,1.0,9.130421322871715,147,753.3256025591057,120,753.3256025591058,1.0,1295580,2751.0416762832365
129,148,585.370276592061,585.370276592061,3228.296794218574,689.8491345971896,689.8491345971896,21.885351905499387,1.0,21.885351905499387,148,689.8491345971896,129,689.8491345971896,1.0,1304080,3228.296794218574
158,149,591.961204887242,591.961204887242,2906.7111493137245,563.6477592300253,563.6477592300253,9.383746648572897,1.0,9.383746648572897,149,563.6477592300253,158,563.6477592300253,1.0,1312863,2906.7111493137245
204,150,645.1344376437534,645.1344376437534,3755.350805834878,409.24460709121036,409.24460709121024,5.055289100019629,0.9901960784313726,5.055289100019629,150,409.24460709121024,204,409.24460709121036,0.9901960784313726,1321061,3755.350805834878
142,151,476.7240144380793,476.7240144380793,2507.421379253279,571.8697060168174,571.8697060168174,10.521110839211586,1.0,10.521110839211586,151,571.8697060168174,142,571.8697060168174,1.0,1329701,2507.421379253279
137,152,750.1650559933897,750.1650559933897,3556.6930235339414,626.3369186788009,626.3369186788009,8.747764026344207,0.9927007299270073,8.747764026344207,152,626.3369186788009,137,626.3369186788009,0.9927007299270073,1337923,3556.6930235339414
150,153,626.5428829549516,626.5428829549516,3472.616350850103,609.9127871541517,609.9127871541518,8.940018552191136,1.0,8.940018552191136,153,609.9127871541518,150,609.9127871541517,1.0,1346721,3472.616350850103
145,154,764.9930364756597,764.9930364756597,3534.554311498304,687.6934598835697,687.6934598835697,10.076973475100363,1.0,10.076973475100363,154,687.6934598835697,145,687.6934598835697,1.0,1355856,3534.554311498304
121,155,877.6508232598842,877.6508232598842,3697.3700993603284,811.877270777106,811.8772707771062,12.483974130988246,0.9834710743801653,12.483974130988246,155,811.8772707771062,121,811.877270777106,0.9834710743801653,1364163,3697.3700993603284
134,156,540.0870146000535,540.0870146000535,2341.3209396736675,655.4513199003928,655.451319900393,8.022150961766698,1.0,8.022150961766698,156,655.451319900393,134,655.4513199003928,1.0,1373180,2341.3209396736675
115,157,737.6309145976215,737.6309145976215,3419.7506951504356,866.5849903093848,866.5849903093846,19.3339195851883,1.0,19.3339195851883,157,866.5849903093846,115,866.5849903093848,1.0,1381783,3419.7506951504356
149,158,805.9506828462415,805.9506828462415,4092.059486848516,637.0596249457664,637.0596249457664,6.042587934572371,0.9798657718120806,6.042587934572371,158,637.0596249457664,149,637.0596249457664,0.9798657718120806,1391651,4092.059486848516
99,159,869.6190549490259,869.6190549490259,4157.670744261486,1049.4102739506577,1049.4102739506573,11.938275134259783,0.9797979797979798,11.938275134259783,159,1049.4102739506573,99,1049.4102739506577,0.9797979797979798,1401571,4157.670744261486
124,160,684.8180830595825,684.8180830595825,3744.8219264843947,736.4909143817343,736.4909143817342,12.725813213388257,1.0,12.725813213388257,160,736.4909143817342,124,736.4909143817343,1.0,1409969,3744.8219264843947
133,161,700.4709003402352,700.4709003402352,3127.315485156821,671.255461535416,671.255461535416,10.540161128028064,1.0,10.540161128028064,161,671.255461535416,133,671.255461535416,1.0,1419621,3127.315485156821
136,162,780.8974027102265,780.8974027102265,3562.404577357475,727.7926881317553,727.7926881317552,2.197424740737946,0.9926470588235294,2.197424740737946,162,727.7926881317552,136,727.7926881317553,0.9926470588235294,1428093,3562.404577357475
116,163,732.8856168064764,732.8856168064764,3208.4767097903323,793.1799378828377,793.1799378828376,18.329243958461703,1.0,18.329243958461703,163,793.1799378828376,116,793.1799378828377,1.0,1437963,3208.4767097903323
153,164,641.4475036932809,641.4475036932809,3986.1527023063727,542.7499622781513,542.7499622781512,17.50904187911698,0.9934640522875817,17.50904187911698,164,542.7499622781512,153,542.7499622781513,0.9934640522875817,1446755,3986.1527023063727
169,165,614.6951435317162,614.6951435317162,2731.8444287116654,499.0257518615613,499.02575186156116,1.990943409211466,1.0,1.990943409211466,165,499.02575186156116,169,499.0257518615613,1.0,1455135,2731.8444287116654
112,166,599.1281142989949,599.1281142989949,2640.3213827735235,838.8088036339956,838.8088036339956,11.953990437574545,1.0,11.953990437574545,166,838.8088036339956,112,838.8088036339956,1.0,1463831,2640.3213827735235
383,167,387.0245099185577,387.0245099185577,2565.3677916830375,163.59242667024483,163.5924266702449,-0.3042260453159129,1.0,-0.3042260453159129,167,163.5924266702449,383,163.59242667024483,1.0,1471400,2565.3677916830375
147,168,885.225888062804,885.225888062804,3912.9936387621065,673.5563327250115,673.5563327250117,1.2858611511612357,0.9863945578231292,1.2858611511612357,168,673.5563327250117,147,673.5563327250115,0.9863945578231292,1479570,3912.9936387621065
312,169,458.71387501833044,458.71387501833044,2220.9936506407635,231.17106411765826,231.17106411765826,0.45730102540739437,1.0,0.45730102540739437,169,231.17106411765826,312,231.17106411765826,1.0,1487602,2220.9936506407635
229,170,809.37699935713,809.37699935713,4143.505760630853,404.3231891680998,404.32318916809976,-2.1230221382264967,0.9912663755458515,-2.1230221382264967,170,404.32318916809976,229,404.3231891680998,0.9912663755458515,1495614,4143.505760630853
125,171,835.1977806003559,835.1977806003559,4070.937255774365,742.2283371338544,742.2283371338543,9.676075471375501,1.0,9.676075471375501,171,742.2283371338543,125,742.2283371338544,1.0,1503636,4070.937255774365
251,172,562.8916928782611,562.8916928782611,3054.516430722168,326.29456778270884,326.2945677827088,2.5154743285113663,1.0,2.5154743285113663,172,326.2945677827088,251,326.29456778270884,1.0,1511432,3054.516430722168
136,173,822.3133775707352,822.3133775707352,3896.564749692819,654.86813277389,654.8681327738902,8.7595931823383,0.9779411764705882,8.7595931823383,173,654.8681327738902,136,654.86813277389,0.9779411764705882,1519328,3896.564749692819
201,174,715.5231487541824,715.5231487541824,4312.181752231826,444.2988475004936,444.29884750049365,8.446133876532896,0.9950248756218906,8.446133876532896,174,444.29884750049365,201,444.2988475004936,0.9950248756218906,1527426,4312.181752231826
219,175,495.8973109114099,495.8973109114099,2111.61274800355,352.9562147949076,352.9562147949077,-0.06744966335327551,1.0,-0.06744966335327551,175,352.9562147949077,219,352.9562147949076,1.0,1536924,2111.61274800355
217,176,607.0185669811697,607.0185669811697,2734.321435022231,389.02666357261415,389.026663572614,2.504179427961652,1.0,2.504179427961652,176,389.026663572614,217,389.02666357261415,1.0,1544812,2734.321435022231
160,177,685.5633623910749,685.5633623910749,3365.7042119663633,560.3826903011201,560.3826903011201,3.3911689517084023,1.0,3.3911689517084023,177,560.3826903011201,160,560.3826903011201,1.0,1553087,3365.7042119663633
130,178,564.5548263232452,564.5548263232452,2280.7290848742996,677.2565952554853,677.2565952554853,1.8199656111851874,1.0,1.8199656111851874,178,677.2565952554853,130,677.2565952554853,1.0,1561329,2280.7290848742996
301,179,375.6314436732791,375.6314436732791,1945.5510158899197,237.69434192025628,237.6943419202563,2.959576529456004,1.0,2.959576529456004,179,237.6943419202563,301,237.69434192025628,1.0,1569407,1945.5510158899197
151,180,587.3807302162228,587.3807302162228,3076.9625779118765,587.023147583563,587.0231475835627,3.35647510476939,1.0,3.35647510476939,180,587.0231475835627,151,587.023147583563,1.0,1577050,3076.9625779118765
232,181,458.25025667542235,458.25025667542235,2650.8620933865745,337.4005776641727,337.4005776641727,-1.252564973437789,1.0,-1.252564973437789,181,337.4005776641727,232,337.4005776641727,1.0,1585011,2650.8620933865745
269,182,601.5969706102811,601.5969706102811,2988.759569311047,302.26862384252473,302.26862384252473,6.618852481252948,1.0,6.618852481252948,182,302.26862384252473,269,302.26862384252473,1.0,1593245,2988.759569311047
232,183,434.02064922889247,434.02064922889247,2236.7871984036396,327.07577141457637,327.07577141457637,6.62533302729012,1.0,6.62533302729012,183,327.07577141457637,232,327.07577141457637,1.0,1601034,2236.7871984036396
410,184,352.75060736800805,352.75060736800805,2140.4355456515714,157.18779970385785,157.18779970385788,0.5366292952393698,1.0,0.5366292952393698,184,157.18779970385788,410,157.18779970385785,1.0,1608594,2140.4355456515714
305,185,452.38416010183414,452.38416010183414,3198.849592046728,237.28813993164366,237.2881399316436,1.565764386437527,1.0,1.565764386437527,185,237.2881399316436,305,237.28813993164366,1.0,1616168,3198.849592046728
235,186,599.2124277693822,599.2124277693822,2870.9496161123134,359.8559156592714,359.8559156592714,6.818797511439322,1.0,6.818797511439322,186,359.8559156592714,235,359.8559156592714,1.0,1624412,2870.9496161123134
197,187,599.4889847381936,599.4889847381936,2816.464552090107,442.84216165677515,442.84216165677515,8.512783163633452,1.0,8.512783163633452,187,442.84216165677515,197,442.84216165677515,1.0,1632256,2816.464552090107
169,188,522.8585626948299,522.8585626948299,2189.584017442464,528.8169667120399,528.81696671204,13.108769316071381,1.0,13.108769316071381,188,528.81696671204,169,528.8169667120399,1.0,1640274,2189.584017442464
172,189,542.5416557540948,542.5416557540948,2042.2012114611753,491.81078894678194,491.81078894678194,12.706221482460947,1.0,12.706221482460947,189,491.81078894678194,172,491.81078894678194,1.0,1648234,2042.2012114611753
231,190,445.1090669801456,445.1090669801456,1920.9265347850887,328.72648755629956,328.7264875562995,9.06314753388641,1.0,9.06314753388641,190,328.7264875562995,231,328.72648755629956,1.0,1656278,1920.9265347850887
351,191,380.63374979239876,380.63374979239876,2233.8669827269823,190.93383959097915,190.93383959097915,0.3310861272387454,1.0,0.3310861272387454,191,190.93383959097915,351,190.93383959097915,1.0,1664201,2233.8669827269823
212,192,451.8231519058103,451.8231519058103,2311.665668823804,337.8015104634097,337.8015104634097,9.944839050172535,1.0,9.944839050172535,192,337.8015104634097,212,337.8015104634097,1.0,1672103,2311.665668823804
249,193,412.27853212193713,412.27853212193713,1889.9851699790959,284.3577649628079,284.3577649628079,-0.9167037771543685,1.0,-0.9167037771543685,193,284.3577649628079,249,284.3577649628079,1.0,1679967,1889.9851699790959
175,194,488.1151047164568,488.1151047164568,2204.901980331836,468.0085695996172,468.0085695996172,4.414258103102041,1.0,4.414258103102041,194,468.0085695996172,175,468.0085695996172,1.0,1687988,2204.901980331836
219,195,445.6834837762634,445.6834837762634,1878.6709413194144,337.8411675778028,337.841167577803,2.0374667383633214,1.0,2.0374667383633214,195,337.841167577803,219,337.8411675778028,1.0,1696053,1878.6709413194144
238,196,376.5019217220689,376.5019217220689,1788.655199939598,304.40759697610804,304.40759697610804,5.862418394128926,1.0,5.862418394128926,196,304.40759697610804,238,304.40759697610804,1.0,1704069,1788.655199939598
269,197,556.8119117481424,556.8119117481424,3393.9493525599505,293.96864204509365,293.96864204509365,3.4324703263911287,1.0,3.4324703263911287,197,293.96864204509365,269,293.96864204509365,1.0,1711846,3393.9493525599505
208,198,409.4187405299193,409.4187405299193,1651.7334381912808,334.38989301640584,334.3898930164057,9.657071831144737,1.0,9.657071831144737,198,334.3898930164057,208,334.38989301640584,1.0,1720029,1651.7334381912808
287,199,402.7269558905354,402.7269558905354,2474.2476005125773,229.79349952372166,229.79349952372166,3.334706546147663,1.0,3.334706546147663,199,229.79349952372166,287,229.79349952372166,1.0,1727837,2474.2476005125773
220,200,434.07348872173174,434.07348872173174,2348.591512846189,314.1582455946216,314.1582455946216,6.599393616334167,1.0,6.599393616334167,200,314.1582455946216,220,314.1582455946216,1.0,1735616,2348.591512846189
239,201,497.3344937252576,497.3344937252576,2803.4714877776996,319.43880329301857,319.4388032930186,1.6030573846481637,1.0,1.6030573846481637,201,319.4388032930186,239,319.43880329301857,1.0,1743252,2803.4714877776996
212,202,378.79215859520866,378.79215859520866,1849.4505798117668,305.20008579284996,305.20008579284996,12.184564229795356,1.0,12.184564229795356,202,305.20008579284996,212,305.20008579284996,1.0,1751441,1849.4505798117668
173,203,413.314886799056,413.314886799056,2450.8006335064415,413.1237184024112,413.1237184024111,10.347900751926387,1.0,10.347900751926387,203,413.1237184024111,173,413.1237184024112,1.0,1759270,2450.8006335064415
230,204,437.9476143377942,437.9476143377942,2221.024176067707,306.3489132605693,306.34891326056936,-0.9508346641502765,1.0,-0.9508346641502765,204,306.34891326056936,230,306.3489132605693,1.0,1768084,2221.024176067707
148,205,517.8460272498949,517.8460272498949,2569.7037535214613,506.9483988411017,506.9483988411017,1.1403487327428188,1.0,1.1403487327428188,205,506.9483988411017,148,506.9483988411017,1.0,1775703,2569.7037535214613
194,206,472.4610173391812,472.4610173391812,2802.6181752065054,367.348069187089,367.3480691870889,3.5530649169326702,1.0,3.5530649169326702,206,367.3480691870889,194,367.348069187089,1.0,1783523,2802.6181752065054
252,207,337.17980195005043,337.17980195005043,1866.0950028508314,246.49396247320226,246.49396247320226,2.0117089520576243,1.0,2.0117089520576243,207,246.49396247320226,252,246.49396247320226,1.0,1791467,1866.0950028508314
200,208,371.8800841566624,371.8800841566624,2396.666462644835,311.73484301402647,311.7348430140266,5.012617626798722,1.0,5.012617626798722,208,311.7348430140266,200,311.73484301402647,1.0,1799820,2396.666462644835
233,209,361.2689153012733,361.2689153012733,1903.5451604905131,265.8629906372649,265.8629906372649,1.0601351491068767,1.0,1.0601351491068767,209,265.8629906372649,233,265.8629906372649,1.0,1808680,1903.5451604905131
222,210,408.3060919600437,408.3060919600437,1829.8793548930137,312.1821942249064,312.1821942249064,1.8497426440739124,1.0,1.8497426440739124,210,312.1821942249064,222,312.1821942249064,1.0,1816825,1829.8793548930137
182,211,516.0874192451456,516.0874192451456,3013.7717817412854,420.921580702986,420.921580702986,4.575705170682665,1.0,4.575705170682665,211,420.921580702986,182,420.921580702986,1.0,1824620,3013.7717817412854
311,212,310.73843330297706,310.73843330297706,2002.647517351163,185.96522350817497,185.96522350817497,-0.14736865838211644,1.0,-0.14736865838211644,212,185.96522350817497,311,185.96522350817497,1.0,1832882,2002.647517351163
473,213,191.3347004045163,191.3347004045163,1484.8849009738572,92.42824963460667,92.4282496346067,0.0660118570476651,1.0,0.0660118570476651,213,92.4282496346067,473,92.42824963460667,1.0,1840612,1484.8849009738572
191,214,469.3798061639086,469.3798061639086,2110.97643216308,390.03338368674275,390.03338368674287,2.127798390656992,1.0,2.127798390656992,214,390.03338368674287,191,390.03338368674275,1.0,1848609,2110.97643216308
305,215,317.371221199867,317.371221199867,1744.8936894437381,187.4115499015227,187.41154990152273,-3.517288202622259,1.0,-3.517288202622259,215,187.41154990152273,305,187.4115499015227,1.0,1857215,1744.8936894437381
285,216,445.86959979576005,445.86959979576005,3502.0859149792523,222.5509153491966,222.55091534919654,0.2022430919103972,1.0,0.2022430919103972,216,222.55091534919654,285,222.5509153491966,1.0,1865362,3502.0859149792523
215,217,354.5399942534958,354.5399942534958,1565.344282346235,303.30117471969686,303.3011747196968,2.660677180285642,1.0,2.660677180285642,217,303.3011747196968,215,303.30117471969686,1.0,1873215,1565.344282346235
229,218,425.4311123214758,425.4311123214758,2946.1808846651666,305.3744179715426,305.3744179715426,-1.9405044240141807,1.0,-1.9405044240141807,218,305.3744179715426,229,305.3744179715426,1.0,1881565,2946.1808846651666
284,219,322.38037423485525,322.38037423485525,1808.8744092309892,213.48518370407075,213.48518370407078,-0.042082876529469876,1.0,-0.042082876529469876,219,213.48518370407078,284,213.48518370407075,1.0,1889738,1808.8744092309892
294,220,340.12257236504547,340.12257236504547,1848.82178706985,211.4980128497537,211.49801284975368,0.7057903226932556,1.0,0.7057903226932556,220,211.49801284975368,294,211.4980128497537,1.0,1897265,1848.82178706985
246,221,351.35222606260425,351.35222606260425,2084.0757351700145,259.33657831545037,259.3365783154503,-1.3090185409171968,1.0,-1.3090185409171968,221,259.3365783154503,246,259.33657831545037,1.0,1904901,2084.0757351700145
214,222,398.2436070648659,398.2436070648659,1909.26210526211,320.2752577875041,320.2752577875041,1.6626334249080312,1.0,1.6626334249080312,222,320.2752577875041,214,320.2752577875041,1.0,1912693,1909.26210526211
195,223,424.9005735487411,424.9005735487411,2442.5162457129377,384.9816023245212,384.9816023245212,11.257871151688413,1.0,11.257871151688413,223,384.9816023245212,195,384.9816023245212,1.0,1920490,2442.5162457129377
190,224,427.49736091979037,427.49736091979037,2747.712505488736,392.6206434633463,392.6206434633464,6.803725860760581,1.0,6.803725860760581,224,392.6206434633464,190,392.6206434633463,1.0,1928371,2747.712505488736
196,225,450.5532230994172,450.5532230994172,2157.626294223711,403.13313378181243,403.1331337818125,9.012844140907436,1.0,9.012844140907436,225,403.1331337818125,196,403.13313378181243,1.0,1936226,2157.626294223711
199,226,436.71135570554827,436.71135570554827,2149.0200506143615,390.8959735168551,390.8959735168551,4.69557412943964,1.0,4.69557412943964,226,390.8959735168551,199,390.8959735168551,1.0,1944225,2149.0200506143615
211,227,390.0633136216141,390.0633136216141,1786.9460121497814,353.02543622913873,353.02543622913873,8.143480251416488,1.0,8.143480251416488,227,353.02543622913873,211,353.02543622913873,1.0,1951774,1786.9460121497814
216,228,382.4178305267842,382.4178305267842,1826.5103702668898,337.92028528265735,337.9202852826573,0.6315289071758539,1.0,0.6315289071758539,228,337.9202852826573,216,337.92028528265735,1.0,1959829,1826.5103702668898
221,229,373.34669824509393,373.34669824509393,1662.96170604659,325.01767726429654,325.01767726429654,5.8773516212108605,1.0,5.8773516212108605,229,325.01767726429654,221,325.01767726429654,1.0,1967600,1662.96170604659
212,230,391.6834420129997,391.6834420129997,1906.2896859240236,352.3442161606806,352.3442161606806,9.919138753011007,1.0,9.919138753011007,230,352.3442161606806,212,352.3442161606806,1.0,1975384,1906.2896859240236
181,231,435.355599086967,435.355599086967,2194.2375277782394,435.3901941208767,435.39019412087663,12.74010735893812,1.0,12.74010735893812,231,435.39019412087663,181,435.3901941208767,1.0,1983240,2194.2375277782394
218,232,380.52006839074863,380.52006839074863,1810.0774667356563,351.0147487571417,351.01474875714183,-3.6594115434924914,1.0,-3.6594115434924914,232,351.01474875714183,218,351.0147487571417,1.0,1990885,1810.0774667356563
180,233,507.3792208275336,507.3792208275336,2974.063279813335,473.4032868241909,473.40328682419073,7.080002481852196,1.0,7.080002481852196,233,473.40328682419073,180,473.4032868241909,1.0,1998498,2974.063279813335
185,234,395.8972928716495,395.8972928716495,1992.0669802712882,450.4554988057477,450.4554988057476,16.03323456196625,1.0,16.03323456196625,234,450.4554988057476,185,450.4554988057477,1.0,2006477,1992.0669802712882
209,235,384.67382681096234,384.67382681096234,1714.7381260505401,360.0224355026293,360.0224355026293,6.9524820266549066,1.0,6.9524820266549066,235,360.0224355026293,209,360.0224355026293,1.0,2014125,1714.7381260505401
174,236,358.3141776547881,358.3141776547881,1637.742910178155,468.2193164269501,468.2193164269502,23.931617126658505,1.0,23.931617126658505,236,468.2193164269502,174,468.2193164269501,1.0,2021921,1637.742910178155
224,237,369.55383343933755,369.55383343933755,1742.5940151936288,347.47374038466506,347.47374038466506,8.652004571636562,1.0,8.652004571636562,237,347.47374038466506,224,347.47374038466506,1.0,2029697,1742.5940151936288
195,238,391.8653136262289,391.8653136262289,1765.342489873866,427.46364480755085,427.4636448075509,8.5629031445829,1.0,8.5629031445829,238,427.4636448075509,195,427.46364480755085,1.0,2037411,1765.342489873866
148,239,494.9517407696651,494.9517407696651,2197.544310589193,602.4076533342127,602.4076533342126,11.288215877031378,1.0,11.288215877031378,239,602.4076533342126,148,602.4076533342127,1.0,2045258,2197.544310589193
161,240,380.6286435068747,380.6286435068747,2616.6815049969605,518.6959740272584,518.6959740272584,19.3567023469244,1.0,19.3567023469244,240,518.6959740272584,161,518.6959740272584,1.0,2053043,2616.6815049969605
172,241,427.1852372948941,427.1852372948941,1813.4864425574597,474.75767018882163,474.75767018882163,11.59594210935636,1.0,11.59594210935636,241,474.75767018882163,172,474.75767018882163,1.0,2060926,1813.4864425574597
190,242,387.1901425155941,387.1901425155941,2007.4201837827136,430.2314335550621,430.2314335550621,0.9125661267021923,1.0,0.9125661267021923,242,430.2314335550621,190,430.2314335550621,1.0,2068697,2007.4201837827136
185,243,342.430190003967,342.430190003967,1678.9613580391283,452.536448919245,452.536448919245,15.69552416325389,1.0,15.69552416325389,243,452.536448919245,185,452.536448919245,1.0,2076323,1678.9613580391283
230,244,350.999053907219,350.999053907219,1501.9960941563734,345.4029728584909,345.4029728584909,12.1533938052674,1.0,12.1533938052674,244,345.4029728584909,230,345.4029728584909,1.0,2084154,1501.9960941563734
