MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/AverageReturn
216,2506.5907364141945,1152432,1.0,126,126,216,2506.5907364141945,24.220480960362153,311.24842764702987,311.24842764702987,24.220480960362153,311.24842764702987,346.972470754014,346.972470754014,1.0,311.24842764702987
181,2273.632018897217,1161194,1.0,127,127,181,2273.632018897217,38.853034238555146,386.07043646712305,386.07043646712305,38.853034238555146,386.07043646712305,389.93175865977463,389.93175865977463,1.0,386.07043646712305
188,1642.314045878788,1170142,1.0,128,128,188,1642.314045878788,33.55042317106567,364.53583200812693,364.53583200812693,33.55042317106567,364.53583200812693,312.39601027412937,312.39601027412937,1.0,364.53583200812693
186,3155.398696811566,1180061,1.0,129,129,186,3155.398696811566,50.68088046211462,354.82489085728963,354.8248908572897,50.68088046211462,354.82489085728963,394.71844902047377,394.71844902047377,1.0,354.8248908572897
156,3131.27167477388,1188832,1.0,130,130,156,3131.27167477388,18.412555303866213,435.1852074826238,435.1852074826238,18.412555303866213,435.1852074826238,430.79541463931,430.79541463931,1.0,435.1852074826238
185,2616.6992963896864,1197182,1.0,131,131,185,2616.6992963896864,13.778664516669432,370.98172773587424,370.98172773587424,13.778664516669432,370.98172773587424,401.21080152350015,401.21080152350015,1.0,370.98172773587424
159,3223.409232211699,1205420,1.0,132,132,159,3223.409232211699,47.37653251712087,461.30399422530655,461.30399422530655,47.37653251712087,461.30399422530655,485.21273740068324,485.21273740068324,1.0,461.30399422530655
209,1422.318629111726,1215558,1.0,133,133,209,1422.318629111726,15.08333536508548,291.83847717155936,291.8384771715594,15.08333536508548,291.83847717155936,264.67583371804955,264.67583371804955,1.0,291.8384771715594
179,2089.669402021092,1223937,1.0,134,134,179,2089.669402021092,39.01186392210307,388.5426383322574,388.5426383322575,39.01186392210307,388.5426383322574,311.2272521727206,311.2272521727206,1.0,388.5426383322575
148,2787.500180728566,1233094,1.0,135,135,148,2787.500180728566,26.380654505007744,544.4436010189235,544.4436010189236,26.380654505007744,544.4436010189235,413.8565093168726,413.8565093168726,1.0,544.4436010189236
205,1917.459508839622,1242697,1.0,136,136,205,1917.459508839622,20.694397237278487,304.23605564896695,304.23605564896695,20.694397237278487,304.23605564896695,273.2424487427355,273.2424487427355,1.0,304.23605564896695
216,1755.0632706518973,1251030,1.0,137,137,216,1755.0632706518973,14.076160988417234,292.2239783654878,292.2239783654878,14.076160988417234,292.2239783654878,252.90773900047097,252.90773900047097,1.0,292.2239783654878
222,1142.139751246148,1258977,1.0,138,138,222,1142.139751246148,16.765480405017314,278.9751473957301,278.9751473957302,16.765480405017314,278.9751473957301,209.79626800346364,209.79626800346364,1.0,278.9751473957302
177,1791.6745331799748,1267177,1.0,139,139,177,1791.6745331799748,37.858706924945345,369.35711251726445,369.3571125172645,37.858706924945345,369.35711251726445,292.0313663786254,292.0313663786254,1.0,369.3571125172645
176,1790.0084461975603,1275899,1.0,140,140,176,1790.0084461975603,46.25459737823407,411.6932785612887,411.6932785612887,46.25459737823407,411.6932785612887,335.97969951363194,335.97969951363194,1.0,411.6932785612887
185,2175.1759860050274,1285370,1.0,141,141,185,2175.1759860050274,19.741923191761455,411.86401026011674,411.86401026011674,19.741923191761455,411.86401026011674,325.7813621835178,325.7813621835178,1.0,411.86401026011674
152,1904.1594037008717,1293697,1.0,142,142,152,1904.1594037008717,74.68440649173712,482.2116206785889,482.2116206785889,74.68440649173712,482.2116206785889,339.43754974332285,339.43754974332285,1.0,482.2116206785889
164,1933.8806507363656,1302251,1.0,143,143,164,1933.8806507363656,31.70844697687505,493.86780251620473,493.86780251620485,31.70844697687505,493.86780251620473,360.698821731084,360.698821731084,1.0,493.86780251620485
174,1588.5412296701359,1311066,1.0,144,144,174,1588.5412296701359,23.79890231853932,407.398896813868,407.398896813868,23.79890231853932,407.398896813868,251.16096820645433,251.16096820645433,1.0,407.398896813868
157,2896.803087663957,1319994,1.0,145,145,157,2896.803087663957,63.74048062031519,465.38706508796935,465.38706508796935,63.74048062031519,465.38706508796935,411.4329313938545,411.4329313938545,1.0,465.38706508796935
148,2404.5117999190074,1329801,1.0,146,146,148,2404.5117999190074,99.80555637658337,486.9820419470866,486.9820419470866,99.80555637658337,486.9820419470866,365.56624051289356,365.56624051289356,1.0,486.9820419470866
145,2204.193069869992,1338799,1.0,147,147,145,2204.193069869992,47.02047713787504,483.7480413081355,483.7480413081355,47.02047713787504,483.7480413081355,353.6381271678129,353.6381271678129,1.0,483.7480413081355
168,1319.7210750887516,1347392,1.0,148,148,168,1319.7210750887516,13.864071952585476,386.81183161409604,386.81183161409604,13.864071952585476,386.81183161409604,259.55591406357775,259.55591406357775,1.0,386.81183161409604
198,1444.2896328260367,1355860,0.9949494949494949,149,149,198,1444.2896328260367,15.006400741797929,329.62791373738384,329.6279137373839,15.006400741797929,329.62791373738384,261.69376710834064,261.69376710834064,0.9949494949494949,329.6279137373839
181,1491.018914657349,1365173,1.0,150,150,181,1491.018914657349,17.763426695857362,368.15961750634824,368.15961750634835,17.763426695857362,368.15961750634824,272.85998490222477,272.85998490222477,1.0,368.15961750634835
171,1851.125134539451,1373550,1.0,151,151,171,1851.125134539451,15.917368549257798,390.9268481744355,390.9268481744355,15.917368549257798,390.9268481744355,305.60820635136287,305.60820635136287,1.0,390.9268481744355
131,2310.348885590744,1381930,1.0,152,152,131,2310.348885590744,47.62335409731037,525.6978744259868,525.6978744259868,47.62335409731037,525.6978744259868,433.40649481379603,433.40649481379603,1.0,525.6978744259868
119,1943.1108792094622,1390802,1.0,153,153,119,1943.1108792094622,31.45444284503561,542.411319359329,542.4113193593289,31.45444284503561,542.411319359329,373.7898928900555,373.7898928900555,1.0,542.4113193593289
130,2496.041335532328,1399200,0.9923076923076923,154,154,130,2496.041335532328,29.51662922426859,581.1959893784493,581.1959893784494,29.51662922426859,581.1959893784493,506.9433035037318,506.9433035037318,0.9923076923076923,581.1959893784494
130,2591.565503452246,1408414,1.0,155,155,130,2591.565503452246,95.8964532722847,533.3455089691062,533.3455089691063,95.8964532722847,533.3455089691062,385.4437186806281,385.4437186806281,1.0,533.3455089691063
133,2754.4588834991855,1416799,1.0,156,156,133,2754.4588834991855,49.680208321877146,585.8675109921645,585.8675109921644,49.680208321877146,585.8675109921645,442.2379908449815,442.2379908449815,1.0,585.8675109921644
145,2998.269841350359,1424932,0.9862068965517241,157,157,145,2998.269841350359,10.21084476873777,492.33943343975596,492.33943343975596,10.21084476873777,492.33943343975596,500.6366007820034,500.6366007820034,0.9862068965517241,492.33943343975596
146,2729.2711597242283,1433364,1.0,158,158,146,2729.2711597242283,66.48416926496692,510.10354596644163,510.1035459664415,66.48416926496692,510.10354596644163,399.5691747643007,399.5691747643007,1.0,510.1035459664415
104,2862.6080610177646,1442169,1.0,159,159,104,2862.6080610177646,63.176850232393846,770.2504186686302,770.2504186686302,63.176850232393846,770.2504186686302,628.7682045789045,628.7682045789045,1.0,770.2504186686302
107,3479.766396165837,1450916,0.9813084112149533,160,160,107,3479.766396165837,121.30832878126249,777.9191782421757,777.9191782421757,121.30832878126249,777.9191782421757,635.758326269313,635.758326269313,0.9813084112149533,777.9191782421757
130,2953.854624516101,1459272,1.0,161,161,130,2953.854624516101,8.248948965886166,633.0679802480389,633.0679802480388,8.248948965886166,633.0679802480389,546.8427905430739,546.8427905430739,1.0,633.0679802480388
103,3820.704757166094,1467694,0.9902912621359223,162,162,103,3820.704757166094,58.817043679885366,840.4528358392371,840.4528358392372,58.817043679885366,840.4528358392371,815.6330255165786,815.6330255165786,0.9902912621359223,840.4528358392372
144,3305.6642754017944,1475939,1.0,163,163,144,3305.6642754017944,23.717521353229817,567.8081141506399,567.8081141506398,23.717521353229817,567.8081141506399,617.1416426513739,617.1416426513739,1.0,567.8081141506398
133,2794.490516701684,1484034,1.0,164,164,133,2794.490516701684,35.82027516981587,601.3701672230171,601.3701672230171,35.82027516981587,601.3701672230171,548.3229772136197,548.3229772136197,1.0,601.3701672230171
101,3678.8123139438358,1491994,0.9702970297029703,165,165,101,3678.8123139438358,59.46268899544523,977.7569342241057,977.7569342241059,59.46268899544523,977.7569342241057,935.0965042288516,935.0965042288516,0.9702970297029703,977.7569342241059
115,3557.1351871475385,1500460,0.9826086956521739,166,166,115,3557.1351871475385,30.68847376635006,793.5299726845985,793.5299726845985,30.68847376635006,793.5299726845985,769.9204209888422,769.9204209888422,0.9826086956521739,793.5299726845985
123,3192.19406533488,1508982,1.0,167,167,123,3192.19406533488,41.71345832030077,661.4953892116868,661.4953892116868,41.71345832030077,661.4953892116868,601.4995258854348,601.4995258854348,1.0,661.4953892116868
120,3596.0437161573777,1517649,0.9583333333333334,168,168,120,3596.0437161573777,32.475941614535685,751.8180688758215,751.8180688758217,32.475941614535685,751.8180688758215,921.2652726421451,921.2652726421451,0.9583333333333334,751.8180688758217
150,3535.2802212688507,1526216,0.9866666666666667,169,169,150,3535.2802212688507,99.2615105672288,621.5926290916094,621.5926290916093,99.2615105672288,621.5926290916094,822.6365048267825,822.6365048267825,0.9866666666666667,621.5926290916093
124,3474.2575736306985,1534776,1.0,170,170,124,3474.2575736306985,20.360888171912038,704.3554442902886,704.3554442902886,20.360888171912038,704.3554442902886,714.1134347714254,714.1134347714254,1.0,704.3554442902886
137,3180.1838231224015,1543867,1.0,171,171,137,3180.1838231224015,17.99652792235226,596.203966330338,596.2039663303381,17.99652792235226,596.203966330338,630.791425846608,630.791425846608,1.0,596.2039663303381
129,3517.6939371805347,1553553,0.9844961240310077,172,172,129,3517.6939371805347,43.32725297871808,707.5695102102574,707.5695102102574,43.32725297871808,707.5695102102574,744.6378165280582,744.6378165280582,0.9844961240310077,707.5695102102574
118,4175.599985486627,1563311,0.9915254237288136,173,173,118,4175.599985486627,27.008247630958184,760.7898642144704,760.7898642144703,27.008247630958184,760.7898642144704,752.9588537436524,752.9588537436524,0.9915254237288136,760.7898642144703
144,3283.7316295677697,1572339,1.0,174,174,144,3283.7316295677697,20.63151244081197,588.074639626973,588.0746396269731,20.63151244081197,588.074639626973,583.3635141099315,583.3635141099315,1.0,588.0746396269731
133,3293.016531222782,1580918,1.0,175,175,133,3293.016531222782,90.22096070936198,675.8541129661822,675.854112966182,90.22096070936198,675.8541129661822,533.4856383001538,533.4856383001538,1.0,675.854112966182
137,2788.8685370077915,1589431,1.0,176,176,137,2788.8685370077915,89.89236071045202,663.9586965455827,663.9586965455827,89.89236071045202,663.9586965455827,595.2604530750536,595.2604530750536,1.0,663.9586965455827
108,3208.1433958269768,1597941,0.9907407407407407,177,177,108,3208.1433958269768,107.21965142068275,849.0445352013231,849.0445352013231,107.21965142068275,849.0445352013231,635.7140761457193,635.7140761457193,0.9907407407407407,849.0445352013231
131,3806.6559476423954,1605994,1.0,178,178,131,3806.6559476423954,58.032532878936365,684.6836007874969,684.6836007874969,58.032532878936365,684.6836007874969,641.5377968977024,641.5377968977024,1.0,684.6836007874969
158,3787.7244570988673,1614565,0.9936708860759493,179,179,158,3787.7244570988673,30.45882476469652,548.1687759753563,548.1687759753563,30.45882476469652,548.1687759753563,598.716157974341,598.716157974341,0.9936708860759493,548.1687759753563
110,3994.559505200086,1623186,0.9727272727272728,180,180,110,3994.559505200086,43.270880550389656,887.6072402791282,887.6072402791282,43.270880550389656,887.6072402791282,899.1150262831896,899.1150262831896,0.9727272727272728,887.6072402791282
109,3894.657801943111,1631054,0.981651376146789,181,181,109,3894.657801943111,26.015779539809568,943.4298992363201,943.4298992363201,26.015779539809568,943.4298992363201,825.8373584269758,825.8373584269758,0.981651376146789,943.4298992363201
125,3430.6589245397513,1639330,0.992,182,182,125,3430.6589245397513,76.68026493640781,771.1867194691237,771.1867194691235,76.68026493640781,771.1867194691237,706.6360040150973,706.6360040150973,0.992,771.1867194691235
159,2467.3642203424492,1647813,1.0,183,183,159,2467.3642203424492,21.72750417971763,515.6150656051474,515.6150656051474,21.72750417971763,515.6150656051474,510.3884379529266,510.3884379529266,1.0,515.6150656051474
99,3584.224340303094,1655383,0.9797979797979798,184,184,99,3584.224340303094,34.12259202646064,1023.8774023063377,1023.8774023063376,34.12259202646064,1023.8774023063377,834.9760525259952,834.9760525259952,0.9797979797979798,1023.8774023063376
142,3082.4185409784886,1663120,0.9929577464788732,185,185,142,3082.4185409784886,28.820738122991756,674.1452880688158,674.1452880688157,28.820738122991756,674.1452880688158,645.8145533374474,645.8145533374474,0.9929577464788732,674.1452880688157
172,3381.8630032069864,1672051,0.9941860465116279,186,186,172,3381.8630032069864,22.154308793304686,492.2636125762089,492.2636125762089,22.154308793304686,492.2636125762089,495.0832498620067,495.0832498620067,0.9941860465116279,492.2636125762089
140,3400.518646620668,1680292,0.9857142857142858,187,187,140,3400.518646620668,35.99481389477457,661.4620943523513,661.4620943523513,35.99481389477457,661.4620943523513,651.557862638547,651.557862638547,0.9857142857142858,661.4620943523513
171,2751.798026193754,1688871,1.0,188,188,171,2751.798026193754,18.17243855799936,520.5462026888921,520.5462026888921,18.17243855799936,520.5462026888921,568.071944270494,568.071944270494,1.0,520.5462026888921
87,3907.6598672610853,1697600,0.9540229885057471,189,189,87,3907.6598672610853,32.29927520253662,1158.560976888699,1158.5609768886989,32.29927520253662,1158.560976888699,881.3290577392909,881.3290577392909,0.9540229885057471,1158.5609768886989
116,3957.6066676145906,1705570,0.9741379310344828,190,190,116,3957.6066676145906,41.03287587425925,820.2024877843086,820.2024877843085,41.03287587425925,820.2024877843086,741.114316090561,741.114316090561,0.9741379310344828,820.2024877843085
111,3886.9306350916663,1713908,0.990990990990991,191,191,111,3886.9306350916663,37.813799706808446,901.7180673389291,901.7180673389295,37.813799706808446,901.7180673389291,876.2367752930094,876.2367752930094,0.990990990990991,901.7180673389295
114,2680.353392615141,1722740,1.0,192,192,114,2680.353392615141,24.173335604526976,845.1353195112313,845.1353195112314,24.173335604526976,845.1353195112313,596.4778174546759,596.4778174546759,1.0,845.1353195112314
128,3617.020599048884,1731250,0.9921875,193,193,128,3617.020599048884,29.508868072462626,699.7476721326909,699.7476721326909,29.508868072462626,699.7476721326909,672.48938423091,672.48938423091,0.9921875,699.7476721326909
175,2659.0570899077998,1739714,1.0,194,194,175,2659.0570899077998,10.92421275234971,497.5883749499687,497.58837494996874,10.92421275234971,497.5883749499687,512.8684381543283,512.8684381543283,1.0,497.58837494996874
128,3204.7774344799477,1747734,1.0,195,195,128,3204.7774344799477,25.93429760323619,786.5272689847823,786.5272689847823,25.93429760323619,786.5272689847823,815.8821089043796,815.8821089043796,1.0,786.5272689847823
105,3768.003091329695,1756578,0.9714285714285714,196,196,105,3768.003091329695,31.42324094378918,937.6639999130907,937.6639999130904,31.42324094378918,937.6639999130907,951.9264816193534,951.9264816193534,0.9714285714285714,937.6639999130904
134,3626.0312797338556,1764488,0.9925373134328358,197,197,134,3626.0312797338556,26.67244302031808,722.4984764969847,722.4984764969845,26.67244302031808,722.4984764969847,715.0138597668785,715.0138597668785,0.9925373134328358,722.4984764969845
145,3091.28286462421,1772655,1.0,198,198,145,3091.28286462421,21.14129761878206,583.8440225200873,583.8440225200873,21.14129761878206,583.8440225200873,544.9149196333302,544.9149196333302,1.0,583.8440225200873
127,3709.047304881934,1782160,0.984251968503937,199,199,127,3709.047304881934,39.95372221094238,760.1032812499077,760.1032812499076,39.95372221094238,760.1032812499077,745.75186450696,745.75186450696,0.984251968503937,760.1032812499076
107,3487.0804387713806,1791253,1.0,200,200,107,3487.0804387713806,89.59376933143814,852.495655128617,852.4956551286172,89.59376933143814,852.495655128617,711.7837246664391,711.7837246664391,1.0,852.4956551286172
116,3415.9757151257454,1799260,1.0,201,201,116,3415.9757151257454,31.399972915236944,821.772631261468,821.7726312614682,31.399972915236944,821.772631261468,733.0605398674759,733.0605398674759,1.0,821.7726312614682
157,3638.943574598862,1807306,1.0,202,202,157,3638.943574598862,36.60452976716439,583.4295790086946,583.4295790086948,36.60452976716439,583.4295790086946,606.8486683734346,606.8486683734346,1.0,583.4295790086948
124,4048.151712133599,1815822,0.9838709677419355,203,203,124,4048.151712133599,31.048809938093928,845.3841093660017,845.3841093660016,31.048809938093928,845.3841093660017,826.70227030866,826.70227030866,0.9838709677419355,845.3841093660016
123,3144.7988439601,1823638,1.0,204,204,123,3144.7988439601,27.315620738744176,760.1333992459845,760.1333992459846,27.315620738744176,760.1333992459845,687.1602474935938,687.1602474935938,1.0,760.1333992459846
153,3987.8259896004242,1831697,0.9934640522875817,205,205,153,3987.8259896004242,21.381959255410607,582.3188123013014,582.3188123013014,21.381959255410607,582.3188123013014,683.0046147510678,683.0046147510678,0.9934640522875817,582.3188123013014
132,2811.3815997543784,1840150,1.0,206,206,132,2811.3815997543784,23.695409750953544,733.2128430601169,733.2128430601169,23.695409750953544,733.2128430601169,599.0663677901103,599.0663677901103,1.0,733.2128430601169
147,3476.3543042991964,1847956,1.0,207,207,147,3476.3543042991964,23.612735426095625,628.8887238031499,628.8887238031499,23.612735426095625,628.8887238031499,598.0328193119323,598.0328193119323,1.0,628.8887238031499
129,3456.977060506755,1856766,1.0,208,208,129,3456.977060506755,42.00310248394884,811.408835291826,811.408835291826,42.00310248394884,811.408835291826,718.9609881943779,718.9609881943779,1.0,811.408835291826
130,3946.998477539667,1864925,0.9923076923076923,209,209,130,3946.998477539667,37.53408768815994,812.869767676513,812.8697676765131,37.53408768815994,812.869767676513,809.433662334306,809.433662334306,0.9923076923076923,812.8697676765131
126,3154.7739681379094,1873043,1.0,210,210,126,3154.7739681379094,32.98565099167677,751.7758503984873,751.7758503984873,32.98565099167677,751.7758503984873,703.0960040472032,703.0960040472032,1.0,751.7758503984873
146,2823.824805379208,1881580,1.0,211,211,146,2823.824805379208,36.01496992364242,588.4169224274784,588.4169224274787,36.01496992364242,588.4169224274784,595.7271768709053,595.7271768709053,1.0,588.4169224274787
139,3833.5624941187853,1890046,1.0,212,212,139,3833.5624941187853,40.11736795574023,682.649026529005,682.6490265290051,40.11736795574023,682.649026529005,803.1204909061842,803.1204909061842,1.0,682.6490265290051
123,3738.097907728954,1898342,1.0,213,213,123,3738.097907728954,25.991629935230133,796.3027304709418,796.3027304709418,25.991629935230133,796.3027304709418,787.2519656086088,787.2519656086088,1.0,796.3027304709418
156,3824.3630770079044,1906608,1.0,214,214,156,3824.3630770079044,26.0382324877876,619.8903767880253,619.8903767880253,26.0382324877876,619.8903767880253,674.9039706173952,674.9039706173952,1.0,619.8903767880253
150,3597.0582190147443,1914623,1.0,215,215,150,3597.0582190147443,19.446404176330052,610.9472233208854,610.9472233208854,19.446404176330052,610.9472233208854,699.8204433737781,699.8204433737781,1.0,610.9472233208854
97,4001.8628730040464,1923204,0.9690721649484536,216,216,97,4001.8628730040464,38.41836453453372,1088.9110067756146,1088.9110067756149,38.41836453453372,1088.9110067756146,1056.8415929307055,1056.8415929307055,0.9690721649484536,1088.9110067756149
131,4109.172846788183,1931306,0.9847328244274809,217,217,131,4109.172846788183,37.84087129771664,704.3394232363578,704.3394232363577,37.84087129771664,704.3394232363578,783.9713805148382,783.9713805148382,0.9847328244274809,704.3394232363577
135,3844.9435358299843,1940063,0.9925925925925926,218,218,135,3844.9435358299843,31.458764418975267,657.1186490473985,657.1186490473984,31.458764418975267,657.1186490473985,574.8919971882118,574.8919971882118,0.9925925925925926,657.1186490473984
130,4135.485890077111,1948801,0.9923076923076923,219,219,130,4135.485890077111,55.1659500172363,813.8515468830462,813.8515468830462,55.1659500172363,813.8515468830462,823.3690893710044,823.3690893710044,0.9923076923076923,813.8515468830462
144,3147.8797907492467,1958038,1.0,220,220,144,3147.8797907492467,34.60061088993699,616.8952997819969,616.8952997819969,34.60061088993699,616.8952997819969,623.0966856537269,623.0966856537269,1.0,616.8952997819969
118,3484.9693555227727,1966207,1.0,221,221,118,3484.9693555227727,22.75810619613676,905.5939243041498,905.59392430415,22.75810619613676,905.5939243041498,763.2328998749012,763.2328998749012,1.0,905.59392430415
166,2538.154919468613,1974925,1.0,222,222,166,2538.154919468613,23.35770405618878,531.9527039558031,531.9527039558031,23.35770405618878,531.9527039558031,532.478639673192,532.478639673192,1.0,531.9527039558031
134,4037.293635618144,1983404,1.0,223,223,134,4037.293635618144,14.225792749663164,723.5233042266539,723.5233042266539,14.225792749663164,723.5233042266539,647.6872327094093,647.6872327094093,1.0,723.5233042266539
134,3117.015107192716,1991146,1.0,224,224,134,3117.015107192716,30.709537602754466,670.414164295179,670.4141642951791,30.709537602754466,670.414164295179,622.5406976402367,622.5406976402367,1.0,670.4141642951791
133,3799.898343630762,1999610,1.0,225,225,133,3799.898343630762,18.243780982570055,713.3699912953787,713.3699912953787,18.243780982570055,713.3699912953787,580.0754541565254,580.0754541565254,1.0,713.3699912953787
152,3017.367245091555,2008147,1.0,226,226,152,3017.367245091555,77.95981910983141,612.6722134311836,612.6722134311836,77.95981910983141,612.6722134311836,561.6512065586485,561.6512065586485,1.0,612.6722134311836
157,1807.87443390736,2016658,1.0,227,227,157,1807.87443390736,33.439425661492784,524.1777228837195,524.1777228837196,33.439425661492784,524.1777228837195,403.864895998936,403.864895998936,1.0,524.1777228837196
140,2263.0604905651658,2024992,1.0,228,228,140,2263.0604905651658,33.70522997535913,613.9695514677683,613.9695514677682,33.70522997535913,613.9695514677683,485.40311965098067,485.40311965098067,1.0,613.9695514677682
142,3742.149768189962,2032771,1.0,229,229,142,3742.149768189962,49.549917098077145,647.3747857992718,647.3747857992716,49.549917098077145,647.3747857992718,618.1469391874346,618.1469391874346,1.0,647.3747857992716
163,2828.4490137605526,2041239,1.0,230,230,163,2828.4490137605526,21.523207601700364,545.1086661530937,545.1086661530937,21.523207601700364,545.1086661530937,559.5453070528313,559.5453070528313,1.0,545.1086661530937
145,3381.6395972288187,2049137,1.0,231,231,145,3381.6395972288187,89.81377378739228,636.8364638994748,636.8364638994749,89.81377378739228,636.8364638994748,637.5664547746713,637.5664547746713,1.0,636.8364638994749
130,2997.155473109084,2056969,1.0,232,232,130,2997.155473109084,42.21412721310037,624.7567266777961,624.7567266777961,42.21412721310037,624.7567266777961,634.2465285867175,634.2465285867175,1.0,624.7567266777961
152,4253.6333517280045,2064778,1.0,233,233,152,4253.6333517280045,47.33706253453772,620.2891331025105,620.2891331025105,47.33706253453772,620.2891331025105,645.952628698374,645.952628698374,1.0,620.2891331025105
167,2840.2939579975823,2072443,1.0,234,234,167,2840.2939579975823,18.47886941054023,521.3725689678703,521.3725689678702,18.47886941054023,521.3725689678703,526.720112186713,526.720112186713,1.0,521.3725689678702
155,2082.5672148480076,2080867,1.0,235,235,155,2082.5672148480076,28.603459358410166,559.2316858282278,559.2316858282277,28.603459358410166,559.2316858282278,490.79819297313094,490.79819297313094,1.0,559.2316858282277
138,4173.48811377622,2089150,0.9927536231884058,236,236,138,4173.48811377622,34.62541873369816,674.5974424758922,674.5974424758922,34.62541873369816,674.5974424758922,757.0852513950103,757.0852513950103,0.9927536231884058,674.5974424758922
121,3187.739500878344,2097403,1.0,237,237,121,3187.739500878344,61.138239883512924,707.9568308396491,707.9568308396491,61.138239883512924,707.9568308396491,627.7841056761276,627.7841056761276,1.0,707.9568308396491
117,2588.364144430638,2105600,1.0,238,238,117,2588.364144430638,85.53852821955867,700.5595175145495,700.5595175145494,85.53852821955867,700.5595175145495,558.2962274013062,558.2962274013062,1.0,700.5595175145494
128,4031.2546785737395,2113543,1.0,239,239,128,4031.2546785737395,33.490367216300896,668.0100894049488,668.0100894049488,33.490367216300896,668.0100894049488,758.7653023269874,758.7653023269874,1.0,668.0100894049488
141,4377.424886395533,2121589,0.9929078014184397,240,240,141,4377.424886395533,23.344436908494046,692.8466561977217,692.8466561977217,23.344436908494046,692.8466561977217,729.344779154126,729.344779154126,0.9929078014184397,692.8466561977217
155,2607.594449110338,2129527,1.0,241,241,155,2607.594449110338,22.010919295608577,571.8427130845193,571.8427130845193,22.010919295608577,571.8427130845193,585.9242422799273,585.9242422799273,1.0,571.8427130845193
134,3668.4313528160037,2137418,1.0,242,242,134,3668.4313528160037,29.393856739496496,684.5258595891796,684.5258595891796,29.393856739496496,684.5258595891796,683.972261145282,683.972261145282,1.0,684.5258595891796
155,2113.5924994362367,2145515,1.0,243,243,155,2113.5924994362367,17.619514528541224,517.0845860086047,517.0845860086047,17.619514528541224,517.0845860086047,525.046664164089,525.046664164089,1.0,517.0845860086047
126,4036.7448324459388,2153613,1.0,244,244,126,4036.7448324459388,66.51118192056309,691.516045024551,691.516045024551,66.51118192056309,691.516045024551,741.0454251172187,741.0454251172187,1.0,691.516045024551
141,4023.0726348684125,2161545,0.9929078014184397,245,245,141,4023.0726348684125,30.72158989717525,589.2747342596783,589.2747342596782,30.72158989717525,589.2747342596783,627.7319077820197,627.7319077820197,0.9929078014184397,589.2747342596782
141,2183.3998997460017,2169576,1.0,246,246,141,2183.3998997460017,28.557967357245687,549.2758622049186,549.2758622049184,28.557967357245687,549.2758622049186,480.9318409787355,480.9318409787355,1.0,549.2758622049184
177,4005.2644564127727,2177507,0.9943502824858758,247,247,177,4005.2644564127727,17.718171296601522,466.06150831509115,466.06150831509115,17.718171296601522,466.06150831509115,497.9976634363728,497.9976634363728,0.9943502824858758,466.06150831509115
161,2249.4321843856387,2185470,1.0,248,248,161,2249.4321843856387,65.84325240143735,481.480676074228,481.48067607422803,65.84325240143735,481.480676074228,479.6659429034315,479.6659429034315,1.0,481.48067607422803
170,3092.8615775018475,2193635,1.0,249,249,170,3092.8615775018475,22.58536571708604,518.4617577331029,518.4617577331029,22.58536571708604,518.4617577331029,550.7450979335202,550.7450979335202,1.0,518.4617577331029
165,3195.1023434765184,2201450,1.0,250,250,165,3195.1023434765184,29.27796153798,481.3239892562012,481.32398925620106,29.27796153798,481.3239892562012,522.4647717884927,522.4647717884927,1.0,481.32398925620106
161,3665.028466183705,2210070,1.0,251,251,161,3665.028466183705,23.98122927671685,496.05177104236304,496.05177104236327,23.98122927671685,496.05177104236304,565.2415870416775,565.2415870416775,1.0,496.05177104236327
133,4043.5683257501096,2218130,1.0,252,252,133,4043.5683257501096,30.788592754509622,720.3552075033004,720.3552075033006,30.788592754509622,720.3552075033004,776.8954397928586,776.8954397928586,1.0,720.3552075033006
155,2986.249947076212,2226194,1.0,253,253,155,2986.249947076212,27.033505237233207,618.328016231771,618.3280162317708,27.033505237233207,618.328016231771,635.7342096711166,635.7342096711166,1.0,618.3280162317708
148,4030.4321076885913,2234231,0.9932432432432432,254,254,148,4030.4321076885913,20.009088595661858,605.7371695707396,605.7371695707396,20.009088595661858,605.7371695707396,624.6450392887215,624.6450392887215,0.9932432432432432,605.7371695707396
165,2883.386059931744,2242522,1.0,255,255,165,2883.386059931744,18.501359427465992,535.616985014413,535.616985014413,18.501359427465992,535.616985014413,638.6277789436382,638.6277789436382,1.0,535.616985014413
163,2283.3038328194743,2250774,1.0,256,256,163,2283.3038328194743,19.429105714676854,539.0906031575738,539.0906031575738,19.429105714676854,539.0906031575738,543.4523810966477,543.4523810966477,1.0,539.0906031575738
155,3917.5294099077596,2258636,1.0,257,257,155,3917.5294099077596,26.375945099491148,602.190263696695,602.1902636966947,26.375945099491148,602.190263696695,698.5720356974192,698.5720356974192,1.0,602.1902636966947
