MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/AverageReturn
131,832.1960479505028,291980,1.0,28,28,131,832.1960479505028,-149.87127546358101,221.53825316870282,221.5382531687028,-149.87127546358101,221.53825316870282,159.52223539748618,159.52223539748618,1.0,221.5382531687028
230,575.74367605146,300805,1.0,29,29,230,575.74367605146,-57.98701977670408,157.14989558077824,157.14989558077824,-57.98701977670408,157.14989558077824,131.70069496224318,131.70069496224318,1.0,157.14989558077824
160,681.084666472414,308701,0.99375,30,30,160,681.084666472414,-27.089830344305515,184.2787605967874,184.27876059678738,-27.089830344305515,184.2787605967874,139.15549696161122,139.15549696161122,0.99375,184.27876059678738
186,1001.9065459039076,317365,0.9946236559139785,31,31,186,1001.9065459039076,-6.016018441470142,203.33630794990233,203.33630794990233,-6.016018441470142,203.33630794990233,148.90700396986506,148.90700396986506,0.9946236559139785,203.33630794990233
158,734.6618700455646,325882,0.9936708860759493,32,32,158,734.6618700455646,-60.04857821875263,243.2265523733571,243.22655237335718,-60.04857821875263,243.2265523733571,147.34958397393322,147.34958397393322,0.9936708860759493,243.22655237335718
154,716.3920478427692,334944,1.0,33,33,154,716.3920478427692,-69.64904671060701,214.85025121506018,214.85025121506018,-69.64904671060701,214.85025121506018,144.62334387358086,144.62334387358086,1.0,214.85025121506018
226,870.7710371512811,342893,1.0,34,34,226,870.7710371512811,4.408711799997193,196.4971382806968,196.49713828069676,4.408711799997193,196.4971382806968,162.32332889688183,162.32332889688183,1.0,196.49713828069676
216,1253.2471686344295,350340,1.0,35,35,216,1253.2471686344295,3.5845184620445933,187.58757331174363,187.58757331174363,3.5845184620445933,187.58757331174363,168.3992610743684,168.3992610743684,1.0,187.58757331174363
216,706.6421713666371,358233,0.9953703703703703,36,36,216,706.6421713666371,-90.67557563875353,174.9955299023612,174.99552990236123,-90.67557563875353,174.9955299023612,143.4835517032362,143.4835517032362,0.9953703703703703,174.99552990236123
341,750.706878950358,366464,1.0,37,37,341,750.706878950358,6.546788368455389,94.31883184781732,94.31883184781731,6.546788368455389,94.31883184781732,132.06387600222527,132.06387600222527,1.0,94.31883184781731
205,930.3253544294575,374083,1.0,38,38,205,930.3253544294575,10.561840116774263,214.62379654801126,214.6237965480112,10.561840116774263,214.62379654801126,172.7379661467949,172.7379661467949,1.0,214.6237965480112
135,1614.796677608092,382211,1.0,39,39,135,1614.796677608092,-38.249733140456655,313.16368877924964,313.1636887792497,-38.249733140456655,313.16368877924964,208.59021835398647,208.59021835398647,1.0,313.1636887792497
225,892.6799387015857,390529,1.0,40,40,225,892.6799387015857,14.310273749871259,207.23703280187257,207.23703280187252,14.310273749871259,207.23703280187257,208.16917014921216,208.16917014921216,1.0,207.23703280187252
132,1339.2811219805485,399140,1.0,41,41,132,1339.2811219805485,17.341576649154785,424.21396162110244,424.2139616211025,17.341576649154785,424.21396162110244,276.88275995188695,276.88275995188695,1.0,424.2139616211025
160,1158.6951621476533,407233,1.0,42,42,160,1158.6951621476533,8.507676544955213,338.57410210544447,338.57410210544447,8.507676544955213,338.57410210544447,201.82457778818332,201.82457778818332,1.0,338.57410210544447
161,1071.563819832526,415190,1.0,43,43,161,1071.563819832526,16.715099282548497,332.35341581903634,332.35341581903634,16.715099282548497,332.35341581903634,205.35314948369432,205.35314948369432,1.0,332.35341581903634
159,2387.9295769161013,423174,0.9937106918238994,44,44,159,2387.9295769161013,-29.30415073661812,320.9478895649477,320.94788956494756,-29.30415073661812,320.9478895649477,299.54194590630453,299.54194590630453,0.9937106918238994,320.94788956494756
160,1888.0082065712852,431599,1.0,45,45,160,1888.0082065712852,6.9143663891981415,334.09759803217963,334.0975980321797,6.9143663891981415,334.09759803217963,298.73273133381167,298.73273133381167,1.0,334.0975980321797
127,2200.0012107737084,439706,0.9921259842519685,46,46,127,2200.0012107737084,34.92197259756999,453.0245897942069,453.02458979420703,34.92197259756999,453.0245897942069,383.32525880785187,383.32525880785187,0.9921259842519685,453.02458979420703
119,1659.5870843739651,447400,1.0,47,47,119,1659.5870843739651,14.3982106752151,402.79733907072335,402.7973390707234,14.3982106752151,402.79733907072335,314.78099296161366,314.78099296161366,1.0,402.7973390707234
158,1930.198088705538,455369,1.0,48,48,158,1930.198088705538,2.085733339180404,381.973553876718,381.97355387671803,2.085733339180404,381.973553876718,337.65935035731934,337.65935035731934,1.0,381.97355387671803
123,1829.494162797917,463415,1.0,49,49,123,1829.494162797917,1.0213657900042934,484.462267970163,484.46226797016294,1.0213657900042934,484.462267970163,437.6839950041933,437.6839950041933,1.0,484.46226797016294
120,2211.494805459597,472346,1.0,50,50,120,2211.494805459597,10.0569152581184,505.57684428694233,505.57684428694233,10.0569152581184,505.57684428694233,516.5442917771908,516.5442917771908,1.0,505.57684428694233
119,2477.215935071641,480482,1.0,51,51,119,2477.215935071641,-15.072102989597658,484.30564297885024,484.3056429788502,-15.072102989597658,484.30564297885024,500.7983537375669,500.7983537375669,1.0,484.3056429788502
98,2396.2698567422863,489493,1.0,52,52,98,2396.2698567422863,46.8604077354531,690.1131917191183,690.1131917191183,46.8604077354531,690.1131917191183,511.2913149482349,511.2913149482349,1.0,690.1131917191183
125,2377.821681609361,498854,1.0,53,53,125,2377.821681609361,11.041937812653337,541.5941570817699,541.5941570817698,11.041937812653337,541.5941570817699,464.3369319088191,464.3369319088191,1.0,541.5941570817698
105,2853.2151540217524,506892,0.9904761904761905,54,54,105,2853.2151540217524,60.87255536544619,671.0946859722403,671.0946859722403,60.87255536544619,671.0946859722403,584.362117955631,584.362117955631,0.9904761904761905,671.0946859722403
109,2732.4538838263065,515137,0.9908256880733946,55,55,109,2732.4538838263065,9.249426122215466,588.200758883821,588.2007588838209,9.249426122215466,588.200758883821,522.9725968334592,522.9725968334592,0.9908256880733946,588.2007588838209
100,3040.8900867994766,523394,0.98,56,56,100,3040.8900867994766,91.67580599613706,738.5849665565979,738.5849665565979,91.67580599613706,738.5849665565979,581.2395516953618,581.2395516953618,0.98,738.5849665565979
120,1494.2958628365668,533221,1.0,57,57,120,1494.2958628365668,42.62555411087979,448.6517769347818,448.6517769347819,42.62555411087979,448.6517769347818,294.770485209869,294.770485209869,1.0,448.6517769347819
93,2860.506139468764,542133,0.967741935483871,58,58,93,2860.506139468764,-13.177956774732122,729.737103932604,729.7371039326041,-13.177956774732122,729.737103932604,667.4643379225859,667.4643379225859,0.967741935483871,729.7371039326041
93,2910.696144514948,551563,0.978494623655914,59,59,93,2910.696144514948,29.394824198531577,656.0003511238314,656.0003511238314,29.394824198531577,656.0003511238314,548.389950044843,548.389950044843,0.978494623655914,656.0003511238314
89,2253.371812175955,560158,0.9775280898876404,60,60,89,2253.371812175955,27.36793452569094,758.5092560497279,758.509256049728,27.36793452569094,758.5092560497279,533.6964464541823,533.6964464541823,0.9775280898876404,758.509256049728
95,2855.7580432313885,569471,0.9789473684210527,61,61,95,2855.7580432313885,68.44952503943986,749.8548061932347,749.8548061932348,68.44952503943986,749.8548061932347,654.8032840476096,654.8032840476096,0.9789473684210527,749.8548061932348
113,2142.3794858410224,578672,1.0,62,62,113,2142.3794858410224,-64.83434837376033,491.66595197533815,491.6659519753382,-64.83434837376033,491.66595197533815,401.6684986703487,401.6684986703487,1.0,491.6659519753382
102,2200.4184074129857,586679,1.0,63,63,102,2200.4184074129857,43.69738008980236,631.2597504641116,631.2597504641116,43.69738008980236,631.2597504641116,425.17879790932085,425.17879790932085,1.0,631.2597504641116
101,2454.9363174044333,595720,0.9900990099009901,64,64,101,2454.9363174044333,-20.384706848432486,589.2888822016082,589.2888822016083,-20.384706848432486,589.2888822016082,479.0262472510176,479.0262472510176,0.9900990099009901,589.2888822016083
103,2573.9812103927006,605141,0.9902912621359223,65,65,103,2573.9812103927006,20.091495913589576,671.4055190485228,671.405519048523,20.091495913589576,671.4055190485228,542.7547445059344,542.7547445059344,0.9902912621359223,671.405519048523
100,2743.9187013872624,614022,1.0,66,66,100,2743.9187013872624,90.7404835640162,752.7357731463476,752.7357731463476,90.7404835640162,752.7357731463476,561.2140991350391,561.2140991350391,1.0,752.7357731463476
102,2872.167821063547,623532,1.0,67,67,102,2872.167821063547,79.19982334624285,650.1519285801326,650.1519285801323,79.19982334624285,650.1519285801326,563.5177547961313,563.5177547961313,1.0,650.1519285801323
106,2573.1180559587224,632804,1.0,68,68,106,2573.1180559587224,101.7220552599863,622.8922139289476,622.8922139289476,101.7220552599863,622.8922139289476,427.5822367575834,427.5822367575834,1.0,622.8922139289476
93,2778.1660883419504,642671,0.989247311827957,69,69,93,2778.1660883419504,69.55850617321244,800.0177272652171,800.0177272652171,69.55850617321244,800.0177272652171,623.3725767770563,623.3725767770563,0.989247311827957,800.0177272652171
111,3149.432351309685,651237,0.990990990990991,70,70,111,3149.432351309685,71.46621054466459,629.01187824112,629.0118782411199,71.46621054466459,629.01187824112,540.9351321804502,540.9351321804502,0.990990990990991,629.0118782411199
123,2595.938293805492,660002,1.0,71,71,123,2595.938293805492,23.272867487248448,555.3345582023239,555.3345582023238,23.272867487248448,555.3345582023239,398.680073333919,398.680073333919,1.0,555.3345582023238
105,2938.482959477108,670087,0.9809523809523809,72,72,105,2938.482959477108,12.402892298117331,717.2415685465467,717.2415685465467,12.402892298117331,717.2415685465467,682.2767125526152,682.2767125526152,0.9809523809523809,717.2415685465467
100,2772.4660566458347,678794,1.0,73,73,100,2772.4660566458347,65.62368952409142,774.8700202713053,774.8700202713053,65.62368952409142,774.8700202713053,627.9802271556699,627.9802271556699,1.0,774.8700202713053
83,3267.8513918612884,687201,0.9759036144578314,74,74,83,3267.8513918612884,122.7338988370092,1010.1525470136852,1010.152547013685,122.7338988370092,1010.1525470136852,791.2600229072656,791.2600229072656,0.9759036144578314,1010.152547013685
98,3057.607126970085,696247,1.0,75,75,98,3057.607126970085,74.60721385162167,811.8987676698453,811.8987676698454,74.60721385162167,811.8987676698453,625.1401881226332,625.1401881226332,1.0,811.8987676698454
96,3595.3189434096503,704940,1.0,76,76,96,3595.3189434096503,85.80898496042586,942.090813018568,942.090813018568,85.80898496042586,942.090813018568,763.6948656296536,763.6948656296536,1.0,942.090813018568
95,3317.357076001549,713230,0.9789473684210527,77,77,95,3317.357076001549,115.56165354671187,805.1338286543108,805.1338286543107,115.56165354671187,805.1338286543108,631.3695181027706,631.3695181027706,0.9789473684210527,805.1338286543107
97,3582.3717134925864,722618,0.9896907216494846,78,78,97,3582.3717134925864,80.94991437001148,892.3626621548235,892.3626621548235,80.94991437001148,892.3626621548235,762.1804223297712,762.1804223297712,0.9896907216494846,892.3626621548235
108,3501.2148179067985,732558,0.9722222222222222,79,79,108,3501.2148179067985,16.681029565202984,758.371100194991,758.3711001949908,16.681029565202984,758.371100194991,770.3960897142192,770.3960897142192,0.9722222222222222,758.3711001949908
109,2613.7371061513786,742260,1.0,80,80,109,2613.7371061513786,62.52074366784559,709.2001231749854,709.2001231749854,62.52074366784559,709.2001231749854,634.2433329726821,634.2433329726821,1.0,709.2001231749854
98,3665.0492915969508,751427,0.9693877551020408,81,81,98,3665.0492915969508,18.227303819333287,901.1744589727901,901.1744589727901,18.227303819333287,901.1744589727901,827.8875034839007,827.8875034839007,0.9693877551020408,901.1744589727901
82,3521.4660828101346,760918,0.975609756097561,82,82,82,3521.4660828101346,121.93554375464723,1105.9282220026205,1105.9282220026205,121.93554375464723,1105.9282220026205,858.7136727388933,858.7136727388933,0.975609756097561,1105.9282220026205
95,3057.942795284387,769427,1.0,83,83,95,3057.942795284387,84.50403886455854,836.7323111541566,836.7323111541566,84.50403886455854,836.7323111541566,711.4332959147079,711.4332959147079,1.0,836.7323111541566
99,3616.628483800704,778370,0.9797979797979798,84,84,99,3616.628483800704,21.432211313254353,835.4432342061574,835.4432342061574,21.432211313254353,835.4432342061574,745.5489109466297,745.5489109466297,0.9797979797979798,835.4432342061574
121,3269.856571583939,786789,0.9834710743801653,85,85,121,3269.856571583939,20.3633799238699,646.7327313038074,646.7327313038076,20.3633799238699,646.7327313038074,666.9387624106093,666.9387624106093,0.9834710743801653,646.7327313038076
103,3412.6406914201098,796642,0.9320388349514563,86,86,103,3412.6406914201098,33.619637701220654,836.6019173938554,836.6019173938554,33.619637701220654,836.6019173938554,937.2674017283169,937.2674017283169,0.9320388349514563,836.6019173938554
123,3274.0925158638443,806348,0.991869918699187,87,87,123,3274.0925158638443,14.59850422626114,619.7381115686713,619.7381115686715,14.59850422626114,619.7381115686713,609.4078491380612,609.4078491380612,0.991869918699187,619.7381115686715
125,2829.581628501852,814596,1.0,88,88,125,2829.581628501852,12.614975548493629,582.9355582790917,582.9355582790914,12.614975548493629,582.9355582790917,514.8331666513615,514.8331666513615,1.0,582.9355582790914
105,3392.269366177046,823502,0.9714285714285714,89,89,105,3392.269366177046,67.78347698911908,774.8019738743809,774.8019738743809,67.78347698911908,774.8019738743809,733.0104643683393,733.0104643683393,0.9714285714285714,774.8019738743809
163,2785.1038739974683,831641,1.0,90,90,163,2785.1038739974683,42.70419605194892,382.6613875414714,382.6613875414714,42.70419605194892,382.6613875414714,404.11157738899897,404.11157738899897,1.0,382.6613875414714
125,2982.8190108406607,842538,1.0,91,91,125,2982.8190108406607,69.7902241973862,578.745677571442,578.7456775714418,69.7902241973862,578.745677571442,548.075156299035,548.075156299035,1.0,578.7456775714418
164,3197.875012170647,851283,1.0,92,92,164,3197.875012170647,5.925040744388926,431.72644099298253,431.72644099298265,5.925040744388926,431.72644099298253,523.185407906948,523.185407906948,1.0,431.72644099298265
147,2779.1090907864327,860452,1.0,93,93,147,2779.1090907864327,77.97803102710019,484.2401096793127,484.2401096793127,77.97803102710019,484.2401096793127,467.44928864518226,467.44928864518226,1.0,484.2401096793127
149,1683.9623509440587,869969,1.0,94,94,149,1683.9623509440587,37.42101895149115,418.7863404677449,418.78634046774494,37.42101895149115,418.7863404677449,306.5284933917589,306.5284933917589,1.0,418.78634046774494
136,2917.1893676152263,878828,1.0,95,95,136,2917.1893676152263,31.22041161146174,551.0718529084113,551.0718529084113,31.22041161146174,551.0718529084113,417.20366073371815,417.20366073371815,1.0,551.0718529084113
151,2048.269753949056,887599,1.0,96,96,151,2048.269753949056,31.053469127112066,481.6606398345284,481.6606398345284,31.053469127112066,481.6606398345284,365.98217491508154,365.98217491508154,1.0,481.6606398345284
150,2645.954733261038,898042,1.0,97,97,150,2645.954733261038,23.863324701639904,478.98905373511604,478.98905373511604,23.863324701639904,478.98905373511604,387.1140499001594,387.1140499001594,1.0,478.98905373511604
152,1758.7398511268598,907167,1.0,98,98,152,1758.7398511268598,27.089479894142997,466.95272748051866,466.9527274805188,27.089479894142997,466.95272748051866,337.3791478766348,337.3791478766348,1.0,466.9527274805188
144,1979.4685226126442,915562,1.0,99,99,144,1979.4685226126442,37.92339791507895,456.22437443467265,456.22437443467265,37.92339791507895,456.22437443467265,401.1018612949747,401.1018612949747,1.0,456.22437443467265
127,3511.8092755196644,924523,0.984251968503937,100,100,127,3511.8092755196644,37.857307525206984,641.6821760330729,641.6821760330729,37.857307525206984,641.6821760330729,622.506468207271,622.506468207271,0.984251968503937,641.6821760330729
128,3482.1416099552616,933467,1.0,101,101,128,3482.1416099552616,18.795227350803625,542.3367762551173,542.3367762551175,18.795227350803625,542.3367762551173,570.1007253140567,570.1007253140567,1.0,542.3367762551175
169,1535.387196728533,941775,1.0,102,102,169,1535.387196728533,32.17887164384138,430.5737155110662,430.5737155110662,32.17887164384138,430.5737155110662,372.23932450481306,372.23932450481306,1.0,430.5737155110662
158,2561.191036781287,950918,1.0,103,103,158,2561.191036781287,16.828037533229942,453.2258017432811,453.2258017432809,16.828037533229942,453.2258017432811,439.52982277010335,439.52982277010335,1.0,453.2258017432809
137,2555.4484987166115,959480,1.0,104,104,137,2555.4484987166115,15.0553843199048,606.5772644118699,606.5772644118701,15.0553843199048,606.5772644118699,533.4143815814607,533.4143815814607,1.0,606.5772644118701
135,3363.6688284098077,968371,1.0,105,105,135,3363.6688284098077,30.86017593077935,540.7727732868376,540.7727732868376,30.86017593077935,540.7727732868376,588.6081194225458,588.6081194225458,1.0,540.7727732868376
129,2608.8314286171344,978494,1.0,106,106,129,2608.8314286171344,26.83539531082339,600.5317525316668,600.5317525316667,26.83539531082339,600.5317525316668,560.6530345809613,560.6530345809613,1.0,600.5317525316667
129,2671.095964154192,987900,1.0,107,107,129,2671.095964154192,21.372940668573335,606.8663788338818,606.8663788338818,21.372940668573335,606.8663788338818,580.7080439067289,580.7080439067289,1.0,606.8663788338818
128,3536.852494361994,996751,0.9921875,108,108,128,3536.852494361994,35.66012158654294,645.117727653078,645.117727653078,35.66012158654294,645.117727653078,621.8223925990436,621.8223925990436,0.9921875,645.117727653078
127,3596.188004626211,1005216,0.968503937007874,109,109,127,3596.188004626211,31.915339509934014,642.3918691961126,642.3918691961126,31.915339509934014,642.3918691961126,757.6710619528254,757.6710619528254,0.968503937007874,642.3918691961126
144,3666.5812592482666,1013705,0.9861111111111112,110,110,144,3666.5812592482666,19.570263121554614,568.4028159174258,568.4028159174256,19.570263121554614,568.4028159174258,750.5721971423756,750.5721971423756,0.9861111111111112,568.4028159174256
122,3503.8177051459647,1022693,0.9918032786885246,111,111,122,3503.8177051459647,32.573970979235554,703.7325233619409,703.732523361941,32.573970979235554,703.7325233619409,681.1202079316338,681.1202079316338,0.9918032786885246,703.732523361941
146,2971.990665351426,1031509,1.0,112,112,146,2971.990665351426,27.498739520179807,541.9862947531564,541.9862947531564,27.498739520179807,541.9862947531564,584.5456091112156,584.5456091112156,1.0,541.9862947531564
136,2535.2861551607803,1039825,1.0,113,113,136,2535.2861551607803,30.69361466770665,594.5809677231114,594.5809677231114,30.69361466770665,594.5809677231114,521.0153053938343,521.0153053938343,1.0,594.5809677231114
144,2358.682081208271,1048595,1.0,114,114,144,2358.682081208271,14.087281097531848,520.3210639627138,520.3210639627138,14.087281097531848,520.3210639627138,477.8888802533512,477.8888802533512,1.0,520.3210639627138
175,2698.141035797522,1057173,1.0,115,115,175,2698.141035797522,24.715147698946172,391.24038912458644,391.24038912458644,24.715147698946172,391.24038912458644,387.17117576306015,387.17117576306015,1.0,391.24038912458644
142,2567.01901715847,1065886,1.0,116,116,142,2567.01901715847,34.53383739166124,486.72341930894953,486.72341930894953,34.53383739166124,486.72341930894953,415.140350809631,415.140350809631,1.0,486.72341930894953
165,3699.4918101096923,1074252,0.9939393939393939,117,117,165,3699.4918101096923,23.502652294923315,466.24041706424765,466.24041706424765,23.502652294923315,466.24041706424765,461.29983466094427,461.29983466094427,0.9939393939393939,466.24041706424765
130,3643.991070668944,1082536,0.9923076923076923,118,118,130,3643.991070668944,30.047176006488204,660.2899160857924,660.2899160857924,30.047176006488204,660.2899160857924,636.5269892075445,636.5269892075445,0.9923076923076923,660.2899160857924
142,2384.641997750794,1092376,1.0,119,119,142,2384.641997750794,28.512431190995656,579.4742808601611,579.4742808601611,28.512431190995656,579.4742808601611,443.1007290745159,443.1007290745159,1.0,579.4742808601611
168,1995.974477655776,1100957,1.0,120,120,168,1995.974477655776,45.304508700854214,470.09866125463503,470.09866125463503,45.304508700854214,470.09866125463503,342.7092048919688,342.7092048919688,1.0,470.09866125463503
151,2269.530581929378,1110043,1.0,121,121,151,2269.530581929378,12.473760152651908,477.8709959069921,477.8709959069921,12.473760152651908,477.8709959069921,413.2620983718284,413.2620983718284,1.0,477.8709959069921
136,3018.097185954915,1119125,1.0,122,122,136,3018.097185954915,50.44842137707949,645.1386809279336,645.1386809279338,50.44842137707949,645.1386809279336,546.6679342892965,546.6679342892965,1.0,645.1386809279338
179,2449.455485017876,1128061,1.0,123,123,179,2449.455485017876,18.576390429612207,394.0734536218954,394.0734536218954,18.576390429612207,394.0734536218954,343.5793645957451,343.5793645957451,1.0,394.0734536218954
188,3259.4260559416007,1136053,1.0,124,124,188,3259.4260559416007,27.04864310349058,360.1392002449609,360.1392002449609,27.04864310349058,360.1392002449609,413.55715315548406,413.55715315548406,1.0,360.1392002449609
206,1513.3828817290876,1144060,1.0,125,125,206,1513.3828817290876,9.823575413607264,310.21624158125576,310.21624158125576,9.823575413607264,310.21624158125576,279.42992240210464,279.42992240210464,1.0,310.21624158125576
