MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/StdReturn,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/AverageReturn
1.0,44,23.78077501421181,1218.9990288545744,138,458.8349946396531,243.7956428625904,1218.9990288545744,44,243.7956428625904,414680,458.83499463965313,23.78077501421181,458.83499463965313,1.0,138,458.8349946396531
1.0,45,30.199127753419074,1681.1671002999817,118,591.5249189752592,372.2563146625873,1681.1671002999817,45,372.2563146625873,422497,591.5249189752593,30.199127753419074,591.5249189752593,1.0,118,591.5249189752592
1.0,46,77.30976410245076,1536.2895797681372,106,649.5360007728406,315.4032490243561,1536.2895797681372,46,315.4032490243561,430283,649.5360007728406,77.30976410245076,649.5360007728406,1.0,106,649.5360007728406
1.0,47,34.73792363189386,1624.282253493843,99,706.2592232319691,325.48450015758436,1624.282253493843,47,325.48450015758436,438741,706.2592232319694,34.73792363189386,706.2592232319694,1.0,99,706.2592232319691
1.0,48,133.67129272947727,2021.794990740948,100,738.8850345025078,362.4265587013939,2021.794990740948,48,362.4265587013939,446817,738.8850345025078,133.67129272947727,738.8850345025078,1.0,100,738.8850345025078
1.0,49,158.6743476591788,1672.857078407292,94,812.9182468512859,356.4483297027722,1672.857078407292,49,356.4483297027722,455897,812.918246851286,158.6743476591788,812.918246851286,1.0,94,812.9182468512859
1.0,50,298.07647749678387,2002.6628946433868,85,967.2055665923508,351.7811436739716,2002.6628946433868,50,351.7811436739716,464649,967.205566592351,298.07647749678387,967.205566592351,1.0,85,967.2055665923508
1.0,51,88.75036950656846,1970.5321715149205,96,817.6819668852945,315.69292052601617,1970.5321715149205,51,315.69292052601617,472722,817.6819668852945,88.75036950656846,817.6819668852945,1.0,96,817.6819668852945
1.0,52,78.36518166781426,1459.3617449352146,98,796.5643898626594,284.3659303371423,1459.3617449352146,52,284.3659303371423,481288,796.5643898626594,78.36518166781426,796.5643898626594,1.0,98,796.5643898626594
1.0,53,65.66950071392736,1401.766840864992,94,829.1417875520654,287.31981721600494,1401.766840864992,53,287.31981721600494,489668,829.1417875520655,65.66950071392736,829.1417875520655,1.0,94,829.1417875520654
1.0,54,144.0635355208443,1631.1391299511854,108,709.452069054378,326.5272297470403,1631.1391299511854,54,326.5272297470403,498122,709.452069054378,144.0635355208443,709.452069054378,1.0,108,709.452069054378
1.0,55,142.0535340669876,1382.5522701308437,105,747.8624595024064,293.8924922951799,1382.5522701308437,55,293.8924922951799,506307,747.8624595024064,142.0535340669876,747.8624595024064,1.0,105,747.8624595024064
1.0,56,162.37022915622302,1527.274161016519,106,731.1575503005299,265.11103289287354,1527.274161016519,56,265.11103289287354,513801,731.1575503005298,162.37022915622302,731.1575503005298,1.0,106,731.1575503005299
1.0,57,38.168257679717954,1352.222910574767,113,682.0665323913365,247.2264218620846,1352.222910574767,57,247.2264218620846,521960,682.0665323913365,38.168257679717954,682.0665323913365,1.0,113,682.0665323913365
1.0,58,201.9246548778008,1513.35148163052,107,690.6155120065491,281.14843838087,1513.35148163052,58,281.14843838087,530447,690.6155120065494,201.9246548778008,690.6155120065494,1.0,107,690.6155120065491
1.0,59,149.9999466547408,1650.6888481329454,103,755.2475753865451,270.7203647420954,1650.6888481329454,59,270.7203647420954,539046,755.2475753865451,149.9999466547408,755.2475753865451,1.0,103,755.2475753865451
1.0,60,153.46138168437489,1180.690372630971,109,670.4838740230781,197.0353238918941,1180.690372630971,60,197.0353238918941,546915,670.4838740230783,153.46138168437489,670.4838740230783,1.0,109,670.4838740230781
1.0,61,152.5261616715939,1305.856438445275,112,696.0446068874543,267.1701850737653,1305.856438445275,61,267.1701850737653,555285,696.0446068874545,152.5261616715939,696.0446068874545,1.0,112,696.0446068874543
1.0,62,125.12655806041981,1567.604474954991,114,695.3076557354042,265.8062126126719,1567.604474954991,62,265.8062126126719,563520,695.3076557354042,125.12655806041981,695.3076557354042,1.0,114,695.3076557354042
1.0,63,155.42041663889958,2037.1322710496368,123,659.2298789259519,310.7706269356622,2037.1322710496368,63,310.7706269356622,571759,659.2298789259519,155.42041663889958,659.2298789259519,1.0,123,659.2298789259519
1.0,64,125.79392269889179,1194.284706349377,143,523.1533511342403,274.01387522294675,1194.284706349377,64,274.01387522294675,579948,523.1533511342403,125.79392269889179,523.1533511342403,1.0,143,523.1533511342403
1.0,65,125.99251997452116,1356.4997912387412,138,555.3731991986382,274.1896689903601,1356.4997912387412,65,274.1896689903601,587660,555.3731991986382,125.99251997452116,555.3731991986382,1.0,138,555.3731991986382
1.0,66,152.68773669590843,1788.2597397217667,129,624.2318786907474,335.94732291050155,1788.2597397217667,66,335.94732291050155,596210,624.2318786907474,152.68773669590843,624.2318786907474,1.0,129,624.2318786907474
1.0,67,144.46746050254907,2043.6573164530473,127,661.8160241142127,304.3645375970317,2043.6573164530473,67,304.3645375970317,603941,661.8160241142126,144.46746050254907,661.8160241142126,1.0,127,661.8160241142127
1.0,68,56.22272418017843,1306.9197812986151,140,561.9801947547794,279.1021988736037,1306.9197812986151,68,279.1021988736037,611913,561.9801947547794,56.22272418017843,561.9801947547794,1.0,140,561.9801947547794
1.0,69,33.27527211714862,1381.451197307347,143,554.9375222667439,267.7650842280757,1381.451197307347,69,267.7650842280757,619931,554.9375222667438,33.27527211714862,554.9375222667438,1.0,143,554.9375222667439
1.0,70,26.647504623222254,1247.4259725171933,145,546.6418526909495,283.43844776897686,1247.4259725171933,70,283.43844776897686,627683,546.6418526909496,26.647504623222254,546.6418526909496,1.0,145,546.6418526909495
1.0,71,47.91431913396448,1463.0916489775436,132,622.806705820005,329.95347124877543,1463.0916489775436,71,329.95347124877543,635921,622.806705820005,47.91431913396448,622.806705820005,1.0,132,622.806705820005
1.0,72,169.15772971534201,1776.066486891216,120,661.9626022510362,285.55980723360756,1776.066486891216,72,285.55980723360756,643739,661.9626022510361,169.15772971534201,661.9626022510361,1.0,120,661.9626022510362
1.0,73,168.53011052212645,1374.6022500878148,115,714.518546545714,286.2987896341291,1374.6022500878148,73,286.2987896341291,651845,714.518546545714,168.53011052212645,714.518546545714,1.0,115,714.518546545714
1.0,74,161.15587523737196,1779.2676468847785,123,681.339916999332,297.39194102597156,1779.2676468847785,74,297.39194102597156,660000,681.339916999332,161.15587523737196,681.339916999332,1.0,123,681.339916999332
1.0,75,195.14311116212505,1831.3057447255287,127,667.9783666736132,340.09830623009475,1831.3057447255287,75,340.09830623009475,667864,667.9783666736132,195.14311116212505,667.9783666736132,1.0,127,667.9783666736132
1.0,76,179.94072114070283,1879.2065682712648,120,701.4744385010531,356.22558212491344,1879.2065682712648,76,356.22558212491344,675733,701.4744385010531,179.94072114070283,701.4744385010531,1.0,120,701.4744385010531
1.0,77,179.01642008552815,1306.5786275044395,119,687.9202508017199,241.2321900503693,1306.5786275044395,77,241.2321900503693,683449,687.9202508017199,179.01642008552815,687.9202508017199,1.0,119,687.9202508017199
1.0,78,154.47187220896993,1512.3824198549753,120,738.3391527721084,275.9801209455485,1512.3824198549753,78,275.9801209455485,691351,738.3391527721084,154.47187220896993,738.3391527721084,1.0,120,738.3391527721084
1.0,79,172.19890202784242,1846.4619556398836,117,692.2956860108123,291.1460200876877,1846.4619556398836,79,291.1460200876877,699582,692.2956860108122,172.19890202784242,692.2956860108122,1.0,117,692.2956860108123
1.0,80,176.08165625417152,1189.011638935599,130,605.7771343663787,211.45809338213257,1189.011638935599,80,211.45809338213257,707765,605.7771343663786,176.08165625417152,605.7771343663786,1.0,130,605.7771343663787
1.0,81,167.93423477447337,1553.275188824654,115,737.2645078660462,278.3773719000682,1553.275188824654,81,278.3773719000682,715933,737.2645078660462,167.93423477447337,737.2645078660462,1.0,115,737.2645078660462
1.0,82,12.581074232171863,1802.3156248152322,115,720.8679734666317,283.730389487448,1802.3156248152322,82,283.730389487448,724115,720.8679734666315,12.581074232171863,720.8679734666315,1.0,115,720.8679734666317
1.0,83,164.72692501674933,2125.825025844361,109,800.1653946043831,364.3135091465262,2125.825025844361,83,364.3135091465262,732768,800.1653946043831,164.72692501674933,800.1653946043831,1.0,109,800.1653946043831
1.0,84,139.8851889123563,1849.998413490048,115,764.8500713113384,341.23027047478433,1849.998413490048,84,341.23027047478433,740861,764.8500713113383,139.8851889123563,764.8500713113383,1.0,115,764.8500713113384
1.0,85,145.77629124109288,1589.2108612643876,116,740.7604668105014,297.0640840941182,1589.2108612643876,85,297.0640840941182,749753,740.7604668105013,145.77629124109288,740.7604668105013,1.0,116,740.7604668105014
1.0,86,3.9713481365875345,1729.806060729664,124,666.2569304892382,342.28660994993373,1729.806060729664,86,342.28660994993373,758293,666.2569304892382,3.9713481365875345,666.2569304892382,1.0,124,666.2569304892382
1.0,87,8.213664224627266,2354.7056851702014,97,936.6299936927568,551.9801520166704,2354.7056851702014,87,551.9801520166704,766596,936.6299936927567,8.213664224627266,936.6299936927567,1.0,97,936.6299936927568
1.0,88,3.113143500626552,2504.8062517974986,101,909.4449798366236,481.70838323261336,2504.8062517974986,88,481.70838323261336,776097,909.4449798366237,3.113143500626552,909.4449798366237,1.0,101,909.4449798366236
1.0,89,5.726547496355256,2364.9348680133544,96,925.1338263965894,433.5690822597679,2364.9348680133544,89,433.5690822597679,785151,925.1338263965894,5.726547496355256,925.1338263965894,1.0,96,925.1338263965894
1.0,90,156.80023022838338,1769.6125736269946,107,816.5268862535504,373.0868502358793,1769.6125736269946,90,373.0868502358793,793041,816.5268862535504,156.80023022838338,816.5268862535504,1.0,107,816.5268862535504
1.0,91,42.785184841353995,1731.7586738406403,116,789.7804363459376,355.5103556000467,1731.7586738406403,91,355.5103556000467,802028,789.7804363459375,42.785184841353995,789.7804363459375,1.0,116,789.7804363459376
1.0,92,161.68234461691102,2297.29335069372,119,772.3376092624441,383.6444899245698,2297.29335069372,92,383.6444899245698,811187,772.337609262444,161.68234461691102,772.337609262444,1.0,119,772.3376092624441
1.0,93,119.55512610199067,2554.796340747684,117,805.0362331180032,453.81912298929575,2554.796340747684,93,453.81912298929575,819811,805.0362331180035,119.55512610199067,805.0362331180035,1.0,117,805.0362331180032
1.0,94,116.97032947682412,3865.8746757570975,95,1078.7184723964676,709.0369357042474,3865.8746757570975,94,709.0369357042474,827919,1078.7184723964676,116.97032947682412,1078.7184723964676,1.0,95,1078.7184723964676
0.9901960784313726,95,180.20838219952495,3695.378617500917,102,998.3198033116072,712.5761301807836,3695.378617500917,95,712.5761301807836,836103,998.3198033116072,180.20838219952495,998.3198033116072,0.9901960784313726,102,998.3198033116072
0.9879518072289156,96,113.96886502852718,4248.6411261753465,83,1327.0860381578136,963.1070220347385,4248.6411261753465,96,963.1070220347385,844943,1327.0860381578132,113.96886502852718,1327.0860381578132,0.9879518072289156,83,1327.0860381578136
0.989010989010989,97,106.67005961080187,4310.5600691646,91,1211.0764238507047,883.6930540494333,4310.5600691646,97,883.6930540494333,853095,1211.0764238507045,106.67005961080187,1211.0764238507045,0.989010989010989,91,1211.0764238507047
1.0,98,1.2970303681449737,4346.465544002389,98,1038.2280585072792,795.3681894804009,4346.465544002389,98,795.3681894804009,861252,1038.2280585072792,1.2970303681449737,1038.2280585072792,1.0,98,1038.2280585072792
0.9912280701754386,99,0.5668419468064365,4272.056679030414,114,999.8919185999478,968.0144153486341,4272.056679030414,99,968.0144153486341,869930,999.891918599948,0.5668419468064365,999.891918599948,0.9912280701754386,114,999.8919185999478
1.0,100,3.8330773230617563,4237.658689511098,100,1048.9531583254675,761.3295094075128,4237.658689511098,100,761.3295094075128,877751,1048.9531583254673,3.8330773230617563,1048.9531583254673,1.0,100,1048.9531583254675
0.9904761904761905,101,9.311081793489933,4271.189842143238,105,980.2505031840287,913.7147863098501,4271.189842143238,101,913.7147863098501,885893,980.2505031840285,9.311081793489933,980.2505031840285,0.9904761904761905,105,980.2505031840287
0.967741935483871,102,2.0081864993805487,4474.004921796624,93,1186.2110412592033,1104.5816158539417,4474.004921796624,102,1104.5816158539417,893793,1186.2110412592033,2.0081864993805487,1186.2110412592033,0.967741935483871,93,1186.2110412592033
0.9565217391304348,103,5.989165428145393,4397.719236157379,92,1213.6240845247364,1116.4763290609758,4397.719236157379,103,1116.4763290609758,902935,1213.6240845247364,5.989165428145393,1213.6240845247364,0.9565217391304348,92,1213.6240845247364
1.0,104,8.523425781941139,4026.222123581429,127,864.0217313752753,835.3780071266464,4026.222123581429,104,835.3780071266464,913124,864.0217313752754,8.523425781941139,864.0217313752754,1.0,127,864.0217313752753
0.9878048780487805,105,2.2783878931874453,3974.279099896896,82,1400.4262552095408,1099.1891813044813,3974.279099896896,105,1099.1891813044813,922177,1400.4262552095406,2.2783878931874453,1400.4262552095406,0.9878048780487805,82,1400.4262552095408
0.9479166666666666,106,12.134136721733016,4233.409177231515,96,1170.2665733776946,1115.768494555546,4233.409177231515,106,1115.768494555546,932196,1170.2665733776946,12.134136721733016,1170.2665733776946,0.9479166666666666,96,1170.2665733776946
0.868421052631579,107,12.171323153187817,4390.851630788817,76,1491.2413022639162,1269.622659601103,4390.851630788817,107,1269.622659601103,942233,1491.241302263916,12.171323153187817,1491.241302263916,0.868421052631579,76,1491.2413022639162
0.9444444444444444,108,7.414673961132126,4050.694671896414,108,1059.2488391268676,1238.269297910446,4050.694671896414,108,1238.269297910446,950919,1059.2488391268678,7.414673961132126,1059.2488391268678,0.9444444444444444,108,1059.2488391268676
0.9752066115702479,109,5.811844706712579,3949.485762750844,121,793.1972398378064,950.90873474399,3949.485762750844,109,950.90873474399,960730,793.1972398378064,5.811844706712579,793.1972398378064,0.9752066115702479,121,793.1972398378064
0.9916666666666667,110,-2.456204757886929,4279.518158710107,120,868.8845931885018,947.5639994909475,4279.518158710107,110,947.5639994909475,970566,868.8845931885018,-2.456204757886929,868.8845931885018,0.9916666666666667,120,868.8845931885018
0.9856115107913669,111,18.83307322991649,4287.137872090358,139,674.5037164262483,832.354182485995,4287.137872090358,111,832.354182485995,979969,674.5037164262483,18.83307322991649,674.5037164262483,0.9856115107913669,139,674.5037164262483
0.993103448275862,112,97.13094725002709,4116.816470009848,145,595.207163063737,907.9603595757933,4116.816470009848,112,907.9603595757933,989239,595.207163063737,97.13094725002709,595.207163063737,0.993103448275862,145,595.207163063737
0.972972972972973,113,113.5420037712273,4222.214804163474,111,783.3651374207969,887.5706568936964,4222.214804163474,113,887.5706568936964,997567,783.3651374207969,113.5420037712273,783.3651374207969,0.972972972972973,111,783.3651374207969
0.9230769230769231,114,128.00643491875434,4059.140741359465,78,1416.67916158313,1087.8271774207033,4059.140741359465,114,1087.8271774207033,1007761,1416.6791615831305,128.00643491875434,1416.6791615831305,0.9230769230769231,78,1416.67916158313
0.927710843373494,115,117.32500914106137,3904.255910068824,83,1298.7008504308988,1048.810433255758,3904.255910068824,115,1048.810433255758,1016766,1298.7008504308988,117.32500914106137,1298.7008504308988,0.927710843373494,83,1298.7008504308988
0.9545454545454546,116,21.912223672743355,4011.3147026412903,88,1240.595501099474,1129.4596275802787,4011.3147026412903,116,1129.4596275802787,1026526,1240.595501099474,21.912223672743355,1240.595501099474,0.9545454545454546,88,1240.595501099474
0.9772727272727273,117,24.842804352506946,3996.6700278109406,88,1219.072851190789,1019.2298713554213,3996.6700278109406,117,1019.2298713554213,1034919,1219.0728511907894,24.842804352506946,1219.0728511907894,0.9772727272727273,88,1219.072851190789
1.0,118,16.530047955203788,4247.755889412584,97,1073.766141533472,869.9549477425917,4247.755889412584,118,869.9549477425917,1042750,1073.7661415334721,16.530047955203788,1073.7661415334721,1.0,97,1073.766141533472
0.9264705882352942,119,148.7562131272129,4361.0390135132775,68,1754.4894456304087,1135.7870833581803,4361.0390135132775,119,1135.7870833581803,1051614,1754.4894456304087,148.7562131272129,1754.4894456304087,0.9264705882352942,68,1754.4894456304087
0.9358974358974359,120,162.90173341113956,4495.7508613791,78,1501.9172755979398,1083.9502020799766,4495.7508613791,120,1083.9502020799766,1060151,1501.9172755979403,162.90173341113956,1501.9172755979403,0.9358974358974359,78,1501.9172755979398
0.9759036144578314,121,131.4217266577215,4313.818876949979,83,1340.3887956415147,989.0127954163424,4313.818876949979,121,989.0127954163424,1068240,1340.3887956415147,131.4217266577215,1340.3887956415147,0.9759036144578314,83,1340.3887956415147
0.989010989010989,122,32.7874541109666,4247.571084765625,91,1163.6232393220487,978.3165305441698,4247.571084765625,122,978.3165305441698,1077463,1163.6232393220484,32.7874541109666,1163.6232393220484,0.989010989010989,91,1163.6232393220487
0.9875,123,109.4985413111154,4849.099829365247,80,1506.489131563681,1219.592162299739,4849.099829365247,123,1219.592162299739,1085767,1506.4891315636808,109.4985413111154,1506.4891315636808,0.9875,80,1506.489131563681
0.9772727272727273,124,138.0738204184678,4318.292666710465,88,1216.32292876878,965.245757470854,4318.292666710465,124,965.245757470854,1095204,1216.32292876878,138.0738204184678,1216.32292876878,0.9772727272727273,88,1216.32292876878
0.989010989010989,125,10.054243863836433,4638.414387933074,91,1214.0639125855882,919.7867304769459,4638.414387933074,125,919.7867304769459,1103069,1214.0639125855882,10.054243863836433,1214.0639125855882,0.989010989010989,91,1214.0639125855882
1.0,126,122.78257142037313,3841.079467593626,103,961.8211835180999,810.1501199217433,3841.079467593626,126,810.1501199217433,1111934,961.8211835180998,122.78257142037313,961.8211835180998,1.0,103,961.8211835180999
0.9625,127,150.00944753735297,4611.842196983112,80,1435.684897331244,1089.1877376881096,4611.842196983112,127,1089.1877376881096,1120438,1435.6848973312437,150.00944753735297,1435.6848973312437,0.9625,80,1435.684897331244
0.9894736842105263,128,123.5828308642946,4478.246745158674,95,1253.7066833624476,980.2196928028112,4478.246745158674,128,980.2196928028112,1128605,1253.7066833624476,123.5828308642946,1253.7066833624476,0.9894736842105263,95,1253.7066833624476
