MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/AverageReturn
108.53015861376517,10,195.5364229778365,108.53015861376517,195.53642297783648,10,42.20827747327512,1.0,312,312,330.88879838859367,42.20827747327512,195.5364229778365,132227,330.88879838859367,1.0,195.53642297783648
52.5461122291297,11,269.5595609566546,52.5461122291297,269.5595609566546,11,38.21295644367115,1.0,238,238,358.4426111546661,38.21295644367115,269.5595609566546,139800,358.4426111546661,1.0,269.5595609566546
90.12105109351467,12,315.7373426824096,90.12105109351467,315.7373426824095,12,44.566266410090314,1.0,232,232,483.31825414200443,44.566266410090314,315.7373426824096,147295,483.31825414200443,1.0,315.7373426824095
78.23224941916573,13,217.99505455242388,78.23224941916573,217.9950545524239,13,15.277005002951041,1.0,280,280,450.5562122134841,15.277005002951041,217.99505455242388,154839,450.5562122134841,1.0,217.9950545524239
38.66662294841291,14,399.79760083650746,38.66662294841291,399.79760083650746,14,313.8522988844034,1.0,197,197,482.7001913542306,313.8522988844034,399.79760083650746,162355,482.7001913542306,1.0,399.79760083650746
55.317013093732626,15,454.24609224994043,55.317013093732626,454.24609224994043,15,383.5969800656001,1.0,179,179,584.3273713232934,383.5969800656001,454.24609224994043,169998,584.3273713232934,1.0,454.24609224994043
223.81824343056127,16,323.85485667924945,223.81824343056127,323.85485667924945,16,7.907866468221664,1.0,248,248,564.676206431853,7.907866468221664,323.85485667924945,177581,564.676206431853,1.0,323.85485667924945
53.076627306408525,17,465.4976475399874,53.076627306408525,465.4976475399874,17,40.11264242650603,1.0,175,175,569.5269753096602,40.11264242650603,465.4976475399874,185311,569.5269753096602,1.0,465.4976475399874
50.22373933530235,18,583.62962523256,50.22373933530235,583.62962523256,18,422.4717946015601,1.0,149,149,705.000141564425,422.4717946015601,583.62962523256,192990,705.000141564425,1.0,583.62962523256
61.66540637326744,19,568.1485232514439,61.66540637326744,568.1485232514437,19,331.9508515197488,1.0,150,150,726.8340965509263,331.9508515197488,568.1485232514439,200881,726.8340965509263,1.0,568.1485232514437
87.15703782299852,20,696.3860566956147,87.15703782299852,696.3860566956148,20,475.1117207691939,1.0,122,122,1013.536103118169,475.1117207691939,696.3860566956147,208979,1013.536103118169,1.0,696.3860566956148
55.56873864257542,21,594.6562104680282,55.56873864257542,594.6562104680282,21,406.4997806661327,1.0,149,149,693.9031873316284,406.4997806661327,594.6562104680282,216694,693.9031873316284,1.0,594.6562104680282
81.851481868191,22,622.6266075831633,81.851481868191,622.6266075831635,22,406.6137552995605,1.0,141,141,1095.0691151435408,406.6137552995605,622.6266075831633,224844,1095.0691151435408,1.0,622.6266075831635
87.05293685258492,23,593.5564635569195,87.05293685258492,593.5564635569195,23,328.7545143381055,1.0,144,144,798.1195998815936,328.7545143381055,593.5564635569195,233344,798.1195998815936,1.0,593.5564635569195
118.36730151909605,24,611.2234784841012,118.36730151909605,611.2234784841012,24,226.43590574470653,1.0,138,138,896.9303217188578,226.43590574470653,611.2234784841012,241277,896.9303217188578,1.0,611.2234784841012
190.22862184789406,25,557.998443540583,190.22862184789406,557.998443540583,25,19.715360575219314,1.0,153,153,1148.358384623407,19.715360575219314,557.998443540583,249247,1148.358384623407,1.0,557.998443540583
255.93367856985023,26,615.3913761240726,255.93367856985023,615.3913761240727,26,160.75258100420766,1.0,127,127,1625.1582210976335,160.75258100420766,615.3913761240726,256806,1625.1582210976335,1.0,615.3913761240727
217.68713755843888,27,538.8811925018335,217.68713755843888,538.8811925018335,27,198.90185523344408,1.0,155,155,1396.2183187459889,198.90185523344408,538.8811925018335,265015,1396.2183187459889,1.0,538.8811925018335
224.0821076569822,28,567.9338539854956,224.0821076569822,567.9338539854956,28,155.96884601631808,1.0,154,154,1308.9799077941252,155.96884601631808,567.9338539854956,273366,1308.9799077941252,1.0,567.9338539854956
145.8162851183312,29,440.2709166554624,145.8162851183312,440.2709166554624,29,166.03666506614272,1.0,181,181,699.4935553263093,166.03666506614272,440.2709166554624,281166,699.4935553263093,1.0,440.2709166554624
162.57234325304805,30,605.227653134661,162.57234325304805,605.2276531346611,30,142.0940542139455,1.0,144,144,1035.5520310428567,142.0940542139455,605.227653134661,289269,1035.5520310428567,1.0,605.2276531346611
193.1142071432886,31,375.1800287085919,193.1142071432886,375.1800287085919,31,134.2202158938578,1.0,197,197,1066.415770988319,134.2202158938578,375.1800287085919,298386,1066.415770988319,1.0,375.1800287085919
104.63263290084058,32,588.8741825643823,104.63263290084058,588.8741825643823,32,166.37205709844528,1.0,130,130,812.2611473431382,166.37205709844528,588.8741825643823,306686,812.2611473431382,1.0,588.8741825643823
125.75185803878314,33,582.4106449678096,125.75185803878314,582.4106449678094,33,134.89439004609838,1.0,132,132,970.8273655914538,134.89439004609838,582.4106449678096,315000,970.8273655914538,1.0,582.4106449678094
213.05226079548805,34,495.87248800951386,213.05226079548805,495.87248800951386,34,263.63251407449087,1.0,138,138,1567.1604637206906,263.63251407449087,495.87248800951386,323165,1567.1604637206906,1.0,495.87248800951386
243.0246224715421,35,760.7523569774759,243.0246224715421,760.7523569774759,35,169.66037650713733,1.0,104,104,1442.2216252651358,169.66037650713733,760.7523569774759,331437,1442.2216252651358,1.0,760.7523569774759
136.48565039544889,36,655.0510711252194,136.48565039544889,655.0510711252194,36,437.51331704713004,1.0,118,118,1106.3739273596113,437.51331704713004,655.0510711252194,339237,1106.3739273596113,1.0,655.0510711252194
138.2153941831873,37,663.3333184934994,138.2153941831873,663.3333184934994,37,25.55651393816854,1.0,123,123,1094.9289671369893,25.55651393816854,663.3333184934994,347362,1094.9289671369893,1.0,663.3333184934994
217.7733138636121,38,717.0576930235394,217.7733138636121,717.0576930235394,38,240.13637121249513,1.0,113,113,1361.157189223324,240.13637121249513,717.0576930235394,355890,1361.157189223324,1.0,717.0576930235394
458.16583498348376,39,836.2372209043036,458.16583498348376,836.2372209043036,39,163.19238806705167,0.9902912621359223,103,103,3002.459902584646,163.19238806705167,836.2372209043036,364043,3002.459902584646,0.9902912621359223,836.2372209043036
837.1391281083979,40,1258.48467653457,837.1391281083979,1258.4846765345696,40,351.0571978617022,0.8860759493670886,79,79,3085.497734016592,351.0571978617022,1258.48467653457,372197,3085.497734016592,0.8860759493670886,1258.4846765345696
690.26985207794,41,848.2939956644822,690.26985207794,848.2939956644822,41,276.3057496504812,0.9454545454545454,110,110,3082.719817632344,276.3057496504812,848.2939956644822,381300,3082.719817632344,0.9454545454545454,848.2939956644822
475.2786352211545,42,728.8595907683064,475.2786352211545,728.8595907683064,42,309.04400337073446,1.0,120,120,3036.89590907604,309.04400337073446,728.8595907683064,390446,3036.89590907604,1.0,728.8595907683064
370.84578494844095,43,878.3048107117893,370.84578494844095,878.3048107117893,43,459.25466731209053,1.0,109,109,2852.0195265055663,459.25466731209053,878.3048107117893,398528,2852.0195265055663,1.0,878.3048107117893
911.4311383349769,44,1702.1404352436214,911.4311383349769,1702.1404352436214,44,306.9362437839063,0.8448275862068966,58,58,3279.958992456334,306.9362437839063,1702.1404352436214,406442,3279.958992456334,0.8448275862068966,1702.1404352436214
761.438197796873,45,943.3737534691014,761.438197796873,943.3737534691015,45,75.8664509192498,0.9805825242718447,103,103,3270.551974563995,75.8664509192498,943.3737534691014,415892,3270.551974563995,0.9805825242718447,943.3737534691015
617.02192255704,46,1679.4344102985679,617.02192255704,1679.4344102985679,46,854.1023724753192,0.9354838709677419,62,62,3237.759316771648,854.1023724753192,1679.4344102985679,426564,3237.759316771648,0.9354838709677419,1679.4344102985679
555.8811959081603,47,1532.4463883484245,555.8811959081603,1532.4463883484243,47,315.0394623845698,0.9850746268656716,67,67,3282.1305707795063,315.0394623845698,1532.4463883484245,437385,3282.1305707795063,0.9850746268656716,1532.4463883484243
443.70091747517125,48,1534.7109663174913,443.70091747517125,1534.7109663174915,48,602.5652749703187,1.0,65,65,2573.77455878514,602.5652749703187,1534.7109663174913,446835,2573.77455878514,1.0,1534.7109663174915
413.1400816846251,49,1510.566135683649,413.1400816846251,1510.566135683649,49,954.6953299767588,1.0,68,68,2841.719926301502,954.6953299767588,1510.566135683649,455646,2841.719926301502,1.0,1510.566135683649
323.91137174126425,50,1294.8235143112738,323.91137174126425,1294.8235143112738,50,842.0084398310591,1.0,74,74,2365.4922316454954,842.0084398310591,1294.8235143112738,464997,2365.4922316454954,1.0,1294.8235143112738
421.2232283071992,51,1248.758550566628,421.2232283071992,1248.758550566628,51,98.65025161670998,1.0,76,76,2626.5573514111843,98.65025161670998,1248.758550566628,475698,2626.5573514111843,1.0,1248.758550566628
389.33485996923906,52,1136.1844813755079,389.33485996923906,1136.1844813755079,52,665.7187365280005,0.9876543209876543,81,81,3132.0371926623293,665.7187365280005,1136.1844813755079,485302,3132.0371926623293,0.9876543209876543,1136.1844813755079
235.8796506668424,53,890.647988720943,235.8796506668424,890.647988720943,53,273.6598700555332,1.0,100,100,2490.339785104492,273.6598700555332,890.647988720943,494417,2490.339785104492,1.0,890.647988720943
220.99521636442205,54,936.555110858273,220.99521636442205,936.5551108582728,54,372.8527802031316,1.0,99,99,2338.839811496603,372.8527802031316,936.555110858273,504285,2338.839811496603,1.0,936.5551108582728
441.44506595465685,55,1206.2772369549125,441.44506595465685,1206.2772369549125,55,100.42356400260395,0.9875,80,80,3046.6158262115464,100.42356400260395,1206.2772369549125,514735,3046.6158262115464,0.9875,1206.2772369549125
923.8620372537679,56,1690.548809676003,923.8620372537679,1690.5488096760023,56,92.59537480761806,0.8392857142857143,56,56,3038.1294783328,92.59537480761806,1690.548809676003,524302,3038.1294783328,0.8392857142857143,1690.5488096760023
719.4355764078439,57,1563.5017240371192,719.4355764078439,1563.5017240371192,57,782.0547553574086,0.9344262295081968,61,61,3122.501543146651,782.0547553574086,1563.5017240371192,534048,3122.501543146651,0.9344262295081968,1563.5017240371192
317.1841217123945,58,1009.4046602476197,317.1841217123945,1009.40466024762,58,612.4180382665475,1.0,89,89,2287.4450751598697,612.4180382665475,1009.4046602476197,544012,2287.4450751598697,1.0,1009.40466024762
311.40184996933573,59,1112.0834144700887,311.40184996933573,1112.0834144700884,59,541.3156364511223,1.0,84,84,2128.8004851118767,541.3156364511223,1112.0834144700887,552639,2128.8004851118767,1.0,1112.0834144700884
356.2899495045009,60,1065.7585555179269,356.2899495045009,1065.758555517927,60,498.9543889533764,1.0,83,83,2263.6078821885208,498.9543889533764,1065.7585555179269,563238,2263.6078821885208,1.0,1065.758555517927
232.06399092781092,61,976.5097451791212,232.06399092781092,976.5097451791215,61,591.033435380078,1.0,97,97,2302.329074201285,591.033435380078,976.5097451791212,573119,2302.329074201285,1.0,976.5097451791215
308.13448560373496,62,1046.8677094220034,308.13448560373496,1046.8677094220036,62,499.86828176194814,1.0,90,90,2476.9041515767426,499.86828176194814,1046.8677094220034,583016,2476.9041515767426,1.0,1046.8677094220036
257.8848965808081,63,1005.5549018436341,257.8848965808081,1005.5549018436343,63,171.06971747113246,1.0,93,93,2233.677611972463,171.06971747113246,1005.5549018436341,593792,2233.677611972463,1.0,1005.5549018436343
390.6670276023223,64,1067.2913142564537,390.6670276023223,1067.2913142564537,64,119.53065734501439,1.0,89,89,2477.2978915452272,119.53065734501439,1067.2913142564537,603649,2477.2978915452272,1.0,1067.2913142564537
735.9171508554307,65,1415.0000508764715,735.9171508554307,1415.0000508764715,65,58.86952186542462,0.9436619718309859,71,71,2990.405116342297,58.86952186542462,1415.0000508764715,615144,2990.405116342297,0.9436619718309859,1415.0000508764715
339.8199672392331,66,974.6540735757326,339.8199672392331,974.6540735757325,66,42.84978634730729,1.0,100,100,2652.358330988792,42.84978634730729,974.6540735757326,624104,2652.358330988792,1.0,974.6540735757325
583.4231100941107,67,849.6665141361581,583.4231100941107,849.6665141361578,67,38.71007177432145,0.9912280701754386,114,114,2999.617965236766,38.71007177432145,849.6665141361581,633787,2999.617965236766,0.9912280701754386,849.6665141361578
282.64094703300736,68,896.7684081633209,282.64094703300736,896.7684081633208,68,44.40378476334047,1.0,105,105,2105.6464119390803,44.40378476334047,896.7684081633209,646780,2105.6464119390803,1.0,896.7684081633208
254.69281828525425,69,877.5869513992903,254.69281828525425,877.5869513992902,69,468.0549963956776,1.0,106,106,2531.945793815441,468.0549963956776,877.5869513992903,656442,2531.945793815441,1.0,877.5869513992902
215.96079058625864,70,851.8811954594921,215.96079058625864,851.8811954594921,70,538.0977458140069,1.0,109,109,2322.4459704706082,538.0977458140069,851.8811954594921,666329,2322.4459704706082,1.0,851.8811954594921
194.22175826245365,71,746.6315885586507,194.22175826245365,746.6315885586505,71,75.83870028954759,1.0,121,121,1250.7112950201013,75.83870028954759,746.6315885586507,677054,1250.7112950201013,1.0,746.6315885586505
235.1371319279745,72,843.2365662481436,235.1371319279745,843.2365662481437,72,74.98947698002974,1.0,112,112,1532.5669207979497,74.98947698002974,843.2365662481436,685611,1532.5669207979497,1.0,843.2365662481437
161.28801096608518,73,659.8097607200092,161.28801096608518,659.8097607200092,73,290.0424320003289,1.0,137,137,1262.2764958058442,290.0424320003289,659.8097607200092,694909,1262.2764958058442,1.0,659.8097607200092
148.5105191705375,74,667.424539087836,148.5105191705375,667.4245390878359,74,331.61664353648047,1.0,134,134,1347.118060365344,331.61664353648047,667.424539087836,703614,1347.118060365344,1.0,667.4245390878359
219.3172058902579,75,907.3249885115218,219.3172058902579,907.3249885115218,75,484.81103315428146,1.0,109,109,1794.7513892506531,484.81103315428146,907.3249885115218,711754,1794.7513892506531,1.0,907.3249885115218
421.3344918481732,76,1036.537386479977,421.3344918481732,1036.537386479977,76,10.720079033674713,1.0,96,96,2896.038478189387,10.720079033674713,1036.537386479977,721135,2896.038478189387,1.0,1036.537386479977
378.8708850949191,77,1087.6024926183668,378.8708850949191,1087.6024926183668,77,14.37698487994634,1.0,91,91,2492.9053919330377,14.37698487994634,1087.6024926183668,730221,2492.9053919330377,1.0,1087.6024926183668
239.75161042482029,78,932.8717403926976,239.75161042482029,932.8717403926976,78,478.4343495692452,1.0,102,102,1724.2124421555798,478.4343495692452,932.8717403926976,741178,1724.2124421555798,1.0,932.8717403926976
214.0223741992526,79,808.9197219921527,214.0223741992526,808.9197219921525,79,23.81716296968991,1.0,117,117,1825.8377475669404,23.81716296968991,808.9197219921527,749529,1825.8377475669404,1.0,808.9197219921525
290.0760503134415,80,745.6829283696853,290.0760503134415,745.6829283696854,80,22.490344572129278,1.0,126,126,1904.5416664565043,22.490344572129278,745.6829283696853,757678,1904.5416664565043,1.0,745.6829283696854
313.2978240273319,81,852.6225955796968,313.2978240273319,852.6225955796971,81,338.26799185541336,1.0,108,108,2299.381185900103,338.26799185541336,852.6225955796968,766754,2299.381185900103,1.0,852.6225955796971
260.27302977623737,82,742.3128811301784,260.27302977623737,742.3128811301784,82,339.0866328139148,1.0,126,126,1902.9689624645398,339.0866328139148,742.3128811301784,775448,1902.9689624645398,1.0,742.3128811301784
355.64769568464044,83,958.3489596078778,355.64769568464044,958.3489596078778,83,133.5642295451662,1.0,100,100,2621.1810884085357,133.5642295451662,958.3489596078778,785410,2621.1810884085357,1.0,958.3489596078778
293.98513392977026,84,891.6279915581904,293.98513392977026,891.6279915581902,84,121.00112405942772,1.0,109,109,2088.6758038993275,121.00112405942772,891.6279915581904,793774,2088.6758038993275,1.0,891.6279915581902
241.19594444914904,85,820.2930357737745,241.19594444914904,820.2930357737746,85,259.78965969502866,1.0,114,114,2152.138803495026,259.78965969502866,820.2930357737745,803037,2152.138803495026,1.0,820.2930357737746
183.71897427841142,86,705.9675577968972,183.71897427841142,705.9675577968972,86,26.668277142368606,1.0,128,128,1191.763435227082,26.668277142368606,705.9675577968972,811710,1191.763435227082,1.0,705.9675577968972
302.1823613363893,87,940.3796515943326,302.1823613363893,940.3796515943324,87,308.0727828400651,1.0,98,98,1948.717903535915,308.0727828400651,940.3796515943326,820257,1948.717903535915,1.0,940.3796515943324
241.5281622163783,88,737.9222489835898,241.5281622163783,737.9222489835898,88,35.057461002476636,1.0,127,127,2369.468322036373,35.057461002476636,737.9222489835898,829564,2369.468322036373,1.0,737.9222489835898
231.41760592569022,89,946.3864792945351,231.41760592569022,946.3864792945352,89,400.7144696448124,1.0,100,100,1853.4758578613103,400.7144696448124,946.3864792945351,837890,1853.4758578613103,1.0,946.3864792945352
409.63922591957646,90,932.0043902080753,409.63922591957646,932.0043902080754,90,344.4737172554136,0.9900990099009901,101,101,3159.672824285851,344.4737172554136,932.0043902080753,846771,3159.672824285851,0.9900990099009901,932.0043902080754
350.4432531335502,91,1071.0685479060417,350.4432531335502,1071.0685479060417,91,629.3121438687645,1.0,93,93,2440.2319278967916,629.3121438687645,1071.0685479060417,856385,2440.2319278967916,1.0,1071.0685479060417
178.38144811728264,92,865.0254436504546,178.38144811728264,865.0254436504546,92,522.2687032470235,1.0,108,108,1543.119135618205,522.2687032470235,865.0254436504546,864977,1543.119135618205,1.0,865.0254436504546
185.43605225622275,93,980.0808209483122,185.43605225622275,980.0808209483124,93,721.0648483958864,1.0,99,99,1522.8083166097579,721.0648483958864,980.0808209483122,875612,1522.8083166097579,1.0,980.0808209483124
229.00275167790207,94,942.4842259854408,229.00275167790207,942.484225985441,94,316.02187472790075,1.0,102,102,1994.2436473743705,316.02187472790075,942.4842259854408,884949,1994.2436473743705,1.0,942.484225985441
180.36243647379624,95,940.6344428527444,180.36243647379624,940.6344428527445,95,633.145805568261,1.0,104,104,1577.3800661647715,633.145805568261,940.6344428527444,893826,1577.3800661647715,1.0,940.6344428527445
268.8530712106122,96,1025.6280438476474,268.8530712106122,1025.6280438476474,96,581.389775205387,1.0,95,95,2475.186111345973,581.389775205387,1025.6280438476474,903230,2475.186111345973,1.0,1025.6280438476474
295.2624617110223,97,1105.6926353646722,295.2624617110223,1105.6926353646722,97,747.9034660709915,1.0,93,93,2837.503077997621,747.9034660709915,1105.6926353646722,911713,2837.503077997621,1.0,1105.6926353646722
386.6961719821678,98,1157.619656010219,386.6961719821678,1157.6196560102194,98,731.7140926120138,0.9886363636363636,88,88,3278.0865397352995,731.7140926120138,1157.619656010219,920091,3278.0865397352995,0.9886363636363636,1157.6196560102194
302.80417171006695,99,1120.0540865058606,302.80417171006695,1120.0540865058606,99,724.0932752684295,1.0,90,90,2488.5739849142087,724.0932752684295,1120.0540865058606,928470,2488.5739849142087,1.0,1120.0540865058606
233.3693426069418,100,1033.1918032125263,233.3693426069418,1033.191803212526,100,715.0960080341421,1.0,97,97,1785.8802213798806,715.0960080341421,1033.1918032125263,937389,1785.8802213798806,1.0,1033.191803212526
423.02924730377833,101,1183.9268427984798,423.02924730377833,1183.9268427984796,101,654.6247450834887,1.0,88,88,3151.0236383851516,654.6247450834887,1183.9268427984798,945900,3151.0236383851516,1.0,1183.9268427984796
240.61692489323704,102,996.5436098886706,240.61692489323704,996.543609888671,102,618.8613424721632,1.0,103,103,1848.2726356715646,618.8613424721632,996.5436098886706,955064,1848.2726356715646,1.0,996.543609888671
203.95640097788657,103,1013.4511548065044,203.95640097788657,1013.4511548065047,103,802.4018478292516,1.0,96,96,2097.36883384602,802.4018478292516,1013.4511548065044,965132,2097.36883384602,1.0,1013.4511548065047
369.5041752235524,104,1241.3577483808274,369.5041752235524,1241.3577483808274,104,785.5397295592537,1.0,83,83,2777.7588437367212,785.5397295592537,1241.3577483808274,974212,2777.7588437367212,1.0,1241.3577483808274
314.41696250254427,105,1073.8455523788587,314.41696250254427,1073.8455523788582,105,725.3211290941197,1.0,95,95,2610.0598932514395,725.3211290941197,1073.8455523788587,984804,2610.0598932514395,1.0,1073.8455523788582
283.9391395199965,106,1054.1206556088039,283.9391395199965,1054.1206556088039,106,724.8015103953311,1.0,93,93,2683.577486457423,724.8015103953311,1054.1206556088039,993447,2683.577486457423,1.0,1054.1206556088039
190.51399329422873,107,952.4678515105462,190.51399329422873,952.4678515105462,107,705.9001933510445,1.0,101,101,1819.8235089674279,705.9001933510445,952.4678515105462,1003053,1819.8235089674279,1.0,952.4678515105462
180.68924748345114,108,1013.2115644892422,180.68924748345114,1013.2115644892422,108,776.2437687721524,1.0,97,97,1865.2043377045557,776.2437687721524,1013.2115644892422,1011497,1865.2043377045557,1.0,1013.2115644892422
246.59118264383034,109,1004.5085539810825,246.59118264383034,1004.5085539810825,109,745.05439820117,1.0,99,99,2944.3538553914145,745.05439820117,1004.5085539810825,1020907,2944.3538553914145,1.0,1004.5085539810825
249.52279324717847,110,1054.3547531026547,249.52279324717847,1054.3547531026547,110,702.2418095369286,1.0,91,91,1924.7845343326255,702.2418095369286,1054.3547531026547,1031648,1924.7845343326255,1.0,1054.3547531026547
222.2138999659517,111,1021.7943825370523,222.2138999659517,1021.7943825370523,111,754.1403076949309,1.0,97,97,2004.487926350437,754.1403076949309,1021.7943825370523,1040312,2004.487926350437,1.0,1021.7943825370523
202.38461142469274,112,958.3588644371473,202.38461142469274,958.3588644371473,112,532.2191766607735,1.0,100,100,1812.7979494962633,532.2191766607735,958.3588644371473,1049036,1812.7979494962633,1.0,958.3588644371473
247.82704105444665,113,1012.8713914443134,247.82704105444665,1012.8713914443132,113,313.386277029462,1.0,97,97,2122.5887952514977,313.386277029462,1012.8713914443134,1058596,2122.5887952514977,1.0,1012.8713914443132
261.41067402778856,114,1001.0652372232835,261.41067402778856,1001.0652372232835,114,481.0261758526155,1.0,99,99,2403.294720719446,481.0261758526155,1001.0652372232835,1068311,2403.294720719446,1.0,1001.0652372232835
187.62041431651795,115,984.8242027248109,187.62041431651795,984.8242027248109,115,734.9980090959077,1.0,98,98,1649.960629854863,734.9980090959077,984.8242027248109,1077205,1649.960629854863,1.0,984.8242027248109
402.07529654037734,116,1170.7679870618817,402.07529654037734,1170.7679870618817,116,772.5897059922394,1.0,82,82,2852.0982834883375,772.5897059922394,1170.7679870618817,1085519,2852.0982834883375,1.0,1170.7679870618817
352.2867601347331,117,1095.4676789770078,352.2867601347331,1095.467678977008,117,738.5260576293396,1.0,92,92,2287.5083370246493,738.5260576293396,1095.4676789770078,1094038,2287.5083370246493,1.0,1095.467678977008
280.7083490163031,118,988.9875049492739,280.7083490163031,988.9875049492739,118,699.1336013965886,1.0,99,99,2541.7188955697325,699.1336013965886,988.9875049492739,1104232,2541.7188955697325,1.0,988.9875049492739
222.77617392106794,119,996.9537317922889,222.77617392106794,996.9537317922889,119,712.0793729033176,1.0,99,99,1906.3349974268192,712.0793729033176,996.9537317922889,1114464,1906.3349974268192,1.0,996.9537317922889
276.0448897725937,120,1101.9054146338376,276.0448897725937,1101.9054146338376,120,570.5523250898349,1.0,93,93,2278.795838726991,570.5523250898349,1101.9054146338376,1124459,2278.795838726991,1.0,1101.9054146338376
334.8191455042043,121,1094.9016790520782,334.8191455042043,1094.9016790520782,121,553.2833212326631,1.0,92,92,2631.8744266938356,553.2833212326631,1094.9016790520782,1133702,2631.8744266938356,1.0,1094.9016790520782
320.04827095809964,122,1043.296525406183,320.04827095809964,1043.296525406183,122,641.0259587788033,1.0,96,96,2823.26535206593,641.0259587788033,1043.296525406183,1143253,2823.26535206593,1.0,1043.296525406183
309.3310653176567,123,1059.852962047484,309.3310653176567,1059.8529620474842,123,466.2215544139141,0.9891304347826086,92,92,3216.95935510939,466.2215544139141,1059.852962047484,1152853,3216.95935510939,0.9891304347826086,1059.8529620474842
302.7345795929049,124,1146.8079964017736,302.7345795929049,1146.8079964017736,124,679.7790501206856,1.0,83,83,2034.505414694845,679.7790501206856,1146.8079964017736,1162140,2034.505414694845,1.0,1146.8079964017736
324.999893330729,125,1090.7287657503352,324.999893330729,1090.728765750335,125,356.663489400163,1.0,91,91,2722.5185035564796,356.663489400163,1090.7287657503352,1171761,2722.5185035564796,1.0,1090.728765750335
312.5096500084528,126,995.7875773116167,312.5096500084528,995.7875773116169,126,125.4345290893026,1.0,96,96,2058.1416648543805,125.4345290893026,995.7875773116167,1182539,2058.1416648543805,1.0,995.7875773116169
256.7328275682075,127,1000.5898510136851,256.7328275682075,1000.5898510136851,127,664.502986996261,1.0,98,98,1904.9051442201421,664.502986996261,1000.5898510136851,1192380,1904.9051442201421,1.0,1000.5898510136851
340.41035637296784,128,1118.4657768832944,340.41035637296784,1118.465776883294,128,635.1801685744455,1.0,87,87,2441.9203890428576,635.1801685744455,1118.4657768832944,1201142,2441.9203890428576,1.0,1118.465776883294
337.2740604640031,129,1074.9773282413478,337.2740604640031,1074.9773282413478,129,600.7909924348932,1.0,93,93,2976.9960488837037,600.7909924348932,1074.9773282413478,1210430,2976.9960488837037,1.0,1074.9773282413478
