MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/MaxReturn
277.1502338686635,285035,34.22922104964372,28,185,113.27548191760307,34.22922104964372,1.0,277.1502338686636,277.1502338686636,185,771.8064676172681,28,277.1502338686635,113.27548191760307,1.0,771.8064676172681
308.61806886971164,292927,9.011252999893147,29,163,123.4422763615338,9.011252999893147,0.9938650306748467,308.61806886971164,308.61806886971164,163,1057.479913887156,29,308.61806886971164,123.4422763615338,0.9938650306748467,1057.479913887156
417.0519133345353,301362,49.16111698799978,30,132,241.57512321835208,49.16111698799978,0.9848484848484849,417.05191333453524,417.05191333453524,132,1700.7274695431995,30,417.0519133345353,241.57512321835208,0.9848484848484849,1700.7274695431995
401.35638031183305,309194,16.26807201207809,31,119,184.2046327319312,16.26807201207809,0.9747899159663865,401.356380311833,401.356380311833,119,1017.5632643558608,31,401.35638031183305,184.2046327319312,0.9747899159663865,1017.5632643558608
517.7807560714978,317969,20.64605037855138,32,97,305.3442803629094,20.64605037855138,0.9381443298969072,517.7807560714976,517.7807560714976,97,1799.298064382453,32,517.7807560714978,305.3442803629094,0.9381443298969072,1799.298064382453
543.6085593697258,328588,-24.02765560895189,33,91,426.8656659839323,-24.02765560895189,0.945054945054945,543.6085593697256,543.6085593697256,91,1717.4063117888145,33,543.6085593697258,426.8656659839323,0.945054945054945,1717.4063117888145
406.80095279156325,337575,35.12449763229458,34,119,259.8875157331155,35.12449763229458,0.9915966386554622,406.80095279156325,406.80095279156325,119,1464.4192610894559,34,406.80095279156325,259.8875157331155,0.9915966386554622,1464.4192610894559
437.9861561876001,347457,-5.882661373969489,35,124,258.8954517194151,-5.882661373969489,1.0,437.9861561876001,437.9861561876001,124,1375.6820531075732,35,437.9861561876001,258.8954517194151,1.0,1375.6820531075732
600.3615331669812,355876,90.45771717491948,36,92,387.9823014123857,90.45771717491948,0.967391304347826,600.3615331669813,600.3615331669813,92,1773.1306826328591,36,600.3615331669812,387.9823014123857,0.967391304347826,1773.1306826328591
481.63512449289846,364216,141.07731359784333,37,121,339.26630726702695,141.07731359784333,0.9834710743801653,481.6351244928984,481.6351244928984,121,2054.766999015702,37,481.63512449289846,339.26630726702695,0.9834710743801653,2054.766999015702
502.1623140739629,372681,64.08286937558722,38,118,337.22131692848365,64.08286937558722,1.0,502.16231407396305,502.16231407396305,118,2235.531352468162,38,502.1623140739629,337.22131692848365,1.0,2235.531352468162
476.65874468065886,382037,20.036742156735997,39,104,328.46173789566444,20.036742156735997,0.9807692307692307,476.6587446806588,476.6587446806588,104,2208.355737343669,39,476.65874468065886,328.46173789566444,0.9807692307692307,2208.355737343669
483.20608968318453,391423,77.18649429613471,40,127,311.28913277361636,77.18649429613471,1.0,483.2060896831845,483.2060896831845,127,2322.2490488622957,40,483.20608968318453,311.28913277361636,1.0,2322.2490488622957
549.5229031302936,399743,93.66599371047565,41,110,337.6512129816017,93.66599371047565,1.0,549.5229031302935,549.5229031302935,110,1937.3966148635434,41,549.5229031302936,337.6512129816017,1.0,1937.3966148635434
459.62796568058883,408422,54.48801965492881,42,131,321.85764122495,54.48801965492881,1.0,459.6279656805889,459.6279656805889,131,1605.8521493952148,42,459.62796568058883,321.85764122495,1.0,1605.8521493952148
467.51736337420317,417913,40.2468878442847,43,137,283.5712731966494,40.2468878442847,1.0,467.51736337420317,467.51736337420317,137,1359.1708684892112,43,467.51736337420317,283.5712731966494,1.0,1359.1708684892112
479.21169687289535,427525,105.5290608794452,44,135,308.9340821493586,105.5290608794452,0.9925925925925926,479.21169687289535,479.21169687289535,135,1879.5116581828934,44,479.21169687289535,308.9340821493586,0.9925925925925926,1879.5116581828934
440.5418495611781,436047,75.7532976279023,45,147,297.32217229265217,75.7532976279023,1.0,440.5418495611781,440.5418495611781,147,1294.6354399746294,45,440.5418495611781,297.32217229265217,1.0,1294.6354399746294
497.3250673621301,445158,4.860943402884191,46,139,369.6040580647439,4.860943402884191,1.0,497.3250673621301,497.3250673621301,139,2297.854973285957,46,497.3250673621301,369.6040580647439,1.0,2297.854973285957
549.2190561806752,453958,20.734727790147687,47,131,345.0619247463449,20.734727790147687,1.0,549.2190561806752,549.2190561806752,131,1943.687934086005,47,549.2190561806752,345.0619247463449,1.0,1943.687934086005
421.8383094667038,462858,116.79495238079129,48,153,284.9455475677927,116.79495238079129,1.0,421.8383094667037,421.8383094667037,153,1962.145646182819,48,421.8383094667038,284.9455475677927,1.0,1962.145646182819
423.0637597164404,472002,107.96310302959697,49,156,307.61787561070616,107.96310302959697,1.0,423.06375971644053,423.06375971644053,156,1763.8524798399835,49,423.0637597164404,307.61787561070616,1.0,1763.8524798399835
421.9684157310674,481120,115.54146054728338,50,161,311.5247926990462,115.54146054728338,0.9937888198757764,421.9684157310675,421.9684157310675,161,2524.5914803125524,50,421.9684157310674,311.5247926990462,0.9937888198757764,2524.5914803125524
297.6577538674622,489852,106.88739232786281,51,207,252.0906848976552,106.88739232786281,1.0,297.6577538674622,297.6577538674622,207,1905.125952118714,51,297.6577538674622,252.0906848976552,1.0,1905.125952118714
307.40581898781534,498260,8.24738030895036,52,196,244.70463403465564,8.24738030895036,1.0,307.4058189878153,307.4058189878153,196,1394.3626572958167,52,307.40581898781534,244.70463403465564,1.0,1394.3626572958167
329.0319610852493,506343,103.14613641662513,53,194,327.45161918835544,103.14613641662513,1.0,329.0319610852493,329.0319610852493,194,2539.1996577795203,53,329.0319610852493,327.45161918835544,1.0,2539.1996577795203
310.62515015920786,514471,38.97974886280408,54,210,254.35394830428848,38.97974886280408,1.0,310.62515015920786,310.62515015920786,210,1515.5093472707547,54,310.62515015920786,254.35394830428848,1.0,1515.5093472707547
458.53337614859413,522690,107.23032556499783,55,154,446.6228558138766,107.23032556499783,0.9935064935064936,458.533376148594,458.533376148594,154,2392.896983932004,55,458.53337614859413,446.6228558138766,0.9935064935064936,2392.896983932004
814.0506498731573,531924,69.53555908958859,56,102,551.8970300541431,69.53555908958859,0.9901960784313726,814.0506498731572,814.0506498731572,102,2697.9599182493753,56,814.0506498731573,551.8970300541431,0.9901960784313726,2697.9599182493753
500.5688363682019,543128,87.8557168935072,57,140,463.63491545861865,87.8557168935072,1.0,500.568836368202,500.568836368202,140,2456.260315104046,57,500.5688363682019,463.63491545861865,1.0,2456.260315104046
961.9584988187039,552294,100.21562738411289,58,88,947.3164621063414,100.21562738411289,0.9090909090909091,961.9584988187038,961.9584988187038,88,3434.8592337158707,58,961.9584988187039,947.3164621063414,0.9090909090909091,3434.8592337158707
817.184407334272,561965,93.25595723661863,59,106,905.6650285597467,93.25595723661863,0.9433962264150944,817.1844073342722,817.1844073342722,106,3448.7974490643414,59,817.184407334272,905.6650285597467,0.9433962264150944,3448.7974490643414
1036.5242318611083,571654,94.88279405524189,60,88,1011.8280651635436,94.88279405524189,0.9318181818181818,1036.524231861108,1036.524231861108,88,3558.8281540001817,60,1036.5242318611083,1011.8280651635436,0.9318181818181818,3558.8281540001817
1036.1233574706691,581432,-5.363512433674293,61,88,1166.7974571089285,-5.363512433674293,0.8295454545454546,1036.1233574706691,1036.1233574706691,88,3588.9140613713944,61,1036.1233574706691,1166.7974571089285,0.8295454545454546,3588.9140613713944
799.9795955478627,590640,76.04169232895258,62,119,1035.5880000677373,76.04169232895258,0.9159663865546218,799.9795955478628,799.9795955478628,119,3762.0793406852777,62,799.9795955478627,1035.5880000677373,0.9159663865546218,3762.0793406852777
829.354122668123,599011,122.67944647556985,63,117,1048.8018338889963,122.67944647556985,0.9230769230769231,829.354122668123,829.354122668123,117,3686.042478408765,63,829.354122668123,1048.8018338889963,0.9230769230769231,3686.042478408765
843.4845338987828,607885,117.23745306727712,64,115,1053.6010374661937,117.23745306727712,0.9130434782608695,843.4845338987831,843.4845338987831,115,3972.912780345147,64,843.4845338987828,1053.6010374661937,0.9130434782608695,3972.912780345147
756.5055605556989,616614,114.17094721465268,65,123,822.8012465382645,114.17094721465268,0.991869918699187,756.5055605556989,756.5055605556989,123,3714.0234009287924,65,756.5055605556989,822.8012465382645,0.991869918699187,3714.0234009287924
494.1556776105969,626117,124.71083077501703,66,175,835.5436666547592,124.71083077501703,0.9542857142857143,494.155677610597,494.155677610597,175,3793.3040566891896,66,494.1556776105969,835.5436666547592,0.9542857142857143,3793.3040566891896
498.5397945746026,635497,105.30464690101238,67,159,679.961772299539,105.30464690101238,0.9874213836477987,498.5397945746026,498.5397945746026,159,4066.10528677179,67,498.5397945746026,679.961772299539,0.9874213836477987,4066.10528677179
563.2408373428299,643161,120.31853077059937,68,155,797.0137640463884,120.31853077059937,0.9806451612903225,563.2408373428299,563.2408373428299,155,4118.328008680021,68,563.2408373428299,797.0137640463884,0.9806451612903225,4118.328008680021
666.8374607768403,652463,84.33554155990556,69,135,810.7272740008237,84.33554155990556,0.9851851851851852,666.8374607768403,666.8374607768403,135,4117.457183618034,69,666.8374607768403,810.7272740008237,0.9851851851851852,4117.457183618034
436.80898657795706,660200,130.14475970080133,70,174,523.5980469363952,130.14475970080133,1.0,436.80898657795706,436.80898657795706,174,3674.360255768512,70,436.80898657795706,523.5980469363952,1.0,3674.360255768512
464.28890988991054,669070,77.07838733605159,71,171,634.940790702385,77.07838733605159,0.9941520467836257,464.28890988991054,464.28890988991054,171,3743.028609761638,71,464.28890988991054,634.940790702385,0.9941520467836257,3743.028609761638
429.5023137393378,677800,78.8466893564803,72,188,503.9093671469089,78.8466893564803,1.0,429.5023137393378,429.5023137393378,188,2561.5137971143645,72,429.5023137393378,503.9093671469089,1.0,2561.5137971143645
555.1056481316575,685676,109.6880682392811,73,157,777.2789044757981,109.6880682392811,0.9936305732484076,555.1056481316575,555.1056481316575,157,4319.56132458662,73,555.1056481316575,777.2789044757981,0.9936305732484076,4319.56132458662
429.94530154237384,694158,105.06251323812052,74,184,533.1860687548971,105.06251323812052,1.0,429.9453015423737,429.9453015423737,184,2996.6559681376834,74,429.94530154237384,533.1860687548971,1.0,2996.6559681376834
659.2205454943663,702110,80.1719266815141,75,130,514.9849607476337,80.1719266815141,1.0,659.2205454943663,659.2205454943663,130,2645.0718739001186,75,659.2205454943663,514.9849607476337,1.0,2645.0718739001186
375.34865711914307,710337,76.84166293731413,76,193,508.9597175951704,76.84166293731413,0.9948186528497409,375.34865711914307,375.34865711914307,193,3547.1486390405316,76,375.34865711914307,508.9597175951704,0.9948186528497409,3547.1486390405316
508.1544978403628,718472,93.79711600424288,77,148,422.8133538828309,93.79711600424288,1.0,508.1544978403627,508.1544978403627,148,3060.3036034337033,77,508.1544978403628,422.8133538828309,1.0,3060.3036034337033
459.61461262655337,726740,71.86061769721671,78,161,396.8017231830566,71.86061769721671,1.0,459.6146126265533,459.6146126265533,161,1954.2239923457319,78,459.61461262655337,396.8017231830566,1.0,1954.2239923457319
392.02182710485084,734585,82.03581744729911,79,177,336.50697502489015,82.03581744729911,1.0,392.021827104851,392.021827104851,177,1828.0601842580525,79,392.02182710485084,336.50697502489015,1.0,1828.0601842580525
649.0306567635857,742638,57.1444848400664,80,135,517.2820222748719,57.1444848400664,1.0,649.0306567635857,649.0306567635857,135,2892.7507817176797,80,649.0306567635857,517.2820222748719,1.0,2892.7507817176797
608.288901083266,750516,93.65551543882,81,135,358.43373161078586,93.65551543882,1.0,608.288901083266,608.288901083266,135,1700.0162473714063,81,608.288901083266,358.43373161078586,1.0,1700.0162473714063
743.5653198199055,758314,105.18270192749583,82,115,402.1905250458999,105.18270192749583,1.0,743.5653198199055,743.5653198199055,115,2184.8275677604665,82,743.5653198199055,402.1905250458999,1.0,2184.8275677604665
532.0493783384372,766360,-55.61020397099929,83,141,349.0674333620015,-55.61020397099929,1.0,532.0493783384372,532.0493783384372,141,1834.7656855115142,83,532.0493783384372,349.0674333620015,1.0,1834.7656855115142
475.0843863946302,774644,105.60332628201182,84,166,380.0544014208423,105.60332628201182,1.0,475.0843863946302,475.0843863946302,166,1864.7140425017578,84,475.0843863946302,380.0544014208423,1.0,1864.7140425017578
406.2627385319643,782701,29.112337716708844,85,179,358.5064803245547,29.112337716708844,1.0,406.2627385319643,406.2627385319643,179,2063.688571974186,85,406.2627385319643,358.5064803245547,1.0,2063.688571974186
504.42413404842154,790766,104.09582916742066,86,153,401.58176042274243,104.09582916742066,1.0,504.4241340484215,504.4241340484215,153,2005.0189971166776,86,504.42413404842154,401.58176042274243,1.0,2005.0189971166776
598.1834942818327,798354,-91.63128265900517,87,149,605.811317107845,-91.63128265900517,1.0,598.1834942818327,598.1834942818327,149,3632.6526262800785,87,598.1834942818327,605.811317107845,1.0,3632.6526262800785
593.9532333921047,806295,131.61814053765912,88,144,566.4091839220555,131.61814053765912,1.0,593.9532333921047,593.9532333921047,144,3418.5951193478495,88,593.9532333921047,566.4091839220555,1.0,3418.5951193478495
405.85656549744635,814801,119.79273854685415,89,189,399.5356627694546,119.79273854685415,1.0,405.85656549744635,405.85656549744635,189,2840.3885938432636,89,405.85656549744635,399.5356627694546,1.0,2840.3885938432636
429.640592232293,822618,102.79450913813997,90,181,393.903196977591,102.79450913813997,1.0,429.6405922322928,429.6405922322928,181,2782.967577107646,90,429.640592232293,393.903196977591,1.0,2782.967577107646
410.29168406873833,830225,106.80302413538165,91,189,340.0914979378428,106.80302413538165,1.0,410.29168406873833,410.29168406873833,189,1333.991478681573,91,410.29168406873833,340.0914979378428,1.0,1333.991478681573
344.7282758416905,838348,88.35432750059012,92,209,306.3914722510425,88.35432750059012,1.0,344.72827584169056,344.72827584169056,209,1521.808271775259,92,344.7282758416905,306.3914722510425,1.0,1521.808271775259
516.234693015009,846020,117.5128973081492,93,155,330.7215230222233,117.5128973081492,1.0,516.234693015009,516.234693015009,155,1408.8762081934433,93,516.234693015009,330.7215230222233,1.0,1408.8762081934433
351.20515778725525,853751,120.65140926886166,94,203,306.43102102766807,120.65140926886166,1.0,351.20515778725525,351.20515778725525,203,1684.1958837816767,94,351.20515778725525,306.43102102766807,1.0,1684.1958837816767
480.08992064322774,861626,112.48208346498258,95,166,358.26357122644464,112.48208346498258,1.0,480.08992064322774,480.08992064322774,166,1607.2694743806483,95,480.08992064322774,358.26357122644464,1.0,1607.2694743806483
401.75839552385224,869299,121.9708764304915,96,193,351.7146739137432,121.9708764304915,1.0,401.75839552385224,401.75839552385224,193,1544.228735606405,96,401.75839552385224,351.7146739137432,1.0,1544.228735606405
500.2863874743978,877161,-2.3900364163579293,97,160,368.63360237436535,-2.3900364163579293,1.0,500.2863874743978,500.2863874743978,160,1636.2259328237997,97,500.2863874743978,368.63360237436535,1.0,1636.2259328237997
389.5160352805135,885160,104.60088238120753,98,197,419.4963063598817,104.60088238120753,1.0,389.5160352805135,389.5160352805135,197,2669.143205838074,98,389.5160352805135,419.4963063598817,1.0,2669.143205838074
379.1756089661192,892905,102.30951737668835,99,196,340.3427187899871,102.30951737668835,1.0,379.1756089661191,379.1756089661191,196,1406.0460444029643,99,379.1756089661192,340.3427187899871,1.0,1406.0460444029643
478.1950948230687,900678,102.14770090273618,100,169,372.0405713188507,102.14770090273618,1.0,478.1950948230687,478.1950948230687,169,1777.88561606474,100,478.1950948230687,372.0405713188507,1.0,1777.88561606474
370.02467471647753,908664,114.11798543439718,101,197,332.5018251300779,114.11798543439718,1.0,370.02467471647736,370.02467471647736,197,2050.7083991895684,101,370.02467471647753,332.5018251300779,1.0,2050.7083991895684
439.3161559873037,916691,130.39107754951885,102,183,409.1712338173179,130.39107754951885,1.0,439.3161559873037,439.3161559873037,183,2116.623340958853,102,439.3161559873037,409.1712338173179,1.0,2116.623340958853
399.5551430338759,924743,93.93657035277754,103,191,346.3618806667029,93.93657035277754,1.0,399.5551430338758,399.5551430338758,191,1621.6076538362363,103,399.5551430338759,346.3618806667029,1.0,1621.6076538362363
380.3751028736348,932281,106.78677955573438,104,197,418.587140459694,106.78677955573438,1.0,380.3751028736348,380.3751028736348,197,3176.808762802923,104,380.3751028736348,418.587140459694,1.0,3176.808762802923
385.81424850567095,940542,-2.0697896934278113,105,198,383.6197365226045,-2.0697896934278113,1.0,385.814248505671,385.814248505671,198,1932.383320172064,105,385.81424850567095,383.6197365226045,1.0,1932.383320172064
399.9547845628568,948877,115.37331483581909,106,192,391.8871275003343,115.37331483581909,1.0,399.9547845628568,399.9547845628568,192,1718.9404760241805,106,399.9547845628568,391.8871275003343,1.0,1718.9404760241805
460.5192432307052,957374,6.73635543833274,107,166,404.9750278456013,6.73635543833274,1.0,460.5192432307052,460.5192432307052,166,1997.1222864340782,107,460.5192432307052,404.9750278456013,1.0,1997.1222864340782
429.29990398054576,965334,5.0505973767354,108,183,417.0928790810308,5.0505973767354,1.0,429.29990398054565,429.29990398054565,183,2361.7418258457656,108,429.29990398054576,417.0928790810308,1.0,2361.7418258457656
418.6190843111464,974685,70.34003203852973,109,174,280.11861750185625,70.34003203852973,1.0,418.6190843111464,418.6190843111464,174,1465.6079852606852,109,418.6190843111464,280.11861750185625,1.0,1465.6079852606852
372.1373150084732,982397,121.65216474581108,110,201,329.1841667588853,121.65216474581108,1.0,372.1373150084732,372.1373150084732,201,2030.3398819545669,110,372.1373150084732,329.1841667588853,1.0,2030.3398819545669
482.87886829212204,990340,74.5431446545815,111,172,411.9909779096368,74.5431446545815,1.0,482.87886829212204,482.87886829212204,172,2731.1994238855154,111,482.87886829212204,411.9909779096368,1.0,2731.1994238855154
444.24302810335126,997933,106.08029954714128,112,177,450.0758069497647,106.08029954714128,1.0,444.24302810335143,444.24302810335143,177,1865.7641223954263,112,444.24302810335126,450.0758069497647,1.0,1865.7641223954263
441.952198595571,1006284,105.4003703156891,113,177,356.29337673509104,105.4003703156891,1.0,441.952198595571,441.952198595571,177,2168.8385125463647,113,441.952198595571,356.29337673509104,1.0,2168.8385125463647
400.2933034530895,1014093,101.60907392345527,114,187,307.3861564446592,101.60907392345527,1.0,400.2933034530895,400.2933034530895,187,1516.7400724074039,114,400.2933034530895,307.3861564446592,1.0,1516.7400724074039
519.7795005600655,1022062,131.3401540768832,115,163,380.9564647641333,131.3401540768832,1.0,519.7795005600655,519.7795005600655,163,2048.253778129349,115,519.7795005600655,380.9564647641333,1.0,2048.253778129349
495.34244567757196,1030268,43.20374497248848,116,160,357.05043273647004,43.20374497248848,1.0,495.34244567757196,495.34244567757196,160,1730.5684828776066,116,495.34244567757196,357.05043273647004,1.0,1730.5684828776066
467.57837215603763,1038384,19.68964863055359,117,185,464.01944470464673,19.68964863055359,1.0,467.57837215603763,467.57837215603763,185,3145.9569457350017,117,467.57837215603763,464.01944470464673,1.0,3145.9569457350017
409.3719732282777,1046691,13.443170990118382,118,182,354.7610541819594,13.443170990118382,1.0,409.3719732282777,409.3719732282777,182,1945.6721922343854,118,409.3719732282777,354.7610541819594,1.0,1945.6721922343854
462.6248943088212,1054620,11.978161530135734,119,172,411.5588805228566,11.978161530135734,1.0,462.6248943088212,462.6248943088212,172,2215.27207754688,119,462.6248943088212,411.5588805228566,1.0,2215.27207754688
433.29434124879975,1063271,20.74579738305798,120,180,430.3051045494939,20.74579738305798,1.0,433.29434124879964,433.29434124879964,180,2329.1258069662244,120,433.29434124879975,430.3051045494939,1.0,2329.1258069662244
415.55516458297666,1071828,17.164549085407305,121,186,343.3069347642411,17.164549085407305,1.0,415.55516458297666,415.55516458297666,186,1906.647812429253,121,415.55516458297666,343.3069347642411,1.0,1906.647812429253
319.2717327228084,1080653,13.36995196557748,122,228,274.9165668688798,13.36995196557748,1.0,319.27173272280834,319.27173272280834,228,1650.1148153575502,122,319.2717327228084,274.9165668688798,1.0,1650.1148153575502
393.6224583533123,1088579,20.113687814314964,123,198,343.6167267736672,20.113687814314964,1.0,393.6224583533124,393.6224583533124,198,2004.7259943882887,123,393.6224583533123,343.6167267736672,1.0,2004.7259943882887
305.9884367653943,1097049,13.15608510662824,124,247,323.4641024312346,13.15608510662824,1.0,305.9884367653942,305.9884367653942,247,2076.5507670845655,124,305.9884367653943,323.4641024312346,1.0,2076.5507670845655
280.77319735533433,1105930,14.86388201002093,125,265,241.5854711490693,14.86388201002093,1.0,280.77319735533433,280.77319735533433,265,1516.8546851290896,125,280.77319735533433,241.5854711490693,1.0,1516.8546851290896
