MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,TotalEnvSteps,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/AverageDiscountedReturn
5815.662434635639,6738.755780196278,5815.662434635639,4405.934793947859,0.0,4405.934793947859,28,654.867156031706,25,28,654.867156031706,0.0,25,340000,5815.662434635639,6738.755780196278,5815.662434635639
5652.478679091069,6750.362784558547,5652.478679091069,4308.180321896607,0.0,4308.180321896607,29,802.859873434708,25,29,802.859873434708,0.0,25,350000,5652.478679091069,6750.362784558547,5652.478679091069
5908.840296496738,6882.913416541418,5908.840296496738,4406.786355963463,0.0,4406.786355963463,30,717.8352092835336,25,30,717.8352092835336,0.0,25,360000,5908.840296496738,6882.913416541418,5908.840296496738
5636.217786858306,6602.9598366552555,5636.217786858306,4411.278808847714,0.0,4411.278808847714,31,695.0891463517121,25,31,695.0891463517121,0.0,25,370000,5636.217786858306,6602.9598366552555,5636.217786858306
6020.2641210245065,7173.723997032289,6020.264121024503,4393.731046065923,0.0,4393.731046065923,32,818.4372741813273,25,32,818.4372741813273,0.0,25,380000,6020.2641210245065,7173.723997032289,6020.264121024503
6032.9691352202635,7287.802615241099,6032.969135220266,4418.421074073372,0.0,4418.421074073372,33,885.3214708136011,25,33,885.3214708136011,0.0,25,390000,6032.9691352202635,7287.802615241099,6032.969135220266
6423.401493008576,7250.0895559411265,6423.401493008574,4525.624599418082,0.0,4525.624599418082,34,725.8263019802025,25,34,725.8263019802025,0.0,25,400000,6423.401493008576,7250.0895559411265,6423.401493008574
6518.360552690083,7468.951435142758,6518.360552690084,4899.363368810415,0.0,4899.363368810415,35,717.9746640396055,25,35,717.9746640396055,0.0,25,410000,6518.360552690083,7468.951435142758,6518.360552690084
6723.364689815302,7387.107591006387,6723.364689815303,4777.6141051753675,0.0,4777.6141051753675,36,717.0046746891198,25,36,717.0046746891198,0.0,25,420000,6723.364689815302,7387.107591006387,6723.364689815303
6612.5596082046695,7595.756473932614,6612.5596082046695,4510.453996086456,0.0,4510.453996086456,37,925.7901381411388,25,37,925.7901381411388,0.0,25,430000,6612.5596082046695,7595.756473932614,6612.5596082046695
6564.436997123158,7373.346137216375,6564.436997123158,4771.666314035119,0.0,4771.666314035119,38,613.5809644630145,25,38,613.5809644630145,0.0,25,440000,6564.436997123158,7373.346137216375,6564.436997123158
6696.258013077993,8030.251151947656,6696.258013077993,4738.903752504902,0.0,4738.903752504902,39,916.0827935914394,25,39,916.0827935914394,0.0,25,450000,6696.258013077993,8030.251151947656,6696.258013077993
7029.20667558659,8248.873468841746,7029.206675586589,4822.3707388837265,0.0,4822.3707388837265,40,952.1444628101501,25,40,952.1444628101501,0.0,25,460000,7029.20667558659,8248.873468841746,7029.206675586589
7024.964511210231,8039.794276624174,7024.964511210231,5335.518750070585,0.0,5335.518750070585,41,767.5825563763586,25,41,767.5825563763586,0.0,25,470000,7024.964511210231,8039.794276624174,7024.964511210231
6891.121188445168,8143.728709033922,6891.121188445166,4919.776499472157,0.0,4919.776499472157,42,978.3390827274212,25,42,978.3390827274212,0.0,25,480000,6891.121188445168,8143.728709033922,6891.121188445166
7639.62995288913,8624.299550233798,7639.629952889135,5568.4959983981935,0.0,5568.4959983981935,43,740.7282590320441,25,43,740.7282590320441,0.0,25,490000,7639.62995288913,8624.299550233798,7639.629952889135
7173.978961443492,8908.584166249753,7173.97896144349,4899.992250666088,0.0,4899.992250666088,44,1094.1747713743111,25,44,1094.1747713743111,0.0,25,500000,7173.978961443492,8908.584166249753,7173.97896144349
7233.802699045732,8537.079514092264,7233.802699045735,4968.865524398331,0.0,4968.865524398331,45,970.8341851188758,25,45,970.8341851188758,0.0,25,510000,7233.802699045732,8537.079514092264,7233.802699045735
7370.368638968424,8711.943850138148,7370.3686389684235,4943.630941537111,0.0,4943.630941537111,46,966.2850885132093,25,46,966.2850885132093,0.0,25,520000,7370.368638968424,8711.943850138148,7370.3686389684235
7634.208640200854,9081.128305500499,7634.208640200851,2027.6411522040137,0.0,2027.6411522040137,47,1470.7850169921776,25,47,1470.7850169921776,0.0,25,530000,7634.208640200854,9081.128305500499,7634.208640200851
7918.836260486665,8824.869265038007,7918.836260486664,4859.211414209282,0.0,4859.211414209282,48,1019.6686431968707,25,48,1019.6686431968707,0.0,25,540000,7918.836260486665,8824.869265038007,7918.836260486664
8031.933945349404,9108.360237390196,8031.933945349402,5051.124198580274,0.0,5051.124198580274,49,978.4907011373062,25,49,978.4907011373062,0.0,25,550000,8031.933945349404,9108.360237390196,8031.933945349402
8043.482840022503,9079.178804563899,8043.482840022506,5811.693032686421,0.0,5811.693032686421,50,946.4452507092734,25,50,946.4452507092734,0.0,25,560000,8043.482840022503,9079.178804563899,8043.482840022506
7931.300350352216,8806.908619087295,7931.300350352216,5248.539791611976,0.0,5248.539791611976,51,798.6986493650168,25,51,798.6986493650168,0.0,25,570000,7931.300350352216,8806.908619087295,7931.300350352216
8544.447860710927,9343.158225666759,8544.447860710929,5892.303142939666,0.0,5892.303142939666,52,718.6764904246246,25,52,718.6764904246246,0.0,25,580000,8544.447860710927,9343.158225666759,8544.447860710929
7634.301929840308,9476.972897142487,7634.301929840307,4987.548276615845,0.0,4987.548276615845,53,1303.2318109555388,25,53,1303.2318109555388,0.0,25,590000,7634.301929840308,9476.972897142487,7634.301929840307
8378.131711810991,9441.612160948283,8378.13171181099,6399.3303506625725,0.0,6399.3303506625725,54,910.9136138553232,25,54,910.9136138553232,0.0,25,600000,8378.131711810991,9441.612160948283,8378.13171181099
8614.663483781613,9792.186602489537,8614.663483781613,6171.416649615326,0.0,6171.416649615326,55,1041.3312610689534,25,55,1041.3312610689534,0.0,25,610000,8614.663483781613,9792.186602489537,8614.663483781613
8778.338428482139,9898.100715990882,8778.338428482137,6924.728459450605,0.0,6924.728459450605,56,806.8419155696229,25,56,806.8419155696229,0.0,25,620000,8778.338428482139,9898.100715990882,8778.338428482137
8731.549147705418,9561.606200956772,8731.54914770542,6229.789130713511,0.0,6229.789130713511,57,871.1081592368395,25,57,871.1081592368395,0.0,25,630000,8731.549147705418,9561.606200956772,8731.54914770542
8614.402877761955,9693.587411379276,8614.402877761951,5812.254045746967,0.0,5812.254045746967,58,1055.8178399725687,25,58,1055.8178399725687,0.0,25,640000,8614.402877761955,9693.587411379276,8614.402877761951
8586.241059583053,10123.82690412078,8586.241059583053,5548.466302966753,0.0,5548.466302966753,59,1278.3236263228216,25,59,1278.3236263228216,0.0,25,650000,8586.241059583053,10123.82690412078,8586.241059583053
8847.56962087986,10305.19091079772,8847.56962087986,5591.694865267175,0.0,5591.694865267175,60,1108.4610602235487,25,60,1108.4610602235487,0.0,25,660000,8847.56962087986,10305.19091079772,8847.56962087986
8867.110164685457,10206.994149195378,8867.110164685455,6904.94325659172,0.0,6904.94325659172,61,980.0047242295376,25,61,980.0047242295376,0.0,25,670000,8867.110164685457,10206.994149195378,8867.110164685455
8698.52588262767,10112.056753291525,8698.525882627671,5787.489343815179,0.0,5787.489343815179,62,1108.2911729078253,25,62,1108.2911729078253,0.0,25,680000,8698.52588262767,10112.056753291525,8698.525882627671
8790.206230671463,9627.07702980827,8790.206230671463,5888.042244952229,0.0,5888.042244952229,63,825.6337477988583,25,63,825.6337477988583,0.0,25,690000,8790.206230671463,9627.07702980827,8790.206230671463
9186.555423622378,10539.739925233149,9186.555423622378,7059.514470775042,0.0,7059.514470775042,64,1001.424839454212,25,64,1001.424839454212,0.0,25,700000,9186.555423622378,10539.739925233149,9186.555423622378
8201.332399070685,9573.913973352244,8201.332399070685,5636.5679135656355,0.0,5636.5679135656355,65,1162.4856018103835,25,65,1162.4856018103835,0.0,25,710000,8201.332399070685,9573.913973352244,8201.332399070685
8125.71679836369,8947.639021212291,8125.716798363689,6814.461855046831,0.0,6814.461855046831,66,595.3736247255807,25,66,595.3736247255807,0.0,25,720000,8125.71679836369,8947.639021212291,8125.716798363689
9185.323420762863,10593.401535647776,9185.323420762863,5697.707159732964,0.0,5697.707159732964,67,1321.9225737992326,25,67,1321.9225737992326,0.0,25,730000,9185.323420762863,10593.401535647776,9185.323420762863
8996.182594093882,10514.599098911067,8996.182594093883,6245.665274003825,0.0,6245.665274003825,68,1213.8155873321646,25,68,1213.8155873321646,0.0,25,740000,8996.182594093882,10514.599098911067,8996.182594093883
9113.21272695077,10569.008672849859,9113.21272695077,7283.83893958675,0.0,7283.83893958675,69,988.8487939762689,25,69,988.8487939762689,0.0,25,750000,9113.21272695077,10569.008672849859,9113.21272695077
9461.740340831158,10526.993535402971,9461.74034083116,6244.523943516074,0.0,6244.523943516074,70,872.6228368110575,25,70,872.6228368110575,0.0,25,760000,9461.740340831158,10526.993535402971,9461.74034083116
9178.778719053242,10641.602366046129,9178.77871905324,5848.695811667405,0.0,5848.695811667405,71,1131.419265361809,25,71,1131.419265361809,0.0,25,770000,9178.778719053242,10641.602366046129,9178.77871905324
9448.075705513833,10653.029605650165,9448.075705513831,7716.911783848126,0.0,7716.911783848126,72,948.0539377180704,25,72,948.0539377180704,0.0,25,780000,9448.075705513833,10653.029605650165,9448.075705513831
9251.657480403954,10398.049221464835,9251.657480403954,6217.697042547403,0.0,6217.697042547403,73,1111.0061351937388,25,73,1111.0061351937388,0.0,25,790000,9251.657480403954,10398.049221464835,9251.657480403954
9499.684081347126,10533.398886422425,9499.684081347123,7023.620797916312,0.0,7023.620797916312,74,923.3118386814152,25,74,923.3118386814152,0.0,25,800000,9499.684081347126,10533.398886422425,9499.684081347123
9354.103351753638,10563.0934184918,9354.103351753638,6497.058838344983,0.0,6497.058838344983,75,936.0901863371936,25,75,936.0901863371936,0.0,25,810000,9354.103351753638,10563.0934184918,9354.103351753638
9395.241769443088,10307.146557819644,9395.24176944308,7539.63908392064,0.0,7539.63908392064,76,721.6326020596779,25,76,721.6326020596779,0.0,25,820000,9395.241769443088,10307.146557819644,9395.24176944308
9177.338242134614,10837.30751182702,9177.338242134614,6816.344698926714,0.0,6816.344698926714,77,1135.20848184491,25,77,1135.20848184491,0.0,25,830000,9177.338242134614,10837.30751182702,9177.338242134614
9481.153017375753,10995.78207345539,9481.153017375751,7395.657293776465,0.0,7395.657293776465,78,1055.166161471628,25,78,1055.166161471628,0.0,25,840000,9481.153017375753,10995.78207345539,9481.153017375751
9576.067977352639,10713.143562639698,9576.067977352643,7893.9796946239785,0.0,7893.9796946239785,79,868.0616096522054,25,79,868.0616096522054,0.0,25,850000,9576.067977352639,10713.143562639698,9576.067977352643
9678.5390616853,10665.538763748153,9678.539061685298,7835.83268828032,0.0,7835.83268828032,80,746.1439827100232,25,80,746.1439827100232,0.0,25,860000,9678.5390616853,10665.538763748153,9678.539061685298
9660.458458382784,11025.873623975665,9660.458458382787,6927.22045336036,0.0,6927.22045336036,81,1020.4453865332702,25,81,1020.4453865332702,0.0,25,870000,9660.458458382784,11025.873623975665,9660.458458382787
9160.647445316545,10401.29688910102,9160.64744531655,6771.40426922154,0.0,6771.40426922154,82,1143.192932307851,25,82,1143.192932307851,0.0,25,880000,9160.647445316545,10401.29688910102,9160.64744531655
9890.759049717022,11175.495775887086,9890.759049717024,6593.424302778866,0.0,6593.424302778866,83,1165.7389737641374,25,83,1165.7389737641374,0.0,25,890000,9890.759049717022,11175.495775887086,9890.759049717024
9509.45288161584,11300.961157658803,9509.45288161584,6417.236330578493,0.0,6417.236330578493,84,1032.4312709677356,25,84,1032.4312709677356,0.0,25,900000,9509.45288161584,11300.961157658803,9509.45288161584
10041.52205572358,10926.5531348249,10041.52205572358,8732.919955235759,0.0,8732.919955235759,85,627.6618892738047,25,85,627.6618892738047,0.0,25,910000,10041.52205572358,10926.5531348249,10041.52205572358
9011.216346063697,10488.356949932884,9011.216346063702,7015.153931852387,0.0,7015.153931852387,86,824.8553588981833,25,86,824.8553588981833,0.0,25,920000,9011.216346063697,10488.356949932884,9011.216346063702
9753.347470260984,11251.505086959196,9753.347470260986,6605.469331092364,0.0,6605.469331092364,87,1085.5744145692843,25,87,1085.5744145692843,0.0,25,930000,9753.347470260984,11251.505086959196,9753.347470260986
10322.050339477006,11143.484636299498,10322.050339477004,9129.509311171138,0.0,9129.509311171138,88,604.298402499782,25,88,604.298402499782,0.0,25,940000,10322.050339477006,11143.484636299498,10322.050339477004
10485.67743585614,11663.810272077328,10485.677435856138,6419.083559687762,0.0,6419.083559687762,89,1143.6842890798428,25,89,1143.6842890798428,0.0,25,950000,10485.67743585614,11663.810272077328,10485.677435856138
9706.164075509976,11471.826632340426,9706.164075509976,6694.086259968166,0.0,6694.086259968166,90,1355.5790238816185,25,90,1355.5790238816185,0.0,25,960000,9706.164075509976,11471.826632340426,9706.164075509976
9896.888968506688,10741.207661077447,9896.888968506688,7058.666537608644,0.0,7058.666537608644,91,810.9826542835943,25,91,810.9826542835943,0.0,25,970000,9896.888968506688,10741.207661077447,9896.888968506688
10532.706360245822,11759.924701009066,10532.706360245827,8276.955436306385,0.0,8276.955436306385,92,975.4218143569378,25,92,975.4218143569378,0.0,25,980000,10532.706360245822,11759.924701009066,10532.706360245827
10017.758532548794,11248.176469256461,10017.758532548796,7169.130613969133,0.0,7169.130613969133,93,1040.5772541862527,25,93,1040.5772541862527,0.0,25,990000,10017.758532548794,11248.176469256461,10017.758532548796
10393.978182298242,11289.007346596858,10393.978182298237,9256.45787706576,0.0,9256.45787706576,94,620.8884308883061,25,94,620.8884308883061,0.0,25,1000000,10393.978182298242,11289.007346596858,10393.978182298237
10630.57723875757,11846.824043739323,10630.577238757573,6945.953540413033,0.0,6945.953540413033,95,1263.4231747708482,25,95,1263.4231747708482,0.0,25,1010000,10630.57723875757,11846.824043739323,10630.577238757573
9989.59316196003,11285.242383313964,9989.593161960025,7437.78903410277,0.0,7437.78903410277,96,1048.396331029883,25,96,1048.396331029883,0.0,25,1020000,9989.59316196003,11285.242383313964,9989.593161960025
10274.509277912282,11415.403284809372,10274.509277912288,7333.685625385838,0.0,7333.685625385838,97,848.6726417396551,25,97,848.6726417396551,0.0,25,1030000,10274.509277912282,11415.403284809372,10274.509277912288
10903.01381050799,11861.07398024854,10903.013810507988,9251.329562906792,0.0,9251.329562906792,98,715.5284905790016,25,98,715.5284905790016,0.0,25,1040000,10903.01381050799,11861.07398024854,10903.013810507988
10263.00441915212,11766.736803535814,10263.00441915212,7051.281174719691,0.0,7051.281174719691,99,1212.712600272502,25,99,1212.712600272502,0.0,25,1050000,10263.00441915212,11766.736803535814,10263.00441915212
10661.958311293007,11735.390664270897,10661.958311293005,9166.385897360517,0.0,9166.385897360517,100,770.959921135362,25,100,770.959921135362,0.0,25,1060000,10661.958311293007,11735.390664270897,10661.958311293005
10347.913899691906,11836.14287102822,10347.913899691903,7545.775075741432,0.0,7545.775075741432,101,1103.223764062988,25,101,1103.223764062988,0.0,25,1070000,10347.913899691906,11836.14287102822,10347.913899691903
10509.698575737695,11770.399282375234,10509.698575737693,7555.606630468186,0.0,7555.606630468186,102,943.49252232704,25,102,943.49252232704,0.0,25,1080000,10509.698575737695,11770.399282375234,10509.698575737693
