MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/MinReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/MaxReturn
320.94558123722857,781.4545454545455,1000.0,167.0,360224,34,320.94558123722857,34,11,781.4545454545455,0.36363636363636365,781.4545454545455,167.0,11,781.4545454545455,0.36363636363636365,1000.0
383.7116323230836,449.6190476190476,1000.0,9.0,370605,35,383.7116323230836,35,21,449.6190476190476,0.7142857142857143,449.6190476190476,9.0,21,449.6190476190476,0.7142857142857143,1000.0
278.95535485091517,824.1,1000.0,222.0,380439,36,278.95535485091517,36,10,824.1,0.3,824.1,222.0,10,824.1,0.3,1000.0
338.1102372664553,743.0769230769231,1000.0,68.0,391635,37,338.1102372664553,37,13,743.0769230769231,0.5384615384615384,743.0769230769231,68.0,13,743.0769230769231,0.5384615384615384,1000.0
154.62068281945838,945.3333333333334,1000.0,508.0,402210,38,154.62068281945838,38,9,945.3333333333334,0.1111111111111111,945.3333333333334,508.0,9,945.3333333333334,0.1111111111111111,1000.0
349.05972872114023,751.1818181818181,1000.0,73.0,412962,39,349.05972872114023,39,11,751.1818181818181,0.36363636363636365,751.1818181818181,73.0,11,751.1818181818181,0.36363636363636365,1000.0
0.0,1000.0,1000.0,1000.0,423196,40,0.0,40,8,1000.0,0.0,1000.0,1000.0,8,1000.0,0.0,1000.0
291.2175353452501,825.2727272727273,1000.0,170.0,433366,41,291.2175353452501,41,11,825.2727272727273,0.36363636363636365,825.2727272727273,170.0,11,825.2727272727273,0.36363636363636365,1000.0
280.73162104678477,819.9166666666666,1000.0,141.0,443873,42,280.73162104678477,42,12,819.9166666666666,0.3333333333333333,819.9166666666666,141.0,12,819.9166666666666,0.3333333333333333,1000.0
334.0304879257361,736.3076923076923,1000.0,117.0,453917,43,334.0304879257361,43,13,736.3076923076923,0.46153846153846156,736.3076923076923,117.0,13,736.3076923076923,0.46153846153846156,1000.0
185.11283045753473,903.8,1000.0,394.0,462997,44,185.11283045753473,44,10,903.8,0.3,903.8,394.0,10,903.8,0.3,1000.0
401.83030950033634,696.3076923076923,1000.0,41.0,473304,45,401.83030950033634,45,13,696.3076923076923,0.38461538461538464,696.3076923076923,41.0,13,696.3076923076923,0.38461538461538464,1000.0
322.7383253762507,735.2,1000.0,7.0,482718,46,322.7383253762507,46,15,735.2,0.6,735.2,7.0,15,735.2,0.6,1000.0
285.98540927989256,898.8888888888889,1000.0,90.0,494426,47,285.98540927989256,47,9,898.8888888888889,0.1111111111111111,898.8888888888889,90.0,9,898.8888888888889,0.1111111111111111,1000.0
119.33065639455585,922.1666666666666,1000.0,653.0,506299,48,119.33065639455585,48,12,922.1666666666666,0.3333333333333333,922.1666666666666,653.0,12,922.1666666666666,0.3333333333333333,1000.0
316.010636248564,749.6666666666666,1000.0,98.0,517098,49,316.010636248564,49,12,749.6666666666666,0.4166666666666667,749.6666666666666,98.0,12,749.6666666666666,0.4166666666666667,1000.0
389.71364986216344,642.0666666666667,1000.0,18.0,528796,50,389.71364986216344,50,15,642.0666666666667,0.5333333333333333,642.0666666666667,18.0,15,642.0666666666667,0.5333333333333333,1000.0
327.21404859816147,376.92,1000.0,11.0,540223,51,327.21404859816147,51,25,376.92,0.84,376.92,11.0,25,376.92,0.84,1000.0
338.1805651934425,739.5384615384615,1000.0,90.0,550346,52,338.1805651934425,52,13,739.5384615384615,0.46153846153846156,739.5384615384615,90.0,13,739.5384615384615,0.46153846153846156,1000.0
0.0,1000.0,1000.0,1000.0,560040,53,0.0,53,8,1000.0,0.0,1000.0,1000.0,8,1000.0,0.0,1000.0
59.39696961966999,979.0,1000.0,811.0,570099,54,59.39696961966999,54,9,979.0,0.1111111111111111,979.0,811.0,9,979.0,0.1111111111111111,1000.0
301.42618176853114,780.9166666666666,1000.0,201.0,580352,55,301.42618176853114,55,12,780.9166666666666,0.4166666666666667,780.9166666666666,201.0,12,780.9166666666666,0.4166666666666667,1000.0
336.57474947397804,804.7272727272727,1000.0,35.0,589350,56,336.57474947397804,56,11,804.7272727272727,0.2727272727272727,804.7272727272727,35.0,11,804.7272727272727,0.2727272727272727,1000.0
102.8492100115504,953.8,1000.0,668.0,599621,57,102.8492100115504,57,10,953.8,0.2,953.8,668.0,10,953.8,0.2,1000.0
361.6020597103629,806.6363636363636,1000.0,14.0,611577,58,361.6020597103629,58,11,806.6363636363636,0.2727272727272727,806.6363636363636,14.0,11,806.6363636363636,0.2727272727272727,1000.0
197.84767494044212,891.5454545454545,1000.0,354.0,622543,59,197.84767494044212,59,11,891.5454545454545,0.36363636363636365,891.5454545454545,354.0,11,891.5454545454545,0.36363636363636365,1000.0
275.6145098224899,902.5555555555555,1000.0,123.0,633254,60,275.6145098224899,60,9,902.5555555555555,0.1111111111111111,902.5555555555555,123.0,9,902.5555555555555,0.1111111111111111,1000.0
0.0,1000.0,1000.0,1000.0,643893,61,0.0,61,8,1000.0,0.0,1000.0,1000.0,8,1000.0,0.0,1000.0
238.64712443270713,838.5,1000.0,429.0,654325,62,238.64712443270713,62,10,838.5,0.4,838.5,429.0,10,838.5,0.4,1000.0
0.0,1000.0,1000.0,1000.0,664518,63,0.0,63,8,1000.0,0.0,1000.0,1000.0,8,1000.0,0.0,1000.0
325.70959926835985,745.5833333333334,1000.0,116.0,674850,64,325.70959926835985,64,12,745.5833333333334,0.4166666666666667,745.5833333333334,116.0,12,745.5833333333334,0.4166666666666667,1000.0
406.4284182627952,635.3076923076923,1000.0,27.0,686828,65,406.4284182627952,65,13,635.3076923076923,0.46153846153846156,635.3076923076923,27.0,13,635.3076923076923,0.46153846153846156,1000.0
359.4554191372102,789.7272727272727,1000.0,31.0,697044,66,359.4554191372102,66,11,789.7272727272727,0.2727272727272727,789.7272727272727,31.0,11,789.7272727272727,0.2727272727272727,1000.0
232.52408477402938,898.5,1000.0,224.0,705915,67,232.52408477402938,67,10,898.5,0.3,898.5,224.0,10,898.5,0.3,1000.0
206.72503476840924,898.4,1000.0,407.0,717110,68,206.72503476840924,68,10,898.4,0.2,898.4,407.0,10,898.4,0.2,1000.0
270.0441959542827,804.6363636363636,1000.0,187.0,726590,69,270.0441959542827,69,11,804.6363636363636,0.45454545454545453,804.6363636363636,187.0,11,804.6363636363636,0.45454545454545453,1000.0
323.7536814941132,823.0909090909091,1000.0,146.0,736992,70,323.7536814941132,70,11,823.0909090909091,0.2727272727272727,823.0909090909091,146.0,11,823.0909090909091,0.2727272727272727,1000.0
0.0,1000.0,1000.0,1000.0,746649,71,0.0,71,8,1000.0,0.0,1000.0,1000.0,8,1000.0,0.0,1000.0
310.89898973490057,791.0,1000.0,97.0,756649,72,310.89898973490057,72,11,791.0,0.36363636363636365,791.0,97.0,11,791.0,0.36363636363636365,1000.0
0.0,1000.0,1000.0,1000.0,767198,73,0.0,73,8,1000.0,0.0,1000.0,1000.0,8,1000.0,0.0,1000.0
276.7685132332711,838.9090909090909,1000.0,189.0,777684,74,276.7685132332711,74,11,838.9090909090909,0.2727272727272727,838.9090909090909,189.0,11,838.9090909090909,0.2727272727272727,1000.0
354.9260944821875,707.9230769230769,1000.0,12.0,788833,75,354.9260944821875,75,13,707.9230769230769,0.46153846153846156,707.9230769230769,12.0,13,707.9230769230769,0.46153846153846156,1000.0
275.164294356824,746.6666666666666,1000.0,187.0,798588,76,275.164294356824,76,12,746.6666666666666,0.5833333333333334,746.6666666666666,187.0,12,746.6666666666666,0.5833333333333334,1000.0
