MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,TotalEnvSteps,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/AverageReturn
842.1087468620735,1592.7340862403953,814.7719046214038,3381.008628569536,0.8787878787878788,66,1107171,117,66,3381.008628569536,1592.7340862403953,0.8787878787878788,117,1592.7340862403953,814.7719046214038,842.1087468620735,1592.7340862403953
331.77878750005556,1143.5166824025905,425.8399107941875,2838.5741602124644,1.0,89,1116814,118,89,2838.5741602124644,1143.5166824025905,1.0,118,1143.5166824025905,425.8399107941875,331.77878750005556,1143.5166824025905
591.0042063814569,1385.172495015962,594.3530300708741,3388.067611879235,0.972972972972973,74,1126081,119,74,3388.067611879235,1385.1724950159619,0.972972972972973,119,1385.172495015962,594.3530300708741,591.0042063814569,1385.1724950159619
653.6976073291202,1208.8138889754791,439.39664599360947,3013.7010773822612,1.0,84,1135830,120,84,3013.7010773822612,1208.8138889754791,1.0,120,1208.8138889754791,439.39664599360947,653.6976073291202,1208.8138889754791
584.8865158510104,1774.3405415401617,856.0171135294753,3361.249057421305,0.8363636363636363,55,1145822,121,55,3361.249057421305,1774.3405415401617,0.8363636363636363,121,1774.3405415401617,856.0171135294753,584.8865158510104,1774.3405415401617
665.2546623954983,1386.6733367570862,654.5766248361708,3316.9828938036844,0.9605263157894737,76,1156286,122,76,3316.9828938036844,1386.6733367570862,0.9605263157894737,122,1386.6733367570862,654.5766248361708,665.2546623954983,1386.6733367570862
728.9567591016834,1388.3143714899893,630.7103907845974,3339.017107524101,0.9625,80,1164889,123,80,3339.017107524101,1388.314371489989,0.9625,123,1388.3143714899893,630.7103907845974,728.9567591016834,1388.314371489989
554.8974211598901,1551.0792682434455,648.1930034220585,3338.7383881200626,0.9859154929577465,71,1173298,124,71,3338.7383881200626,1551.0792682434455,0.9859154929577465,124,1551.0792682434455,648.1930034220585,554.8974211598901,1551.0792682434455
66.05504601968093,1263.1824144646207,627.152635708315,3328.2760137490463,0.9879518072289156,83,1183326,125,83,3328.2760137490463,1263.1824144646207,0.9879518072289156,125,1263.1824144646207,627.152635708315,66.05504601968093,1263.1824144646207
527.1725147493022,1539.3769197659235,802.3799167468587,3450.2368299804825,0.9315068493150684,73,1192404,126,73,3450.2368299804825,1539.3769197659235,0.9315068493150684,126,1539.3769197659235,802.3799167468587,527.1725147493022,1539.3769197659235
598.6882197264131,1343.932076617748,717.368270217085,3387.2151372085673,0.9625,80,1203241,127,80,3387.2151372085673,1343.932076617748,0.9625,127,1343.932076617748,717.368270217085,598.6882197264131,1343.932076617748
811.244594428821,1452.3820600834645,633.0810852128998,3295.0282878699672,0.958904109589041,73,1212502,128,73,3295.0282878699672,1452.3820600834645,0.958904109589041,128,1452.3820600834645,633.0810852128998,811.244594428821,1452.3820600834645
488.88889634178304,1603.827979374349,837.617396934059,3290.868027293701,0.9242424242424242,66,1222937,129,66,3290.868027293701,1603.8279793743488,0.9242424242424242,129,1603.827979374349,837.617396934059,488.88889634178304,1603.8279793743488
692.4182813192567,1448.939504489273,654.2210194312343,3379.0458669812497,0.9583333333333334,72,1233104,130,72,3379.0458669812497,1448.9395044892728,0.9583333333333334,130,1448.939504489273,654.2210194312343,692.4182813192567,1448.9395044892728
761.7940991838034,1455.5417002981824,611.0786352360135,3303.7143288188718,0.987012987012987,77,1242479,131,77,3303.7143288188718,1455.5417002981824,0.987012987012987,131,1455.5417002981824,611.0786352360135,761.7940991838034,1455.5417002981824
358.1484043879066,1418.1597913093776,732.8176488138356,3381.784770422947,0.9285714285714286,70,1251245,132,70,3381.784770422947,1418.1597913093776,0.9285714285714286,132,1418.1597913093776,732.8176488138356,358.1484043879066,1418.1597913093776
362.8208414619738,1731.5046153133544,845.5227048242234,3352.915391259562,0.9016393442622951,61,1262646,133,61,3352.915391259562,1731.5046153133546,0.9016393442622951,133,1731.5046153133544,845.5227048242234,362.8208414619738,1731.5046153133546
556.8029536083898,1122.7913111154046,288.51138877678466,2237.8527134330457,1.0,90,1272116,134,90,2237.8527134330457,1122.7913111154046,1.0,134,1122.7913111154046,288.51138877678466,556.8029536083898,1122.7913111154046
809.799874390537,1820.6266270603005,919.9246437421655,3356.670277708193,0.8333333333333334,60,1282337,135,60,3356.670277708193,1820.6266270603005,0.8333333333333334,135,1820.6266270603005,919.9246437421655,809.799874390537,1820.6266270603005
611.0749878565827,1332.1318521416724,538.7351407721371,3378.8583952128597,0.987012987012987,77,1292076,136,77,3378.8583952128597,1332.1318521416724,0.987012987012987,136,1332.1318521416724,538.7351407721371,611.0749878565827,1332.1318521416724
651.970054633142,1176.2729951257966,456.6838261883544,3316.343645069476,0.9887640449438202,89,1302762,137,89,3316.343645069476,1176.2729951257968,0.9887640449438202,137,1176.2729951257966,456.6838261883544,651.970054633142,1176.2729951257968
705.9240059448477,1370.4462969613867,602.0602845883423,3311.787934809783,0.9743589743589743,78,1312132,138,78,3311.787934809783,1370.4462969613865,0.9743589743589743,138,1370.4462969613867,602.0602845883423,705.9240059448477,1370.4462969613865
13.625751864457882,1194.2460265882496,444.3888709256487,2813.7534569771024,1.0,86,1322282,139,86,2813.7534569771024,1194.2460265882496,1.0,139,1194.2460265882496,444.3888709256487,13.625751864457882,1194.2460265882496
801.1325350564217,1343.7877698554266,527.9857046950951,3319.237244574518,0.9875,80,1332200,140,80,3319.237244574518,1343.7877698554269,0.9875,140,1343.7877698554266,527.9857046950951,801.1325350564217,1343.7877698554269
337.4311305189585,1056.3919763504493,323.61488599224816,2450.0095832452084,1.0,100,1342398,141,100,2450.0095832452084,1056.3919763504493,1.0,141,1056.3919763504493,323.61488599224816,337.4311305189585,1056.3919763504493
741.1034848704272,1250.3781091623061,485.8583765797076,3502.8465265720347,0.9878048780487805,82,1350560,142,82,3502.8465265720347,1250.3781091623064,0.9878048780487805,142,1250.3781091623061,485.8583765797076,741.1034848704272,1250.3781091623064
10.998445883020276,1007.5696050005057,234.31441757696186,1912.2973637131545,1.0,98,1359859,143,98,1912.2973637131545,1007.5696050005057,1.0,143,1007.5696050005057,234.31441757696186,10.998445883020276,1007.5696050005057
737.195018386262,1142.3417453374939,372.5885199529749,3326.510128358686,0.9886363636363636,88,1369972,144,88,3326.510128358686,1142.3417453374939,0.9886363636363636,144,1142.3417453374939,372.5885199529749,737.195018386262,1142.3417453374939
689.6931209747601,1103.597198184429,347.6886847639467,2862.837036275101,1.0,89,1378277,145,89,2862.837036275101,1103.597198184429,1.0,145,1103.597198184429,347.6886847639467,689.6931209747601,1103.597198184429
680.0911170298186,1147.0529143516071,390.58701358416226,2330.246384481493,1.0,89,1389842,146,89,2330.246384481493,1147.0529143516071,1.0,146,1147.0529143516071,390.58701358416226,680.0911170298186,1147.0529143516071
723.2376637785607,1336.940948348316,672.8271840547885,3465.0921248331424,0.9605263157894737,76,1398450,147,76,3465.0921248331424,1336.9409483483157,0.9605263157894737,147,1336.940948348316,672.8271840547885,723.2376637785607,1336.9409483483157
689.2494017064735,1309.4926515665902,596.467845382125,3357.8395549818274,0.987012987012987,77,1408645,148,77,3357.8395549818274,1309.4926515665902,0.987012987012987,148,1309.4926515665902,596.467845382125,689.2494017064735,1309.4926515665902
628.2722172409296,1010.4298799135414,246.9065562073364,1882.258201317349,1.0,102,1419047,149,102,1882.258201317349,1010.4298799135414,1.0,149,1010.4298799135414,246.9065562073364,628.2722172409296,1010.4298799135414
499.83094767110356,937.125725582427,287.24740471999286,1847.2701886161913,1.0,104,1429669,150,104,1847.2701886161913,937.1257255824269,1.0,150,937.125725582427,287.24740471999286,499.83094767110356,937.1257255824269
632.373963271241,1170.0227674915275,405.77820612050584,2585.3333853214567,1.0,88,1437686,151,88,2585.3333853214567,1170.0227674915275,1.0,151,1170.0227674915275,405.77820612050584,632.373963271241,1170.0227674915275
563.941557781911,964.7184950989273,206.24548664248033,1640.413669540359,1.0,103,1447137,152,103,1640.413669540359,964.7184950989271,1.0,152,964.7184950989273,206.24548664248033,563.941557781911,964.7184950989271
683.4570293235104,1276.8028321042846,501.03232176305164,2991.4119427211535,1.0,85,1457318,153,85,2991.4119427211535,1276.8028321042848,1.0,153,1276.8028321042846,501.03232176305164,683.4570293235104,1276.8028321042848
223.04740478073805,1013.237800483933,454.8457295552413,3312.1467390678467,0.9895833333333334,96,1466880,154,96,3312.1467390678467,1013.2378004839329,0.9895833333333334,154,1013.237800483933,454.8457295552413,223.04740478073805,1013.2378004839329
537.8032164322801,1233.576857243149,600.8424370692662,3382.9014508074565,0.975,80,1474900,155,80,3382.9014508074565,1233.5768572431487,0.975,155,1233.576857243149,600.8424370692662,537.8032164322801,1233.5768572431487
607.6788864791953,1077.7698366826376,387.9553824517494,3292.062868003831,1.0,95,1485007,156,95,3292.062868003831,1077.7698366826376,1.0,156,1077.7698366826376,387.9553824517494,607.6788864791953,1077.7698366826376
234.21210241686111,1008.6058490212837,264.493471038508,1981.4643116613186,1.0,99,1496628,157,99,1981.4643116613186,1008.6058490212837,1.0,157,1008.6058490212837,264.493471038508,234.21210241686111,1008.6058490212837
553.5666016684886,1080.6499886560018,398.768595291217,2796.5574055893862,1.0,94,1505721,158,94,2796.5574055893862,1080.6499886560018,1.0,158,1080.6499886560018,398.768595291217,553.5666016684886,1080.6499886560018
290.1621095350581,856.7350168585202,276.120214544994,2678.554492778982,1.0,117,1515440,159,117,2678.554492778982,856.7350168585201,1.0,159,856.7350168585202,276.120214544994,290.1621095350581,856.7350168585201
633.5733649036096,1211.7644892005248,636.157723939955,3392.62465542129,0.9647058823529412,85,1526139,160,85,3392.62465542129,1211.7644892005248,0.9647058823529412,160,1211.7644892005248,636.157723939955,633.5733649036096,1211.7644892005248
632.3962319856216,994.0879775958471,284.7669428118943,2532.3051244477188,1.0,102,1535282,161,102,2532.3051244477188,994.0879775958468,1.0,161,994.0879775958471,284.7669428118943,632.3962319856216,994.0879775958468
541.9056198417311,907.8898096479809,193.12217949663366,1639.937618046993,1.0,109,1545915,162,109,1639.937618046993,907.8898096479809,1.0,162,907.8898096479809,193.12217949663366,541.9056198417311,907.8898096479809
227.86417965028946,913.8735571683854,278.0073530430646,1906.8648670244086,1.0,110,1554993,163,110,1906.8648670244086,913.8735571683858,1.0,163,913.8735571683854,278.0073530430646,227.86417965028946,913.8735571683858
530.9915013395205,992.0898216850126,310.74116487894713,2644.7066063581424,1.0,98,1563423,164,98,2644.7066063581424,992.0898216850128,1.0,164,992.0898216850126,310.74116487894713,530.9915013395205,992.0898216850128
283.69951461832443,964.9710012194098,333.21427279216397,2996.7264925375794,1.0,104,1571933,165,104,2996.7264925375794,964.9710012194096,1.0,165,964.9710012194098,333.21427279216397,283.69951461832443,964.9710012194096
761.1586501704807,1126.7226258762405,420.81673436018974,3394.5535129906866,0.9893617021276596,94,1580930,166,94,3394.5535129906866,1126.7226258762407,0.9893617021276596,166,1126.7226258762405,420.81673436018974,761.1586501704807,1126.7226258762407
538.1516537589343,958.4609689115363,282.77707093347317,2058.1436900202953,1.0,106,1589547,167,106,2058.1436900202953,958.4609689115363,1.0,167,958.4609689115363,282.77707093347317,538.1516537589343,958.4609689115363
632.4396772082548,1103.8771935554862,505.8488041299965,3352.7520705934803,0.989010989010989,91,1599792,168,91,3352.7520705934803,1103.8771935554862,0.989010989010989,168,1103.8771935554862,505.8488041299965,632.4396772082548,1103.8771935554862
742.3580119326996,1111.0033015209651,266.5893445890171,2269.651950429845,1.0,90,1609035,169,90,2269.651950429845,1111.0033015209651,1.0,169,1111.0033015209651,266.5893445890171,742.3580119326996,1111.0033015209651
672.528976720502,1032.1157499516714,292.54877477699995,2144.4823148870755,1.0,99,1618207,170,99,2144.4823148870755,1032.1157499516714,1.0,170,1032.1157499516714,292.54877477699995,672.528976720502,1032.1157499516714
220.90708013255858,1127.3026387875302,749.5208539218235,3438.255195883107,0.9456521739130435,92,1629474,171,92,3438.255195883107,1127.3026387875302,0.9456521739130435,171,1127.3026387875302,749.5208539218235,220.90708013255858,1127.3026387875302
479.7383997344995,989.8790041321113,215.37240480712614,1675.9433527620974,1.0,100,1638134,172,100,1675.9433527620974,989.8790041321113,1.0,172,989.8790041321113,215.37240480712614,479.7383997344995,989.8790041321113
577.6066358097218,1039.6334656711065,245.5305132430879,2049.5967928246773,1.0,98,1647763,173,98,2049.5967928246773,1039.6334656711065,1.0,173,1039.6334656711065,245.5305132430879,577.6066358097218,1039.6334656711065
723.3370388650768,1211.6366083693817,438.55489519526503,3308.3128729491655,1.0,84,1656921,174,84,3308.3128729491655,1211.6366083693817,1.0,174,1211.6366083693817,438.55489519526503,723.3370388650768,1211.6366083693817
667.6432212821112,1081.0005241796978,283.8745289652847,1975.5872479478346,1.0,95,1668088,175,95,1975.5872479478346,1081.0005241796975,1.0,175,1081.0005241796978,283.8745289652847,667.6432212821112,1081.0005241796975
681.8355530585628,1225.083189650345,533.8212692339195,3374.5816960659636,0.9764705882352941,85,1678139,176,85,3374.5816960659636,1225.0831896503448,0.9764705882352941,176,1225.083189650345,533.8212692339195,681.8355530585628,1225.0831896503448
328.48240509377086,1106.1270632244934,430.4969778947933,3344.473895547557,0.9894736842105263,95,1689506,177,95,3344.473895547557,1106.1270632244937,0.9894736842105263,177,1106.1270632244934,430.4969778947933,328.48240509377086,1106.1270632244937
666.9937759761308,1004.0324759748563,320.62688420296723,2492.7147914182237,1.0,104,1699433,178,104,2492.7147914182237,1004.032475974856,1.0,178,1004.0324759748563,320.62688420296723,666.9937759761308,1004.032475974856
660.1043684734595,952.1253670571017,226.33682409546927,1981.335769297863,1.0,103,1708687,179,103,1981.335769297863,952.1253670571017,1.0,179,952.1253670571017,226.33682409546927,660.1043684734595,952.1253670571017
235.89219546179424,909.9171593774197,253.25543525546544,2002.895625397309,1.0,107,1717485,180,107,2002.895625397309,909.9171593774198,1.0,180,909.9171593774197,253.25543525546544,235.89219546179424,909.9171593774198
570.7036723061656,987.4006311308536,299.7649764726784,2512.320346087522,1.0,96,1726648,181,96,2512.320346087522,987.4006311308536,1.0,181,987.4006311308536,299.7649764726784,570.7036723061656,987.4006311308536
354.26665969929263,1072.1560042799517,309.51567208918914,1969.1013781372346,1.0,96,1736408,182,96,1969.1013781372346,1072.1560042799517,1.0,182,1072.1560042799517,309.51567208918914,354.26665969929263,1072.1560042799517
282.5167984879408,1117.4090669677112,272.16263729855865,2225.6460656648383,1.0,91,1747233,183,91,2225.6460656648383,1117.4090669677112,1.0,183,1117.4090669677112,272.16263729855865,282.5167984879408,1117.4090669677112
634.1541831901055,1169.3538044480315,481.38514044134666,3339.754839975286,0.9887640449438202,89,1756312,184,89,3339.754839975286,1169.3538044480315,0.9887640449438202,184,1169.3538044480315,481.38514044134666,634.1541831901055,1169.3538044480315
10.889773541903557,1016.4688186576857,263.7643273518416,2110.6391224085664,1.0,97,1767160,185,97,2110.6391224085664,1016.4688186576857,1.0,185,1016.4688186576857,263.7643273518416,10.889773541903557,1016.4688186576857
323.972908207376,1085.4525276492457,312.88669065507514,2884.024389725232,1.0,92,1777244,186,92,2884.024389725232,1085.4525276492457,1.0,186,1085.4525276492457,312.88669065507514,323.972908207376,1085.4525276492457
584.7499746461714,1019.2056557312702,221.63133883155572,1879.4456786304272,1.0,96,1787928,187,96,1879.4456786304272,1019.2056557312699,1.0,187,1019.2056557312702,221.63133883155572,584.7499746461714,1019.2056557312699
530.081219450748,1041.4430165914478,282.076925628022,2066.3126967726316,1.0,94,1797364,188,94,2066.3126967726316,1041.443016591448,1.0,188,1041.4430165914478,282.076925628022,530.081219450748,1041.443016591448
646.8407918352684,1000.8905943009003,234.06673107802322,1822.8813430193663,1.0,98,1807469,189,98,1822.8813430193663,1000.8905943009003,1.0,189,1000.8905943009003,234.06673107802322,646.8407918352684,1000.8905943009003
265.97610251497315,1138.0786031531743,469.84107878831577,2836.326148030108,1.0,90,1817288,190,90,2836.326148030108,1138.0786031531743,1.0,190,1138.0786031531743,469.84107878831577,265.97610251497315,1138.0786031531743
576.9887160395191,963.0513867341273,258.6370921848668,2052.83698202943,1.0,106,1826528,191,106,2052.83698202943,963.0513867341273,1.0,191,963.0513867341273,258.6370921848668,576.9887160395191,963.0513867341273
578.7239444697339,961.6724520715278,204.92828483426254,1845.1956038987958,1.0,103,1836391,192,103,1845.1956038987958,961.6724520715279,1.0,192,961.6724520715278,204.92828483426254,578.7239444697339,961.6724520715279
548.1051906015027,867.6705436431273,209.6849361053284,1836.0555252221582,1.0,112,1845752,193,112,1836.0555252221582,867.6705436431274,1.0,193,867.6705436431273,209.6849361053284,548.1051906015027,867.6705436431274
286.2362099491779,908.1532784678242,205.73671286846238,1756.9979114632858,1.0,107,1854829,194,107,1756.9979114632858,908.1532784678242,1.0,194,908.1532784678242,205.73671286846238,286.2362099491779,908.1532784678242
529.6578540102654,929.7919934379078,230.75360193930578,1617.8658377936115,1.0,107,1863440,195,107,1617.8658377936115,929.7919934379075,1.0,195,929.7919934379078,230.75360193930578,529.6578540102654,929.7919934379075
612.232714208183,886.0772362123251,220.0381718712243,1941.1927533446594,1.0,112,1873915,196,112,1941.1927533446594,886.0772362123251,1.0,196,886.0772362123251,220.0381718712243,612.232714208183,886.0772362123251
561.4127210812998,922.2150230461639,207.10193746088322,1866.034449952297,1.0,108,1884151,197,108,1866.034449952297,922.2150230461638,1.0,197,922.2150230461639,207.10193746088322,561.4127210812998,922.2150230461638
568.6428322040821,928.5939348936969,288.8222940427301,1959.992409710415,1.0,107,1893230,198,107,1959.992409710415,928.593934893697,1.0,198,928.5939348936969,288.8222940427301,568.6428322040821,928.593934893697
590.1307844664776,909.1476527710108,204.84131134971403,1620.428894106104,1.0,113,1902000,199,113,1620.428894106104,909.1476527710107,1.0,199,909.1476527710108,204.84131134971403,590.1307844664776,909.1476527710107
674.998347589016,940.689773714369,199.61933296992868,1867.33527710114,1.0,111,1910951,200,111,1867.33527710114,940.689773714369,1.0,200,940.689773714369,199.61933296992868,674.998347589016,940.689773714369
584.2680425897578,840.6892461977989,195.51816740233875,2172.903674611902,1.0,115,1919766,201,115,2172.903674611902,840.6892461977985,1.0,201,840.6892461977989,195.51816740233875,584.2680425897578,840.6892461977985
611.6586569382097,933.6332565534011,247.22389143866675,1902.4530971058525,1.0,107,1928470,202,107,1902.4530971058525,933.6332565534011,1.0,202,933.6332565534011,247.22389143866675,611.6586569382097,933.6332565534011
232.75450764626038,1023.2416873054816,357.9067394694417,2601.2159733167714,1.0,102,1939587,203,102,2601.2159733167714,1023.2416873054816,1.0,203,1023.2416873054816,357.9067394694417,232.75450764626038,1023.2416873054816
614.3261643455152,1112.2143227804024,425.6519204800014,3235.098427616545,1.0,95,1950564,204,95,3235.098427616545,1112.2143227804027,1.0,204,1112.2143227804024,425.6519204800014,614.3261643455152,1112.2143227804027
615.5099157437936,955.9725649129923,201.86465170486093,2062.4383146406276,1.0,106,1958942,205,106,2062.4383146406276,955.9725649129924,1.0,205,955.9725649129923,201.86465170486093,615.5099157437936,955.9725649129924
623.3681525895155,951.4013504123145,246.2604437418758,2207.0603320173277,1.0,104,1969402,206,104,2207.0603320173277,951.4013504123146,1.0,206,951.4013504123145,246.2604437418758,623.3681525895155,951.4013504123146
9.204871870936048,934.922965655271,279.1819962495761,2593.9742894373708,1.0,109,1978763,207,109,2593.9742894373708,934.922965655271,1.0,207,934.922965655271,279.1819962495761,9.204871870936048,934.922965655271
538.4175137567241,933.3277969599117,238.3350669863922,2388.7319293852984,1.0,106,1989297,208,106,2388.7319293852984,933.3277969599117,1.0,208,933.3277969599117,238.3350669863922,538.4175137567241,933.3277969599117
429.4712378474571,852.9302354739849,236.5286116705482,2220.374154876551,1.0,114,2000208,209,114,2220.374154876551,852.9302354739849,1.0,209,852.9302354739849,236.5286116705482,429.4712378474571,852.9302354739849
599.2757876512032,1073.504004754376,352.7060875017738,2712.781491196713,1.0,97,2010861,210,97,2712.781491196713,1073.504004754376,1.0,210,1073.504004754376,352.7060875017738,599.2757876512032,1073.504004754376
524.522627086102,928.9170718478707,226.717854791915,2029.3862491247492,1.0,109,2019736,211,109,2029.3862491247492,928.9170718478706,1.0,211,928.9170718478707,226.717854791915,524.522627086102,928.9170718478706
621.0696046114944,1055.6558700365088,274.1281391098323,2420.562648687047,1.0,97,2028732,212,97,2420.562648687047,1055.6558700365088,1.0,212,1055.6558700365088,274.1281391098323,621.0696046114944,1055.6558700365088
715.1498645837125,1047.6888199805785,226.9838985786682,2418.3924513990996,1.0,99,2037184,213,99,2418.3924513990996,1047.6888199805783,1.0,213,1047.6888199805785,226.9838985786682,715.1498645837125,1047.6888199805783
658.6238642569374,1042.798007725473,311.44643467811045,2482.8734377358373,1.0,100,2047049,214,100,2482.8734377358373,1042.798007725473,1.0,214,1042.798007725473,311.44643467811045,658.6238642569374,1042.798007725473
611.3063708870486,955.0699109982786,237.38341053762207,2129.841937060017,1.0,108,2055691,215,108,2129.841937060017,955.0699109982786,1.0,215,955.0699109982786,237.38341053762207,611.3063708870486,955.0699109982786
699.9636399708327,980.7980476359741,179.73511408619981,1629.5841338163636,1.0,105,2064600,216,105,1629.5841338163636,980.7980476359741,1.0,216,980.7980476359741,179.73511408619981,699.9636399708327,980.7980476359741
458.89778476812637,1069.4350791386883,302.68459716250413,2671.6410336600875,1.0,103,2075204,217,103,2671.6410336600875,1069.4350791386885,1.0,217,1069.4350791386883,302.68459716250413,458.89778476812637,1069.4350791386885
639.1822678066719,1051.6108624070707,244.2033254589795,2274.805354371328,1.0,102,2084303,218,102,2274.805354371328,1051.6108624070707,1.0,218,1051.6108624070707,244.2033254589795,639.1822678066719,1051.6108624070707
613.5482895843804,984.3366215271182,224.0231011584065,2076.517399540969,1.0,103,2093901,219,103,2076.517399540969,984.3366215271182,1.0,219,984.3366215271182,224.0231011584065,613.5482895843804,984.3366215271182
654.1578120922949,1022.5677199788997,243.9153739844857,2093.0125507488256,1.0,103,2103386,220,103,2093.0125507488256,1022.5677199788996,1.0,220,1022.5677199788997,243.9153739844857,654.1578120922949,1022.5677199788996
615.8376025271302,1228.0392751422607,539.4955289593898,3243.3669831046627,1.0,88,2111579,221,88,3243.3669831046627,1228.0392751422607,1.0,221,1228.0392751422607,539.4955289593898,615.8376025271302,1228.0392751422607
620.4031123118602,942.3364252760894,241.5804063452069,2792.3527113541722,1.0,112,2121051,222,112,2792.3527113541722,942.3364252760894,1.0,222,942.3364252760894,241.5804063452069,620.4031123118602,942.3364252760894
769.9765651987442,1147.9647523266028,322.9451397458652,2343.6507522674697,1.0,91,2130609,223,91,2343.6507522674697,1147.9647523266028,1.0,223,1147.9647523266028,322.9451397458652,769.9765651987442,1147.9647523266028
732.3610619678557,1286.3707065074182,433.4485915383201,2704.1413518794093,1.0,85,2140693,224,85,2704.1413518794093,1286.3707065074182,1.0,224,1286.3707065074182,433.4485915383201,732.3610619678557,1286.3707065074182
688.3473879360137,1131.5828201325232,395.12040373003384,3219.88926192267,1.0,94,2148981,225,94,3219.88926192267,1131.5828201325232,1.0,225,1131.5828201325232,395.12040373003384,688.3473879360137,1131.5828201325232
589.7868187860241,1072.9676585542372,353.3699522607464,2441.8942584700862,1.0,95,2158647,226,95,2441.8942584700862,1072.967658554237,1.0,226,1072.9676585542372,353.3699522607464,589.7868187860241,1072.967658554237
749.3104885071575,1327.3216669559442,436.2343949349333,2667.9283568704777,1.0,80,2167323,227,80,2667.9283568704777,1327.3216669559445,1.0,227,1327.3216669559442,436.2343949349333,749.3104885071575,1327.3216669559445
623.1467442995869,1250.8077404663627,504.1381010926537,3454.830270845132,0.9883720930232558,86,2176808,228,86,3454.830270845132,1250.8077404663627,0.9883720930232558,228,1250.8077404663627,504.1381010926537,623.1467442995869,1250.8077404663627
624.327108564237,987.3331730539793,322.64933146383885,2984.78987249806,1.0,106,2187246,229,106,2984.78987249806,987.3331730539794,1.0,229,987.3331730539793,322.64933146383885,624.327108564237,987.3331730539794
640.3764255368726,1022.3973270090916,350.8702436206598,2478.7279557251654,1.0,100,2196654,230,100,2478.7279557251654,1022.3973270090914,1.0,230,1022.3973270090916,350.8702436206598,640.3764255368726,1022.3973270090914
602.0062565287183,1075.808021374996,399.63840556469484,2898.679722302939,1.0,94,2206035,231,94,2898.679722302939,1075.8080213749959,1.0,231,1075.808021374996,399.63840556469484,602.0062565287183,1075.8080213749959
646.9068405764668,1145.2564887675205,563.449487418481,3181.2328216492015,1.0,92,2214488,232,92,3181.2328216492015,1145.2564887675208,1.0,232,1145.2564887675205,563.449487418481,646.9068405764668,1145.2564887675208
617.6943003461995,999.2790079885478,342.8043322513712,2871.972532290904,1.0,103,2223917,233,103,2871.972532290904,999.2790079885478,1.0,233,999.2790079885478,342.8043322513712,617.6943003461995,999.2790079885478
609.1835853749964,1006.3421518828368,311.77852402398804,2425.111542065726,1.0,101,2232910,234,101,2425.111542065726,1006.3421518828369,1.0,234,1006.3421518828368,311.77852402398804,609.1835853749964,1006.3421518828369
708.7350011956289,1244.8149310447689,435.92823798285156,3037.78540007981,1.0,89,2242252,235,89,3037.78540007981,1244.8149310447689,1.0,235,1244.8149310447689,435.92823798285156,708.7350011956289,1244.8149310447689
658.6377757147594,1101.9054079259347,379.460625660601,2983.8463455800716,1.0,97,2251944,236,97,2983.8463455800716,1101.9054079259347,1.0,236,1101.9054079259347,379.460625660601,658.6377757147594,1101.9054079259347
732.483732681168,1328.3179476656107,503.51909980361114,2981.624108869055,1.0,82,2261549,237,82,2981.624108869055,1328.3179476656107,1.0,237,1328.3179476656107,503.51909980361114,732.483732681168,1328.3179476656107
708.2247163219978,1225.0699949893462,496.31075978621413,3291.088815924103,1.0,89,2271021,238,89,3291.088815924103,1225.0699949893462,1.0,238,1225.0699949893462,496.31075978621413,708.2247163219978,1225.0699949893462
635.8158473102274,1038.5606472073353,316.4229276303912,2164.3203903018925,1.0,101,2279841,239,101,2164.3203903018925,1038.5606472073353,1.0,239,1038.5606472073353,316.4229276303912,635.8158473102274,1038.5606472073353
623.4601099517448,1051.4450695893509,394.8869735141791,3421.760413895058,1.0,95,2290621,240,95,3421.760413895058,1051.4450695893509,1.0,240,1051.4450695893509,394.8869735141791,623.4601099517448,1051.4450695893509
685.5751795025508,1345.497365712009,648.9133030526198,3439.311344745962,0.975,80,2299726,241,80,3439.311344745962,1345.497365712009,0.975,241,1345.497365712009,648.9133030526198,685.5751795025508,1345.497365712009
687.0390815140283,1133.3246942980084,383.94901848476854,3148.7869345173217,1.0,92,2310430,242,92,3148.7869345173217,1133.324694298008,1.0,242,1133.3246942980084,383.94901848476854,687.0390815140283,1133.324694298008
695.6919536868138,1142.5111068715355,511.26111820059697,3619.8068447353353,0.989247311827957,93,2320103,243,93,3619.8068447353353,1142.5111068715355,0.989247311827957,243,1142.5111068715355,511.26111820059697,695.6919536868138,1142.5111068715355
828.5259011348709,1546.972823334063,757.9481643743025,3599.447330136069,0.9210526315789473,76,2328572,244,76,3599.447330136069,1546.972823334063,0.9210526315789473,244,1546.972823334063,757.9481643743025,828.5259011348709,1546.972823334063
781.7489333607963,1243.284124251456,401.77943610166113,2297.376425817859,1.0,86,2338330,245,86,2297.376425817859,1243.284124251456,1.0,245,1243.284124251456,401.77943610166113,781.7489333607963,1243.284124251456
