MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/Iteration,TotalEnvSteps
317.8084869461481,381.375,17.0,24,317.8084869461481,381.375,33,381.375,1000.0,0.875,381.375,1000.0,24,0.875,17.0,33,351554
319.73053050284943,206.4390243902439,7.0,41,319.73053050284943,206.4390243902439,34,206.4390243902439,1000.0,0.8780487804878049,206.4390243902439,1000.0,41,0.8780487804878049,7.0,34,361358
397.95931667512434,448.4736842105263,25.0,19,397.95931667512434,448.4736842105263,35,448.4736842105263,1000.0,0.7368421052631579,448.4736842105263,1000.0,19,0.7368421052631579,25.0,35,371985
395.49579939063847,549.8823529411765,4.0,17,395.49579939063847,549.8823529411765,36,549.8823529411765,1000.0,0.6470588235294118,549.8823529411765,1000.0,17,0.6470588235294118,4.0,36,384484
402.76649175534374,501.39130434782606,22.0,23,402.76649175534374,501.39130434782606,37,501.39130434782606,1000.0,0.7391304347826086,501.39130434782606,1000.0,23,0.7391304347826086,22.0,37,395128
77.62461109025655,972.5555555555555,753.0,9,77.62461109025655,972.5555555555555,38,972.5555555555555,1000.0,0.1111111111111111,972.5555555555555,1000.0,9,0.1111111111111111,753.0,38,405485
429.74664792863217,406.23809523809524,17.0,21,429.74664792863217,406.23809523809524,39,406.23809523809524,1000.0,0.6666666666666666,406.23809523809524,1000.0,21,0.6666666666666666,17.0,39,416453
208.26733769512992,923.7777777777778,335.0,9,208.26733769512992,923.7777777777778,40,923.7777777777778,1000.0,0.2222222222222222,923.7777777777778,1000.0,9,0.2222222222222222,335.0,40,428129
418.2365798620368,419.14285714285717,15.0,21,418.2365798620368,419.14285714285717,41,419.14285714285717,1000.0,0.7142857142857143,419.14285714285717,1000.0,21,0.7142857142857143,15.0,41,438694
305.0647675440319,806.1818181818181,163.0,11,305.0647675440319,806.1818181818181,42,806.1818181818181,1000.0,0.36363636363636365,806.1818181818181,1000.0,11,0.36363636363636365,163.0,42,450468
289.69095602037703,825.5,255.0,10,289.69095602037703,825.5,43,825.5,1000.0,0.4,825.5,1000.0,10,0.4,255.0,43,461746
402.67621533932197,351.16,11.0,25,402.67621533932197,351.16,44,351.16,1000.0,0.8,351.16,1000.0,25,0.8,11.0,44,472091
237.58787847867995,916.0,244.0,9,237.58787847867995,916.0,45,916.0,1000.0,0.1111111111111111,916.0,1000.0,9,0.1111111111111111,244.0,45,481983
251.44093830270648,800.0,253.0,11,251.44093830270648,800.0,46,800.0,1000.0,0.45454545454545453,800.0,1000.0,11,0.45454545454545453,253.0,46,492332
315.9894403123131,170.58333333333334,7.0,48,315.9894403123131,170.58333333333334,47,170.58333333333334,1000.0,0.875,170.58333333333334,1000.0,48,0.875,7.0,47,504042
100.25202808822607,964.5555555555555,681.0,9,100.25202808822607,964.5555555555555,48,964.5555555555555,1000.0,0.1111111111111111,964.5555555555555,1000.0,9,0.1111111111111111,681.0,48,515761
331.15497265925967,253.8235294117647,8.0,34,331.15497265925967,253.8235294117647,49,253.8235294117647,1000.0,0.8529411764705882,253.8235294117647,1000.0,34,0.8529411764705882,8.0,49,526923
343.34829404033474,314.14285714285717,6.0,28,343.34829404033474,314.14285714285717,50,314.14285714285717,1000.0,0.8571428571428571,314.14285714285717,1000.0,28,0.8571428571428571,6.0,50,535694
211.2808793999116,918.3,292.0,10,211.2808793999116,918.3,51,918.3,1000.0,0.2,918.3,1000.0,10,0.2,292.0,51,546583
354.87165755147777,301.2,6.0,30,354.87165755147777,301.2,52,301.2,1000.0,0.8666666666666667,301.2,1000.0,30,0.8666666666666667,6.0,52,556611
396.8676814723293,369.7083333333333,28.0,24,396.8676814723293,369.7083333333333,53,369.7083333333333,1000.0,0.75,369.7083333333333,1000.0,24,0.75,28.0,53,566021
412.7466266098098,472.3333333333333,29.0,18,412.7466266098098,472.3333333333333,54,472.3333333333333,1000.0,0.6666666666666666,472.3333333333333,1000.0,18,0.6666666666666666,29.0,54,576451
344.45354534096344,440.42857142857144,7.0,21,344.45354534096344,440.42857142857144,55,440.42857142857144,1000.0,0.7619047619047619,440.42857142857144,1000.0,21,0.7619047619047619,7.0,55,588844
363.0317768541993,704.0769230769231,149.0,13,363.0317768541993,704.0769230769231,56,704.0769230769231,1000.0,0.46153846153846156,704.0769230769231,1000.0,13,0.46153846153846156,149.0,56,600002
336.10780060448,312.6969696969697,25.0,33,336.10780060448,312.6969696969697,57,312.6969696969697,1000.0,0.8787878787878788,312.6969696969697,1000.0,33,0.8787878787878788,25.0,57,609565
332.30130869936943,370.61538461538464,12.0,26,332.30130869936943,370.61538461538464,58,370.61538461538464,1000.0,0.8461538461538461,370.61538461538464,1000.0,26,0.8461538461538461,12.0,58,620165
318.36740317225707,410.60869565217394,40.0,23,318.36740317225707,410.60869565217394,59,410.60869565217394,1000.0,0.8260869565217391,410.60869565217394,1000.0,23,0.8260869565217391,40.0,59,631997
374.19433453755016,436.0,19.0,20,374.19433453755016,436.0,60,436.0,1000.0,0.75,436.0,1000.0,20,0.75,19.0,60,641891
368.50878174369495,440.8333333333333,6.0,24,368.50878174369495,440.8333333333333,61,440.8333333333333,1000.0,0.75,440.8333333333333,1000.0,24,0.75,6.0,61,652713
361.5229188608629,431.4761904761905,31.0,21,361.5229188608629,431.4761904761905,62,431.4761904761905,1000.0,0.7619047619047619,431.4761904761905,1000.0,21,0.7619047619047619,31.0,62,664089
297.2923290111753,712.0666666666667,199.0,15,297.2923290111753,712.0666666666667,63,712.0666666666667,1000.0,0.5333333333333333,712.0666666666667,1000.0,15,0.5333333333333333,199.0,63,675268
