MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/TerminationRate
10657.769799983811,0.0,9241.627769874027,90,25,9241.627769874025,9241.627769874027,9241.627769874025,1100.9480443275609,5993.906089367322,960000,90,25,5993.906089367322,1100.9480443275609,10657.769799983811,0.0
9937.46645734975,0.0,8938.192525031083,91,25,8938.192525031085,8938.192525031083,8938.192525031085,641.2104395102531,7301.84525815148,970000,91,25,7301.84525815148,641.2104395102531,9937.46645734975,0.0
10335.088273770672,0.0,9105.36032282232,92,25,9105.36032282232,9105.36032282232,9105.36032282232,948.8639277316149,7069.9641149177,980000,92,25,7069.9641149177,948.8639277316149,10335.088273770672,0.0
9558.218466301276,0.0,7673.084509161983,93,25,7673.084509161983,7673.084509161983,7673.084509161983,1174.2845666847893,5718.732245702858,990000,93,25,5718.732245702858,1174.2845666847893,9558.218466301276,0.0
10821.455350322829,0.0,9024.613449063148,94,25,9024.61344906315,9024.613449063148,9024.61344906315,1215.0932715490728,6600.625362332787,1000000,94,25,6600.625362332787,1215.0932715490728,10821.455350322829,0.0
10481.75575124125,0.0,9144.227831896413,95,25,9144.227831896413,9144.227831896413,9144.227831896413,615.7748578589917,7193.46207415096,1010000,95,25,7193.46207415096,615.7748578589917,10481.75575124125,0.0
10659.929697463462,0.0,9204.53420201405,96,25,9204.53420201405,9204.53420201405,9204.53420201405,956.4550264368955,6600.209390815258,1020000,96,25,6600.209390815258,956.4550264368955,10659.929697463462,0.0
10567.775472144322,0.0,8690.166944462258,97,25,8690.166944462255,8690.166944462258,8690.166944462255,1319.0653043365373,6140.349940378133,1030000,97,25,6140.349940378133,1319.0653043365373,10567.775472144322,0.0
10972.228455564788,0.0,9570.957257373631,98,25,9570.957257373631,9570.957257373631,9570.957257373631,1065.3926072198979,6352.9675739730865,1040000,98,25,6352.9675739730865,1065.3926072198979,10972.228455564788,0.0
10822.172433703572,0.0,8796.278412359023,99,25,8796.27841235902,8796.278412359023,8796.27841235902,1243.9438495149786,4779.056726482952,1050000,99,25,4779.056726482952,1243.9438495149786,10822.172433703572,0.0
10677.478890923894,0.0,9455.39069189553,100,25,9455.39069189553,9455.39069189553,9455.39069189553,909.1351846741175,6719.704408877377,1060000,100,25,6719.704408877377,909.1351846741175,10677.478890923894,0.0
10905.355287668639,0.0,9363.399641569204,101,25,9363.399641569207,9363.399641569204,9363.399641569207,981.6332360167273,6628.596296923049,1070000,101,25,6628.596296923049,981.6332360167273,10905.355287668639,0.0
11046.879432844986,0.0,9715.14700634391,102,25,9715.14700634391,9715.14700634391,9715.14700634391,706.1690636615014,8220.733821433245,1080000,102,25,8220.733821433245,706.1690636615014,11046.879432844986,0.0
10761.57429414329,0.0,9281.760503057834,103,25,9281.760503057834,9281.760503057834,9281.760503057834,1004.6808863653167,6692.740215542227,1090000,103,25,6692.740215542227,1004.6808863653167,10761.57429414329,0.0
11481.554672633274,0.0,9475.582036585034,104,25,9475.582036585034,9475.582036585034,9475.582036585034,1489.2399804461688,6441.975814876873,1100000,104,25,6441.975814876873,1489.2399804461688,11481.554672633274,0.0
11073.94270133009,0.0,9666.682640158355,105,25,9666.682640158355,9666.682640158355,9666.682640158355,787.204469191082,7673.215418082371,1110000,105,25,7673.215418082371,787.204469191082,11073.94270133009,0.0
11175.47091091217,0.0,9921.356749310473,106,25,9921.356749310475,9921.356749310473,9921.356749310475,1102.1141063712698,6472.505611164623,1120000,106,25,6472.505611164623,1102.1141063712698,11175.47091091217,0.0
11109.45608328141,0.0,9742.019697641075,107,25,9742.019697641077,9742.019697641075,9742.019697641077,984.7792305049468,7072.785459410032,1130000,107,25,7072.785459410032,984.7792305049468,11109.45608328141,0.0
10936.834553843355,0.0,9464.930109421548,108,25,9464.930109421544,9464.930109421548,9464.930109421544,1082.7836032833977,6403.624551397385,1140000,108,25,6403.624551397385,1082.7836032833977,10936.834553843355,0.0
11391.012012407522,0.0,9886.627700938201,109,25,9886.6277009382,9886.627700938201,9886.6277009382,803.4896946890258,8755.185708444416,1150000,109,25,8755.185708444416,803.4896946890258,11391.012012407522,0.0
11430.296424479693,0.0,9894.537703158752,110,25,9894.537703158756,9894.537703158752,9894.537703158756,976.8186834873457,7902.862856612623,1160000,110,25,7902.862856612623,976.8186834873457,11430.296424479693,0.0
11250.696578064595,0.0,9746.251436079638,111,25,9746.251436079636,9746.251436079638,9746.251436079636,1042.8492606696755,7113.054770572709,1170000,111,25,7113.054770572709,1042.8492606696755,11250.696578064595,0.0
11349.31009332842,0.0,10084.880791045003,112,25,10084.880791045003,10084.880791045003,10084.880791045003,968.6566597666729,7118.436256118944,1180000,112,25,7118.436256118944,968.6566597666729,11349.31009332842,0.0
11297.041388042597,0.0,10004.56430878522,113,25,10004.564308785224,10004.56430878522,10004.564308785224,925.2578103711486,7230.822284171989,1190000,113,25,7230.822284171989,925.2578103711486,11297.041388042597,0.0
11234.417576796695,0.0,9745.391260796947,114,25,9745.391260796947,9745.391260796947,9745.391260796947,999.0118320421095,7472.005454200146,1200000,114,25,7472.005454200146,999.0118320421095,11234.417576796695,0.0
11599.084420927342,0.0,9826.439027683959,115,25,9826.439027683957,9826.439027683959,9826.439027683957,1293.264426055884,5280.164957357008,1210000,115,25,5280.164957357008,1293.264426055884,11599.084420927342,0.0
11504.97483233577,0.0,9753.992842303947,116,25,9753.992842303951,9753.992842303947,9753.992842303951,1084.2993146292347,7474.325065393073,1220000,116,25,7474.325065393073,1084.2993146292347,11504.97483233577,0.0
11628.141703797563,0.0,10507.188514033201,117,25,10507.188514033201,10507.188514033201,10507.188514033201,948.8518758010082,7198.793192218826,1230000,117,25,7198.793192218826,948.8518758010082,11628.141703797563,0.0
11543.735765897785,0.0,9930.351646268973,118,25,9930.351646268968,9930.351646268973,9930.351646268968,1431.7396709203992,6883.160835006215,1240000,118,25,6883.160835006215,1431.7396709203992,11543.735765897785,0.0
11893.255888505571,0.0,10233.786537565442,119,25,10233.786537565442,10233.786537565442,10233.786537565442,1371.5335750894778,5777.818764178362,1250000,119,25,5777.818764178362,1371.5335750894778,11893.255888505571,0.0
11823.088712663188,0.0,10127.243931288871,120,25,10127.243931288871,10127.243931288871,10127.243931288871,909.479664759468,8113.678192191146,1260000,120,25,8113.678192191146,909.479664759468,11823.088712663188,0.0
11946.347244388207,0.0,10194.772554247917,121,25,10194.772554247917,10194.772554247917,10194.772554247917,1086.344020576975,7898.064026094622,1270000,121,25,7898.064026094622,1086.344020576975,11946.347244388207,0.0
11660.378844105499,0.0,10190.355099248465,122,25,10190.355099248465,10190.355099248465,10190.355099248465,1086.1732424084703,6896.843324977491,1280000,122,25,6896.843324977491,1086.1732424084703,11660.378844105499,0.0
11306.303020516054,0.0,9848.040286101881,123,25,9848.040286101881,9848.040286101881,9848.040286101881,1152.4713478031322,6818.545993448063,1290000,123,25,6818.545993448063,1152.4713478031322,11306.303020516054,0.0
11484.103782594104,0.0,10366.985300403598,124,25,10366.985300403598,10366.985300403598,10366.985300403598,908.6915195705568,8303.607880607304,1300000,124,25,8303.607880607304,908.6915195705568,11484.103782594104,0.0
11926.457887722905,0.0,10352.77929974737,125,25,10352.779299747372,10352.77929974737,10352.779299747372,1047.6695676792333,7638.479814563076,1310000,125,25,7638.479814563076,1047.6695676792333,11926.457887722905,0.0
