MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/MinReturn,TotalEnvSteps,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/MaxReturn
677.9166666666666,9.0,677.9166666666666,404.5313045845635,12,677.9166666666666,677.9166666666666,29,404.5313045845635,1000.0,12,29,9.0,312833,0.4166666666666667,0.4166666666666667,1000.0
921.3333333333334,292.0,921.3333333333334,222.50293381336695,9,921.3333333333334,921.3333333333334,30,222.50293381336695,1000.0,9,30,292.0,323735,0.1111111111111111,0.1111111111111111,1000.0
620.0769230769231,54.0,620.0769230769231,412.68566200111894,13,620.0769230769231,620.0769230769231,31,412.68566200111894,1000.0,13,31,54.0,333900,0.46153846153846156,0.46153846153846156,1000.0
812.7,63.0,812.7,313.04889394469996,10,812.7,812.7,32,313.04889394469996,1000.0,10,32,63.0,344128,0.3,0.3,1000.0
891.1111111111111,20.0,891.1111111111111,307.9842869168074,9,891.1111111111111,891.1111111111111,33,307.9842869168074,1000.0,9,33,20.0,354476,0.1111111111111111,0.1111111111111111,1000.0
803.0,41.0,803.0,324.95168871695375,10,803.0,803.0,34,324.95168871695375,1000.0,10,34,41.0,364653,0.3,0.3,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,35,0.0,1000.0,8,35,1000.0,375189,0.0,0.0,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,36,0.0,1000.0,8,36,1000.0,384964,0.0,0.0,1000.0
803.9,128.0,803.9,311.25630917300293,10,803.9,803.9,37,311.25630917300293,1000.0,10,37,128.0,395803,0.3,0.3,1000.0
256.0,14.0,256.0,341.04804856291355,35,256.0,256.0,38,341.04804856291355,1000.0,35,38,14.0,407105,0.8571428571428571,0.8571428571428571,1000.0
827.3636363636364,86.0,827.3636363636364,334.9605872954643,11,827.3636363636364,827.3636363636364,39,334.9605872954643,1000.0,11,39,86.0,418417,0.2727272727272727,0.2727272727272727,1000.0
832.1818181818181,202.0,832.1818181818181,282.6902635818343,11,832.1818181818181,832.1818181818181,40,282.6902635818343,1000.0,11,40,202.0,429725,0.2727272727272727,0.2727272727272727,1000.0
442.5263157894737,24.0,442.5263157894737,396.54167743007565,19,442.5263157894737,442.5263157894737,41,396.54167743007565,1000.0,19,41,24.0,440322,0.6842105263157895,0.6842105263157895,1000.0
755.4545454545455,288.0,755.4545454545455,325.9931297760077,11,755.4545454545455,755.4545454545455,42,325.9931297760077,1000.0,11,42,288.0,451063,0.36363636363636365,0.36363636363636365,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,43,0.0,1000.0,8,43,1000.0,462564,0.0,0.0,1000.0
230.05555555555554,8.0,230.05555555555554,325.81921916953723,36,230.05555555555554,230.05555555555554,44,325.81921916953723,1000.0,36,44,8.0,472605,0.8611111111111112,0.8611111111111112,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,45,0.0,1000.0,8,45,1000.0,482008,0.0,0.0,1000.0
644.2857142857143,130.0,644.2857142857143,360.1407321295045,14,644.2857142857143,644.2857142857143,46,360.1407321295045,1000.0,14,46,130.0,493061,0.5714285714285714,0.5714285714285714,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,47,0.0,1000.0,8,47,1000.0,503265,0.0,0.0,1000.0
195.04255319148936,12.0,195.04255319148936,272.2304997566153,47,195.04255319148936,195.04255319148936,48,272.2304997566153,1000.0,47,48,12.0,514975,0.9148936170212766,0.9148936170212766,1000.0
939.0,479.0,939.0,155.61233884239385,10,939.0,939.0,49,155.61233884239385,1000.0,10,49,479.0,525043,0.2,0.2,1000.0
599.9285714285714,27.0,599.9285714285714,410.3198167781034,14,599.9285714285714,599.9285714285714,50,410.3198167781034,1000.0,14,50,27.0,534756,0.5,0.5,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,51,0.0,1000.0,8,51,1000.0,545429,0.0,0.0,1000.0
960.7777777777778,647.0,960.7777777777778,110.93719722615613,9,960.7777777777778,960.7777777777778,52,110.93719722615613,1000.0,9,52,647.0,556129,0.1111111111111111,0.1111111111111111,1000.0
833.6,282.0,833.6,282.23082751535134,10,833.6,833.6,53,282.23082751535134,1000.0,10,53,282.0,566984,0.3,0.3,1000.0
982.0,838.0,982.0,50.91168824543142,9,982.0,982.0,54,50.91168824543142,1000.0,9,54,838.0,577438,0.1111111111111111,0.1111111111111111,1000.0
574.6428571428571,52.0,574.6428571428571,430.36323647138175,14,574.6428571428571,574.6428571428571,55,430.36323647138175,1000.0,14,55,52.0,588173,0.5,0.5,1000.0
627.0714285714286,102.0,627.0714285714286,368.1411732873515,14,627.0714285714286,627.0714285714286,56,368.1411732873515,1000.0,14,56,102.0,598477,0.5714285714285714,0.5714285714285714,1000.0
582.3571428571429,34.0,582.3571428571429,422.7533234038256,14,582.3571428571429,582.3571428571429,57,422.7533234038256,1000.0,14,57,34.0,609951,0.5,0.5,1000.0
1000.0,1000.0,1000.0,0.0,8,1000.0,1000.0,58,0.0,1000.0,8,58,1000.0,619644,0.0,0.0,1000.0
