MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn
4471.413795967222,370000,5979.369933253645,0.0,5979.369933253646,0.0,25,31,6800.8593527297235,6800.8593527297235,608.2577632172721,31,4471.413795967222,608.2577632172721,5979.369933253646,25,5979.369933253645
4668.5564383158135,380000,5803.138405164555,0.0,5803.138405164554,0.0,25,32,6667.983236930534,6667.983236930534,571.0000063966105,32,4668.5564383158135,571.0000063966105,5803.138405164554,25,5803.138405164555
4592.434068555778,390000,5745.761858376915,0.0,5745.761858376916,0.0,25,33,6801.029891567484,6801.029891567484,611.6696975445814,33,4592.434068555778,611.6696975445814,5745.761858376916,25,5745.761858376915
4792.974382813511,400000,6188.607084345576,0.0,6188.6070843455755,0.0,25,34,6896.880692838882,6896.880692838882,596.830336258468,34,4792.974382813511,596.830336258468,6188.6070843455755,25,6188.607084345576
4590.742766421579,410000,6028.427262132559,0.0,6028.42726213256,0.0,25,35,7185.395429523127,7185.395429523127,712.8069138369294,35,4590.742766421579,712.8069138369294,6028.42726213256,25,6028.427262132559
4402.227515092278,420000,6388.517299543448,0.0,6388.517299543448,0.0,25,36,7471.761669775131,7471.761669775131,755.374305219535,36,4402.227515092278,755.374305219535,6388.517299543448,25,6388.517299543448
4734.152530315197,430000,6456.1871387973615,0.0,6456.187138797358,0.0,25,37,7957.366334532888,7957.366334532888,1000.0289999514463,37,4734.152530315197,1000.0289999514463,6456.187138797358,25,6456.1871387973615
5162.26207648797,440000,6820.5015058731915,0.0,6820.501505873192,0.0,25,38,7716.04081429761,7716.04081429761,793.6791822448255,38,5162.26207648797,793.6791822448255,6820.501505873192,25,6820.5015058731915
4616.504007411297,450000,6724.5287283578455,0.0,6724.528728357844,0.0,25,39,7804.6127338654505,7804.6127338654505,923.6282132839967,39,4616.504007411297,923.6282132839967,6724.528728357844,25,6724.5287283578455
5177.788052779325,460000,7032.881603461115,0.0,7032.881603461119,0.0,25,40,8034.179560815062,8034.179560815062,704.6249714974279,40,5177.788052779325,704.6249714974279,7032.881603461119,25,7032.881603461115
5182.880381537183,470000,7010.320164638653,0.0,7010.320164638653,0.0,25,41,7943.651402688371,7943.651402688371,692.5019806384088,41,5182.880381537183,692.5019806384088,7010.320164638653,25,7010.320164638653
5543.537650355065,480000,7513.168965762948,0.0,7513.1689657629495,0.0,25,42,8285.510865634487,8285.510865634487,623.6374101550923,42,5543.537650355065,623.6374101550923,7513.1689657629495,25,7513.168965762948
4820.888734960294,490000,7034.459241255978,0.0,7034.459241255981,0.0,25,43,8457.463433133486,8457.463433133486,1134.2742957807761,43,4820.888734960294,1134.2742957807761,7034.459241255981,25,7034.459241255978
5400.108789231933,500000,7225.463999045011,0.0,7225.463999045011,0.0,25,44,8269.635912253114,8269.635912253114,750.4750867975149,44,5400.108789231933,750.4750867975149,7225.463999045011,25,7225.463999045011
5201.07359892533,510000,7292.636210155949,0.0,7292.636210155946,0.0,25,45,8660.521896536946,8660.521896536946,1005.1592844453093,45,5201.07359892533,1005.1592844453093,7292.636210155946,25,7292.636210155949
5183.731785753086,520000,7431.869755453481,0.0,7431.86975545348,0.0,25,46,8676.433243347845,8676.433243347845,970.2252055561626,46,5183.731785753086,970.2252055561626,7431.86975545348,25,7431.869755453481
5268.730535303737,530000,7621.87787580199,0.0,7621.877875801988,0.0,25,47,8835.502238808558,8835.502238808558,920.0677698211239,47,5268.730535303737,920.0677698211239,7621.877875801988,25,7621.87787580199
6085.646690812277,540000,7660.877800663413,0.0,7660.877800663409,0.0,25,48,8842.686001494374,8842.686001494374,667.2508096058748,48,6085.646690812277,667.2508096058748,7660.877800663409,25,7660.877800663413
5374.146358192458,550000,7744.386909024396,0.0,7744.386909024398,0.0,25,49,9172.031193825926,9172.031193825926,879.3461119151826,49,5374.146358192458,879.3461119151826,7744.386909024398,25,7744.386909024396
5618.695528697911,560000,7903.019517252033,0.0,7903.019517252035,0.0,25,50,9153.302546228759,9153.302546228759,776.6108233320771,50,5618.695528697911,776.6108233320771,7903.019517252035,25,7903.019517252033
5825.683783600349,570000,7894.10002947476,0.0,7894.100029474762,0.0,25,51,9242.010296539018,9242.010296539018,833.586371522985,51,5825.683783600349,833.586371522985,7894.100029474762,25,7894.10002947476
6401.671396141236,580000,8140.904630591946,0.0,8140.904630591945,0.0,25,52,9530.590072186382,9530.590072186382,744.9328524106785,52,6401.671396141236,744.9328524106785,8140.904630591945,25,8140.904630591946
6558.577606635892,590000,8035.515535248269,0.0,8035.515535248269,0.0,25,53,9309.70244776728,9309.70244776728,698.1590647474968,53,6558.577606635892,698.1590647474968,8035.515535248269,25,8035.515535248269
5925.088095094923,600000,8188.175190118612,0.0,8188.175190118613,0.0,25,54,9465.39257300331,9465.39257300331,945.2401161746817,54,5925.088095094923,945.2401161746817,8188.175190118613,25,8188.175190118612
6117.022329536982,610000,8193.867550620877,0.0,8193.867550620882,0.0,25,55,9423.727633218437,9423.727633218437,953.0103779149156,55,6117.022329536982,953.0103779149156,8193.867550620882,25,8193.867550620877
6074.58693261474,620000,8544.93967762528,0.0,8544.939677625282,0.0,25,56,9481.50348617437,9481.50348617437,1006.8181420576409,56,6074.58693261474,1006.8181420576409,8544.939677625282,25,8544.93967762528
6061.126125509513,630000,8133.284237391856,0.0,8133.284237391853,0.0,25,57,9656.95338227358,9656.95338227358,990.0389517584244,57,6061.126125509513,990.0389517584244,8133.284237391853,25,8133.284237391856
6775.212344249967,640000,8540.280564231505,0.0,8540.280564231505,0.0,25,58,9862.493337913258,9862.493337913258,865.237001562372,58,6775.212344249967,865.237001562372,8540.280564231505,25,8540.280564231505
6943.239424067372,650000,8485.833065612649,0.0,8485.833065612649,0.0,25,59,9502.831861422568,9502.831861422568,700.1131504434834,59,6943.239424067372,700.1131504434834,8485.833065612649,25,8485.833065612649
6503.965141239288,660000,8614.784537907597,0.0,8614.784537907597,0.0,25,60,9884.11077725507,9884.11077725507,942.8225350949398,60,6503.965141239288,942.8225350949398,8614.784537907597,25,8614.784537907597
6807.431959282577,670000,8718.433675052971,0.0,8718.43367505297,0.0,25,61,9959.622474623315,9959.622474623315,700.3837303206319,61,6807.431959282577,700.3837303206319,8718.43367505297,25,8718.433675052971
6686.031809622001,680000,8692.51984375968,0.0,8692.519843759683,0.0,25,62,9889.761157407698,9889.761157407698,897.8832962597373,62,6686.031809622001,897.8832962597373,8692.519843759683,25,8692.51984375968
7130.503823713803,690000,8627.100609985238,0.0,8627.10060998524,0.0,25,63,10003.385430343973,10003.385430343973,921.7538649180813,63,7130.503823713803,921.7538649180813,8627.10060998524,25,8627.100609985238
6691.268480512078,700000,8352.411022968152,0.0,8352.411022968152,0.0,25,64,9599.88542123531,9599.88542123531,827.0635495045568,64,6691.268480512078,827.0635495045568,8352.411022968152,25,8352.411022968152
7476.188784584882,710000,8737.536223631745,0.0,8737.536223631743,0.0,25,65,9998.590898756875,9998.590898756875,832.9291660139639,65,7476.188784584882,832.9291660139639,8737.536223631743,25,8737.536223631745
7356.830019225937,720000,8883.923227126463,0.0,8883.923227126465,0.0,25,66,10263.14459818896,10263.14459818896,718.757028971835,66,7356.830019225937,718.757028971835,8883.923227126465,25,8883.923227126463
6271.542982602794,730000,8482.992412413352,0.0,8482.992412413354,0.0,25,67,10198.668317698517,10198.668317698517,998.1941857868467,67,6271.542982602794,998.1941857868467,8482.992412413354,25,8482.992412413352
7498.148979855099,740000,9239.136284664017,0.0,9239.136284664019,0.0,25,68,10125.16231702315,10125.16231702315,760.9391794583446,68,7498.148979855099,760.9391794583446,9239.136284664019,25,9239.136284664017
6855.968023195187,750000,9116.983687216982,0.0,9116.983687216978,0.0,25,69,10438.452934077995,10438.452934077995,965.505660662843,69,6855.968023195187,965.505660662843,9116.983687216978,25,9116.983687216982
7210.724752933583,760000,9122.521256136832,0.0,9122.521256136832,0.0,25,70,10385.28062178989,10385.28062178989,882.9797761932043,70,7210.724752933583,882.9797761932043,9122.521256136832,25,9122.521256136832
6995.234140290204,770000,8877.110140790232,0.0,8877.11014079023,0.0,25,71,10325.635914481549,10325.635914481549,1051.9031981219218,71,6995.234140290204,1051.9031981219218,8877.11014079023,25,8877.110140790232
7935.787937446515,780000,9211.803660168149,0.0,9211.803660168152,0.0,25,72,10466.544992875606,10466.544992875606,661.5144295645523,72,7935.787937446515,661.5144295645523,9211.803660168152,25,9211.803660168149
7885.465497447721,790000,9389.025888028063,0.0,9389.025888028062,0.0,25,73,10182.338138115003,10182.338138115003,615.2092030407644,73,7885.465497447721,615.2092030407644,9389.025888028062,25,9389.025888028063
7167.0523509130135,800000,9570.508569425054,0.0,9570.508569425052,0.0,25,74,10900.859435814047,10900.859435814047,981.6249603006798,74,7167.0523509130135,981.6249603006798,9570.508569425052,25,9570.508569425054
7998.377778882052,810000,9470.928319718516,0.0,9470.928319718514,0.0,25,75,10234.053632409124,10234.053632409124,493.1048324765858,75,7998.377778882052,493.1048324765858,9470.928319718514,25,9470.928319718516
7986.517560152161,820000,9557.181584801428,0.0,9557.181584801425,0.0,25,76,10720.861248874606,10720.861248874606,691.6436838255734,76,7986.517560152161,691.6436838255734,9557.181584801425,25,9557.181584801428
7704.727798645422,830000,9094.079059635993,0.0,9094.07905963599,0.0,25,77,10216.08510972236,10216.08510972236,764.4405163365583,77,7704.727798645422,764.4405163365583,9094.07905963599,25,9094.079059635993
7417.736814751828,840000,9347.51360825806,0.0,9347.513608258067,0.0,25,78,10702.79625166741,10702.79625166741,901.0105317764182,78,7417.736814751828,901.0105317764182,9347.513608258067,25,9347.51360825806
1927.501837363784,850000,9103.750195861772,0.0,9103.750195861772,0.0,25,79,11009.688689913448,11009.688689913448,1749.0971499798839,79,1927.501837363784,1749.0971499798839,9103.750195861772,25,9103.750195861772
7540.686230845458,860000,9662.50788267071,0.0,9662.507882670709,0.0,25,80,11118.611300394667,11118.611300394667,838.6740451753691,80,7540.686230845458,838.6740451753691,9662.507882670709,25,9662.50788267071
7330.9332277409485,870000,9294.417477185696,0.0,9294.417477185694,0.0,25,81,10652.47433976534,10652.47433976534,846.5156378539084,81,7330.9332277409485,846.5156378539084,9294.417477185694,25,9294.417477185696
7990.8499530540985,880000,9351.388080108778,0.0,9351.388080108778,0.0,25,82,10775.544783927424,10775.544783927424,800.3330583101291,82,7990.8499530540985,800.3330583101291,9351.388080108778,25,9351.388080108778
7499.656863997504,890000,9379.942994223478,0.0,9379.942994223482,0.0,25,83,10701.496317857718,10701.496317857718,829.5558201244434,83,7499.656863997504,829.5558201244434,9379.942994223482,25,9379.942994223478
8062.75287104256,900000,9471.58600928745,0.0,9471.586009287455,0.0,25,84,10954.938521152906,10954.938521152906,746.1573187093179,84,8062.75287104256,746.1573187093179,9471.586009287455,25,9471.58600928745
8001.808228419115,910000,9761.378061348434,0.0,9761.378061348436,0.0,25,85,10701.3886870005,10701.3886870005,721.5583286448082,85,8001.808228419115,721.5583286448082,9761.378061348436,25,9761.378061348434
7439.572269698389,920000,9493.871849402694,0.0,9493.87184940269,0.0,25,86,10849.74004336644,10849.74004336644,970.4943739040309,86,7439.572269698389,970.4943739040309,9493.87184940269,25,9493.871849402694
7402.987248278069,930000,9587.132655447547,0.0,9587.132655447547,0.0,25,87,10810.870908730269,10810.870908730269,718.2116077352564,87,7402.987248278069,718.2116077352564,9587.132655447547,25,9587.132655447547
7579.453068050108,940000,9432.209984802616,0.0,9432.209984802612,0.0,25,88,10810.183249498268,10810.183249498268,952.074970657692,88,7579.453068050108,952.074970657692,9432.209984802612,25,9432.209984802616
3629.997181457032,950000,9662.952897646368,0.0,9662.95289764637,0.0,25,89,10959.272906516246,10959.272906516246,1444.5405723068468,89,3629.997181457032,1444.5405723068468,9662.95289764637,25,9662.952897646368
7646.823862859512,960000,9623.212470036775,0.0,9623.212470036775,0.0,25,90,10972.264361366519,10972.264361366519,965.1187607327978,90,7646.823862859512,965.1187607327978,9623.212470036775,25,9623.212470036775
8277.70436932763,970000,10145.933496841282,0.0,10145.933496841284,0.0,25,91,11393.490250107492,11393.490250107492,763.5392298350788,91,8277.70436932763,763.5392298350788,10145.933496841284,25,10145.933496841282
7784.959842189296,980000,9971.699154896853,0.0,9971.69915489685,0.0,25,92,11253.38789789569,11253.38789789569,935.0484970297668,92,7784.959842189296,935.0484970297668,9971.69915489685,25,9971.699154896853
2135.812476723483,990000,9757.304241313639,0.0,9757.304241313637,0.0,25,93,11406.247312599517,11406.247312599517,1843.3807561999356,93,2135.812476723483,1843.3807561999356,9757.304241313637,25,9757.304241313639
6739.487068249244,1000000,9980.588885238596,0.0,9980.5888852386,0.0,25,94,11177.119585317121,11177.119585317121,1235.6630386040686,94,6739.487068249244,1235.6630386040686,9980.5888852386,25,9980.588885238596
7582.256460036447,1010000,9943.220158320823,0.0,9943.220158320824,0.0,25,95,11268.321437834158,11268.321437834158,841.9573555135588,95,7582.256460036447,841.9573555135588,9943.220158320824,25,9943.220158320823
7551.822796295978,1020000,9914.62263307122,0.0,9914.622633071223,0.0,25,96,11643.634782698973,11643.634782698973,1206.4346913402728,96,7551.822796295978,1206.4346913402728,9914.622633071223,25,9914.62263307122
8407.62523489844,1030000,10278.390813307806,0.0,10278.390813307806,0.0,25,97,11249.449923388867,11249.449923388867,637.9611844098881,97,8407.62523489844,637.9611844098881,10278.390813307806,25,10278.390813307806
7862.831581908481,1040000,9937.159523316337,0.0,9937.159523316328,0.0,25,98,11076.764480458665,11076.764480458665,723.4139498291555,98,7862.831581908481,723.4139498291555,9937.159523316328,25,9937.159523316337
7242.249093986407,1050000,9775.427937161956,0.0,9775.427937161956,0.0,25,99,11545.578773760493,11545.578773760493,1198.6808593129033,99,7242.249093986407,1198.6808593129033,9775.427937161956,25,9775.427937161956
8001.699114373628,1060000,9758.464279561797,0.0,9758.464279561793,0.0,25,100,10901.18107557176,10901.18107557176,727.7701672043971,100,8001.699114373628,727.7701672043971,9758.464279561793,25,9758.464279561797
