MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/TerminationRate,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/Iteration
4805.584369884102,465.09676957795216,4805.584369884101,3076.3008719436293,465.09676957795216,25,3076.3008719436293,25,4805.584369884102,0.0,300000,0.0,5344.763449801232,4805.584369884101,5344.763449801232,24,24
5005.740817317727,360.4589578837302,5005.740817317729,4090.2118425362983,360.4589578837302,25,4090.2118425362983,25,5005.740817317727,0.0,310000,0.0,5539.567737559477,5005.740817317729,5539.567737559477,25,25
4924.58276759546,839.0606032729056,4924.58276759546,1123.4896313897489,839.0606032729056,25,1123.4896313897489,25,4924.58276759546,0.0,320000,0.0,5644.168333662273,4924.58276759546,5644.168333662273,26,26
5227.165577135905,406.1979664598953,5227.165577135905,4450.9242767696105,406.1979664598953,25,4450.9242767696105,25,5227.165577135905,0.0,330000,0.0,5854.928110434533,5227.165577135905,5854.928110434533,27,27
5374.080137862576,442.70047036049914,5374.080137862573,4477.652970756126,442.70047036049914,25,4477.652970756126,25,5374.080137862576,0.0,340000,0.0,6119.733230046533,5374.080137862573,6119.733230046533,28,28
5270.8853149935485,502.94060543545845,5270.885314993549,4466.0093016571445,502.94060543545845,25,4466.0093016571445,25,5270.8853149935485,0.0,350000,0.0,6334.379153253533,5270.885314993549,6334.379153253533,29,29
5592.361161628193,351.22699941269263,5592.3611616281905,4955.668752478651,351.22699941269263,25,4955.668752478651,25,5592.361161628193,0.0,360000,0.0,6111.43944136347,5592.3611616281905,6111.43944136347,30,30
5613.95257861323,424.37782886998355,5613.952578613232,4696.053824994609,424.37782886998355,25,4696.053824994609,25,5613.95257861323,0.0,370000,0.0,6305.16394026634,5613.952578613232,6305.16394026634,31,31
5803.212991606717,387.36119658566906,5803.212991606717,5130.836031340852,387.36119658566906,25,5130.836031340852,25,5803.212991606717,0.0,380000,0.0,6527.394182800561,5803.212991606717,6527.394182800561,32,32
5519.336283934734,468.83844208003944,5519.336283934731,4660.373083647635,468.83844208003944,25,4660.373083647635,25,5519.336283934734,0.0,390000,0.0,6361.194188828415,5519.336283934731,6361.194188828415,33,33
5741.5005603518875,519.85919009607,5741.500560351886,4632.308879478789,519.85919009607,25,4632.308879478789,25,5741.5005603518875,0.0,400000,0.0,6498.11902045448,5741.500560351886,6498.11902045448,34,34
5822.615364895036,1080.1423384518346,5822.615364895035,1068.6509013814152,1080.1423384518346,25,1068.6509013814152,25,5822.615364895036,0.0,410000,0.0,6686.9452222764385,5822.615364895035,6686.9452222764385,35,35
6035.957813716443,565.2660986860262,6035.957813716441,4548.529593802431,565.2660986860262,25,4548.529593802431,25,6035.957813716443,0.0,420000,0.0,6957.887575039011,6035.957813716441,6957.887575039011,36,36
6168.762120655479,544.3017366841152,6168.762120655479,4848.4141391158655,544.3017366841152,25,4848.4141391158655,25,6168.762120655479,0.0,430000,0.0,7093.710487624001,6168.762120655479,7093.710487624001,37,37
6157.654734936821,584.9702748159445,6157.654734936821,4944.43413268733,584.9702748159445,25,4944.43413268733,25,6157.654734936821,0.0,440000,0.0,7074.523022139899,6157.654734936821,7074.523022139899,38,38
5911.868821035759,763.0719518116548,5911.8688210357595,3150.1576635195597,763.0719518116548,25,3150.1576635195597,25,5911.868821035759,0.0,450000,0.0,6857.670435163581,5911.8688210357595,6857.670435163581,39,39
6776.193142148492,494.7433744271345,6776.193142148491,5581.889186885444,494.7433744271345,25,5581.889186885444,25,6776.193142148492,0.0,460000,0.0,7641.063636242728,6776.193142148491,7641.063636242728,40,40
6278.421900673479,768.8485909139439,6278.421900673479,5052.956406719657,768.8485909139439,25,5052.956406719657,25,6278.421900673479,0.0,470000,0.0,7449.32822505037,6278.421900673479,7449.32822505037,41,41
6298.742270311844,640.3766569283977,6298.74227031184,5283.17840818298,640.3766569283977,25,5283.17840818298,25,6298.742270311844,0.0,480000,0.0,7630.814443345176,6298.74227031184,7630.814443345176,42,42
6728.794260204042,613.3750154568745,6728.794260204042,5010.116452725067,613.3750154568745,25,5010.116452725067,25,6728.794260204042,0.0,490000,0.0,7497.128891788414,6728.794260204042,7497.128891788414,43,43
6729.004362263811,736.6868165240883,6729.004362263808,5025.853423187808,736.6868165240883,25,5025.853423187808,25,6729.004362263811,0.0,500000,0.0,7686.62324736487,6729.004362263808,7686.62324736487,44,44
6902.1275091675525,521.7833858475731,6902.127509167554,5871.3803090448555,521.7833858475731,25,5871.3803090448555,25,6902.1275091675525,0.0,510000,0.0,7757.011358193902,6902.127509167554,7757.011358193902,45,45
6655.242371547962,783.0249077969245,6655.242371547963,5220.9896450272745,783.0249077969245,25,5220.9896450272745,25,6655.242371547962,0.0,520000,0.0,7769.135442882008,6655.242371547963,7769.135442882008,46,46
6933.481696534287,764.2993074834827,6933.481696534287,5456.142772084165,764.2993074834827,25,5456.142772084165,25,6933.481696534287,0.0,530000,0.0,8521.310259075231,6933.481696534287,8521.310259075231,47,47
7036.557840769862,792.5818097449735,7036.557840769862,5142.828289899292,792.5818097449735,25,5142.828289899292,25,7036.557840769862,0.0,540000,0.0,8126.257072003124,7036.557840769862,8126.257072003124,48,48
6767.923933532239,945.3337126346505,6767.923933532242,5527.689613036494,945.3337126346505,25,5527.689613036494,25,6767.923933532239,0.0,550000,0.0,8628.665220567695,6767.923933532242,8628.665220567695,49,49
7055.096278703604,950.8116177599128,7055.0962787036015,5434.010078108914,950.8116177599128,25,5434.010078108914,25,7055.096278703604,0.0,560000,0.0,8435.203356668211,7055.0962787036015,8435.203356668211,50,50
7448.454743035091,897.7608709351123,7448.454743035091,5162.160599328557,897.7608709351123,25,5162.160599328557,25,7448.454743035091,0.0,570000,0.0,9044.860027859335,7448.454743035091,9044.860027859335,51,51
7450.243282982343,925.7764294205099,7450.243282982343,5555.665959673289,925.7764294205099,25,5555.665959673289,25,7450.243282982343,0.0,580000,0.0,8567.408675421793,7450.243282982343,8567.408675421793,52,52
7365.971697020709,983.2300968528195,7365.9716970207055,5544.061686969227,983.2300968528195,25,5544.061686969227,25,7365.971697020709,0.0,590000,0.0,8727.19191530479,7365.9716970207055,8727.19191530479,53,53
7299.117717094049,750.3354924128341,7299.117717094049,5352.685849929798,750.3354924128341,25,5352.685849929798,25,7299.117717094049,0.0,600000,0.0,8216.429355479728,7299.117717094049,8216.429355479728,54,54
7610.412961355545,1070.831581609795,7610.412961355548,5254.130496088423,1070.831581609795,25,5254.130496088423,25,7610.412961355545,0.0,610000,0.0,8981.160612319354,7610.412961355548,8981.160612319354,55,55
7646.553426474062,891.0716121456126,7646.553426474062,5730.978232077708,891.0716121456126,25,5730.978232077708,25,7646.553426474062,0.0,620000,0.0,8920.62173039706,7646.553426474062,8920.62173039706,56,56
7717.684341044782,1081.4299167626943,7717.684341044782,5311.145757338419,1081.4299167626943,25,5311.145757338419,25,7717.684341044782,0.0,630000,0.0,9401.1829050864,7717.684341044782,9401.1829050864,57,57
8062.65259330434,856.0903486792594,8062.652593304341,5230.376286897489,856.0903486792594,25,5230.376286897489,25,8062.65259330434,0.0,640000,0.0,9375.128930641826,8062.652593304341,9375.128930641826,58,58
8007.010986028691,754.7056584900805,8007.010986028693,5529.603049441906,754.7056584900805,25,5529.603049441906,25,8007.010986028691,0.0,650000,0.0,9050.003005859542,8007.010986028693,9050.003005859542,59,59
7869.329203089326,1114.3587278612692,7869.329203089326,5367.722767515984,1114.3587278612692,25,5367.722767515984,25,7869.329203089326,0.0,660000,0.0,9459.022792477785,7869.329203089326,9459.022792477785,60,60
7896.269942554045,1144.622407490287,7896.269942554042,5684.548397645026,1144.622407490287,25,5684.548397645026,25,7896.269942554045,0.0,670000,0.0,9747.716496410794,7896.269942554042,9747.716496410794,61,61
8162.484443417899,997.7222860486274,8162.484443417901,5789.830281671058,997.7222860486274,25,5789.830281671058,25,8162.484443417899,0.0,680000,0.0,9501.289320542877,8162.484443417901,9501.289320542877,62,62
8072.666159256281,1065.0851017089537,8072.666159256278,5515.983834958543,1065.0851017089537,25,5515.983834958543,25,8072.666159256281,0.0,690000,0.0,9655.963976082532,8072.666159256278,9655.963976082532,63,63
8612.46785597362,915.071926847161,8612.467855973624,6733.25907908776,915.071926847161,25,6733.25907908776,25,8612.46785597362,0.0,700000,0.0,9915.643728639663,8612.467855973624,9915.643728639663,64,64
8351.420882250015,1008.2637819909285,8351.420882250015,5689.801911152145,1008.2637819909285,25,5689.801911152145,25,8351.420882250015,0.0,710000,0.0,9551.281132304597,8351.420882250015,9551.281132304597,65,65
8391.950034074265,1070.4764111083732,8391.950034074269,5860.248014126817,1070.4764111083732,25,5860.248014126817,25,8391.950034074265,0.0,720000,0.0,9978.151814327854,8391.950034074269,9978.151814327854,66,66
8621.253083139634,1224.3307505084563,8621.253083139633,5406.544523904972,1224.3307505084563,25,5406.544523904972,25,8621.253083139634,0.0,730000,0.0,9903.87724710748,8621.253083139633,9903.87724710748,67,67
7925.558699138979,845.0042015200008,7925.558699138978,5781.582096872156,845.0042015200008,25,5781.582096872156,25,7925.558699138979,0.0,740000,0.0,9144.937351428172,7925.558699138978,9144.937351428172,68,68
9157.212494232086,1107.8925807182666,9157.212494232088,6224.030836320772,1107.8925807182666,25,6224.030836320772,25,9157.212494232086,0.0,750000,0.0,10393.27867694369,9157.212494232088,10393.27867694369,69,69
9011.473874357609,984.0218142303886,9011.473874357609,6011.126398547335,984.0218142303886,25,6011.126398547335,25,9011.473874357609,0.0,760000,0.0,10207.006723398315,9011.473874357609,10207.006723398315,70,70
8968.264571141552,1112.6920605213222,8968.264571141553,5810.053164611849,1112.6920605213222,25,5810.053164611849,25,8968.264571141552,0.0,770000,0.0,10036.457789070768,8968.264571141553,10036.457789070768,71,71
8973.050325942655,759.7063811290019,8973.050325942655,7098.464066408811,759.7063811290019,25,7098.464066408811,25,8973.050325942655,0.0,780000,0.0,9954.401608522914,8973.050325942655,9954.401608522914,72,72
8955.374090134032,898.3189216764185,8955.374090134028,6513.060258585972,898.3189216764185,25,6513.060258585972,25,8955.374090134032,0.0,790000,0.0,10266.931041865406,8955.374090134028,10266.931041865406,73,73
8633.320170052186,1817.870683081296,8633.320170052188,1752.5340708307738,1817.870683081296,25,1752.5340708307738,25,8633.320170052186,0.0,800000,0.0,10207.081206122308,8633.320170052188,10207.081206122308,74,74
9127.73307171434,971.859354327271,9127.733071714338,6698.002062920075,971.859354327271,25,6698.002062920075,25,9127.73307171434,0.0,810000,0.0,10464.409169989249,9127.733071714338,10464.409169989249,75,75
9054.432977947017,1182.5288863862336,9054.432977947017,6093.350171569308,1182.5288863862336,25,6093.350171569308,25,9054.432977947017,0.0,820000,0.0,10628.080376281856,9054.432977947017,10628.080376281856,76,76
9301.777737782726,863.8555812602668,9301.77773778273,7575.691918838248,863.8555812602668,25,7575.691918838248,25,9301.777737782726,0.0,830000,0.0,10540.451992115899,9301.77773778273,10540.451992115899,77,77
9276.418554729327,881.7442750786159,9276.418554729331,6582.853266738624,881.7442750786159,25,6582.853266738624,25,9276.418554729327,0.0,840000,0.0,10955.866405404106,9276.418554729331,10955.866405404106,78,78
8913.072170178362,696.2486302275548,8913.072170178362,7342.3304671061005,696.2486302275548,25,7342.3304671061005,25,8913.072170178362,0.0,850000,0.0,9859.754496134336,8913.072170178362,9859.754496134336,79,79
9313.208266000569,1074.4477181137331,9313.208266000565,6568.205462154277,1074.4477181137331,25,6568.205462154277,25,9313.208266000569,0.0,860000,0.0,11111.478171607836,9313.208266000565,11111.478171607836,80,80
9363.715349089009,924.495643296263,9363.715349089003,6750.2104081735515,924.495643296263,25,6750.2104081735515,25,9363.715349089009,0.0,870000,0.0,10766.622761306688,9363.715349089003,10766.622761306688,81,81
9461.92297285498,749.494975029236,9461.922972854984,7734.492212098959,749.494975029236,25,7734.492212098959,25,9461.92297285498,0.0,880000,0.0,10884.186277411105,9461.922972854984,10884.186277411105,82,82
8898.960835811584,2014.9720272504874,8898.960835811582,790.8604808651056,2014.9720272504874,25,790.8604808651056,25,8898.960835811584,0.0,890000,0.0,10804.57348365773,8898.960835811582,10804.57348365773,83,83
9281.003722654084,1842.5784851218204,9281.003722654083,1072.6156686324548,1842.5784851218204,25,1072.6156686324548,25,9281.003722654084,0.0,900000,0.0,10803.0794647751,9281.003722654083,10803.0794647751,84,84
9403.441008517266,933.815505186858,9403.441008517268,6670.868289505894,933.815505186858,25,6670.868289505894,25,9403.441008517266,0.0,910000,0.0,10696.93457994558,9403.441008517268,10696.93457994558,85,85
9573.469680744298,1025.2089457324125,9573.469680744292,7227.299061573559,1025.2089457324125,25,7227.299061573559,25,9573.469680744298,0.0,920000,0.0,11108.013858239674,9573.469680744292,11108.013858239674,86,86
9732.595061971639,756.6655604669379,9732.595061971639,7721.689127650012,756.6655604669379,25,7721.689127650012,25,9732.595061971639,0.0,930000,0.0,11009.875866183284,9732.595061971639,11009.875866183284,87,87
9448.48986691272,1213.9836412375096,9448.48986691272,6734.574194685012,1213.9836412375096,25,6734.574194685012,25,9448.48986691272,0.0,940000,0.0,11296.521158333235,9448.48986691272,11296.521158333235,88,88
9263.27927939742,1661.3376378746377,9263.27927939742,3601.669972695998,1661.3376378746377,25,3601.669972695998,25,9263.27927939742,0.0,950000,0.0,10885.258589941503,9263.27927939742,10885.258589941503,89,89
9816.681973474082,1161.5522190484367,9816.68197347408,6863.810755139878,1161.5522190484367,25,6863.810755139878,25,9816.681973474082,0.0,960000,0.0,11056.217972322764,9816.68197347408,11056.217972322764,90,90
10050.406030429549,855.1861499356113,10050.406030429549,7949.959282985306,855.1861499356113,25,7949.959282985306,25,10050.406030429549,0.0,970000,0.0,11226.423070475194,10050.406030429549,11226.423070475194,91,91
10217.387393695595,784.2177600822312,10217.387393695597,8636.285840373715,784.2177600822312,25,8636.285840373715,25,10217.387393695595,0.0,980000,0.0,11407.080263114329,10217.387393695597,11407.080263114329,92,92
9928.753761022528,1125.4827111603379,9928.753761022528,6832.2724602481585,1125.4827111603379,25,6832.2724602481585,25,9928.753761022528,0.0,990000,0.0,11005.950852797892,9928.753761022528,11005.950852797892,93,93
9999.967459979602,987.8023267338782,9999.967459979602,7021.443755828942,987.8023267338782,25,7021.443755828942,25,9999.967459979602,0.0,1000000,0.0,11116.564976661975,9999.967459979602,11116.564976661975,94,94
9416.83980857261,1982.4901290479465,9416.839808572611,1289.2637643390663,1982.4901290479465,25,1289.2637643390663,25,9416.83980857261,0.0,1010000,0.0,11197.224248543185,9416.839808572611,11197.224248543185,95,95
9745.425025630391,1152.047353447069,9745.42502563039,6972.820748342193,1152.047353447069,25,6972.820748342193,25,9745.425025630391,0.0,1020000,0.0,11338.631676585275,9745.42502563039,11338.631676585275,96,96
9981.322566019751,893.3363192007969,9981.322566019753,8053.408683977599,893.3363192007969,25,8053.408683977599,25,9981.322566019751,0.0,1030000,0.0,11343.44994986882,9981.322566019753,11343.44994986882,97,97
9621.465732048242,1221.8889822229903,9621.465732048242,6677.871310180495,1221.8889822229903,25,6677.871310180495,25,9621.465732048242,0.0,1040000,0.0,11080.186068898538,9621.465732048242,11080.186068898538,98,98
9660.007966527977,1155.4609098775777,9660.007966527979,7098.297228967266,1155.4609098775777,25,7098.297228967266,25,9660.007966527977,0.0,1050000,0.0,11214.914005427734,9660.007966527979,11214.914005427734,99,99
9626.46647344486,976.0735760693727,9626.466473444854,7772.214333598399,976.0735760693727,25,7772.214333598399,25,9626.46647344486,0.0,1060000,0.0,11174.091090283024,9626.466473444854,11174.091090283024,100,100
