MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/MinReturn
25,0.0,591.910292833445,29,0.0,7548.063081062842,5234.73173042782,6114.89159899214,7548.063081062842,29,25,350000,591.910292833445,6114.89159899214,6114.89159899214,6114.89159899214,5234.73173042782
25,0.0,671.1138357088313,30,0.0,6711.458792998244,3032.9453097597197,5751.657891407963,6711.458792998244,30,25,360000,671.1138357088313,5751.657891407963,5751.657891407963,5751.657891407963,3032.9453097597197
25,0.0,497.5513254694961,31,0.0,6859.216353028524,5048.750385541566,6011.057634482073,6859.216353028524,31,25,370000,497.5513254694961,6011.057634482073,6011.0576344820765,6011.0576344820765,5048.750385541566
25,0.0,737.2353290872504,32,0.0,7254.368975654081,4014.0545698477495,5956.311686722477,7254.368975654081,32,25,380000,737.2353290872504,5956.311686722477,5956.311686722478,5956.311686722478,4014.0545698477495
25,0.0,662.6192560620498,33,0.0,7170.865738911068,4553.866114666676,6020.604204379836,7170.865738911068,33,25,390000,662.6192560620498,6020.604204379836,6020.604204379833,6020.604204379833,4553.866114666676
25,0.0,914.1518690167978,34,0.0,7725.685971481331,3895.415279655393,6023.549154571557,7725.685971481331,34,25,400000,914.1518690167978,6023.549154571557,6023.549154571554,6023.549154571554,3895.415279655393
25,0.0,637.5951898442155,35,0.0,7610.5768217186,5466.394987135498,6674.197262076916,7610.5768217186,35,25,410000,637.5951898442155,6674.197262076916,6674.197262076915,6674.197262076915,5466.394987135498
25,0.0,837.5886207969371,36,0.0,7744.692699430508,3580.7678944927584,6762.703095027898,7744.692699430508,36,25,420000,837.5886207969371,6762.703095027898,6762.703095027898,6762.703095027898,3580.7678944927584
25,0.0,663.160811383399,37,0.0,7529.021390938609,4960.74431855616,6478.504534907041,7529.021390938609,37,25,430000,663.160811383399,6478.504534907041,6478.5045349070415,6478.5045349070415,4960.74431855616
25,0.0,598.1391133421228,38,0.0,8118.840559260194,5848.219207896372,6986.213427159716,8118.840559260194,38,25,440000,598.1391133421228,6986.213427159716,6986.213427159719,6986.213427159719,5848.219207896372
25,0.0,593.8439487602074,39,0.0,7917.161120491519,5675.621315253163,6876.168184859865,7917.161120491519,39,25,450000,593.8439487602074,6876.168184859865,6876.168184859865,6876.168184859865,5675.621315253163
25,0.0,657.7966821615823,40,0.0,8599.409476432702,5957.0155461853155,7182.096384868189,8599.409476432702,40,25,460000,657.7966821615823,7182.096384868189,7182.096384868185,7182.096384868185,5957.0155461853155
25,0.0,771.5203791990326,41,0.0,8870.866611014993,5977.476054553176,7294.504205578996,8870.866611014993,41,25,470000,771.5203791990326,7294.504205578996,7294.504205578995,7294.504205578995,5977.476054553176
25,0.0,718.3898283624607,42,0.0,8785.606028632948,6267.283384065966,7409.04258077708,8785.606028632948,42,25,480000,718.3898283624607,7409.04258077708,7409.042580777077,7409.042580777077,6267.283384065966
25,0.0,1073.3622471787894,43,0.0,8211.398137387527,2576.7969900743037,7060.871709213308,8211.398137387527,43,25,490000,1073.3622471787894,7060.871709213308,7060.87170921331,7060.87170921331,2576.7969900743037
25,0.0,774.488139700513,44,0.0,9249.238285298956,6106.577264517495,7614.049486401583,9249.238285298956,44,25,500000,774.488139700513,7614.049486401583,7614.049486401575,7614.049486401575,6106.577264517495
25,0.0,963.5510319041396,45,0.0,8624.97139603299,4214.382826307751,7449.820153980014,8624.97139603299,45,25,510000,963.5510319041396,7449.820153980014,7449.8201539800175,7449.8201539800175,4214.382826307751
25,0.0,687.5621762109823,46,0.0,8953.901952169428,6355.611519826892,7721.956324881873,8953.901952169428,46,25,520000,687.5621762109823,7721.956324881873,7721.95632488187,7721.95632488187,6355.611519826892
25,0.0,652.0613764524205,47,0.0,9125.14880697683,6616.706436124037,7899.199509888376,9125.14880697683,47,25,530000,652.0613764524205,7899.199509888376,7899.199509888375,7899.199509888375,6616.706436124037
25,0.0,693.234604143807,48,0.0,9081.2242785746,6413.956392740434,8012.383578040238,9081.2242785746,48,25,540000,693.234604143807,8012.383578040238,8012.3835780402405,8012.3835780402405,6413.956392740434
25,0.0,943.5941432574783,49,0.0,9465.925688515286,6201.185836557652,7825.660979118831,9465.925688515286,49,25,550000,943.5941432574783,7825.660979118831,7825.660979118831,7825.660979118831,6201.185836557652
25,0.0,1349.6836019348807,50,0.0,9087.095991122735,1854.7069556800113,7627.064650571593,9087.095991122735,50,25,560000,1349.6836019348807,7627.064650571593,7627.064650571594,7627.064650571594,1854.7069556800113
25,0.0,862.2695533254359,51,0.0,9520.024959657183,6255.789001628092,7904.468255952845,9520.024959657183,51,25,570000,862.2695533254359,7904.468255952845,7904.4682559528455,7904.4682559528455,6255.789001628092
25,0.0,743.2289795330772,52,0.0,9538.39838173889,6459.32934037121,8132.652711869625,9538.39838173889,52,25,580000,743.2289795330772,8132.652711869625,8132.652711869622,8132.652711869622,6459.32934037121
25,0.0,587.6470375253032,53,0.0,9472.81105385079,7324.857871130391,8848.90036007308,9472.81105385079,53,25,590000,587.6470375253032,8848.90036007308,8848.900360073083,8848.900360073083,7324.857871130391
25,0.0,635.1220288530926,54,0.0,9976.005161925012,6655.581817439014,8606.32834966592,9976.005161925012,54,25,600000,635.1220288530926,8606.32834966592,8606.328349665917,8606.328349665917,6655.581817439014
25,0.0,902.0817667294274,55,0.0,10142.234500360993,6910.145095061332,8701.62220580581,10142.234500360993,55,25,610000,902.0817667294274,8701.62220580581,8701.622205805808,8701.622205805808,6910.145095061332
25,0.0,1112.6348789576627,56,0.0,9994.690619047265,6644.3175862581065,8463.497923867502,9994.690619047265,56,25,620000,1112.6348789576627,8463.497923867502,8463.497923867504,8463.497923867504,6644.3175862581065
25,0.0,886.1402584062361,57,0.0,10251.981022962269,6793.490674798151,8796.164665509621,10251.981022962269,57,25,630000,886.1402584062361,8796.164665509621,8796.164665509616,8796.164665509616,6793.490674798151
25,0.0,1446.5215426252178,58,0.0,10311.83999801264,2795.600701066227,8642.68070492328,10311.83999801264,58,25,640000,1446.5215426252178,8642.68070492328,8642.680704923281,8642.680704923281,2795.600701066227
25,0.0,650.5968947600849,59,0.0,10352.83610409544,7890.266387592226,9207.18117287867,10352.83610409544,59,25,650000,650.5968947600849,9207.18117287867,9207.181172878667,9207.181172878667,7890.266387592226
25,0.0,854.681822441279,60,0.0,10242.097647663251,6784.038199605493,9076.357060008257,10242.097647663251,60,25,660000,854.681822441279,9076.357060008257,9076.357060008257,9076.357060008257,6784.038199605493
25,0.0,754.0060564473011,61,0.0,10565.62028560283,7597.925326300927,9463.529387498751,10565.62028560283,61,25,670000,754.0060564473011,9463.529387498751,9463.529387498751,9463.529387498751,7597.925326300927
25,0.0,842.6827555254016,62,0.0,10501.159624717126,6132.935046064727,9347.090141833609,10501.159624717126,62,25,680000,842.6827555254016,9347.090141833609,9347.09014183361,9347.09014183361,6132.935046064727
25,0.0,1767.0904841211247,63,0.0,10661.61559179745,3382.2923330098856,9001.139768596708,10661.61559179745,63,25,690000,1767.0904841211247,9001.139768596708,9001.139768596704,9001.139768596704,3382.2923330098856
25,0.0,1463.39149218386,64,0.0,11108.283503747338,3660.552866127228,9129.013733554928,11108.283503747338,64,25,700000,1463.39149218386,9129.013733554928,9129.013733554924,9129.013733554924,3660.552866127228
25,0.0,619.258647118776,65,0.0,10812.265652331136,8207.700730128234,9774.144257097329,10812.265652331136,65,25,710000,619.258647118776,9774.144257097329,9774.14425709733,9774.14425709733,8207.700730128234
25,0.0,1995.2750805402231,66,0.0,10777.625204370395,629.6014876962707,8985.404557153204,10777.625204370395,66,25,720000,1995.2750805402231,8985.404557153204,8985.404557153206,8985.404557153206,629.6014876962707
25,0.0,805.3295513561436,67,0.0,11257.535129519687,8182.2227529999855,10135.81704018226,11257.535129519687,67,25,730000,805.3295513561436,10135.81704018226,10135.817040182259,10135.817040182259,8182.2227529999855
25,0.0,1435.3447787504717,68,0.0,11222.67913544177,3399.449405618793,9658.873054050504,11222.67913544177,68,25,740000,1435.3447787504717,9658.873054050504,9658.873054050504,9658.873054050504,3399.449405618793
25,0.0,1180.740288980899,69,0.0,11609.76557549169,7184.965605704126,9691.552871736005,11609.76557549169,69,25,750000,1180.740288980899,9691.552871736005,9691.552871736001,9691.552871736001,7184.965605704126
25,0.0,983.9011471952833,70,0.0,11761.286181415771,8069.3450956006955,10124.229034081714,11761.286181415771,70,25,760000,983.9011471952833,10124.229034081714,10124.229034081714,10124.229034081714,8069.3450956006955
25,0.0,830.8860731899285,71,0.0,10916.560697886573,7759.832761235642,9842.797918363342,10916.560697886573,71,25,770000,830.8860731899285,9842.797918363342,9842.79791836334,9842.79791836334,7759.832761235642
25,0.0,755.6816321541096,72,0.0,11647.727013925232,8592.155964664264,10294.584801472227,11647.727013925232,72,25,780000,755.6816321541096,10294.584801472227,10294.584801472227,10294.584801472227,8592.155964664264
25,0.0,1043.885684998741,73,0.0,11815.190457826746,7171.4932255596905,9950.471203482017,11815.190457826746,73,25,790000,1043.885684998741,9950.471203482017,9950.47120348202,9950.47120348202,7171.4932255596905
25,0.0,1189.361326879177,74,0.0,11895.725129216584,6914.602069103402,9890.516801818514,11895.725129216584,74,25,800000,1189.361326879177,9890.516801818514,9890.516801818512,9890.516801818512,6914.602069103402
25,0.0,1843.0864498657081,75,0.0,11836.563569500639,1687.09697733592,9744.522038809235,11836.563569500639,75,25,810000,1843.0864498657081,9744.522038809235,9744.522038809235,9744.522038809235,1687.09697733592
25,0.0,1525.017508852768,76,0.0,12374.699599883861,4334.378047143801,10102.634551432759,12374.699599883861,76,25,820000,1525.017508852768,10102.634551432759,10102.634551432762,10102.634551432762,4334.378047143801
25,0.0,1955.3341477327544,77,0.0,11695.854733515242,2106.9582865975785,9910.912398033419,11695.854733515242,77,25,830000,1955.3341477327544,9910.912398033419,9910.91239803342,9910.91239803342,2106.9582865975785
25,0.0,1358.012834730543,78,0.0,12415.329170674935,6832.038340477233,9751.748779701184,12415.329170674935,78,25,840000,1358.012834730543,9751.748779701184,9751.748779701185,9751.748779701185,6832.038340477233
25,0.0,1164.1867965373513,79,0.0,12077.470093452781,7131.741563637217,10021.371928832394,12077.470093452781,79,25,850000,1164.1867965373513,10021.371928832394,10021.371928832392,10021.371928832392,7131.741563637217
25,0.0,2724.5886616817647,80,0.0,11322.9818157877,1514.6539901827114,9193.147040727887,11322.9818157877,80,25,860000,2724.5886616817647,9193.147040727887,9193.147040727887,9193.147040727887,1514.6539901827114
25,0.0,1177.31057029061,81,0.0,12320.439679842882,7716.845639948448,10324.67069496323,12320.439679842882,81,25,870000,1177.31057029061,10324.67069496323,10324.670694963228,10324.670694963228,7716.845639948448
25,0.0,1068.1779157977535,82,0.0,12027.854405290147,8073.897184941475,10337.838429385503,12027.854405290147,82,25,880000,1068.1779157977535,10337.838429385503,10337.838429385503,10337.838429385503,8073.897184941475
25,0.0,1269.4247080224138,83,0.0,12314.69085074604,7467.26366891024,10666.007801747226,12314.69085074604,83,25,890000,1269.4247080224138,10666.007801747226,10666.007801747222,10666.007801747222,7467.26366891024
25,0.0,863.2660671944452,84,0.0,11844.607549417933,8661.533349385336,10556.451286134328,11844.607549417933,84,25,900000,863.2660671944452,10556.451286134328,10556.451286134336,10556.451286134336,8661.533349385336
25,0.0,1084.930347978191,85,0.0,12240.485482216976,7740.801635826454,10544.016121618026,12240.485482216976,85,25,910000,1084.930347978191,10544.016121618026,10544.016121618024,10544.016121618024,7740.801635826454
25,0.0,2322.4808848980265,86,0.0,12214.784961632417,1889.5958994734367,9445.258969941931,12214.784961632417,86,25,920000,2322.4808848980265,9445.258969941931,9445.258969941928,9445.258969941928,1889.5958994734367
25,0.0,1210.4527959055029,87,0.0,12662.361575253171,7805.603991782539,11036.888403620893,12662.361575253171,87,25,930000,1210.4527959055029,11036.888403620893,11036.888403620895,11036.888403620895,7805.603991782539
25,0.0,768.191181651012,88,0.0,12190.690734125346,9060.339548642196,10867.074473026882,12190.690734125346,88,25,940000,768.191181651012,10867.074473026882,10867.074473026883,10867.074473026883,9060.339548642196
25,0.0,1345.2605397245677,89,0.0,12649.330534470157,6154.519654964969,10881.712749086299,12649.330534470157,89,25,950000,1345.2605397245677,10881.712749086299,10881.712749086297,10881.712749086297,6154.519654964969
25,0.0,1684.177230000983,90,0.0,12469.475865998438,4007.96195431976,10773.110526030769,12469.475865998438,90,25,960000,1684.177230000983,10773.110526030769,10773.110526030767,10773.110526030767,4007.96195431976
25,0.0,1385.4495601208484,91,0.0,12538.835273607036,6699.157227747004,10616.167791708262,12538.835273607036,91,25,970000,1385.4495601208484,10616.167791708262,10616.167791708258,10616.167791708258,6699.157227747004
25,0.0,953.8448496691981,92,0.0,12732.611319401205,8378.036716735884,11393.268935805612,12732.611319401205,92,25,980000,953.8448496691981,11393.268935805612,11393.268935805616,11393.268935805616,8378.036716735884
25,0.0,1048.7591788562431,93,0.0,12508.018291910757,8296.003340615589,10824.725447086883,12508.018291910757,93,25,990000,1048.7591788562431,10824.725447086883,10824.725447086881,10824.725447086881,8296.003340615589
25,0.0,969.6546614953575,94,0.0,12939.671081858605,9284.413985665298,11132.114419704392,12939.671081858605,94,25,1000000,969.6546614953575,11132.114419704392,11132.114419704394,11132.114419704394,9284.413985665298
25,0.0,1269.2151573909694,95,0.0,12806.444039763091,7820.783220101344,10268.369078923924,12806.444039763091,95,25,1010000,1269.2151573909694,10268.369078923924,10268.369078923923,10268.369078923923,7820.783220101344
25,0.0,2390.8657831706014,96,0.0,12788.76687355018,3124.5124345710815,10469.150283982965,12788.76687355018,96,25,1020000,2390.8657831706014,10469.150283982965,10469.150283982966,10469.150283982966,3124.5124345710815
25,0.0,1128.431015570958,97,0.0,13047.809123987581,9037.643078118019,10939.618220846052,13047.809123987581,97,25,1030000,1128.431015570958,10939.618220846052,10939.618220846052,10939.618220846052,9037.643078118019
25,0.0,1076.1361575023311,98,0.0,13171.550164044593,8425.223356326953,11285.04844761744,13171.550164044593,98,25,1040000,1076.1361575023311,11285.04844761744,11285.048447617446,11285.048447617446,8425.223356326953
25,0.0,1334.149984573972,99,0.0,12784.184914501004,8044.754656797211,10878.096266458686,12784.184914501004,99,25,1050000,1334.149984573972,10878.096266458686,10878.09626645869,10878.09626645869,8044.754656797211
25,0.0,1388.2831390442818,100,0.0,12756.209682725657,8173.945806773296,10769.82490909433,12756.209682725657,100,25,1060000,1388.2831390442818,10769.82490909433,10769.824909094328,10769.824909094328,8173.945806773296
25,0.0,986.6031581288995,101,0.0,12937.371687155874,8333.895742957458,10742.252170820911,12937.371687155874,101,25,1070000,986.6031581288995,10742.252170820911,10742.252170820913,10742.252170820913,8333.895742957458
25,0.0,1252.703500366845,102,0.0,13186.983169632482,8296.264958974742,10606.078148715074,13186.983169632482,102,25,1080000,1252.703500366845,10606.078148715074,10606.078148715074,10606.078148715074,8296.264958974742
25,0.0,1614.544369193823,103,0.0,13214.654800296741,4944.7937646676455,10992.926011449073,13214.654800296741,103,25,1090000,1614.544369193823,10992.926011449073,10992.926011449068,10992.926011449068,4944.7937646676455
25,0.0,1093.1278564009413,104,0.0,12324.83388395092,8354.941452594558,10578.897283292785,12324.83388395092,104,25,1100000,1093.1278564009413,10578.897283292785,10578.897283292788,10578.897283292788,8354.941452594558
25,0.0,846.2727675495645,105,0.0,12858.741165348283,9473.181500338702,11384.513531532886,12858.741165348283,105,25,1110000,846.2727675495645,11384.513531532886,11384.513531532884,11384.513531532884,9473.181500338702
25,0.0,1765.5409254572075,106,0.0,13142.33170817539,4327.9146016145705,10980.943366455338,13142.33170817539,106,25,1120000,1765.5409254572075,10980.943366455338,10980.943366455338,10980.943366455338,4327.9146016145705
25,0.0,1962.280340685936,107,0.0,12677.900673531825,2421.092994575617,10450.076941008067,12677.900673531825,107,25,1130000,1962.280340685936,10450.076941008067,10450.076941008067,10450.076941008067,2421.092994575617
25,0.0,1583.2693338873771,108,0.0,13282.653285340068,6430.963482356685,10958.256684423366,13282.653285340068,108,25,1140000,1583.2693338873771,10958.256684423366,10958.256684423372,10958.256684423372,6430.963482356685
25,0.0,933.4553014676503,109,0.0,13041.675234278277,9651.651634973869,11468.105015381545,13041.675234278277,109,25,1150000,933.4553014676503,11468.105015381545,11468.105015381545,11468.105015381545,9651.651634973869
25,0.0,1136.925683162827,110,0.0,13278.875064675827,9118.245123467315,11073.70947173517,13278.875064675827,110,25,1160000,1136.925683162827,11073.70947173517,11073.709471735167,11073.709471735167,9118.245123467315
25,0.0,1201.1456375084101,111,0.0,13255.3509562658,8568.74824694505,11348.910460357449,13255.3509562658,111,25,1170000,1201.1456375084101,11348.910460357449,11348.910460357456,11348.910460357456,8568.74824694505
25,0.0,1109.3796700942496,112,0.0,13248.208541523814,9061.224822763994,11282.085163695225,13248.208541523814,112,25,1180000,1109.3796700942496,11282.085163695225,11282.085163695223,11282.085163695223,9061.224822763994
25,0.0,1036.4488731022382,113,0.0,13832.47667153426,9690.078457488306,11741.968739742637,13832.47667153426,113,25,1190000,1036.4488731022382,11741.968739742637,11741.968739742635,11741.968739742635,9690.078457488306
25,0.0,1199.096301936089,114,0.0,13077.720667828571,8990.871977282946,11222.848369600868,13077.720667828571,114,25,1200000,1199.096301936089,11222.848369600868,11222.848369600873,11222.848369600873,8990.871977282946
25,0.0,1176.1886916189255,115,0.0,12701.458309160476,8857.159304512952,10833.616628196787,12701.458309160476,115,25,1210000,1176.1886916189255,10833.616628196787,10833.616628196783,10833.616628196783,8857.159304512952
25,0.0,1003.0729529886084,116,0.0,13147.80007839572,8831.469325256152,11807.34428655259,13147.80007839572,116,25,1220000,1003.0729529886084,11807.34428655259,11807.344286552594,11807.344286552594,8831.469325256152
25,0.0,994.238350936613,117,0.0,13311.803633002239,9219.958436231658,11285.505138172593,13311.803633002239,117,25,1230000,994.238350936613,11285.505138172593,11285.505138172593,11285.505138172593,9219.958436231658
25,0.0,1272.4215163037918,118,0.0,13837.183741988665,8726.694205439137,11751.541077851301,13837.183741988665,118,25,1240000,1272.4215163037918,11751.541077851301,11751.541077851303,11751.541077851303,8726.694205439137
25,0.0,1257.9187775829962,119,0.0,13818.025748114196,9039.960050131911,11615.38829614997,13818.025748114196,119,25,1250000,1257.9187775829962,11615.38829614997,11615.388296149971,11615.388296149971,9039.960050131911
25,0.0,1640.8320227000063,120,0.0,13679.134385156929,6152.600261330675,10931.388564477926,13679.134385156929,120,25,1260000,1640.8320227000063,10931.388564477926,10931.388564477924,10931.388564477924,6152.600261330675
25,0.0,817.634679050485,121,0.0,13135.443492850607,9881.152108769007,11665.03393163506,13135.443492850607,121,25,1270000,817.634679050485,11665.03393163506,11665.03393163506,11665.03393163506,9881.152108769007
25,0.0,1318.672033157276,122,0.0,13375.790570472578,6704.734575647272,10810.811800178504,13375.790570472578,122,25,1280000,1318.672033157276,10810.811800178504,10810.811800178506,10810.811800178506,6704.734575647272
25,0.0,937.0103876923238,123,0.0,13249.3649071645,9899.641045302355,11816.063637094532,13249.3649071645,123,25,1290000,937.0103876923238,11816.063637094532,11816.063637094532,11816.063637094532,9899.641045302355
25,0.0,1168.4696227387985,124,0.0,13483.126871048615,9866.217095120366,11607.749595846479,13483.126871048615,124,25,1300000,1168.4696227387985,11607.749595846479,11607.749595846479,11607.749595846479,9866.217095120366
25,0.0,995.9915959220159,125,0.0,13590.021889935222,9725.603326773857,11710.388837606315,13590.021889935222,125,25,1310000,995.9915959220159,11710.388837606315,11710.388837606311,11710.388837606311,9725.603326773857
25,0.0,1121.4907869935637,126,0.0,13680.89998304906,8548.013521248971,11427.350748706727,13680.89998304906,126,25,1320000,1121.4907869935637,11427.350748706727,11427.350748706727,11427.350748706727,8548.013521248971
25,0.0,1566.0190875856292,127,0.0,12945.636311863624,7861.625080630553,10990.200866810032,12945.636311863624,127,25,1330000,1566.0190875856292,10990.200866810032,10990.20086681003,10990.20086681003,7861.625080630553
25,0.0,1675.0991523690864,128,0.0,14308.48101594455,8113.871542583559,11765.460382833173,14308.48101594455,128,25,1340000,1675.0991523690864,11765.460382833173,11765.460382833173,11765.460382833173,8113.871542583559
25,0.0,1230.4960032573435,129,0.0,13790.944112854682,9786.387238901929,11879.404318981704,13790.944112854682,129,25,1350000,1230.4960032573435,11879.404318981704,11879.404318981702,11879.404318981702,9786.387238901929
