MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/AverageDiscountedReturn
122,629.048302563176,122,629.048302563176,17.786562167312894,627.6793156674341,3249.5452503082115,627.6793156674341,3249.5452503082115,627.679315667434,115,0.9836065573770492,17.786562167312894,1121199,0.9836065573770492,115,627.679315667434
132,651.9918875479364,132,651.9918875479364,14.36585255416629,582.5370427152469,2975.2938452067724,582.5370427152469,2975.2938452067724,582.5370427152469,116,1.0,14.36585255416629,1131945,1.0,116,582.5370427152469
146,618.4795011189397,146,618.4795011189397,14.816905902146237,548.0343099702072,3539.892327542244,548.0343099702072,3539.892327542244,548.0343099702072,117,0.9931506849315068,14.816905902146237,1142219,0.9931506849315068,117,548.0343099702072
129,703.0756503841832,129,703.0756503841832,14.977333919755093,626.854499303321,3261.8647949841666,626.854499303321,3261.8647949841666,626.854499303321,118,1.0,14.977333919755093,1152859,1.0,118,626.854499303321
113,717.6426928290242,113,717.6426928290242,16.77304471777874,720.7666345109119,2797.702817507711,720.7666345109119,2797.702817507711,720.7666345109121,119,1.0,16.77304471777874,1163396,1.0,119,720.7666345109121
180,439.5494675931662,180,439.5494675931662,16.078044560295,408.1965331264006,2274.5800760949787,408.1965331264006,2274.5800760949787,408.19653312640065,120,1.0,16.078044560295,1174064,1.0,120,408.19653312640065
162,536.8771481725134,162,536.8771481725134,16.566532697766046,461.46083667931384,2642.2703971178166,461.46083667931384,2642.2703971178166,461.46083667931396,121,1.0,16.566532697766046,1185434,1.0,121,461.46083667931396
154,694.96568076889,154,694.96568076889,9.659109206900146,521.9070082032728,3650.1687129513766,521.9070082032728,3650.1687129513766,521.9070082032727,122,0.987012987012987,9.659109206900146,1195608,0.987012987012987,122,521.9070082032727
148,590.167634442138,148,590.167634442138,14.224797538086564,507.86317018208047,3631.8231075808294,507.86317018208047,3631.8231075808294,507.8631701820807,123,0.9932432432432432,14.224797538086564,1207661,0.9932432432432432,123,507.8631701820807
143,880.2161623241395,143,880.2161623241395,10.809258393877158,630.5321109232481,4349.535133491316,630.5321109232481,4349.535133491316,630.5321109232482,124,0.9790209790209791,10.809258393877158,1218067,0.9790209790209791,124,630.5321109232482
152,757.0051790045844,152,757.0051790045844,6.663687380748426,535.1950114747935,3715.8269701069303,535.1950114747935,3715.8269701069303,535.1950114747933,125,0.9802631578947368,6.663687380748426,1228107,0.9802631578947368,125,535.1950114747933
184,570.9728050682421,184,570.9728050682421,5.930869409175881,410.2916326090795,3752.9380127086974,410.2916326090795,3752.9380127086974,410.2916326090795,126,0.9945652173913043,5.930869409175881,1237385,0.9945652173913043,126,410.2916326090795
101,864.6856407135946,101,864.6856407135946,14.213862660150264,860.7301394952132,3623.6078897474545,860.7301394952132,3623.6078897474545,860.7301394952135,127,0.9702970297029703,14.213862660150264,1249887,0.9702970297029703,127,860.7301394952135
115,811.537035225649,115,811.537035225649,6.555538799267961,709.3187993469095,3500.740414961605,709.3187993469095,3500.740414961605,709.3187993469094,128,0.9652173913043478,6.555538799267961,1260420,0.9652173913043478,128,709.3187993469094
115,811.3018933813859,115,811.3018933813859,10.576781220092148,711.5001135288622,3551.0209184459095,711.5001135288622,3551.0209184459095,711.5001135288624,129,0.9826086956521739,10.576781220092148,1270460,0.9826086956521739,129,711.5001135288624
111,1067.2844275542468,111,1067.2844275542468,17.155109527890698,933.9583331182076,3735.2714961687275,933.9583331182076,3735.2714961687275,933.9583331182076,130,0.9279279279279279,17.155109527890698,1279798,0.9279279279279279,130,933.9583331182076
105,973.6116694877023,105,973.6116694877023,10.528117413057883,816.920070455967,3930.206688949609,816.920070455967,3930.206688949609,816.9200704559669,131,0.9428571428571428,10.528117413057883,1289927,0.9428571428571428,131,816.9200704559669
170,694.4393888285366,170,694.4393888285366,1.030552232054301,451.2444188347272,3625.1468838579917,451.2444188347272,3625.1468838579917,451.2444188347271,132,0.9823529411764705,1.030552232054301,1301195,0.9823529411764705,132,451.2444188347271
119,980.6229408846326,119,980.6229408846326,2.2980576772537225,733.0912135253488,3553.8468115728588,733.0912135253488,3553.8468115728588,733.0912135253488,133,0.957983193277311,2.2980576772537225,1312234,0.957983193277311,133,733.0912135253488
156,490.6535929813294,156,490.6535929813294,9.526706099362341,427.50089597736866,4059.951336889685,427.50089597736866,4059.951336889685,427.50089597736866,134,0.9935897435897436,9.526706099362341,1320913,0.9935897435897436,134,427.50089597736866
95,1116.827115050951,95,1116.827115050951,7.635856786765236,1081.9863102884594,3923.1784037255547,1081.9863102884594,3923.1784037255547,1081.9863102884594,135,0.9157894736842105,7.635856786765236,1330366,0.9157894736842105,135,1081.9863102884594
137,767.7934016733932,137,767.7934016733932,0.9873862823322153,616.3429533131638,3785.576390314756,616.3429533131638,3785.576390314756,616.3429533131638,136,0.9854014598540146,0.9873862823322153,1340354,0.9854014598540146,136,616.3429533131638
118,911.2939604928001,118,911.2939604928001,6.039461704479538,729.9857998772432,3692.8435854278573,729.9857998772432,3692.8435854278573,729.9857998772434,137,0.9491525423728814,6.039461704479538,1351985,0.9491525423728814,137,729.9857998772434
135,795.6239689385669,135,795.6239689385669,1.7346064539724915,636.5906138317623,3443.620403982807,636.5906138317623,3443.620403982807,636.5906138317623,138,0.9851851851851852,1.7346064539724915,1362820,0.9851851851851852,138,636.5906138317623
124,921.4529016746045,124,921.4529016746045,-5.9817610766236,697.7059641146589,3674.283802825447,697.7059641146589,3674.283802825447,697.705964114659,139,0.967741935483871,-5.9817610766236,1373765,0.967741935483871,139,697.705964114659
90,1127.0513009108156,90,1127.0513009108156,17.692006428502,1022.5467289047597,3728.313096773017,1022.5467289047597,3728.313096773017,1022.5467289047596,140,0.9,17.692006428502,1383218,0.9,140,1022.5467289047596
111,1067.549395604052,111,1067.549395604052,20.634877754078875,791.9209112620373,3880.765519703737,791.9209112620373,3880.765519703737,791.9209112620371,141,0.9099099099099099,20.634877754078875,1394155,0.9099099099099099,141,791.9209112620371
93,1125.7660595705572,93,1125.7660595705572,34.5115721110743,1060.7414050505326,3735.028126368671,1060.7414050505326,3735.028126368671,1060.7414050505324,142,0.9139784946236559,34.5115721110743,1403450,0.9139784946236559,142,1060.7414050505324
122,811.9651582439767,122,811.9651582439767,14.222783982129174,694.9367769012356,3604.86582565919,694.9367769012356,3604.86582565919,694.9367769012356,143,0.9754098360655737,14.222783982129174,1413948,0.9754098360655737,143,694.9367769012356
123,811.9936049615413,123,811.9936049615413,11.917373552195418,703.9101257278594,3487.5182553290592,703.9101257278594,3487.5182553290592,703.9101257278594,144,0.9512195121951219,11.917373552195418,1425892,0.9512195121951219,144,703.9101257278594
124,831.4484932576324,124,831.4484932576324,15.847315188158232,648.4626682724096,3598.4552480820626,648.4626682724096,3598.4552480820626,648.4626682724095,145,0.967741935483871,15.847315188158232,1436586,0.967741935483871,145,648.4626682724095
114,797.0907378682483,114,797.0907378682483,8.396619540026858,775.2661677222284,3546.028135177757,775.2661677222284,3546.028135177757,775.2661677222281,146,0.9912280701754386,8.396619540026858,1447569,0.9912280701754386,146,775.2661677222281
125,785.7136990696765,125,785.7136990696765,22.89333468298777,630.7887058943898,3236.1828764325674,630.7887058943898,3236.1828764325674,630.7887058943896,147,0.968,22.89333468298777,1459978,0.968,147,630.7887058943896
114,769.8739505570927,114,769.8739505570927,20.83463788715313,763.5897749027289,3115.2047525441367,763.5897749027289,3115.2047525441367,763.5897749027285,148,1.0,20.83463788715313,1472473,1.0,148,763.5897749027285
91,1160.705284140483,91,1160.705284140483,15.492533409840714,1121.0173614964563,3654.126428788766,1121.0173614964563,3654.126428788766,1121.0173614964563,149,0.9340659340659341,15.492533409840714,1482712,0.9340659340659341,149,1121.0173614964563
81,1247.9002973083834,81,1247.9002973083834,9.719522591686781,1272.107587752768,4074.052653906134,1272.107587752768,4074.052653906134,1272.1075877527683,150,0.8888888888888888,9.719522591686781,1492592,0.8888888888888888,150,1272.1075877527683
93,859.585395039089,93,859.585395039089,50.07446101284731,1017.9492760286936,3253.562396885132,1017.9492760286936,3253.562396885132,1017.9492760286937,151,0.989247311827957,50.07446101284731,1503812,0.989247311827957,151,1017.9492760286937
103,1046.19369833882,103,1046.19369833882,11.754536821957503,957.882019259102,3880.296608465741,957.882019259102,3880.296608465741,957.8820192591018,152,0.941747572815534,11.754536821957503,1513490,0.941747572815534,152,957.8820192591018
127,742.6267877277005,127,742.6267877277005,13.99416569683526,656.8549477678064,3016.9574941024753,656.8549477678064,3016.9574941024753,656.8549477678064,153,1.0,13.99416569683526,1523687,1.0,153,656.8549477678064
102,1059.1794088726372,102,1059.1794088726372,10.81340954791662,955.5873703788765,4068.9309432383047,955.5873703788765,4068.9309432383047,955.5873703788768,154,0.9607843137254902,10.81340954791662,1532846,0.9607843137254902,154,955.5873703788768
100,1063.3712541270233,100,1063.3712541270233,18.740574339758304,948.9637938320868,4091.7106464891917,948.9637938320868,4091.7106464891917,948.9637938320867,155,0.93,18.740574339758304,1542942,0.93,155,948.9637938320867
98,1165.2014662977388,98,1165.2014662977388,1.2622919869336338,1088.2046798929202,4175.273779503844,1088.2046798929202,4175.273779503844,1088.20467989292,156,0.9489795918367347,1.2622919869336338,1551811,0.9489795918367347,156,1088.20467989292
127,701.9019299023158,127,701.9019299023158,9.514633621090068,610.553248571623,3686.840359086723,610.553248571623,3686.840359086723,610.5532485716232,157,0.984251968503937,9.514633621090068,1561777,0.984251968503937,157,610.5532485716232
133,778.4969183493279,133,778.4969183493279,10.841090409107688,671.0484481663859,3988.3956347825715,671.0484481663859,3988.3956347825715,671.0484481663859,158,0.9849624060150376,10.841090409107688,1572591,0.9849624060150376,158,671.0484481663859
80,1093.4004988661773,80,1093.4004988661773,40.12163751561032,1292.3691261241902,3613.770758922713,1292.3691261241902,3613.770758922713,1292.36912612419,159,0.875,40.12163751561032,1582086,0.875,159,1292.36912612419
94,1065.4368567016272,94,1065.4368567016272,3.5504010361421643,961.5048510472076,3940.1460426372037,961.5048510472076,3940.1460426372037,961.5048510472077,160,0.9468085106382979,3.5504010361421643,1592710,0.9468085106382979,160,961.5048510472077
109,909.6261824359516,109,909.6261824359516,14.948071006673135,870.9384725225281,4063.445994644573,870.9384725225281,4063.445994644573,870.9384725225282,161,0.9724770642201835,14.948071006673135,1603161,0.9724770642201835,161,870.9384725225282
89,1088.7455369053928,89,1088.7455369053928,8.244557072451869,1044.2735656018,3726.144062581131,1044.2735656018,3726.144062581131,1044.2735656018006,162,0.9213483146067416,8.244557072451869,1614792,0.9213483146067416,162,1044.2735656018006
93,1070.3129676021308,93,1070.3129676021308,20.31596021365948,1087.4198442278916,3817.938624397695,1087.4198442278916,3817.938624397695,1087.4198442278914,163,0.946236559139785,20.31596021365948,1624949,0.946236559139785,163,1087.4198442278914
88,1109.1824448543227,88,1109.1824448543227,18.870311184709326,1173.1492388607364,4043.9125468254047,1173.1492388607364,4043.9125468254047,1173.1492388607362,164,0.8977272727272727,18.870311184709326,1636501,0.8977272727272727,164,1173.1492388607362
86,1306.401517035021,86,1306.401517035021,16.180886837288067,1458.9284694701244,4257.768597471423,1458.9284694701244,4257.768597471423,1458.9284694701244,165,0.872093023255814,16.180886837288067,1646276,0.872093023255814,165,1458.9284694701244
88,1144.6364998412182,88,1144.6364998412182,19.843236046809835,1190.6275395446276,4172.475966037533,1190.6275395446276,4172.475966037533,1190.6275395446276,166,0.9318181818181818,19.843236046809835,1657301,0.9318181818181818,166,1190.6275395446276
113,769.328735322293,113,769.328735322293,5.378070984092794,822.0097602737511,3693.254890130872,822.0097602737511,3693.254890130872,822.0097602737512,167,1.0,5.378070984092794,1667825,1.0,167,822.0097602737512
97,1042.9700571776245,97,1042.9700571776245,3.700565489628488,1060.828739389187,4116.8705585341195,1060.828739389187,4116.8705585341195,1060.8287393891867,168,0.9484536082474226,3.700565489628488,1677482,0.9484536082474226,168,1060.8287393891867
105,980.4879821120882,105,980.4879821120882,4.747076855030964,906.3065787845627,3831.258276953216,906.3065787845627,3831.258276953216,906.3065787845627,169,0.9619047619047619,4.747076855030964,1689215,0.9619047619047619,169,906.3065787845627
88,1061.0066459696247,88,1061.0066459696247,27.978215564886852,1186.3157780643924,3847.239408867887,1186.3157780643924,3847.239408867887,1186.3157780643924,170,0.9431818181818182,27.978215564886852,1699024,0.9431818181818182,170,1186.3157780643924
113,834.1831939274558,113,834.1831939274558,2.9862484722473353,821.2948334037675,3260.409102677713,821.2948334037675,3260.409102677713,821.2948334037674,171,1.0,2.9862484722473353,1710072,1.0,171,821.2948334037674
108,885.3054117258114,108,885.3054117258114,-26.3795202998025,822.1356802845409,3840.376629003669,822.1356802845409,3840.376629003669,822.1356802845405,172,0.9629629629629629,-26.3795202998025,1720589,0.9629629629629629,172,822.1356802845405
121,939.1703269541224,121,939.1703269541224,6.427986116266374,857.685850983864,4173.4097967942225,857.685850983864,4173.4097967942225,857.6858509838642,173,0.9586776859504132,6.427986116266374,1731762,0.9586776859504132,173,857.6858509838642
104,918.4343375928028,104,918.4343375928028,5.907651421184447,920.4292557460982,4370.27192788305,920.4292557460982,4370.27192788305,920.4292557460982,174,0.9807692307692307,5.907651421184447,1742176,0.9807692307692307,174,920.4292557460982
91,1066.380560773886,91,1066.380560773886,6.065696541181099,1200.5074138668726,4084.5379580210615,1200.5074138668726,4084.5379580210615,1200.5074138668729,175,0.9340659340659341,6.065696541181099,1752825,0.9340659340659341,175,1200.5074138668729
80,1316.3871242595835,80,1316.3871242595835,6.977658384108774,1530.4586000220136,4402.479682662634,1530.4586000220136,4402.479682662634,1530.4586000220138,176,0.8625,6.977658384108774,1762047,0.8625,176,1530.4586000220138
73,1324.2262872562292,73,1324.2262872562292,-0.39029231923400104,1592.661359750992,4294.341762297572,1592.661359750992,4294.341762297572,1592.6613597509922,177,0.8767123287671232,-0.39029231923400104,1772709,0.8767123287671232,177,1592.6613597509922
104,789.1126345791325,104,789.1126345791325,6.737392641390075,934.1113186015514,3998.357023516438,934.1113186015514,3998.357023516438,934.1113186015511,178,0.9903846153846154,6.737392641390075,1783906,0.9903846153846154,178,934.1113186015511
76,1241.2803319218096,76,1241.2803319218096,8.077676579817918,1479.2133184451513,4324.278639848674,1479.2133184451513,4324.278639848674,1479.2133184451511,179,0.9078947368421053,8.077676579817918,1793932,0.9078947368421053,179,1479.2133184451511
85,1131.9584658521453,85,1131.9584658521453,13.15368658325599,1245.6682537306308,4210.320462963296,1245.6682537306308,4210.320462963296,1245.6682537306308,180,0.9058823529411765,13.15368658325599,1803668,0.9058823529411765,180,1245.6682537306308
96,1070.9787206027288,96,1070.9787206027288,5.2229950130299105,1069.7401279409414,4150.693048185095,1069.7401279409414,4150.693048185095,1069.7401279409414,181,0.9583333333333334,5.2229950130299105,1812315,0.9583333333333334,181,1069.7401279409414
59,1291.8117083308048,59,1291.8117083308048,11.918734967432675,1904.0964391976995,4434.661458703308,1904.0964391976995,4434.661458703308,1904.0964391976995,182,0.864406779661017,11.918734967432675,1822337,0.864406779661017,182,1904.0964391976995
95,1017.5855636631271,95,1017.5855636631271,6.025250222692192,1183.8094417323189,4012.9509257080126,1183.8094417323189,4012.9509257080126,1183.8094417323189,183,0.9578947368421052,6.025250222692192,1831599,0.9578947368421052,183,1183.8094417323189
68,1290.2570612385891,68,1290.2570612385891,16.07482627459502,1680.8629882351624,4189.888135502449,1680.8629882351624,4189.888135502449,1680.8629882351631,184,0.8529411764705882,16.07482627459502,1841798,0.8529411764705882,184,1680.8629882351631
94,1000.321960863768,94,1000.321960863768,5.029013066023315,1135.000366198691,4334.474205180054,1135.000366198691,4334.474205180054,1135.000366198691,185,0.9468085106382979,5.029013066023315,1850830,0.9468085106382979,185,1135.000366198691
110,829.9081460210579,110,829.9081460210579,16.198929230110267,857.1005369366311,3856.569693643408,857.1005369366311,3856.569693643408,857.1005369366311,186,1.0,16.198929230110267,1860999,1.0,186,857.1005369366311
134,699.6284772982597,134,699.6284772982597,4.032579447837156,690.5116561414101,3712.0778396788946,690.5116561414101,3712.0778396788946,690.5116561414101,187,0.9925373134328358,4.032579447837156,1871940,0.9925373134328358,187,690.5116561414101
140,696.2750659264588,140,696.2750659264588,6.510847572220795,665.9718945753627,2908.6348348424967,665.9718945753627,2908.6348348424967,665.9718945753625,188,1.0,6.510847572220795,1882658,1.0,188,665.9718945753625
145,481.7733038028737,145,481.7733038028737,5.07365309940918,567.743735611245,2016.4837583152414,567.743735611245,2016.4837583152414,567.743735611245,189,1.0,5.07365309940918,1894080,1.0,189,567.743735611245
84,1031.3477127095268,84,1031.3477127095268,21.819804559905293,1360.8942043628665,3764.5973219690363,1360.8942043628665,3764.5973219690363,1360.8942043628665,190,0.9523809523809523,21.819804559905293,1904964,0.9523809523809523,190,1360.8942043628665
73,1047.1520141008043,73,1047.1520141008043,145.0594594314973,1516.451707645271,4092.41529653209,1516.451707645271,4092.41529653209,1516.4517076452712,191,0.9315068493150684,145.0594594314973,1914768,0.9315068493150684,191,1516.4517076452712
116,884.8513444604416,116,884.8513444604416,8.650740246663387,875.3040923348364,3816.987937329619,875.3040923348364,3816.987937329619,875.3040923348366,192,0.9913793103448276,8.650740246663387,1924278,0.9913793103448276,192,875.3040923348366
122,721.7916952734039,122,721.7916952734039,5.461376137320784,788.697938824516,3851.7968452410237,788.697938824516,3851.7968452410237,788.697938824516,193,0.9836065573770492,5.461376137320784,1934009,0.9836065573770492,193,788.697938824516
105,952.7273033354383,105,952.7273033354383,8.991652939984606,1003.7300528701318,3785.609959780892,1003.7300528701318,3785.609959780892,1003.7300528701318,194,0.9809523809523809,8.991652939984606,1945423,0.9809523809523809,194,1003.7300528701318
84,1199.9110890363022,84,1199.9110890363022,8.643715628719356,1322.346901202793,4126.029136031892,1322.346901202793,4126.029136031892,1322.346901202793,195,0.9404761904761905,8.643715628719356,1955702,0.9404761904761905,195,1322.346901202793
148,694.7817181367968,148,694.7817181367968,13.95665142775459,614.0003366313747,4075.8661086708985,614.0003366313747,4075.8661086708985,614.0003366313747,196,0.9864864864864865,13.95665142775459,1964850,0.9864864864864865,196,614.0003366313747
118,905.2647344413555,118,905.2647344413555,10.226693588475403,846.6221639210685,4050.0835866060756,846.6221639210685,4050.0835866060756,846.6221639210684,197,0.9661016949152542,10.226693588475403,1974247,0.9661016949152542,197,846.6221639210684
137,959.6134298203948,137,959.6134298203948,5.670442339692852,725.440189189036,4197.98656270816,725.440189189036,4197.98656270816,725.4401891890362,198,0.9708029197080292,5.670442339692852,1983538,0.9708029197080292,198,725.4401891890362
133,783.2561550338825,133,783.2561550338825,2.6864446497119614,680.2191823525382,3703.2508802122024,680.2191823525382,3703.2508802122024,680.219182352538,199,0.9774436090225563,2.6864446497119614,1992446,0.9774436090225563,199,680.219182352538
140,1032.4257743659878,140,1032.4257743659878,0.9688328969989888,805.4936229586466,4145.303711763163,805.4936229586466,4145.303711763163,805.4936229586465,200,0.9642857142857143,0.9688328969989888,2001710,0.9642857142857143,200,805.4936229586465
105,1021.8580345644154,105,1021.8580345644154,17.100046036687477,1059.8852760576685,3932.7307641501825,1059.8852760576685,3932.7307641501825,1059.8852760576683,201,0.9523809523809523,17.100046036687477,2012583,0.9523809523809523,201,1059.8852760576683
78,964.7799197900777,78,964.7799197900777,21.61048866081582,1410.8443468549026,3710.62541532406,1410.8443468549026,3710.62541532406,1410.844346854903,202,0.9615384615384616,21.61048866081582,2023158,0.9615384615384616,202,1410.844346854903
156,732.7374851469051,156,732.7374851469051,0.05195321476861836,567.8407768135688,3975.4333950761497,567.8407768135688,3975.4333950761497,567.8407768135687,203,0.9871794871794872,0.05195321476861836,2033827,0.9871794871794872,203,567.8407768135687
115,951.7182226270941,115,951.7182226270941,6.326041407533817,915.6211571501259,4066.8618728893084,915.6211571501259,4066.8618728893084,915.6211571501257,204,0.9739130434782609,6.326041407533817,2043991,0.9739130434782609,204,915.6211571501257
94,866.7239031489714,94,866.7239031489714,9.74376547034645,1050.294525193353,4028.9953649261743,1050.294525193353,4028.9953649261743,1050.294525193353,205,0.9893617021276596,9.74376547034645,2053393,0.9893617021276596,205,1050.294525193353
87,965.459659469031,87,965.459659469031,12.822148684409456,1108.3137268616033,4009.557999203746,1108.3137268616033,4009.557999203746,1108.3137268616035,206,0.9655172413793104,12.822148684409456,2064284,0.9655172413793104,206,1108.3137268616035
92,981.8141185974374,92,981.8141185974374,21.146434234347268,1089.0943035117164,4089.2998911303716,1089.0943035117164,4089.2998911303716,1089.0943035117164,207,0.967391304347826,21.146434234347268,2074802,0.967391304347826,207,1089.0943035117164
75,1197.655135799106,75,1197.655135799106,89.55279837065193,1509.0936852796349,4002.2847634602563,1509.0936852796349,4002.2847634602563,1509.0936852796344,208,0.8666666666666667,89.55279837065193,2084822,0.8666666666666667,208,1509.0936852796344
97,946.078317834606,97,946.078317834606,12.019274829371152,1105.757902824999,3938.3368570076223,1105.757902824999,3938.3368570076223,1105.757902824999,209,0.9587628865979382,12.019274829371152,2092824,0.9587628865979382,209,1105.757902824999
79,1211.8808157818823,79,1211.8808157818823,6.161532191697208,1358.682820950179,4123.232567345448,1358.682820950179,4123.232567345448,1358.6828209501793,210,0.9113924050632911,6.161532191697208,2103190,0.9113924050632911,210,1358.6828209501793
99,894.8669277171075,99,894.8669277171075,16.16709243527238,1003.4052582026886,3554.2446171457314,1003.4052582026886,3554.2446171457314,1003.4052582026886,211,0.9797979797979798,16.16709243527238,2113840,0.9797979797979798,211,1003.4052582026886
93,757.634534199197,93,757.634534199197,18.46308565283741,943.7207244993862,4172.905008606203,943.7207244993862,4172.905008606203,943.7207244993862,212,0.989247311827957,18.46308565283741,2123214,0.989247311827957,212,943.7207244993862
110,859.9256908236205,110,859.9256908236205,5.734921422342802,910.2020560635855,4696.127838983779,910.2020560635855,4696.127838983779,910.2020560635855,213,0.9818181818181818,5.734921422342802,2132642,0.9818181818181818,213,910.2020560635855
117,644.2207970880997,117,644.2207970880997,20.89850215442854,786.7093503569229,2958.7358521441906,786.7093503569229,2958.7358521441906,786.7093503569229,214,1.0,20.89850215442854,2143317,1.0,214,786.7093503569229
121,663.3416134787598,121,663.3416134787598,22.365897971479235,752.8912976507254,2846.271943679934,752.8912976507254,2846.271943679934,752.8912976507255,215,1.0,22.365897971479235,2152197,1.0,215,752.8912976507255
136,655.3241486109979,136,655.3241486109979,14.79806110571003,631.7309753303261,3451.8609973155417,631.7309753303261,3451.8609973155417,631.7309753303261,216,1.0,14.79806110571003,2162639,1.0,216,631.7309753303261
97,1032.4443520853588,97,1032.4443520853588,28.01273971672779,1007.1469888239869,4011.3166015708853,1007.1469888239869,4011.3166015708853,1007.1469888239869,217,0.9278350515463918,28.01273971672779,2172016,0.9278350515463918,217,1007.1469888239869
96,962.6281119552608,96,962.6281119552608,19.58421523289916,915.4233530572192,3858.302467082906,915.4233530572192,3858.302467082906,915.4233530572192,218,0.96875,19.58421523289916,2181752,0.96875,218,915.4233530572192
107,891.9173033332528,107,891.9173033332528,26.742778867661816,901.8627493156492,3993.782876656381,901.8627493156492,3993.782876656381,901.862749315649,219,0.9626168224299065,26.742778867661816,2192292,0.9626168224299065,219,901.862749315649
145,610.4194602266275,145,610.4194602266275,8.382249837251894,543.0126945772747,3597.8874229370194,543.0126945772747,3597.8874229370194,543.0126945772746,220,1.0,8.382249837251894,2202930,1.0,220,543.0126945772746
101,976.0166020812032,101,976.0166020812032,39.270716324081576,935.0268313023267,4121.597951461007,935.0268313023267,4121.597951461007,935.0268313023266,221,0.9801980198019802,39.270716324081576,2212265,0.9801980198019802,221,935.0268313023266
130,523.4133142108076,130,523.4133142108076,22.527952738741117,545.5395665108886,2506.8594020680016,545.5395665108886,2506.8594020680016,545.5395665108887,222,1.0,22.527952738741117,2221133,1.0,222,545.5395665108887
115,910.8818769955136,115,910.8818769955136,17.982568107142114,777.803817667485,4101.853581266313,777.803817667485,4101.853581266313,777.8038176674849,223,0.9739130434782609,17.982568107142114,2230796,0.9739130434782609,223,777.8038176674849
113,797.0058013036945,113,797.0058013036945,31.508124923026884,762.9723888764189,3611.5359549996683,762.9723888764189,3611.5359549996683,762.972388876419,224,0.9734513274336283,31.508124923026884,2241670,0.9734513274336283,224,762.972388876419
139,566.0148333112279,139,566.0148333112279,11.659373596347573,558.309098199083,2462.29335198446,558.309098199083,2462.29335198446,558.3090981990832,225,1.0,11.659373596347573,2252458,1.0,225,558.3090981990832
134,968.8056109116784,134,968.8056109116784,34.19011861742302,648.3717684149134,4047.2863271607016,648.3717684149134,4047.2863271607016,648.3717684149134,226,0.9626865671641791,34.19011861742302,2263467,0.9626865671641791,226,648.3717684149134
124,849.8341123093942,124,849.8341123093942,14.078123678497281,741.6899967174425,3422.7407237750376,741.6899967174425,3422.7407237750376,741.6899967174422,227,0.9838709677419355,14.078123678497281,2273672,0.9838709677419355,227,741.6899967174422
86,1298.1699041422905,86,1298.1699041422905,12.877847991105599,1343.4946273721505,4373.255938473453,1343.4946273721505,4373.255938473453,1343.4946273721505,228,0.9186046511627907,12.877847991105599,2284368,0.9186046511627907,228,1343.4946273721505
147,867.8368755576215,147,867.8368755576215,23.153991417547097,580.7198365736601,3746.873746927237,580.7198365736601,3746.873746927237,580.7198365736601,229,0.9863945578231292,23.153991417547097,2294731,0.9863945578231292,229,580.7198365736601
209,366.69426084162717,209,366.69426084162717,7.4711358976123465,308.6784395011361,2062.993223876543,308.6784395011361,2062.993223876543,308.6784395011361,230,1.0,7.4711358976123465,2304808,1.0,230,308.6784395011361
103,918.4621313674456,103,918.4621313674456,18.112625922004412,929.0805164437716,3996.347630400359,929.0805164437716,3996.347630400359,929.0805164437718,231,0.9902912621359223,18.112625922004412,2313573,0.9902912621359223,231,929.0805164437718
97,1012.5477994433272,97,1012.5477994433272,45.47912785951609,995.7689239694395,3839.5952494347453,995.7689239694395,3839.5952494347453,995.7689239694396,232,0.9278350515463918,45.47912785951609,2323841,0.9278350515463918,232,995.7689239694396
106,846.2556063850429,106,846.2556063850429,12.505086338367974,855.9166160213556,3741.2059781053035,855.9166160213556,3741.2059781053035,855.9166160213557,233,0.9716981132075472,12.505086338367974,2333787,0.9716981132075472,233,855.9166160213557
112,746.963795044923,112,746.963795044923,21.13451488723426,748.3903512470349,3327.833951116098,748.3903512470349,3327.833951116098,748.390351247035,234,1.0,21.13451488723426,2344954,1.0,234,748.390351247035
86,979.1209927553288,86,979.1209927553288,38.53450796977432,1174.7134494468921,4003.6613428264955,1174.7134494468921,4003.6613428264955,1174.7134494468921,235,0.9883720930232558,38.53450796977432,2355023,0.9883720930232558,235,1174.7134494468921
87,965.676310929532,87,965.676310929532,14.755016688035678,1130.8350318344926,3962.133462260212,1130.8350318344926,3962.133462260212,1130.835031834493,236,0.9540229885057471,14.755016688035678,2364123,0.9540229885057471,236,1130.835031834493
95,1013.8976773721504,95,1013.8976773721504,83.9475443255471,1027.424930610507,3993.3110245575817,1027.424930610507,3993.3110245575817,1027.4249306105069,237,0.9578947368421052,83.9475443255471,2374038,0.9578947368421052,237,1027.4249306105069
110,654.7001136104892,110,654.7001136104892,15.690387862615477,781.816131087729,2629.711475489899,781.816131087729,2629.711475489899,781.8161310877289,238,1.0,15.690387862615477,2383552,1.0,238,781.8161310877289
