MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/AverageDiscountedReturn
123,1.0,94.25849315017891,1028.9458631329915,126,786.3554114944365,123,126,94.25849315017891,1.0,1170643,574.7886888712941,1028.9458631329915,574.7886888712941,786.3554114944365,786.3554114944365,786.3554114944365
119,1.0,121.15466665691342,1171.0749978535919,127,800.6072590067744,119,127,121.15466665691342,1.0,1180333,551.9378885276791,1171.0749978535919,551.9378885276791,800.6072590067745,800.6072590067744,800.6072590067745
124,1.0,76.31763517160059,1005.5867957096647,128,776.8339588943039,124,128,76.31763517160059,1.0,1189578,635.4407712909571,1005.5867957096647,635.4407712909571,776.8339588943039,776.8339588943039,776.8339588943039
125,1.0,88.57578636062439,1042.639969751514,129,751.8960540035021,125,129,88.57578636062439,1.0,1200302,533.8538758395371,1042.639969751514,533.8538758395371,751.8960540035021,751.8960540035021,751.8960540035021
121,1.0,103.66254004806787,1018.483063923578,130,760.2757499732381,121,130,103.66254004806787,1.0,1209063,470.1570209863842,1018.483063923578,470.1570209863842,760.2757499732381,760.2757499732381,760.2757499732381
117,1.0,123.69809813297462,1257.0422347256833,131,826.9587338669654,117,131,123.69809813297462,1.0,1217969,537.4505558258461,1257.0422347256833,537.4505558258461,826.9587338669654,826.9587338669654,826.9587338669654
118,1.0,108.68319881554783,1227.5746648559314,132,810.4206187399597,118,132,108.68319881554783,1.0,1227024,562.208746673978,1227.5746648559314,562.208746673978,810.4206187399595,810.4206187399597,810.4206187399595
111,1.0,180.21002627723533,1638.7250645688132,133,860.185761457575,111,133,180.21002627723533,1.0,1236389,591.3175601346203,1638.7250645688132,591.3175601346203,860.1857614575752,860.185761457575,860.1857614575752
122,1.0,127.38943597096946,1280.464488329387,134,802.7903945783635,122,134,127.38943597096946,1.0,1245827,473.5250972488236,1280.464488329387,473.5250972488236,802.7903945783635,802.7903945783635,802.7903945783635
115,1.0,123.08681627811947,1305.7369964645102,135,832.7109482828615,115,135,123.08681627811947,1.0,1254681,607.9790004075135,1305.7369964645102,607.9790004075135,832.7109482828615,832.7109482828615,832.7109482828615
119,1.0,133.88398947234467,1575.0797397813924,136,839.2175039233404,119,136,133.88398947234467,1.0,1265101,576.091629587434,1575.0797397813924,576.091629587434,839.2175039233404,839.2175039233404,839.2175039233404
119,1.0,140.55917839231552,1578.76195124123,137,811.3722780796543,119,137,140.55917839231552,1.0,1273589,540.9788581071396,1578.76195124123,540.9788581071396,811.3722780796543,811.3722780796543,811.3722780796543
123,1.0,157.7574163642811,1746.9760442858405,138,768.7439510773812,123,138,157.7574163642811,1.0,1284362,452.38839441978047,1746.9760442858405,452.38839441978047,768.7439510773812,768.7439510773812,768.7439510773812
126,1.0,107.01534072254275,1097.542191363854,139,758.7757321523559,126,139,107.01534072254275,1.0,1293329,502.5268443117737,1097.542191363854,502.5268443117737,758.7757321523559,758.7757321523559,758.7757321523559
116,1.0,150.55824478524892,1439.6884387568912,140,828.4840291095993,116,140,150.55824478524892,1.0,1303419,588.9260379294423,1439.6884387568912,588.9260379294423,828.4840291095994,828.4840291095993,828.4840291095994
113,1.0,191.08901118426718,1503.8841216281828,141,858.272066227575,113,141,191.08901118426718,1.0,1311595,460.31312928169046,1503.8841216281828,460.31312928169046,858.2720662275749,858.272066227575,858.2720662275749
118,1.0,187.58512885098213,2258.9508761528646,142,853.8022016363436,118,142,187.58512885098213,1.0,1320673,595.1610362999362,2258.9508761528646,595.1610362999362,853.8022016363437,853.8022016363436,853.8022016363437
117,1.0,127.4315256623619,1559.9189685383583,143,844.472937998994,117,143,127.4315256623619,1.0,1330464,646.8137543812121,1559.9189685383583,646.8137543812121,844.4729379989939,844.472937998994,844.4729379989939
104,1.0,219.86866036992672,2004.3090280187848,144,928.8476504828614,104,144,219.86866036992672,1.0,1339468,599.5976370530392,2004.3090280187848,599.5976370530392,928.8476504828615,928.8476504828614,928.8476504828615
115,1.0,159.13472520829507,1470.086409907933,145,846.0722871492311,115,145,159.13472520829507,1.0,1348399,591.4100382497855,1470.086409907933,591.4100382497855,846.0722871492311,846.0722871492311,846.0722871492311
108,1.0,243.90681754015637,2287.23994764978,146,937.8672059374336,108,146,243.90681754015637,1.0,1358020,602.818382600107,2287.23994764978,602.818382600107,937.8672059374336,937.8672059374336,937.8672059374336
120,1.0,130.36423729411283,1335.0773031077542,147,841.8127863493851,120,147,130.36423729411283,1.0,1369212,460.34880295384175,1335.0773031077542,460.34880295384175,841.812786349385,841.8127863493851,841.812786349385
98,1.0,311.1289708619003,2755.22977219724,148,1004.7613158199521,98,148,311.1289708619003,1.0,1379288,622.5635991138234,2755.22977219724,622.5635991138234,1004.7613158199523,1004.7613158199521,1004.7613158199523
110,1.0,198.0208431947484,1682.8086382168342,149,923.6935316497668,110,149,198.0208431947484,1.0,1390094,581.3812188906339,1682.8086382168342,581.3812188906339,923.6935316497667,923.6935316497668,923.6935316497667
89,1.0,313.17819999854083,2427.571681552647,150,1130.6122106301507,89,150,313.17819999854083,1.0,1399669,673.8012377413935,2427.571681552647,673.8012377413935,1130.612210630151,1130.6122106301507,1130.612210630151
115,1.0,140.81157252771192,1782.8630881957633,151,873.7105796182606,115,151,140.81157252771192,1.0,1409610,613.6291895291771,1782.8630881957633,613.6291895291771,873.7105796182606,873.7105796182606,873.7105796182606
114,1.0,150.91614503207444,1314.3718972016181,152,853.2802381610154,114,152,150.91614503207444,1.0,1418775,585.0309985292967,1314.3718972016181,585.0309985292967,853.2802381610156,853.2802381610154,853.2802381610156
112,1.0,185.891980199075,1746.5295570364426,153,890.3284378947317,112,153,185.891980199075,1.0,1427922,625.6667220159381,1746.5295570364426,625.6667220159381,890.3284378947313,890.3284378947317,890.3284378947313
118,1.0,137.1155276739908,1322.4434064935574,154,819.1980640168066,118,154,137.1155276739908,1.0,1438155,601.7444561657499,1322.4434064935574,601.7444561657499,819.1980640168066,819.1980640168066,819.1980640168066
106,1.0,272.6641561039308,2428.1801877574558,155,949.3047600632393,106,155,272.6641561039308,1.0,1447771,617.0149303227248,2428.1801877574558,617.0149303227248,949.3047600632393,949.3047600632393,949.3047600632393
109,1.0,242.20837798528498,1968.8678775116678,156,940.3162147783902,109,156,242.20837798528498,1.0,1457295,622.4614223566889,1968.8678775116678,622.4614223566889,940.3162147783901,940.3162147783902,940.3162147783901
126,1.0,108.40142254017512,1187.3605047101873,157,754.4880889133035,126,157,108.40142254017512,1.0,1466950,320.1636775573422,1187.3605047101873,320.1636775573422,754.4880889133035,754.4880889133035,754.4880889133035
118,1.0,199.9320885316961,2039.1844105178398,158,853.0873100463783,118,158,199.9320885316961,1.0,1475559,493.0912775762925,2039.1844105178398,493.0912775762925,853.0873100463784,853.0873100463783,853.0873100463784
117,1.0,140.55749572678008,1503.5021138554853,159,851.2590511468043,117,159,140.55749572678008,1.0,1485992,524.8651860379366,1503.5021138554853,524.8651860379366,851.2590511468044,851.2590511468043,851.2590511468044
118,1.0,188.98651376487572,1574.1977386242786,160,842.9434296330227,118,160,188.98651376487572,1.0,1494145,446.6923657772454,1574.1977386242786,446.6923657772454,842.9434296330227,842.9434296330227,842.9434296330227
113,1.0,151.3360577569018,1316.0935855656771,161,873.4597217994127,113,161,151.3360577569018,1.0,1504160,570.1687542492143,1316.0935855656771,570.1687542492143,873.4597217994127,873.4597217994127,873.4597217994127
113,1.0,239.895905060858,1984.6708725253416,162,853.3843731271238,113,162,239.895905060858,1.0,1512523,493.41760186572907,1984.6708725253416,493.41760186572907,853.3843731271239,853.3843731271238,853.3843731271239
124,1.0,175.7151126470875,1392.1687923360266,163,770.5175292120755,124,163,175.7151126470875,1.0,1522076,321.55089278043374,1392.1687923360266,321.55089278043374,770.5175292120755,770.5175292120755,770.5175292120755
110,1.0,300.4931874592745,2374.713019055892,164,884.9072433286635,110,164,300.4931874592745,1.0,1531647,265.2925799785018,2374.713019055892,265.2925799785018,884.9072433286635,884.9072433286635,884.9072433286635
115,1.0,237.7925446937563,1829.7711168270353,165,870.1818921897384,115,165,237.7925446937563,1.0,1540513,339.41938049195033,1829.7711168270353,339.41938049195033,870.1818921897384,870.1818921897384,870.1818921897384
117,1.0,290.0967312801773,2680.6979356600027,166,867.3854445205224,117,166,290.0967312801773,1.0,1550418,533.0057658881393,2680.6979356600027,533.0057658881393,867.3854445205225,867.3854445205224,867.3854445205225
118,0.9915254237288136,367.40257832581153,3305.6096604896334,167,862.8474985296248,118,167,367.40257832581153,0.9915254237288136,1561194,543.1871400365966,3305.6096604896334,543.1871400365966,862.8474985296248,862.8474985296248,862.8474985296248
97,1.0,330.23970741704744,2015.173132745701,168,1034.5913035391388,97,168,330.23970741704744,1.0,1571440,585.712900786381,2015.173132745701,585.712900786381,1034.5913035391388,1034.5913035391388,1034.5913035391388
115,1.0,264.32714941591865,2346.643004092829,169,855.1696178003481,115,169,264.32714941591865,1.0,1580841,433.1365746524119,2346.643004092829,433.1365746524119,855.169617800348,855.1696178003481,855.169617800348
127,1.0,196.36564647932278,1588.9348314046085,170,787.2330259327148,127,170,196.36564647932278,1.0,1590459,291.90589370571996,1588.9348314046085,291.90589370571996,787.2330259327147,787.2330259327148,787.2330259327147
88,0.9886363636363636,456.3444442549846,3203.819409381139,171,1131.6154487621404,88,171,456.3444442549846,0.9886363636363636,1600608,474.64256461753604,3203.819409381139,474.64256461753604,1131.6154487621404,1131.6154487621404,1131.6154487621404
126,1.0,138.50906911854037,1346.9538543939627,172,775.407892133747,126,172,138.50906911854037,1.0,1611390,577.6505052064016,1346.9538543939627,577.6505052064016,775.407892133747,775.407892133747,775.407892133747
100,1.0,380.2060573585194,2973.666445547968,173,1033.8702056806571,100,173,380.2060573585194,1.0,1620363,566.8957709730785,2973.666445547968,566.8957709730785,1033.8702056806571,1033.8702056806571,1033.8702056806571
109,1.0,307.35202438888115,2288.650123315348,174,924.8763393534058,109,174,307.35202438888115,1.0,1629200,104.36871149680086,2288.650123315348,104.36871149680086,924.8763393534059,924.8763393534058,924.8763393534059
93,0.946236559139785,698.5724992823133,3444.3000988514123,175,1177.2109258409832,93,175,698.5724992823133,0.946236559139785,1638712,466.7402060173165,3444.3000988514123,466.7402060173165,1177.2109258409832,1177.2109258409832,1177.2109258409832
104,1.0,310.1893579349078,2454.1992201059647,176,1001.8159423781398,104,176,310.1893579349078,1.0,1647062,468.2883671135646,2454.1992201059647,468.2883671135646,1001.8159423781399,1001.8159423781398,1001.8159423781399
112,1.0,232.05579382596443,2116.379965832919,177,856.1622440719678,112,177,232.05579382596443,1.0,1655322,528.5082599209711,2116.379965832919,528.5082599209711,856.1622440719678,856.1622440719678,856.1622440719678
116,1.0,201.91417317257643,1675.0266019563912,178,840.1098880787999,116,178,201.91417317257643,1.0,1663122,55.4153165140542,1675.0266019563912,55.4153165140542,840.1098880787999,840.1098880787999,840.1098880787999
112,1.0,190.79908486847697,2104.8829601121174,179,863.5085989654541,112,179,190.79908486847697,1.0,1671098,633.1055448681805,2104.8829601121174,633.1055448681805,863.5085989654542,863.5085989654541,863.5085989654542
111,1.0,200.61250298458833,1768.8990501442938,180,892.7550862644124,111,180,200.61250298458833,1.0,1679563,492.41951224096476,1768.8990501442938,492.41951224096476,892.7550862644124,892.7550862644124,892.7550862644124
113,1.0,164.1142570424149,1677.4853680483227,181,904.4624201989279,113,181,164.1142570424149,1.0,1688344,539.2873154145818,1677.4853680483227,539.2873154145818,904.4624201989283,904.4624201989279,904.4624201989283
115,1.0,215.07250645172252,2016.6042758880021,182,872.1599965204656,115,182,215.07250645172252,1.0,1696490,570.8616599703274,2016.6042758880021,570.8616599703274,872.1599965204657,872.1599965204656,872.1599965204657
112,1.0,251.80537507593496,2315.8416828981144,183,886.4896367211066,112,183,251.80537507593496,1.0,1705712,519.7253529262581,2315.8416828981144,519.7253529262581,886.4896367211066,886.4896367211066,886.4896367211066
111,1.0,241.29492516292837,1857.7893262645382,184,884.3203842391882,111,184,241.29492516292837,1.0,1714156,566.560033587385,1857.7893262645382,566.560033587385,884.3203842391882,884.3203842391882,884.3203842391882
121,1.0,115.65461110375513,1083.7536100474686,185,807.3355403766776,121,185,115.65461110375513,1.0,1724601,535.9461964817683,1083.7536100474686,535.9461964817683,807.3355403766776,807.3355403766776,807.3355403766776
119,1.0,212.96490579460522,2323.24170306905,186,825.1143633234793,119,186,212.96490579460522,1.0,1734446,489.9090628717933,2323.24170306905,489.9090628717933,825.1143633234791,825.1143633234793,825.1143633234791
118,1.0,137.7216302974802,1231.5693401645597,187,816.51053136054,118,187,137.7216302974802,1.0,1743486,504.714656701298,1231.5693401645597,504.714656701298,816.5105313605399,816.51053136054,816.5105313605399
121,1.0,245.12456733049316,2223.567232933065,188,859.7947895007059,121,188,245.12456733049316,1.0,1753049,488.87443458080253,2223.567232933065,488.87443458080253,859.7947895007059,859.7947895007059,859.7947895007059
126,1.0,107.75738411927755,1064.6220525271951,189,809.3478893634352,126,189,107.75738411927755,1.0,1762949,616.203325403336,1064.6220525271951,616.203325403336,809.3478893634352,809.3478893634352,809.3478893634352
109,1.0,203.4412582179184,2368.554263970927,190,911.5637322157739,109,190,203.4412582179184,1.0,1771472,669.1105150544157,2368.554263970927,669.1105150544157,911.5637322157739,911.5637322157739,911.5637322157739
112,1.0,164.8056549802973,1561.8528638089495,191,892.063791829403,112,191,164.8056549802973,1.0,1779849,644.8621206612692,1561.8528638089495,644.8621206612692,892.063791829403,892.063791829403,892.063791829403
116,1.0,327.79276559214736,3031.9264028381904,192,861.6036235790293,116,192,327.79276559214736,1.0,1789859,461.4711293255803,3031.9264028381904,461.4711293255803,861.6036235790292,861.6036235790293,861.6036235790292
123,1.0,196.82675041734592,2226.3513359891117,193,798.4887695375619,123,193,196.82675041734592,1.0,1799479,507.69119912942915,2226.3513359891117,507.69119912942915,798.488769537562,798.4887695375619,798.488769537562
123,1.0,235.11416390446382,2703.458349211727,194,811.3312825349338,123,194,235.11416390446382,1.0,1808807,105.10158533567984,2703.458349211727,105.10158533567984,811.3312825349338,811.3312825349338,811.3312825349338
120,1.0,194.552438682685,1973.3364795841971,195,854.1974628556601,120,195,194.552438682685,1.0,1819248,569.07645149609,1973.3364795841971,569.07645149609,854.19746285566,854.1974628556601,854.19746285566
129,1.0,208.83666855921086,2317.369165780671,196,755.3686511503983,129,196,208.83666855921086,1.0,1829447,458.2831150101615,2317.369165780671,458.2831150101615,755.3686511503983,755.3686511503983,755.3686511503983
123,1.0,177.44420441457413,2143.629501373184,197,810.7478847165396,123,197,177.44420441457413,1.0,1838291,479.6377658826306,2143.629501373184,479.6377658826306,810.7478847165396,810.7478847165396,810.7478847165396
105,1.0,370.5525179900665,3141.967587242978,198,1002.6902347047901,105,198,370.5525179900665,1.0,1847928,583.9200185577715,3141.967587242978,583.9200185577715,1002.6902347047901,1002.6902347047901,1002.6902347047901
120,1.0,268.49490287573735,3068.6953449053317,199,835.9630580565789,120,199,268.49490287573735,1.0,1858385,569.4148131982237,3068.6953449053317,569.4148131982237,835.963058056579,835.9630580565789,835.963058056579
99,0.98989898989899,483.7465691924857,3354.5023739985577,200,1049.7212913612627,99,200,483.7465691924857,0.98989898989899,1867388,660.0651847167323,3354.5023739985577,660.0651847167323,1049.7212913612625,1049.7212913612627,1049.7212913612625
115,1.0,222.1919699138466,1911.4452546104155,201,864.4292644291143,115,201,222.1919699138466,1.0,1876365,518.9210738278907,1911.4452546104155,518.9210738278907,864.4292644291143,864.4292644291143,864.4292644291143
118,1.0,151.68122989735124,1276.3438872493894,202,840.4453224078906,118,202,151.68122989735124,1.0,1885424,562.8659478680967,1276.3438872493894,562.8659478680967,840.4453224078906,840.4453224078906,840.4453224078906
125,1.0,131.3261930482534,1176.4245197448472,203,797.3764281654442,125,203,131.3261930482534,1.0,1894638,516.6992240294705,1176.4245197448472,516.6992240294705,797.3764281654442,797.3764281654442,797.3764281654442
110,1.0,164.6565844276149,1605.901804708265,204,937.630815885312,110,204,164.6565844276149,1.0,1903560,643.6247581457161,1605.901804708265,643.6247581457161,937.6308158853119,937.630815885312,937.6308158853119
118,1.0,198.39189636843392,2539.9742434913896,205,836.956324534064,118,205,198.39189636843392,1.0,1912338,596.8143413257965,2539.9742434913896,596.8143413257965,836.9563245340638,836.956324534064,836.9563245340638
114,1.0,150.23370793396657,1284.2534580115098,206,854.475410410556,114,206,150.23370793396657,1.0,1922207,590.8938664210888,1284.2534580115098,590.8938664210888,854.475410410556,854.475410410556,854.475410410556
106,1.0,391.86780240073466,3091.300965706594,207,942.2204073676464,106,207,391.86780240073466,1.0,1931153,566.0949976962607,3091.300965706594,566.0949976962607,942.2204073676462,942.2204073676464,942.2204073676462
106,1.0,256.0738144594678,2473.7038528058165,208,955.192095470067,106,208,256.0738144594678,1.0,1939377,600.29665488446,2473.7038528058165,600.29665488446,955.192095470067,955.192095470067,955.192095470067
113,1.0,212.28844966108903,1892.7751982169789,209,832.6802661572959,113,209,212.28844966108903,1.0,1948014,590.4957858384346,1892.7751982169789,590.4957858384346,832.6802661572959,832.6802661572959,832.6802661572959
110,1.0,171.44117427124303,1449.1367758061917,210,897.8806146206636,110,210,171.44117427124303,1.0,1957038,613.5183215530577,1449.1367758061917,613.5183215530577,897.8806146206637,897.8806146206636,897.8806146206637
113,1.0,253.30838130359444,2405.756419853312,211,872.6663734967892,113,211,253.30838130359444,1.0,1965625,550.9658048855274,2405.756419853312,550.9658048855274,872.6663734967892,872.6663734967892,872.6663734967892
118,1.0,164.58723303110057,1360.81758356222,212,837.1487220969914,118,212,164.58723303110057,1.0,1974662,404.7836704551607,1360.81758356222,404.7836704551607,837.1487220969914,837.1487220969914,837.1487220969914
131,1.0,135.78007778341922,1287.5826269858176,213,729.4221743042168,131,213,135.78007778341922,1.0,1983884,571.9766411704688,1287.5826269858176,571.9766411704688,729.4221743042168,729.4221743042168,729.4221743042168
117,1.0,216.88126444689536,1963.334846190835,214,853.501938764636,117,214,216.88126444689536,1.0,1992022,594.1544160274317,1963.334846190835,594.1544160274317,853.501938764636,853.501938764636,853.501938764636
115,1.0,204.43957185731654,1931.1428445469585,215,872.4785626719678,115,215,204.43957185731654,1.0,2000835,558.5489156148019,1931.1428445469585,558.5489156148019,872.4785626719678,872.4785626719678,872.4785626719678
121,1.0,166.65744734819495,1347.7844631784985,216,812.2668231453931,121,216,166.65744734819495,1.0,2009892,569.5732156424439,1347.7844631784985,569.5732156424439,812.2668231453931,812.2668231453931,812.2668231453931
131,1.0,130.20833065091188,1041.3374426194962,217,766.6272498267998,131,217,130.20833065091188,1.0,2018770,90.32663967000819,1041.3374426194962,90.32663967000819,766.6272498267997,766.6272498267998,766.6272498267997
127,1.0,190.89444359419758,1146.7624464481603,218,739.2859975935169,127,218,190.89444359419758,1.0,2027531,252.41628034142292,1146.7624464481603,252.41628034142292,739.2859975935168,739.2859975935169,739.2859975935168
121,1.0,175.0017696183699,1562.5260610416374,219,794.2301861702201,121,219,175.0017696183699,1.0,2037300,28.288800977935104,1562.5260610416374,28.288800977935104,794.2301861702202,794.2301861702201,794.2301861702202
113,1.0,232.23352265520361,2534.327264005626,220,876.836735917992,113,220,232.23352265520361,1.0,2047034,587.7293620006716,2534.327264005626,587.7293620006716,876.836735917992,876.836735917992,876.836735917992
118,1.0,157.89384514693646,1324.6541634787297,221,800.4020620819994,118,221,157.89384514693646,1.0,2055589,596.031434814037,1324.6541634787297,596.031434814037,800.4020620819992,800.4020620819994,800.4020620819992
122,1.0,130.9086543310172,1159.4730937926058,222,814.096354187166,122,222,130.9086543310172,1.0,2065292,572.9097467207555,1159.4730937926058,572.9097467207555,814.096354187166,814.096354187166,814.096354187166
121,1.0,128.01862622103218,1306.7323323581581,223,830.4996582121298,121,223,128.01862622103218,1.0,2075229,581.9236351497576,1306.7323323581581,581.9236351497576,830.4996582121298,830.4996582121298,830.4996582121298
122,1.0,159.55705462242946,1275.2864495603285,224,819.1900491147485,122,224,159.55705462242946,1.0,2085878,528.7777776448165,1275.2864495603285,528.7777776448165,819.1900491147486,819.1900491147485,819.1900491147486
109,1.0,239.13791910799296,1993.2874582654595,225,915.5535341966494,109,225,239.13791910799296,1.0,2095065,280.55504154448687,1993.2874582654595,280.55504154448687,915.5535341966494,915.5535341966494,915.5535341966494
111,1.0,186.69839455670743,1819.0242200917173,226,919.5034072263472,111,226,186.69839455670743,1.0,2104953,602.1696832183353,1819.0242200917173,602.1696832183353,919.5034072263473,919.5034072263472,919.5034072263473
117,1.0,170.84246071870876,1547.6540350750768,227,833.9572256518019,117,227,170.84246071870876,1.0,2113202,567.324729638312,1547.6540350750768,567.324729638312,833.9572256518019,833.9572256518019,833.9572256518019
111,1.0,178.6941094643857,1314.3494373375459,228,894.5282058196606,111,228,178.6941094643857,1.0,2122610,564.9816371286546,1314.3494373375459,564.9816371286546,894.5282058196606,894.5282058196606,894.5282058196606
123,1.0,205.00639714564974,1327.7062367171848,229,779.3556839864235,123,229,205.00639714564974,1.0,2131747,282.094110270559,1327.7062367171848,282.094110270559,779.3556839864236,779.3556839864235,779.3556839864236
109,1.0,259.9785913083279,2019.2842996836466,230,926.5119627613507,109,230,259.9785913083279,1.0,2141491,557.2610064883224,2019.2842996836466,557.2610064883224,926.5119627613509,926.5119627613507,926.5119627613509
117,1.0,263.0314198394185,1954.2567179809328,231,845.1810888519212,117,231,263.0314198394185,1.0,2150075,288.9386647821663,1954.2567179809328,288.9386647821663,845.1810888519211,845.1810888519212,845.1810888519211
113,1.0,244.4474171054408,2270.206751790004,232,851.2696782978691,113,232,244.4474171054408,1.0,2158798,579.9886377108194,2270.206751790004,579.9886377108194,851.2696782978691,851.2696782978691,851.2696782978691
114,1.0,161.13532455690543,1629.3824160993274,233,890.5141940459868,114,233,161.13532455690543,1.0,2169371,603.1669999380553,1629.3824160993274,603.1669999380553,890.5141940459868,890.5141940459868,890.5141940459868
119,1.0,237.2489192627916,2517.8555167646,234,792.945555110156,119,234,237.2489192627916,1.0,2178206,553.7641584668702,2517.8555167646,553.7641584668702,792.9455551101555,792.945555110156,792.9455551101555
109,1.0,217.36360020041937,2153.038472931164,235,919.6235380914884,109,235,217.36360020041937,1.0,2186954,81.28056437056696,2153.038472931164,81.28056437056696,919.6235380914883,919.6235380914884,919.6235380914883
92,0.9891304347826086,444.7408535366034,3331.5308726702065,236,1172.020703037885,92,236,444.7408535366034,0.9891304347826086,2195385,563.4536450459567,3331.5308726702065,563.4536450459567,1172.020703037885,1172.020703037885,1172.020703037885
109,1.0,237.03651518144358,2125.4532483846415,237,943.1987793017709,109,237,237.03651518144358,1.0,2205406,611.1950885477894,2125.4532483846415,611.1950885477894,943.1987793017706,943.1987793017709,943.1987793017706
107,1.0,244.527572366412,1954.3682655436949,238,995.1904418503815,107,238,244.527572366412,1.0,2215288,608.8744442888125,1954.3682655436949,608.8744442888125,995.1904418503815,995.1904418503815,995.1904418503815
102,0.9901960784313726,429.2310189901185,3660.0798842831023,239,1026.8287271673223,102,239,429.2310189901185,0.9901960784313726,2224381,573.4336715368437,3660.0798842831023,573.4336715368437,1026.8287271673223,1026.8287271673223,1026.8287271673223
110,1.0,173.63401259312207,1532.0546515284757,240,932.8950715777114,110,240,173.63401259312207,1.0,2233790,656.0663409270504,1532.0546515284757,656.0663409270504,932.8950715777112,932.8950715777114,932.8950715777112
114,1.0,268.7477302020221,2426.679152707117,241,866.8754209378441,114,241,268.7477302020221,1.0,2242272,290.3160891097926,2426.679152707117,290.3160891097926,866.875420937844,866.8754209378441,866.875420937844
98,1.0,347.6140379046118,2193.795033379719,242,1036.2051340183298,98,242,347.6140379046118,1.0,2251106,35.208913653284526,2193.795033379719,35.208913653284526,1036.2051340183298,1036.2051340183298,1036.2051340183298
100,1.0,318.15639915398293,2083.6380686229463,243,1022.9913210622498,100,243,318.15639915398293,1.0,2260230,511.57167887241195,2083.6380686229463,511.57167887241195,1022.9913210622498,1022.9913210622498,1022.9913210622498
102,1.0,395.953696408997,2977.8786672584974,244,1051.6188474208043,102,244,395.953696408997,1.0,2269572,596.8880615761545,2977.8786672584974,596.8880615761545,1051.618847420804,1051.6188474208043,1051.618847420804
111,1.0,188.4746611768391,1501.9025158148402,245,944.2677436896738,111,245,188.4746611768391,1.0,2277760,585.2530985585706,1501.9025158148402,585.2530985585706,944.2677436896738,944.2677436896738,944.2677436896738
114,1.0,318.97335827619474,2981.5759672065205,246,911.4159588590308,114,246,318.97335827619474,1.0,2288678,560.1765256590534,2981.5759672065205,560.1765256590534,911.4159588590308,911.4159588590308,911.4159588590308
114,1.0,209.57212706781752,1678.8344479443247,247,892.0270173756439,114,247,209.57212706781752,1.0,2297673,537.0282236500533,1678.8344479443247,537.0282236500533,892.0270173756443,892.0270173756439,892.0270173756443
124,1.0,245.46554225683204,1314.826673310084,248,744.0284963943594,124,248,245.46554225683204,1.0,2306378,298.8106049648257,1314.826673310084,298.8106049648257,744.0284963943595,744.0284963943594,744.0284963943595
105,1.0,405.9812216797109,2938.0888181344585,249,944.1319992585496,105,249,405.9812216797109,1.0,2315055,556.0848569299555,2938.0888181344585,556.0848569299555,944.1319992585494,944.1319992585496,944.1319992585494
106,1.0,196.52401946472455,1946.5955560520283,250,954.4430088329177,106,250,196.52401946472455,1.0,2326077,638.8640762122911,1946.5955560520283,638.8640762122911,954.4430088329174,954.4430088329177,954.4430088329174
125,1.0,160.30127175030563,1884.280591171782,251,813.6327524430079,125,251,160.30127175030563,1.0,2335992,519.7253449003977,1884.280591171782,519.7253449003977,813.6327524430079,813.6327524430079,813.6327524430079
111,1.0,264.8936045871352,2322.279958441269,252,910.5346810915165,111,252,264.8936045871352,1.0,2345254,589.3413828631154,2322.279958441269,589.3413828631154,910.5346810915164,910.5346810915165,910.5346810915164
110,1.0,227.65525885771387,1902.1277807146414,253,934.3237409188143,110,253,227.65525885771387,1.0,2353662,514.9315522916155,1902.1277807146414,514.9315522916155,934.3237409188143,934.3237409188143,934.3237409188143
107,1.0,189.23615920679248,1987.1639238826308,254,962.4860170808491,107,254,189.23615920679248,1.0,2362944,516.1906819787822,1987.1639238826308,516.1906819787822,962.4860170808491,962.4860170808491,962.4860170808491
93,0.978494623655914,545.5747931718035,3347.1655313969086,255,1192.4324853670357,93,255,545.5747931718035,0.978494623655914,2371183,168.31673976463503,3347.1655313969086,168.31673976463503,1192.4324853670357,1192.4324853670357,1192.4324853670357
113,1.0,223.4067753611092,1977.9333560456473,256,886.7241980181343,113,256,223.4067753611092,1.0,2379947,467.353902754034,1977.9333560456473,467.353902754034,886.7241980181341,886.7241980181343,886.7241980181341
101,1.0,466.35757116127974,3595.5137359153478,257,1060.53800489981,101,257,466.35757116127974,1.0,2388721,523.4418154877708,3595.5137359153478,523.4418154877708,1060.53800489981,1060.53800489981,1060.53800489981
99,1.0,421.15847234661953,3522.3551228809242,258,1060.6205694357086,99,258,421.15847234661953,1.0,2397575,404.0178341479089,3522.3551228809242,404.0178341479089,1060.6205694357081,1060.6205694357086,1060.6205694357081
93,1.0,424.65340935451064,2467.21280102582,259,1102.155934576609,93,259,424.65340935451064,1.0,2406042,509.5750902612563,2467.21280102582,509.5750902612563,1102.1559345766093,1102.155934576609,1102.1559345766093
