MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/NumEpisodes,TotalEnvSteps,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/AverageReturn
733.2523750665025,1.0,169.6401573687849,173.11021594660338,733.2523750665025,20,20,173.11021594660338,461.90205904059434,1.0,461.90205904059434,159,159,210696,169.6401573687849,461.90205904059434,461.90205904059434
901.360919288859,1.0,156.37352212550684,68.24931678864844,901.360919288859,21,21,68.24931678864844,609.2069700154211,1.0,609.206970015421,134,134,218509,156.37352212550684,609.206970015421,609.2069700154211
707.6350209839724,1.0,124.30798764269025,66.73400584548656,707.6350209839724,22,22,66.73400584548656,534.6355951859921,1.0,534.6355951859921,143,143,226528,124.30798764269025,534.6355951859921,534.6355951859921
665.3219074301559,1.0,170.27654726131442,31.519350021177697,665.3219074301559,23,23,31.519350021177697,363.97855942058095,1.0,363.97855942058095,204,204,234235,170.27654726131442,363.97855942058095,363.97855942058095
649.4761546911939,1.0,140.75996760335946,157.26921622788686,649.4761546911939,24,24,157.26921622788686,489.59771983119913,1.0,489.59771983119913,166,166,242090,140.75996760335946,489.59771983119913,489.59771983119913
654.0789741355059,1.0,110.94017210770119,196.5068149858539,654.0789741355059,25,25,196.5068149858539,541.5672861757403,1.0,541.5672861757403,156,156,250290,110.94017210770119,541.5672861757403,541.5672861757403
893.8136874094365,1.0,135.69409339641723,236.16783580489223,893.8136874094365,26,26,236.16783580489223,514.2541437810306,1.0,514.2541437810305,158,158,258066,135.69409339641723,514.2541437810305,514.2541437810306
1133.5504739908617,1.0,144.57874311805557,254.40591373250658,1133.5504739908617,27,27,254.40591373250658,662.0508579154592,1.0,662.0508579154592,123,123,266283,144.57874311805557,662.0508579154592,662.0508579154592
1219.4954916726128,1.0,202.94588697951315,272.23170992531385,1219.4954916726128,28,28,272.23170992531385,704.4272243980993,1.0,704.4272243980992,116,116,274976,202.94588697951315,704.4272243980992,704.4272243980993
1880.9167466079846,1.0,344.5173991207258,161.0478595807012,1880.9167466079846,29,29,161.0478595807012,680.4475163346286,1.0,680.4475163346287,98,98,283288,344.5173991207258,680.4475163346287,680.4475163346286
2526.5546337828637,0.9305555555555556,583.8012426403835,340.6246658154193,2526.5546337828637,30,30,340.6246658154193,1098.0693222852412,0.9305555555555556,1098.0693222852415,72,72,292701,583.8012426403835,1098.0693222852415,1098.0693222852412
2673.6139658861166,0.9882352941176471,435.9781905800811,376.59170354762426,2673.6139658861166,31,31,376.59170354762426,941.1003071756181,0.9882352941176471,941.1003071756178,85,85,301351,435.9781905800811,941.1003071756178,941.1003071756181
1709.8050735557676,1.0,227.99277544555838,155.76465700372515,1709.8050735557676,32,32,155.76465700372515,730.1431675412624,1.0,730.1431675412623,106,106,310240,227.99277544555838,730.1431675412623,730.1431675412624
1876.8070659563336,1.0,279.84027469786145,115.569855485996,1876.8070659563336,33,33,115.569855485996,637.8087046059678,1.0,637.8087046059678,121,121,319463,279.84027469786145,637.8087046059678,637.8087046059678
1165.32945515312,1.0,121.36703618919768,502.7242585739691,1165.32945515312,34,34,502.7242585739691,659.6195430371963,1.0,659.6195430371963,110,110,327626,121.36703618919768,659.6195430371963,659.6195430371963
1183.880125487467,1.0,115.53990022789274,524.7002875189729,1183.880125487467,35,35,524.7002875189729,733.0431749691336,1.0,733.0431749691336,106,106,335705,115.53990022789274,733.0431749691336,733.0431749691336
1225.3924334050746,1.0,129.27503688092665,259.2700762049337,1225.3924334050746,36,36,259.2700762049337,629.0200614037032,1.0,629.0200614037032,138,138,343830,129.27503688092665,629.0200614037032,629.0200614037032
1590.9263974925555,1.0,221.15072013619852,44.954616037574716,1590.9263974925555,37,37,44.954616037574716,560.0919039978198,1.0,560.0919039978197,151,151,351686,221.15072013619852,560.0919039978197,560.0919039978198
1475.7783908557883,1.0,209.15040666419654,122.00578644819441,1475.7783908557883,38,38,122.00578644819441,562.2240696568423,1.0,562.2240696568423,146,146,359985,209.15040666419654,562.2240696568423,562.2240696568423
1060.0836253258772,1.0,116.5813871278341,448.8621994722838,1060.0836253258772,39,39,448.8621994722838,696.3569843792411,1.0,696.3569843792411,121,121,367742,116.5813871278341,696.3569843792411,696.3569843792411
2102.2467410104896,1.0,282.1975163746566,206.5980476333084,2102.2467410104896,40,40,206.5980476333084,765.7848138419093,1.0,765.7848138419093,109,109,376238,282.1975163746566,765.7848138419093,765.7848138419093
2039.9257585833802,1.0,272.28515095734707,247.26206926178236,2039.9257585833802,41,41,247.26206926178236,789.9962065369456,1.0,789.9962065369456,109,109,384656,272.28515095734707,789.9962065369456,789.9962065369456
1530.5126735636618,1.0,198.4640395721927,234.0916900247654,1530.5126735636618,42,42,234.0916900247654,621.0677074614165,1.0,621.0677074614165,130,130,393951,198.4640395721927,621.0677074614165,621.0677074614165
1517.8917940294766,1.0,216.6557802819516,273.97618686460737,1517.8917940294766,43,43,273.97618686460737,787.8670591440965,1.0,787.8670591440965,109,109,402674,216.6557802819516,787.8670591440965,787.8670591440965
1276.322344546363,1.0,182.3697223659638,266.8815201028621,1276.322344546363,44,44,266.8815201028621,777.1240565185186,1.0,777.1240565185186,103,103,411140,182.3697223659638,777.1240565185186,777.1240565185186
2021.7346913687227,1.0,293.31816861138543,400.1611073346042,2021.7346913687227,45,45,400.1611073346042,922.511084443658,1.0,922.511084443658,91,91,419319,293.31816861138543,922.511084443658,922.511084443658
2795.4673249896036,1.0,483.3807867280549,300.3400403438502,2795.4673249896036,46,46,300.3400403438502,1019.0754427875951,1.0,1019.0754427875947,84,84,429401,483.3807867280549,1019.0754427875947,1019.0754427875951
2673.37153416438,0.9761904761904762,487.10630089272905,231.2314228250802,2673.37153416438,47,47,231.2314228250802,1034.1515105771002,0.9761904761904762,1034.1515105771,84,84,438474,487.10630089272905,1034.1515105771,1034.1515105771002
2658.7203223313027,0.8769230769230769,583.8739057373068,377.20897948331054,2658.7203223313027,48,48,377.20897948331054,1250.5784320269865,0.8769230769230769,1250.5784320269865,65,65,446996,583.8739057373068,1250.5784320269865,1250.5784320269865
2612.4327795539666,0.875,603.4703194530681,408.3507097718405,2612.4327795539666,49,49,408.3507097718405,1304.872262516974,0.875,1304.872262516974,64,64,455882,603.4703194530681,1304.872262516974,1304.872262516974
2373.1957991236095,0.9662921348314607,486.20009934124823,87.08514731552454,2373.1957991236095,50,50,87.08514731552454,954.6801770133424,0.9662921348314607,954.6801770133427,89,89,466161,486.20009934124823,954.6801770133427,954.6801770133424
1987.2600398372967,1.0,372.1634894982923,71.39059165203724,1987.2600398372967,51,51,71.39059165203724,672.0596006323235,1.0,672.0596006323235,119,119,475250,372.1634894982923,672.0596006323235,672.0596006323235
2485.176423771434,1.0,395.84170840657026,79.03269247297015,2485.176423771434,52,52,79.03269247297015,775.7746365250802,1.0,775.7746365250803,112,112,483577,395.84170840657026,775.7746365250803,775.7746365250802
2992.472040828684,0.9937888198757764,408.8476231722186,69.33003607290883,2992.472040828684,53,53,69.33003607290883,489.69146499628783,0.9937888198757764,489.69146499628783,161,161,495252,408.8476231722186,489.69146499628783,489.69146499628783
2907.803091034749,0.98,536.8028598364556,353.9561354186562,2907.803091034749,54,54,353.9561354186562,884.6577464743933,0.98,884.6577464743932,100,100,504316,536.8028598364556,884.6577464743932,884.6577464743933
2991.0862614080343,0.972972972972973,514.6670192468094,616.2280319065145,2991.0862614080343,55,55,616.2280319065145,1328.311660338664,0.972972972972973,1328.3116603386643,74,74,512518,514.6670192468094,1328.3116603386643,1328.311660338664
2724.099452430583,1.0,567.0974663099597,394.26573303337346,2724.099452430583,56,56,394.26573303337346,1069.6775949838325,1.0,1069.6775949838327,79,79,522234,567.0974663099597,1069.6775949838327,1069.6775949838325
2801.533608823056,0.9459459459459459,593.829582741263,520.9879393042913,2801.533608823056,57,57,520.9879393042913,1121.0889927037194,0.9459459459459459,1121.0889927037197,74,74,530458,593.829582741263,1121.0889927037197,1121.0889927037194
2757.475501462619,0.9647058823529412,562.4453221451678,404.82139154640856,2757.475501462619,58,58,404.82139154640856,866.4203907871307,0.9647058823529412,866.4203907871307,85,85,540487,562.4453221451678,866.4203907871307,866.4203907871307
2785.9155350506057,0.9420289855072463,593.76968645081,598.2822758403481,2785.9155350506057,59,59,598.2822758403481,1319.6550842401548,0.9420289855072463,1319.6550842401546,69,69,550347,593.76968645081,1319.6550842401546,1319.6550842401548
2633.010082888431,0.8387096774193549,793.7843123100312,121.73315373309735,2633.010082888431,60,60,121.73315373309735,1148.022988557295,0.8387096774193549,1148.0229885572955,62,62,559582,793.7843123100312,1148.0229885572955,1148.022988557295
2746.931649948264,0.7321428571428571,711.8753455146278,492.97005940477146,2746.931649948264,61,61,492.97005940477146,1488.4326991442208,0.7321428571428571,1488.4326991442208,56,56,569749,711.8753455146278,1488.4326991442208,1488.4326991442208
2721.70714045613,0.627906976744186,658.5599855211904,808.5326314978131,2721.70714045613,62,62,808.5326314978131,1721.0201636041415,0.627906976744186,1721.0201636041413,43,43,579061,658.5599855211904,1721.0201636041413,1721.0201636041415
2685.6655342556737,0.45714285714285713,589.8430366130489,745.7381457039512,2685.6655342556737,63,63,745.7381457039512,2054.157309951257,0.45714285714285713,2054.157309951256,35,35,588375,589.8430366130489,2054.157309951256,2054.157309951257
3181.872820809301,0.7959183673469388,724.5788042167907,440.9971218487865,3181.872820809301,64,64,440.9971218487865,1947.3029378299307,0.7959183673469388,1947.30293782993,49,49,597525,724.5788042167907,1947.30293782993,1947.3029378299307
2849.828373924593,0.5365853658536586,838.784230102664,350.0276148552871,2849.828373924593,65,65,350.0276148552871,1892.6495082087172,0.5365853658536586,1892.6495082087165,41,41,607826,838.784230102664,1892.6495082087165,1892.6495082087172
2922.8190775562716,0.30303030303030304,660.2290309837301,736.962651221084,2922.8190775562716,66,66,736.962651221084,2343.158963835552,0.30303030303030304,2343.158963835552,33,33,619498,660.2290309837301,2343.158963835552,2343.158963835552
3031.7652128114187,0.7647058823529411,749.0535500025777,378.09691528896604,3031.7652128114187,67,67,378.09691528896604,1980.4061418931915,0.7647058823529411,1980.4061418931915,51,51,630523,749.0535500025777,1980.4061418931915,1980.4061418931915
3010.708419562508,0.4,855.1412630498388,285.639703434227,3010.708419562508,68,68,285.639703434227,2313.8942043191496,0.4,2313.8942043191487,35,35,640852,855.1412630498388,2313.8942043191487,2313.8942043191496
3074.93159053245,0.8545454545454545,767.8671478511495,156.35937833204613,3074.93159053245,69,69,156.35937833204613,1765.380746358849,0.8545454545454545,1765.380746358849,55,55,651374,767.8671478511495,1765.380746358849,1765.380746358849
2948.33366129347,0.9206349206349206,658.5479157935275,84.69144541880772,2948.33366129347,70,70,84.69144541880772,1626.7325191136329,0.9206349206349206,1626.7325191136329,63,63,662608,658.5479157935275,1626.7325191136329,1626.7325191136329
3115.3827925581977,0.9743589743589743,502.7419574961821,89.66188979242841,3115.3827925581977,71,71,89.66188979242841,1307.0626334557858,0.9743589743589743,1307.0626334557855,78,78,672098,502.7419574961821,1307.0626334557855,1307.0626334557858
2350.6937071195734,1.0,360.1000373409884,615.9219642019798,2350.6937071195734,72,72,615.9219642019798,1241.2658488646819,1.0,1241.265848864682,80,80,681867,360.1000373409884,1241.265848864682,1241.2658488646819
2581.7070143082155,1.0,292.7958617611708,81.85386464495184,2581.7070143082155,73,73,81.85386464495184,1030.7823903099502,1.0,1030.7823903099504,91,91,690105,292.7958617611708,1030.7823903099504,1030.7823903099502
3028.043641344469,0.9722222222222222,579.4802166035925,725.1029411387999,3028.043641344469,74,74,725.1029411387999,1398.829950875363,0.9722222222222222,1398.829950875363,72,72,699310,579.4802166035925,1398.829950875363,1398.829950875363
1913.60623992694,1.0,206.90468652624395,585.3337113141239,1913.60623992694,75,75,585.3337113141239,953.593532659121,1.0,953.593532659121,96,96,708544,206.90468652624395,953.593532659121,953.593532659121
1374.3993476019218,1.0,165.09349958099355,633.0436859648925,1374.3993476019218,76,76,633.0436859648925,995.5578954811776,1.0,995.5578954811776,97,97,717394,165.09349958099355,995.5578954811776,995.5578954811776
1628.3630742928544,1.0,177.04138718444685,502.02269594019157,1628.3630742928544,77,77,502.02269594019157,910.5334241476047,1.0,910.5334241476047,100,100,725808,177.04138718444685,910.5334241476047,910.5334241476047
1476.9947504149336,1.0,172.7429614799115,83.9022818435923,1476.9947504149336,78,78,83.9022818435923,914.493433227557,1.0,914.4934332275569,98,98,733565,172.7429614799115,914.4934332275569,914.493433227557
2269.7521822284793,1.0,322.6212083235437,559.7219184161689,2269.7521822284793,79,79,559.7219184161689,1107.0529760619793,1.0,1107.0529760619793,82,82,742304,322.6212083235437,1107.0529760619793,1107.0529760619793
1425.181628526046,1.0,159.61076428499933,476.11270582534416,1425.181628526046,80,80,476.11270582534416,885.7478123812278,1.0,885.7478123812278,97,97,752092,159.61076428499933,885.7478123812278,885.7478123812278
3000.7313982334126,0.9864864864864865,415.56454923608436,770.380672897168,3000.7313982334126,81,81,770.380672897168,1306.4026959481575,0.9864864864864865,1306.4026959481575,74,74,760731,415.56454923608436,1306.4026959481575,1306.4026959481575
1441.0283121955754,1.0,170.50692977206478,11.65232228635481,1441.0283121955754,82,82,11.65232228635481,894.9237369911897,1.0,894.9237369911897,99,99,770787,170.50692977206478,894.9237369911897,894.9237369911897
2947.32809874206,1.0,324.37087106673766,550.7964349067621,2947.32809874206,83,83,550.7964349067621,985.8343469019136,1.0,985.8343469019136,94,94,780877,324.37087106673766,985.8343469019136,985.8343469019136
2298.7283978630257,1.0,346.22141779263205,675.0748787079896,2298.7283978630257,84,84,675.0748787079896,1188.740211175827,1.0,1188.7402111758267,76,76,789696,346.22141779263205,1188.7402111758267,1188.740211175827
2878.2846139552653,0.989247311827957,291.72403521759793,300.4394258241874,2878.2846139552653,85,85,300.4394258241874,980.8056359850493,0.989247311827957,980.8056359850493,93,93,798382,291.72403521759793,980.8056359850493,980.8056359850493
2852.587892605245,0.9876543209876543,449.7000917794546,500.13998866869633,2852.587892605245,86,86,500.13998866869633,1172.6244357266598,0.9876543209876543,1172.6244357266598,81,81,807536,449.7000917794546,1172.6244357266598,1172.6244357266598
2985.0427876841413,0.9375,659.3233475324444,678.2534455963907,2985.0427876841413,87,87,678.2534455963907,1511.1790496123544,0.9375,1511.1790496123544,64,64,816889,659.3233475324444,1511.1790496123544,1511.1790496123544
2902.0218762815252,0.9850746268656716,561.6717070114389,740.5762963041208,2902.0218762815252,88,88,740.5762963041208,1428.1578269716938,0.9850746268656716,1428.1578269716936,67,67,826246,561.6717070114389,1428.1578269716936,1428.1578269716938
3208.764364838619,0.8928571428571429,692.0716766365072,766.7838411505084,3208.764364838619,89,89,766.7838411505084,1715.629930040259,0.8928571428571429,1715.629930040259,56,56,835296,692.0716766365072,1715.629930040259,1715.629930040259
3036.5464569070455,0.8113207547169812,791.1936045230692,688.5374763374549,3036.5464569070455,90,90,688.5374763374549,1620.3360548765693,0.8113207547169812,1620.3360548765693,53,53,845448,791.1936045230692,1620.3360548765693,1620.3360548765693
2978.008565325089,0.96875,566.4363786703074,800.5686435150424,2978.008565325089,91,91,800.5686435150424,1511.9749269556305,0.96875,1511.9749269556305,64,64,855743,566.4363786703074,1511.9749269556305,1511.9749269556305
3058.402163984356,0.9552238805970149,571.1286184174471,860.3130533373366,3058.402163984356,92,92,860.3130533373366,1485.6170988091073,0.9552238805970149,1485.6170988091071,67,67,864519,571.1286184174471,1485.6170988091071,1485.6170988091073
3058.6631071306992,0.9365079365079365,640.9809491907782,660.0100562804976,3058.6631071306992,93,93,660.0100562804976,1511.1853885033702,0.9365079365079365,1511.1853885033702,63,63,874154,640.9809491907782,1511.1853885033702,1511.1853885033702
3386.8762331656253,0.8653846153846154,778.5923910522874,814.2335367001974,3386.8762331656253,94,94,814.2335367001974,1846.222796191518,0.8653846153846154,1846.2227961915173,52,52,883527,778.5923910522874,1846.2227961915173,1846.222796191518
3087.0753559584487,0.9577464788732394,657.1441008665278,428.61920418681467,3087.0753559584487,95,95,428.61920418681467,1471.2268649229413,0.9577464788732394,1471.2268649229413,71,71,892905,657.1441008665278,1471.2268649229413,1471.2268649229413
3155.1330686541846,0.9761904761904762,544.6655892873364,23.686938465645248,3155.1330686541846,96,96,23.686938465645248,1227.3373954996891,0.9761904761904762,1227.3373954996891,84,84,902473,544.6655892873364,1227.3373954996891,1227.3373954996891
3093.061931847624,0.971830985915493,649.6409596287338,808.6113530061167,3093.061931847624,97,97,808.6113530061167,1431.799188008944,0.971830985915493,1431.7991880089437,71,71,911910,649.6409596287338,1431.7991880089437,1431.799188008944
2693.5326867244326,1.0,446.3893711376835,686.6826733998721,2693.5326867244326,98,98,686.6826733998721,1260.230512916277,1.0,1260.2305129162771,82,82,921079,446.3893711376835,1260.2305129162771,1260.230512916277
3017.3671854792474,0.9682539682539683,634.3358115492258,721.8278183259309,3017.3671854792474,99,99,721.8278183259309,1615.3597465532932,0.9682539682539683,1615.3597465532935,63,63,930236,634.3358115492258,1615.3597465532935,1615.3597465532932
3237.420220820179,0.9746835443037974,559.7296361394124,775.6506109978104,3237.420220820179,100,100,775.6506109978104,1298.9390100807782,0.9746835443037974,1298.9390100807782,79,79,939202,559.7296361394124,1298.9390100807782,1298.9390100807782
3041.946438267351,0.9885057471264368,421.1542543310893,615.1371820552832,3041.946438267351,101,101,615.1371820552832,1191.1506825951026,0.9885057471264368,1191.1506825951026,87,87,947812,421.1542543310893,1191.1506825951026,1191.1506825951026
2585.7208628945723,1.0,440.05325659624395,725.9572478355951,2585.7208628945723,102,102,725.9572478355951,1319.7608499166715,1.0,1319.7608499166713,76,76,957501,440.05325659624395,1319.7608499166713,1319.7608499166715
2854.751537156583,1.0,425.11559697447274,297.816583463144,2854.751537156583,103,103,297.816583463144,1285.9334026097665,1.0,1285.933402609767,79,79,966634,425.11559697447274,1285.933402609767,1285.9334026097665
2296.807093969881,1.0,317.31269625795517,659.279067600948,2296.807093969881,104,104,659.279067600948,1197.5392095491948,1.0,1197.5392095491948,86,86,976152,317.31269625795517,1197.5392095491948,1197.5392095491948
3156.8953259680043,1.0,529.3848748689503,831.691433039389,3156.8953259680043,105,105,831.691433039389,1462.8836459624838,1.0,1462.8836459624838,73,73,985057,529.3848748689503,1462.8836459624838,1462.8836459624838
3278.324134096046,1.0,578.7191265149214,29.88026175216129,3278.324134096046,106,106,29.88026175216129,1306.0059695228383,1.0,1306.0059695228385,82,82,994345,578.7191265149214,1306.0059695228385,1306.0059695228383
3202.2856560195046,0.9696969696969697,659.5019269899553,31.944484755763035,3202.2856560195046,107,107,31.944484755763035,1482.8044218346251,0.9696969696969697,1482.804421834625,66,66,1004677,659.5019269899553,1482.804421834625,1482.8044218346251
3200.6571034303074,0.9436619718309859,621.6468792991041,700.6257175295979,3200.6571034303074,108,108,700.6257175295979,1354.9496685179915,0.9436619718309859,1354.9496685179918,71,71,1014103,621.6468792991041,1354.9496685179918,1354.9496685179915
3171.20663055179,0.9855072463768116,561.8408227407101,769.3724327809739,3171.20663055179,109,109,769.3724327809739,1480.3904747680938,0.9855072463768116,1480.390474768094,69,69,1024307,561.8408227407101,1480.390474768094,1480.3904747680938
3380.213951263804,0.9736842105263158,478.07087764310944,519.6633571430123,3380.213951263804,110,110,519.6633571430123,1323.945676010817,0.9736842105263158,1323.9456760108167,76,76,1034056,478.07087764310944,1323.9456760108167,1323.945676010817
3186.764402435855,0.9855072463768116,543.0270092427655,29.059923446416594,3186.764402435855,111,111,29.059923446416594,1497.1022993559266,0.9855072463768116,1497.1022993559266,69,69,1044407,543.0270092427655,1497.1022993559266,1497.1022993559266
3273.2747116599307,0.9710144927536232,505.43793940935444,911.3746677610148,3273.2747116599307,112,112,911.3746677610148,1507.9614786253076,0.9710144927536232,1507.9614786253078,69,69,1053974,505.43793940935444,1507.9614786253078,1507.9614786253076
3407.302963544669,1.0,624.8150230462658,800.0263134509436,3407.302963544669,113,113,800.0263134509436,1474.7200323310753,1.0,1474.7200323310753,72,72,1063322,624.8150230462658,1474.7200323310753,1474.7200323310753
2597.621641248764,1.0,390.96320915106696,801.2480034213676,2597.621641248764,114,114,801.2480034213676,1391.1255862769567,1.0,1391.1255862769572,71,71,1073182,390.96320915106696,1391.1255862769572,1391.1255862769567
2835.3610756678986,1.0,549.604484333948,35.579115458465665,2835.3610756678986,115,115,35.579115458465665,1330.9376725809382,1.0,1330.9376725809384,76,76,1082967,549.604484333948,1330.9376725809384,1330.9376725809382
3178.7581496251923,0.9866666666666667,515.7693709483683,620.6287932522184,3178.7581496251923,116,116,620.6287932522184,1393.788199594062,0.9866666666666667,1393.7881995940618,75,75,1092189,515.7693709483683,1393.7881995940618,1393.788199594062
2874.700578834154,1.0,366.93698104891024,780.1506130911305,2874.700578834154,117,117,780.1506130911305,1271.1921956063954,1.0,1271.1921956063952,81,81,1102687,366.93698104891024,1271.1921956063952,1271.1921956063954
2428.7634104638473,1.0,307.54673826738014,890.2907652680008,2428.7634104638473,118,118,890.2907652680008,1221.2412012673706,1.0,1221.2412012673708,83,83,1113026,307.54673826738014,1221.2412012673708,1221.2412012673706
3358.4308495821406,0.9743589743589743,657.2857132924898,268.2595449890512,3358.4308495821406,119,119,268.2595449890512,1388.8545814636266,0.9743589743589743,1388.8545814636263,78,78,1123993,657.2857132924898,1388.8545814636263,1388.8545814636266
2413.3737673281253,1.0,351.91111832612563,370.18643598059276,2413.3737673281253,120,120,370.18643598059276,1239.6618833873395,1.0,1239.6618833873395,85,85,1134001,351.91111832612563,1239.6618833873395,1239.6618833873395
2533.4545115458614,1.0,414.11277884594364,45.54708484441334,2533.4545115458614,121,121,45.54708484441334,1221.8680432056408,1.0,1221.8680432056408,83,83,1143179,414.11277884594364,1221.8680432056408,1221.8680432056408
3358.859190396202,0.9863013698630136,507.17530090415266,719.2161791284659,3358.859190396202,122,122,719.2161791284659,1452.9858588330005,0.9863013698630136,1452.985858833001,73,73,1152891,507.17530090415266,1452.985858833001,1452.9858588330005
3251.9057446373126,0.953125,578.15037502025,776.8194002768207,3251.9057446373126,123,123,776.8194002768207,1655.283773620921,0.953125,1655.2837736209212,64,64,1163645,578.15037502025,1655.2837736209212,1655.283773620921
2855.552408415594,1.0,482.9220197086198,43.8544735574422,2855.552408415594,124,124,43.8544735574422,1290.891918956068,1.0,1290.891918956068,79,79,1173053,482.9220197086198,1290.891918956068,1290.891918956068
3380.7048689764283,0.987012987012987,561.8260851261812,37.964464791985755,3380.7048689764283,125,125,37.964464791985755,1378.6055068254839,0.987012987012987,1378.6055068254836,77,77,1181736,561.8260851261812,1378.6055068254836,1378.6055068254839
3348.9820609171948,0.9180327868852459,801.1233887760427,645.6309595804257,3348.9820609171948,126,126,645.6309595804257,1717.3662288659036,0.9180327868852459,1717.3662288659036,61,61,1191206,801.1233887760427,1717.3662288659036,1717.3662288659036
