MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/MinReturn
238.158581945792,238.158581945792,1.0,-39.54861322320436,591.0846116107923,125.5203444280856,238.158581945792,238.158581945792,20,20,125.5203444280856,591.0846116107923,216868,151,151,1.0,-39.54861322320436
210.01343998179277,210.01343998179277,1.0,-81.2725983073073,732.0947556385005,157.0507101931582,210.01343998179277,210.01343998179277,21,21,157.0507101931582,732.0947556385005,224744,142,142,1.0,-81.2725983073073
216.07209455782998,216.07209455782998,1.0,-13.63488689326297,515.5015437913818,104.23672452356571,216.07209455782998,216.07209455782998,22,22,104.23672452356571,515.5015437913818,233525,173,173,1.0,-13.63488689326297
218.06301184314532,218.06301184314532,1.0,-21.828661618097875,716.5289571009907,139.27975671874339,218.06301184314532,218.06301184314532,23,23,139.27975671874339,716.5289571009907,241309,150,150,1.0,-21.828661618097875
269.8518741296849,269.8518741296848,1.0,-46.237103208022305,811.220900709643,148.4735905046163,269.8518741296849,269.8518741296848,24,24,148.4735905046163,811.220900709643,249482,136,136,1.0,-46.237103208022305
267.25011558380515,267.25011558380515,1.0,-20.26349805033542,898.7969547070966,127.55729882467456,267.25011558380515,267.25011558380515,25,25,127.55729882467456,898.7969547070966,258294,151,151,1.0,-20.26349805033542
326.32116305876417,326.3211630587642,1.0,34.96784088017685,831.4830098935937,142.87933088539248,326.32116305876417,326.3211630587642,26,26,142.87933088539248,831.4830098935937,266778,155,155,1.0,34.96784088017685
312.64788715694243,312.64788715694243,1.0,6.693103816729981,909.7409295664079,135.64307752154468,312.64788715694243,312.64788715694243,27,27,135.64307752154468,909.7409295664079,274943,156,156,1.0,6.693103816729981
265.4258223111096,265.4258223111096,1.0,7.4497432809092885,857.6238165316836,174.29082205632946,265.4258223111096,265.4258223111096,28,28,174.29082205632946,857.6238165316836,283472,135,135,1.0,7.4497432809092885
335.2697617860423,335.2697617860423,1.0,-55.889641220995856,905.3994201220371,182.06809971749252,335.2697617860423,335.2697617860423,29,29,182.06809971749252,905.3994201220371,291230,155,155,1.0,-55.889641220995856
338.0970047076928,338.0970047076928,1.0,37.57210303795579,751.2200797260842,145.1706080560232,338.0970047076928,338.0970047076928,30,30,145.1706080560232,751.2200797260842,299729,150,150,1.0,37.57210303795579
316.28988289950786,316.28988289950786,1.0,-17.860661714812412,1174.5036486870779,224.46133020651564,316.28988289950786,316.28988289950786,31,31,224.46133020651564,1174.5036486870779,308272,135,135,1.0,-17.860661714812412
308.31533228863594,308.3153322886359,1.0,-74.70210554546267,965.8607458407362,225.1771178742773,308.31533228863594,308.3153322886359,32,32,225.1771178742773,965.8607458407362,317308,123,123,1.0,-74.70210554546267
345.4536619084298,345.4536619084298,1.0,-114.17543891961465,860.8478696848827,179.01930086592168,345.4536619084298,345.4536619084298,33,33,179.01930086592168,860.8478696848827,324951,137,137,1.0,-114.17543891961465
353.8956312577459,353.8956312577459,1.0,9.322932781871607,1296.7058347669151,192.43039666424104,353.8956312577459,353.8956312577459,34,34,192.43039666424104,1296.7058347669151,333347,151,151,1.0,9.322932781871607
377.67208846417657,377.6720884641766,0.993421052631579,6.781832349370751,1425.7443720895947,236.66100145332427,377.67208846417657,377.6720884641766,35,35,236.66100145332427,1425.7443720895947,341441,152,152,0.993421052631579,6.781832349370751
290.87114126622237,290.8711412662225,1.0,-8.70454980158834,895.5416076348818,199.81945408642002,290.87114126622237,290.8711412662225,36,36,199.81945408642002,895.5416076348818,349700,161,161,1.0,-8.70454980158834
310.01410709419036,310.01410709419036,1.0,-117.22214215254543,922.9646917378113,220.78062854660155,310.01410709419036,310.01410709419036,37,37,220.78062854660155,922.9646917378113,358324,143,143,1.0,-117.22214215254543
361.702878458999,361.70287845899907,1.0,26.382869624002065,1095.721298770665,197.68301864061027,361.702878458999,361.70287845899907,38,38,197.68301864061027,1095.721298770665,366556,143,143,1.0,26.382869624002065
359.9301581185501,359.93015811855014,1.0,22.842559204221885,1867.4308340436928,249.36242819218305,359.9301581185501,359.93015811855014,39,39,249.36242819218305,1867.4308340436928,374595,142,142,1.0,22.842559204221885
381.65712541909767,381.65712541909767,1.0,14.82702880521563,1107.0596024188444,243.92977800938067,381.65712541909767,381.65712541909767,40,40,243.92977800938067,1107.0596024188444,383277,129,129,1.0,14.82702880521563
386.86017222152634,386.86017222152634,1.0,9.57655673687466,1440.1037612977768,279.94795230539273,386.86017222152634,386.86017222152634,41,41,279.94795230539273,1440.1037612977768,391378,136,136,1.0,9.57655673687466
375.2692823881176,375.2692823881175,1.0,2.7764320923195034,1633.9426917144901,321.1894347069197,375.2692823881176,375.2692823881175,42,42,321.1894347069197,1633.9426917144901,399768,142,142,1.0,2.7764320923195034
410.04912123087666,410.0491212308766,1.0,16.917080885271933,1332.8002700289533,308.4448681841579,410.04912123087666,410.0491212308766,43,43,308.4448681841579,1332.8002700289533,407907,134,134,1.0,16.917080885271933
400.03021664222166,400.03021664222166,0.9867549668874173,-70.52831500659579,2723.6871723120544,497.14147725737007,400.03021664222166,400.03021664222166,44,44,497.14147725737007,2723.6871723120544,416106,151,151,0.9867549668874173,-70.52831500659579
311.81371165416823,311.8137116541683,1.0,12.869796261317717,2079.566836821615,294.8102597183377,311.81371165416823,311.8137116541683,45,45,294.8102597183377,2079.566836821615,424149,177,177,1.0,12.869796261317717
416.5532440558867,416.5532440558867,1.0,-22.316503428348877,2108.558049435389,359.9892780527837,416.5532440558867,416.5532440558867,46,46,359.9892780527837,2108.558049435389,432380,139,139,1.0,-22.316503428348877
580.1639149929002,580.1639149929002,0.9917355371900827,22.755419598346837,2907.9633620839422,572.0385006621061,580.1639149929002,580.1639149929002,47,47,572.0385006621061,2907.9633620839422,441245,121,121,0.9917355371900827,22.755419598346837
648.3396373025862,648.3396373025862,0.9663865546218487,20.115985449202373,3106.417076874018,730.0444490266971,648.3396373025862,648.3396373025862,48,48,730.0444490266971,3106.417076874018,450423,119,119,0.9663865546218487,20.115985449202373
932.3730887085791,932.3730887085791,0.95,-68.99711071832895,3204.1449251567474,642.513485764746,932.3730887085791,932.3730887085791,49,49,642.513485764746,3204.1449251567474,458983,80,80,0.95,-68.99711071832895
726.582446652554,726.582446652554,1.0,14.555126526427326,2260.7311215077852,526.4748383484482,726.582446652554,726.582446652554,50,50,526.4748383484482,2260.7311215077852,468422,101,101,1.0,14.555126526427326
765.7916323018895,765.7916323018893,0.9696969696969697,0.8122871420897595,3002.782253141547,767.7402439840629,765.7916323018895,765.7916323018893,51,51,767.7402439840629,3002.782253141547,478053,99,99,0.9696969696969697,0.8122871420897595
969.7778829833649,969.7778829833649,0.9367088607594937,3.951064042376737,2972.690171474614,727.8944425670678,969.7778829833649,969.7778829833649,52,52,727.8944425670678,2972.690171474614,487162,79,79,0.9367088607594937,3.951064042376737
850.0902380498047,850.0902380498047,0.9666666666666667,9.014488707551964,3557.500179441978,908.6402434456277,850.0902380498047,850.0902380498047,53,53,908.6402434456277,3557.500179441978,497577,90,90,0.9666666666666667,9.014488707551964
1217.477494582414,1217.477494582414,0.881578947368421,1.3341938188652809,3663.912499997411,1013.7638897108834,1217.477494582414,1217.477494582414,54,54,1013.7638897108834,3663.912499997411,507467,76,76,0.881578947368421,1.3341938188652809
1210.6503747220488,1210.6503747220486,0.8888888888888888,4.413425268409568,3554.1860935248374,1032.5784095883903,1210.6503747220488,1210.6503747220486,55,55,1032.5784095883903,3554.1860935248374,516715,72,72,0.8888888888888888,4.413425268409568
1026.1107118695559,1026.110711869556,0.9176470588235294,1.4186540316255198,3312.211569312792,974.3544174256776,1026.1107118695559,1026.110711869556,56,56,974.3544174256776,3312.211569312792,527099,85,85,0.9176470588235294,1.4186540316255198
1104.3559010217145,1104.3559010217145,0.8875,-2.272402309942216,3428.3812642367598,1069.5600204897682,1104.3559010217145,1104.3559010217145,57,57,1069.5600204897682,3428.3812642367598,536325,80,80,0.8875,-2.272402309942216
802.431817325113,802.4318173251129,0.9619047619047619,-0.3407824753916292,3660.419928697515,974.1925099106573,802.431817325113,802.4318173251129,58,58,974.1925099106573,3660.419928697515,547181,105,105,0.9619047619047619,-0.3407824753916292
853.2334295570131,853.2334295570132,0.9545454545454546,-0.6427893588470667,3618.171432878953,972.4964431613449,853.2334295570131,853.2334295570132,59,59,972.4964431613449,3618.171432878953,557596,110,110,0.9545454545454546,-0.6427893588470667
1280.8676833823474,1280.8676833823476,0.9444444444444444,87.4112631267641,3722.012121309566,1010.4187691946381,1280.8676833823474,1280.8676833823476,60,60,1010.4187691946381,3722.012121309566,567462,72,72,0.9444444444444444,87.4112631267641
1036.7649519077916,1036.764951907792,0.9139784946236559,5.47635552486112,3815.9917951319862,1056.2832776530172,1036.7649519077916,1036.764951907792,61,61,1056.2832776530172,3815.9917951319862,579495,93,93,0.9139784946236559,5.47635552486112
930.0325997779387,930.0325997779389,0.9175257731958762,3.612101609147297,3583.9993613038746,964.8319634041236,930.0325997779387,930.0325997779389,62,62,964.8319634041236,3583.9993613038746,589140,97,97,0.9175257731958762,3.612101609147297
872.344634556976,872.3446345569758,0.8977272727272727,77.86702185906134,3723.028748573796,978.9590173240194,872.344634556976,872.3446345569758,63,63,978.9590173240194,3723.028748573796,597457,88,88,0.8977272727272727,77.86702185906134
1214.837483833601,1214.8374838336015,0.8734177215189873,60.69588010246201,4034.485066651495,1225.7708970061983,1214.837483833601,1214.8374838336015,64,64,1225.7708970061983,4034.485066651495,606930,79,79,0.8734177215189873,60.69588010246201
771.2075928389851,771.2075928389849,0.9375,5.309431459748937,3538.3946764906545,945.8318331706647,771.2075928389851,771.2075928389849,65,65,945.8318331706647,3538.3946764906545,618142,112,112,0.9375,5.309431459748937
647.7142383890146,647.7142383890146,0.9814814814814815,42.12290958983606,3031.960424295792,654.1489206732889,647.7142383890146,647.7142383890146,66,66,654.1489206732889,3031.960424295792,626955,108,108,0.9814814814814815,42.12290958983606
861.096935876602,861.0969358766021,0.96875,72.98845270393579,3481.9420815169274,808.7636450332866,861.096935876602,861.0969358766021,67,67,808.7636450332866,3481.9420815169274,637940,96,96,0.96875,72.98845270393579
807.8235672447944,807.8235672447943,0.9903846153846154,62.67339549656277,3727.4469337445535,787.9840385096641,807.8235672447944,807.8235672447943,68,68,787.9840385096641,3727.4469337445535,646661,104,104,0.9903846153846154,62.67339549656277
895.6915006209357,895.6915006209357,0.9504950495049505,85.49747842977894,3692.0976149554176,884.6929058595446,895.6915006209357,895.6915006209357,69,69,884.6929058595446,3692.0976149554176,656382,101,101,0.9504950495049505,85.49747842977894
340.5601893803958,340.56018938039574,1.0,42.27405589568995,2600.668125724553,454.5684999451042,340.5601893803958,340.56018938039574,70,70,454.5684999451042,2600.668125724553,665971,200,200,1.0,42.27405589568995
491.38353224881064,491.3835322488108,1.0,6.04166899464977,3387.040999299457,510.0088856217475,491.38353224881064,491.3835322488108,71,71,510.0088856217475,3387.040999299457,676234,142,142,1.0,6.04166899464977
514.148390942823,514.148390942823,1.0,40.71694270091751,2763.357080066774,572.2026358878277,514.148390942823,514.148390942823,72,72,572.2026358878277,2763.357080066774,686077,145,145,1.0,40.71694270091751
463.67397592066845,463.67397592066845,0.9935064935064936,1.979895221519592,4011.1778662417714,564.4841602511964,463.67397592066845,463.67397592066845,73,73,564.4841602511964,4011.1778662417714,695270,154,154,0.9935064935064936,1.979895221519592
322.2113850887685,322.2113850887685,1.0,23.283194850386312,1982.0220232394724,399.7661225514226,322.2113850887685,322.2113850887685,74,74,399.7661225514226,1982.0220232394724,704862,202,202,1.0,23.283194850386312
496.29439039194943,496.29439039194943,0.9935064935064936,25.737416955309442,3827.061147509284,644.7826897322252,496.29439039194943,496.29439039194943,75,75,644.7826897322252,3827.061147509284,714925,154,154,0.9935064935064936,25.737416955309442
691.5093553516396,691.5093553516396,1.0,28.102803852037827,2937.919295471948,622.3578289861975,691.5093553516396,691.5093553516396,76,76,622.3578289861975,2937.919295471948,723822,117,117,1.0,28.102803852037827
680.0032764364837,680.0032764364837,0.9912280701754386,39.08013717511262,3447.630408034178,662.4423803902265,680.0032764364837,680.0032764364837,77,77,662.4423803902265,3447.630408034178,734067,114,114,0.9912280701754386,39.08013717511262
587.1249947040059,587.1249947040059,1.0,19.244026393729367,2892.093534641554,585.4550249739666,587.1249947040059,587.1249947040059,78,78,585.4550249739666,2892.093534641554,744111,126,126,1.0,19.244026393729367
538.0421319704097,538.0421319704097,1.0,69.9441223058371,3774.8842937320196,666.5011878972907,538.0421319704097,538.0421319704097,79,79,666.5011878972907,3774.8842937320196,752975,139,139,1.0,69.9441223058371
622.2583143048441,622.2583143048442,1.0,73.50796687264973,2219.778416629193,577.4808963278373,622.2583143048441,622.2583143048442,80,80,577.4808963278373,2219.778416629193,762529,124,124,1.0,73.50796687264973
539.7646341693307,539.7646341693307,0.9867549668874173,68.64673055462292,4336.2944466110885,667.3147595979998,539.7646341693307,539.7646341693307,81,81,667.3147595979998,4336.2944466110885,772340,151,151,0.9867549668874173,68.64673055462292
481.7149595693123,481.7149595693123,1.0,55.76325165406983,3248.305845842943,610.9153478810719,481.7149595693123,481.7149595693123,82,82,610.9153478810719,3248.305845842943,782343,145,145,1.0,55.76325165406983
500.4788124425234,500.47881244252363,1.0,55.67566287815836,4225.218372531017,649.6810685240133,500.4788124425234,500.47881244252363,83,83,649.6810685240133,4225.218372531017,791805,153,153,1.0,55.67566287815836
529.6216388125591,529.6216388125591,1.0,42.85203034078297,4282.156248712758,638.5004614810439,529.6216388125591,529.6216388125591,84,84,638.5004614810439,4282.156248712758,800788,152,152,1.0,42.85203034078297
471.55471188087085,471.55471188087085,0.9937888198757764,44.57813244829664,4512.605045279183,655.8213283587859,471.55471188087085,471.55471188087085,85,85,655.8213283587859,4512.605045279183,810023,161,161,0.9937888198757764,44.57813244829664
527.1652978294011,527.1652978294011,1.0,43.842578234222806,2886.9946602410037,566.6565475229637,527.1652978294011,527.1652978294011,86,86,566.6565475229637,2886.9946602410037,819163,142,142,1.0,43.842578234222806
403.35169782736045,403.35169782736045,1.0,45.24914502577668,3569.5583698271003,515.9547863380654,403.35169782736045,403.35169782736045,87,87,515.9547863380654,3569.5583698271003,827836,170,170,1.0,45.24914502577668
457.38806617715466,457.3880661771544,0.9937888198757764,36.24948865382457,3514.9899527744515,554.3655394047704,457.38806617715466,457.3880661771544,88,88,554.3655394047704,3514.9899527744515,837772,161,161,0.9937888198757764,36.24948865382457
413.7351494395492,413.7351494395492,1.0,49.03955468661618,2916.883073590795,461.19598514850765,413.7351494395492,413.7351494395492,89,89,461.19598514850765,2916.883073590795,848308,162,162,1.0,49.03955468661618
464.9784935093905,464.9784935093905,1.0,45.20013100735131,3133.6271429951103,611.8115110236226,464.9784935093905,464.9784935093905,90,90,611.8115110236226,3133.6271429951103,857960,174,174,1.0,45.20013100735131
504.404311413212,504.4043114132121,1.0,25.43547046246195,2884.1193880589594,487.16425876993856,504.404311413212,504.4043114132121,91,91,487.16425876993856,2884.1193880589594,866208,144,144,1.0,25.43547046246195
549.6225156205874,549.6225156205874,1.0,50.35723413943661,2676.2117286131343,565.1320707277072,549.6225156205874,549.6225156205874,92,92,565.1320707277072,2676.2117286131343,874863,141,141,1.0,50.35723413943661
444.62506418409134,444.62506418409134,1.0,31.467124321832426,2678.0304819674134,513.2420276987232,444.62506418409134,444.62506418409134,93,93,513.2420276987232,2678.0304819674134,883902,158,158,1.0,31.467124321832426
578.9482662119065,578.9482662119063,0.9861111111111112,52.920748441615466,4275.531457029336,836.0372621702409,578.9482662119065,578.9482662119063,94,94,836.0372621702409,4275.531457029336,893272,144,144,0.9861111111111112,52.920748441615466
551.812555458656,551.8125554586561,0.9927536231884058,55.849735936770955,4105.942714712198,703.8181851189894,551.812555458656,551.8125554586561,95,95,703.8181851189894,4105.942714712198,902707,138,138,0.9927536231884058,55.849735936770955
438.3259842390694,438.3259842390695,0.9935897435897436,37.75180111069186,3607.0108681646016,670.8406967123283,438.3259842390694,438.3259842390695,96,96,670.8406967123283,3607.0108681646016,911056,156,156,0.9935897435897436,37.75180111069186
521.8114703520922,521.8114703520923,1.0,44.767962684995105,3425.927811415638,613.9534110224474,521.8114703520922,521.8114703520923,97,97,613.9534110224474,3425.927811415638,920831,145,145,1.0,44.767962684995105
841.7586481554109,841.7586481554109,1.0,49.80509031342319,3607.279042496316,874.5135465812833,841.7586481554109,841.7586481554109,98,98,874.5135465812833,3607.279042496316,930610,105,105,1.0,49.80509031342319
611.4129064795356,611.4129064795356,1.0,39.39861107852101,3851.570864592593,838.6920025695151,611.4129064795356,611.4129064795356,99,99,838.6920025695151,3851.570864592593,938920,139,139,1.0,39.39861107852101
683.772457234096,683.772457234096,0.9534883720930233,41.914841936936334,4318.017497228258,993.7240342457542,683.772457234096,683.772457234096,100,100,993.7240342457542,4318.017497228258,948784,129,129,0.9534883720930233,41.914841936936334
727.0191878470633,727.0191878470634,0.9924242424242424,40.90908296630802,4269.732806136696,912.4090935403293,727.0191878470633,727.0191878470634,101,101,912.4090935403293,4269.732806136696,958091,132,132,0.9924242424242424,40.90908296630802
436.48328176625586,436.4832817662558,1.0,32.5005314401284,3204.051481887515,623.1706948192605,436.48328176625586,436.4832817662558,102,102,623.1706948192605,3204.051481887515,966583,163,163,1.0,32.5005314401284
475.9842368336325,475.98423683363245,1.0,40.53283560607757,2949.258543457848,627.3223206153956,475.9842368336325,475.98423683363245,103,103,627.3223206153956,2949.258543457848,974442,166,166,1.0,40.53283560607757
556.3086257735226,556.3086257735227,1.0,42.677412253206526,3395.759869074136,665.0956024673075,556.3086257735226,556.3086257735227,104,104,665.0956024673075,3395.759869074136,983087,148,148,1.0,42.677412253206526
697.5677688867421,697.567768886742,1.0,53.90309582012236,3836.524810825568,780.20689377111,697.5677688867421,697.567768886742,105,105,780.20689377111,3836.524810825568,991804,119,119,1.0,53.90309582012236
582.0138743364455,582.0138743364456,1.0,53.49651007907465,3002.5082385879246,620.6661925702497,582.0138743364455,582.0138743364456,106,106,620.6661925702497,3002.5082385879246,1001403,134,134,1.0,53.49651007907465
571.4540549310286,571.4540549310286,0.9632352941176471,51.138823988853325,4276.923253146063,859.1413272209439,571.4540549310286,571.4540549310286,107,107,859.1413272209439,4276.923253146063,1009805,136,136,0.9632352941176471,51.138823988853325
509.063682086767,509.06368208676713,0.9615384615384616,25.925532924941706,3279.6287639622315,546.9820707209878,509.063682086767,509.06368208676713,108,108,546.9820707209878,3279.6287639622315,1018387,130,130,0.9615384615384616,25.925532924941706
669.1510019237458,669.1510019237456,0.9836065573770492,30.144875295523693,3778.9520644173695,778.4764944462893,669.1510019237458,669.1510019237456,109,109,778.4764944462893,3778.9520644173695,1027183,122,122,0.9836065573770492,30.144875295523693
499.1821116693622,499.1821116693621,1.0,43.46292529552351,3575.504675866794,734.1875033186453,499.1821116693622,499.1821116693621,110,110,734.1875033186453,3575.504675866794,1035387,155,155,1.0,43.46292529552351
660.8636843327099,660.86368433271,0.9761904761904762,47.203243310171096,3537.9996218198667,846.3937112713589,660.8636843327099,660.86368433271,111,111,846.3937112713589,3537.9996218198667,1045108,126,126,0.9761904761904762,47.203243310171096
615.6071220174734,615.6071220174734,0.9848484848484849,49.96197357044311,3735.945399047369,796.8127507209465,615.6071220174734,615.6071220174734,112,112,796.8127507209465,3735.945399047369,1055279,132,132,0.9848484848484849,49.96197357044311
598.4036485922172,598.4036485922172,0.9703703703703703,47.92399168991025,4087.0272795829487,722.7552892393153,598.4036485922172,598.4036485922172,113,113,722.7552892393153,4087.0272795829487,1063796,135,135,0.9703703703703703,47.92399168991025
673.0375941488487,673.0375941488487,0.9915254237288136,42.17235850680931,3168.783290279715,752.8314705355539,673.0375941488487,673.0375941488487,114,114,752.8314705355539,3168.783290279715,1072301,118,118,0.9915254237288136,42.17235850680931
781.8654291001399,781.8654291001399,0.9722222222222222,44.75654292393225,3397.2501165642034,858.1872863965643,781.8654291001399,781.8654291001399,115,115,858.1872863965643,3397.2501165642034,1080366,108,108,0.9722222222222222,44.75654292393225
663.7721386532043,663.7721386532043,0.9732142857142857,51.05208932761704,3987.558886809992,761.1569516809068,663.7721386532043,663.7721386532043,116,116,761.1569516809068,3987.558886809992,1090065,112,112,0.9732142857142857,51.05208932761704
790.5245277710319,790.5245277710319,0.9692307692307692,9.970179312893267,4066.458064958132,1000.4985647459314,790.5245277710319,790.5245277710319,117,117,1000.4985647459314,4066.458064958132,1099188,130,130,0.9692307692307692,9.970179312893267
624.9735850133237,624.9735850133237,0.9844961240310077,47.63855827489783,3399.377946607211,695.7198210624534,624.9735850133237,624.9735850133237,118,118,695.7198210624534,3399.377946607211,1107856,129,129,0.9844961240310077,47.63855827489783
993.1390634102245,993.1390634102246,0.9711538461538461,50.86944437623564,4672.723334842441,1164.613108608903,993.1390634102245,993.1390634102246,119,119,1164.613108608903,4672.723334842441,1116597,104,104,0.9711538461538461,50.86944437623564
542.7339778446186,542.7339778446185,1.0,38.56067375686398,3066.982048887296,602.4408466410674,542.7339778446186,542.7339778446185,120,120,602.4408466410674,3066.982048887296,1125247,140,140,1.0,38.56067375686398
516.4579586079375,516.4579586079374,0.9935483870967742,44.25618193602974,4462.766487573984,681.7754685399963,516.4579586079375,516.4579586079374,121,121,681.7754685399963,4462.766487573984,1133615,155,155,0.9935483870967742,44.25618193602974
631.910765928044,631.910765928044,1.0,42.48887245270411,3218.1517146523884,779.6696804630246,631.910765928044,631.910765928044,122,122,779.6696804630246,3218.1517146523884,1142751,135,135,1.0,42.48887245270411
352.77656498932026,352.77656498932026,0.9943502824858758,49.091992964563836,2699.591178286871,450.2577052888269,352.77656498932026,352.77656498932026,123,123,450.2577052888269,2699.591178286871,1152043,177,177,0.9943502824858758,49.091992964563836
460.5955476208718,460.5955476208718,1.0,37.195166715870926,3447.337276038564,555.7612658731298,460.5955476208718,460.5955476208718,124,124,555.7612658731298,3447.337276038564,1160985,156,156,1.0,37.195166715870926
430.07913986173173,430.07913986173173,1.0,18.94207948681132,3359.759726156054,525.8527438705013,430.07913986173173,430.07913986173173,125,125,525.8527438705013,3359.759726156054,1169275,176,176,1.0,18.94207948681132
644.3696074670162,644.3696074670162,0.9710144927536232,44.5385537147664,4552.196665632766,766.9511272060693,644.3696074670162,644.3696074670162,126,126,766.9511272060693,4552.196665632766,1178546,138,138,0.9710144927536232,44.5385537147664
602.1886113970266,602.1886113970268,0.9924242424242424,12.860778054794878,3602.785329671619,772.7305802719724,602.1886113970266,602.1886113970268,127,127,772.7305802719724,3602.785329671619,1187392,132,132,0.9924242424242424,12.860778054794878
