MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/Iteration
301.16123588536425,862.9,36.0,1000.0,0.2,10,301.16123588536425,862.9,36.0,0.2,10,1000.0,862.9,385083,862.9,36,36
402.18170327475065,443.85714285714283,26.0,1000.0,0.7142857142857143,21,402.18170327475065,443.85714285714283,26.0,0.7142857142857143,21,1000.0,443.85714285714283,396263,443.85714285714283,37,37
386.9789591744621,539.6875,40.0,1000.0,0.625,16,386.9789591744621,539.6875,40.0,0.625,16,1000.0,539.6875,406584,539.6875,38,38
377.4913925896721,713.3076923076923,79.0,1000.0,0.46153846153846156,13,377.4913925896721,713.3076923076923,79.0,0.46153846153846156,13,1000.0,713.3076923076923,416451,713.3076923076923,39,39
184.99789788595496,928.0,407.0,1000.0,0.2222222222222222,9,184.99789788595496,928.0,407.0,0.2222222222222222,9,1000.0,928.0,427924,928.0,40,40
378.960725978181,569.0588235294117,17.0,1000.0,0.6470588235294118,17,378.960725978181,569.0588235294117,17.0,0.6470588235294118,17,1000.0,569.0588235294117,439148,569.0588235294117,41,41
140.38241421995212,916.3333333333334,558.0,1000.0,0.3333333333333333,12,140.38241421995212,916.3333333333334,558.0,0.3333333333333333,12,1000.0,916.3333333333334,449487,916.3333333333334,42,42
317.0186640141765,773.0,12.0,1000.0,0.5,12,317.0186640141765,773.0,12.0,0.5,12,1000.0,773.0,459487,773.0,43,43
360.15323762342763,635.5263157894736,41.0,1000.0,0.6842105263157895,19,360.15323762342763,635.5263157894736,41.0,0.6842105263157895,19,1000.0,635.5263157894736,469852,635.5263157894736,44,44
300.24788575343587,745.2307692307693,210.0,1000.0,0.46153846153846156,13,300.24788575343587,745.2307692307693,210.0,0.46153846153846156,13,1000.0,745.2307692307693,481616,745.2307692307693,45,45
0.0,1000.0,1000.0,1000.0,0.0,8,0.0,1000.0,1000.0,0.0,8,1000.0,1000.0,492093,1000.0,46,46
306.95113617642795,717.0,211.0,1000.0,0.5,12,306.95113617642795,717.0,211.0,0.5,12,1000.0,717.0,501985,717.0,47,47
338.1263093012235,370.375,9.0,1000.0,0.7916666666666666,24,338.1263093012235,370.375,9.0,0.7916666666666666,24,1000.0,370.375,514469,370.375,48,48
360.6366731213009,819.7,87.0,1000.0,0.2,10,360.6366731213009,819.7,87.0,0.2,10,1000.0,819.7,524578,819.7,49,49
307.5613585808335,217.7560975609756,33.0,1000.0,0.8780487804878049,41,307.5613585808335,217.7560975609756,33.0,0.8780487804878049,41,1000.0,217.7560975609756,535832,217.7560975609756,50,50
377.11049773242854,460.15,61.0,1000.0,0.7,20,377.11049773242854,460.15,61.0,0.7,20,1000.0,460.15,546631,460.15,51,51
398.7110070216038,392.0952380952381,26.0,1000.0,0.7142857142857143,21,398.7110070216038,392.0952380952381,26.0,0.7142857142857143,21,1000.0,392.0952380952381,556548,392.0952380952381,52,52
390.7149429784669,686.0,90.0,1000.0,0.4166666666666667,12,390.7149429784669,686.0,90.0,0.4166666666666667,12,1000.0,686.0,566509,686.0,53,53
378.0427457052182,397.82608695652175,5.0,1000.0,0.782608695652174,23,378.0427457052182,397.82608695652175,5.0,0.782608695652174,23,1000.0,397.82608695652175,576187,397.82608695652175,54,54
263.28389620331893,831.3,303.0,1000.0,0.3,10,263.28389620331893,831.3,303.0,0.3,10,1000.0,831.3,587977,831.3,55,55
371.7536832640776,607.6428571428571,67.0,1000.0,0.5714285714285714,14,371.7536832640776,607.6428571428571,67.0,0.5714285714285714,14,1000.0,607.6428571428571,598634,607.6428571428571,56,56
349.37503567878963,578.8666666666667,42.0,1000.0,0.6666666666666666,15,349.37503567878963,578.8666666666667,42.0,0.6666666666666666,15,1000.0,578.8666666666667,610118,578.8666666666667,57,57
259.7349418156902,847.4,225.0,1000.0,0.3,10,259.7349418156902,847.4,225.0,0.3,10,1000.0,847.4,620776,847.4,58,58
404.6171029504314,610.0,112.0,1000.0,0.5,14,404.6171029504314,610.0,112.0,0.5,14,1000.0,610.0,631192,610.0,59,59
361.39838597928156,736.4545454545455,133.0,1000.0,0.36363636363636365,11,361.39838597928156,736.4545454545455,133.0,0.36363636363636365,11,1000.0,736.4545454545455,642133,736.4545454545455,60,60
275.72516028645947,186.59183673469389,3.0,1000.0,0.9387755102040817,49,275.72516028645947,186.59183673469389,3.0,0.9387755102040817,49,1000.0,186.59183673469389,652740,186.59183673469389,61,61
386.93988147939297,431.48148148148147,22.0,1000.0,0.7777777777777778,27,386.93988147939297,431.48148148148147,22.0,0.7777777777777778,27,1000.0,431.48148148148147,663450,431.48148148148147,62,62
191.7045051216862,932.2222222222222,390.0,1000.0,0.1111111111111111,9,191.7045051216862,932.2222222222222,390.0,0.1111111111111111,9,1000.0,932.2222222222222,674480,932.2222222222222,63,63
421.2029053793433,437.75,8.0,1000.0,0.7,20,421.2029053793433,437.75,8.0,0.7,20,1000.0,437.75,685999,437.75,64,64
381.44293934523336,331.7692307692308,29.0,1000.0,0.7692307692307693,26,381.44293934523336,331.7692307692308,29.0,0.7692307692307693,26,1000.0,331.7692307692308,697290,331.7692307692308,65,65
358.5889852695603,391.7037037037037,50.0,1000.0,0.8148148148148148,27,358.5889852695603,391.7037037037037,50.0,0.8148148148148148,27,1000.0,391.7037037037037,707750,391.7037037037037,66,66
375.4971354956414,483.8888888888889,66.0,1000.0,0.7222222222222222,18,375.4971354956414,483.8888888888889,66.0,0.7222222222222222,18,1000.0,483.8888888888889,720235,483.8888888888889,67,67
289.44237576569344,897.6666666666666,79.0,1000.0,0.1111111111111111,9,289.44237576569344,897.6666666666666,79.0,0.1111111111111111,9,1000.0,897.6666666666666,731354,897.6666666666666,68,68
311.65490628617556,721.9285714285714,133.0,1000.0,0.5,14,311.65490628617556,721.9285714285714,133.0,0.5,14,1000.0,721.9285714285714,743002,721.9285714285714,69,69
341.68332957475087,164.3673469387755,3.0,1000.0,0.8571428571428571,49,341.68332957475087,164.3673469387755,3.0,0.8571428571428571,49,1000.0,164.3673469387755,753098,164.3673469387755,70,70
342.58224641034093,648.2666666666667,45.0,1000.0,0.6,15,342.58224641034093,648.2666666666667,45.0,0.6,15,1000.0,648.2666666666667,764635,648.2666666666667,71,71
207.5515357688302,896.4,455.0,1000.0,0.2,10,207.5515357688302,896.4,455.0,0.2,10,1000.0,896.4,775733,896.4,72,72
413.46217361236864,413.40909090909093,51.0,1000.0,0.7272727272727273,22,413.46217361236864,413.40909090909093,51.0,0.7272727272727273,22,1000.0,413.40909090909093,787538,413.40909090909093,73,73
354.7646357031125,345.2307692307692,14.0,1000.0,0.8076923076923077,26,354.7646357031125,345.2307692307692,14.0,0.8076923076923077,26,1000.0,345.2307692307692,796953,345.2307692307692,74,74
6.285393610547089,997.7777777777778,980.0,1000.0,0.1111111111111111,9,6.285393610547089,997.7777777777778,980.0,0.1111111111111111,9,1000.0,997.7777777777778,806773,997.7777777777778,75,75
225.75097181491833,83.35353535353535,2.0,1000.0,0.9494949494949495,99,225.75097181491833,83.35353535353535,2.0,0.9494949494949495,99,1000.0,83.35353535353535,816413,83.35353535353535,76,76
