MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,TotalEnvSteps,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn
25,5103.120484103851,5103.120484103852,5103.120484103851,340000,5999.994840567087,0.0,25,795.2899536604796,0.0,1053.266734811466,28,1053.266734811466,28,5103.120484103852,795.2899536604796,5999.994840567087
25,4934.025044290025,4934.025044290026,4934.025044290025,350000,6277.64365518784,0.0,25,1169.3631337397721,0.0,1303.1799399559152,29,1303.1799399559152,29,4934.025044290026,1169.3631337397721,6277.64365518784
25,5311.46862268938,5311.468622689377,5311.46862268938,360000,6165.171124893551,0.0,25,1199.6551236943483,0.0,1041.4149184714581,30,1041.4149184714581,30,5311.468622689377,1199.6551236943483,6165.171124893551
25,5465.36525167613,5465.365251676133,5465.36525167613,370000,6467.50469790743,0.0,25,1245.0500660280657,0.0,1187.1789752965085,31,1187.1789752965085,31,5465.365251676133,1245.0500660280657,6467.50469790743
25,5725.742450201396,5725.742450201398,5725.742450201396,380000,7008.940671018698,0.0,25,1213.9207765283857,0.0,1037.0843734885475,32,1037.0843734885475,32,5725.742450201398,1213.9207765283857,7008.940671018698
25,5573.093637678927,5573.093637678929,5573.093637678927,390000,6711.739160623923,0.0,25,1027.1026286131164,0.0,1227.2973855148985,33,1227.2973855148985,33,5573.093637678929,1027.1026286131164,6711.739160623923
25,6137.812773389403,6137.812773389404,6137.812773389403,400000,6983.017996262067,0.0,25,5221.473215759402,0.0,512.2849457067275,34,512.2849457067275,34,6137.812773389404,5221.473215759402,6983.017996262067
25,5974.874328049966,5974.874328049966,5974.874328049966,410000,7058.143375157742,0.0,25,655.931530549196,0.0,1377.722300903781,35,1377.722300903781,35,5974.874328049966,655.931530549196,7058.143375157742
25,6293.1919414594295,6293.1919414594295,6293.1919414594295,420000,7517.471342098703,0.0,25,4449.00036208293,0.0,786.7525058277317,36,786.7525058277317,36,6293.1919414594295,4449.00036208293,7517.471342098703
25,5785.475535038206,5785.475535038206,5785.475535038206,430000,7430.714616492645,0.0,25,2303.193005409354,0.0,1256.0477837168291,37,1256.0477837168291,37,5785.475535038206,2303.193005409354,7430.714616492645
25,6091.251422837118,6091.251422837117,6091.251422837118,440000,7581.760748795344,0.0,25,629.6745572836808,0.0,1604.9586451291084,38,1604.9586451291084,38,6091.251422837117,629.6745572836808,7581.760748795344
25,6336.316926611139,6336.316926611138,6336.316926611139,450000,7644.007109295098,0.0,25,2746.490801100237,0.0,883.030115752036,39,883.030115752036,39,6336.316926611138,2746.490801100237,7644.007109295098
25,6733.6635166647975,6733.6635166647975,6733.6635166647975,460000,7468.087612192968,0.0,25,5516.140941935702,0.0,514.6713096803142,40,514.6713096803142,40,6733.6635166647975,5516.140941935702,7468.087612192968
25,6649.355997515963,6649.355997515964,6649.355997515963,470000,7784.424411385935,0.0,25,1970.7097305161585,0.0,1114.3087573818511,41,1114.3087573818511,41,6649.355997515964,1970.7097305161585,7784.424411385935
25,6932.914663199602,6932.914663199601,6932.914663199602,480000,8051.01466023308,0.0,25,5972.97293545773,0.0,497.2243403194509,42,497.2243403194509,42,6932.914663199601,5972.97293545773,8051.01466023308
25,7004.5229201407565,7004.522920140756,7004.5229201407565,490000,8376.716145484705,0.0,25,5878.515198531833,0.0,612.8790359709182,43,612.8790359709182,43,7004.522920140756,5878.515198531833,8376.716145484705
25,7258.7514055692645,7258.751405569268,7258.7514055692645,500000,8467.768921549503,0.0,25,5730.0008499241485,0.0,741.7439932918658,44,741.7439932918658,44,7258.751405569268,5730.0008499241485,8467.768921549503
25,7207.016764030403,7207.016764030404,7207.016764030403,510000,8450.79736422835,0.0,25,6005.990467902833,0.0,706.5349319379953,45,706.5349319379953,45,7207.016764030404,6005.990467902833,8450.79736422835
25,7119.262574500854,7119.262574500854,7119.262574500854,520000,8811.576457861947,0.0,25,2708.1613707291003,0.0,1397.7301158139458,46,1397.7301158139458,46,7119.262574500854,2708.1613707291003,8811.576457861947
25,7322.749314080042,7322.749314080037,7322.749314080042,530000,8968.556776394966,0.0,25,6029.409033210867,0.0,734.8272275688244,47,734.8272275688244,47,7322.749314080037,6029.409033210867,8968.556776394966
25,7602.749357283278,7602.749357283281,7602.749357283278,540000,8728.801733146418,0.0,25,5722.456192149619,0.0,677.1528491766784,48,677.1528491766784,48,7602.749357283281,5722.456192149619,8728.801733146418
25,7207.265482254895,7207.265482254897,7207.265482254895,550000,8845.220028797148,0.0,25,834.5026547499352,0.0,1481.526279343486,49,1481.526279343486,49,7207.265482254897,834.5026547499352,8845.220028797148
25,6907.704067921304,6907.704067921303,6907.704067921304,560000,9082.438884829637,0.0,25,4667.061835854669,0.0,963.5927256270272,50,963.5927256270272,50,6907.704067921303,4667.061835854669,9082.438884829637
25,7512.537844172332,7512.537844172333,7512.537844172332,570000,9455.569820664894,0.0,25,4524.867978316104,0.0,1056.893009109144,51,1056.893009109144,51,7512.537844172333,4524.867978316104,9455.569820664894
25,7564.632438204471,7564.63243820447,7564.632438204471,580000,8849.158033994092,0.0,25,6288.372746834554,0.0,750.008464029011,52,750.008464029011,52,7564.63243820447,6288.372746834554,8849.158033994092
25,7569.583810715243,7569.583810715247,7569.583810715243,590000,9551.359614811196,0.0,25,2461.990240332734,0.0,1286.0683956059715,53,1286.0683956059715,53,7569.583810715247,2461.990240332734,9551.359614811196
25,7691.576398476165,7691.576398476164,7691.576398476165,600000,9133.18060758339,0.0,25,6378.974244588993,0.0,665.7656154549445,54,665.7656154549445,54,7691.576398476164,6378.974244588993,9133.18060758339
25,8019.92175139183,8019.92175139183,8019.92175139183,610000,9318.360249548861,0.0,25,6360.096552107762,0.0,714.6332194880652,55,714.6332194880652,55,8019.92175139183,6360.096552107762,9318.360249548861
25,8106.1614089364,8106.161408936398,8106.1614089364,620000,9307.594009345183,0.0,25,6741.811591737395,0.0,677.3267988527368,56,677.3267988527368,56,8106.161408936398,6741.811591737395,9307.594009345183
25,8012.834119010051,8012.834119010047,8012.834119010051,630000,8873.100997897047,0.0,25,5859.028408154432,0.0,780.8872427830873,57,780.8872427830873,57,8012.834119010047,5859.028408154432,8873.100997897047
25,8246.77879358294,8246.77879358294,8246.77879358294,640000,9167.059123738169,0.0,25,6265.820956642674,0.0,666.6005049910146,58,666.6005049910146,58,8246.77879358294,6265.820956642674,9167.059123738169
25,8474.566659306132,8474.566659306134,8474.566659306132,650000,9397.108595373153,0.0,25,6850.890446396916,0.0,635.7013915373652,59,635.7013915373652,59,8474.566659306134,6850.890446396916,9397.108595373153
25,8496.381573422783,8496.381573422781,8496.381573422783,660000,9567.77921392864,0.0,25,6984.091372974017,0.0,681.2872230135024,60,681.2872230135024,60,8496.381573422781,6984.091372974017,9567.77921392864
25,8303.471144473968,8303.471144473968,8303.471144473968,670000,9626.627070605846,0.0,25,5948.580400240889,0.0,955.2040607094758,61,955.2040607094758,61,8303.471144473968,5948.580400240889,9626.627070605846
25,8229.087239339617,8229.087239339613,8229.087239339617,680000,9808.936993376245,0.0,25,6516.80718962853,0.0,960.6057551414117,62,960.6057551414117,62,8229.087239339613,6516.80718962853,9808.936993376245
25,8279.020337824999,8279.020337824999,8279.020337824999,690000,9399.199760738273,0.0,25,6506.98821374201,0.0,824.2525594766274,63,824.2525594766274,63,8279.020337824999,6506.98821374201,9399.199760738273
25,8775.148428852921,8775.148428852923,8775.148428852921,700000,9978.598149257872,0.0,25,6681.302121364661,0.0,707.7991706753095,64,707.7991706753095,64,8775.148428852923,6681.302121364661,9978.598149257872
25,8582.523589189619,8582.523589189619,8582.523589189619,710000,10061.416681363555,0.0,25,6518.0906001955445,0.0,953.2122026710517,65,953.2122026710517,65,8582.523589189619,6518.0906001955445,10061.416681363555
25,8564.531437117712,8564.531437117716,8564.531437117712,720000,9769.159146211643,0.0,25,6727.45114395125,0.0,853.7043001258266,66,853.7043001258266,66,8564.531437117716,6727.45114395125,9769.159146211643
25,8252.378823240022,8252.378823240022,8252.378823240022,730000,9335.59806116951,0.0,25,6446.47729973679,0.0,869.3388288901426,67,869.3388288901426,67,8252.378823240022,6446.47729973679,9335.59806116951
25,8753.071185966817,8753.07118596682,8753.071185966817,740000,10091.032425972418,0.0,25,6542.830186882779,0.0,888.9476076941465,68,888.9476076941465,68,8753.07118596682,6542.830186882779,10091.032425972418
25,8319.039263353574,8319.039263353572,8319.039263353574,750000,10033.197120260933,0.0,25,4626.639060195781,0.0,1268.2639141813938,69,1268.2639141813938,69,8319.039263353572,4626.639060195781,10033.197120260933
25,8587.93014107851,8587.93014107851,8587.93014107851,760000,10216.933953538479,0.0,25,6883.436604455925,0.0,950.1045212265609,70,950.1045212265609,70,8587.93014107851,6883.436604455925,10216.933953538479
25,8752.354592831483,8752.354592831483,8752.354592831483,770000,10036.33090297364,0.0,25,6926.964769719275,0.0,801.4469840133215,71,801.4469840133215,71,8752.354592831483,6926.964769719275,10036.33090297364
25,9202.23627382305,9202.236273823051,9202.23627382305,780000,10400.532867488339,0.0,25,6911.115143496517,0.0,880.5013317593314,72,880.5013317593314,72,9202.236273823051,6911.115143496517,10400.532867488339
25,8752.60879476641,8752.608794766405,8752.60879476641,790000,10443.318184855285,0.0,25,6591.554956348911,0.0,1122.1338523157324,73,1122.1338523157324,73,8752.608794766405,6591.554956348911,10443.318184855285
25,8961.54868682027,8961.548686820266,8961.54868682027,800000,10252.68417146869,0.0,25,6459.998034647504,0.0,1074.410340323181,74,1074.410340323181,74,8961.548686820266,6459.998034647504,10252.68417146869
25,8941.813219328173,8941.813219328169,8941.813219328173,810000,10753.291583429724,0.0,25,4508.219017891276,0.0,1418.648826054673,75,1418.648826054673,75,8941.813219328169,4508.219017891276,10753.291583429724
25,8911.230826305253,8911.230826305253,8911.230826305253,820000,10408.476303293202,0.0,25,6595.302898871321,0.0,1158.567350535492,76,1158.567350535492,76,8911.230826305253,6595.302898871321,10408.476303293202
25,9042.307649153527,9042.307649153527,9042.307649153527,830000,10732.202771372009,0.0,25,6719.802336162795,0.0,1281.663267612746,77,1281.663267612746,77,9042.307649153527,6719.802336162795,10732.202771372009
25,9338.283890616975,9338.283890616975,9338.283890616975,840000,10335.033694387806,0.0,25,7429.684961182445,0.0,824.2597062847232,78,824.2597062847232,78,9338.283890616975,7429.684961182445,10335.033694387806
25,9081.569186153429,9081.569186153436,9081.569186153429,850000,10905.763805983872,0.0,25,7221.776573032236,0.0,1157.5594190386462,79,1157.5594190386462,79,9081.569186153436,7221.776573032236,10905.763805983872
25,8785.148834433658,8785.148834433658,8785.148834433658,860000,10742.324402247794,0.0,25,6519.440985614078,0.0,1397.1643696971141,80,1397.1643696971141,80,8785.148834433658,6519.440985614078,10742.324402247794
25,9510.284951755713,9510.284951755713,9510.284951755713,870000,10640.158755451257,0.0,25,7249.250391372612,0.0,874.9433571379533,81,874.9433571379533,81,9510.284951755713,7249.250391372612,10640.158755451257
25,9474.203488790345,9474.203488790343,9474.203488790345,880000,10923.48711353893,0.0,25,7556.168173799376,0.0,968.0443694363064,82,968.0443694363064,82,9474.203488790343,7556.168173799376,10923.48711353893
25,9583.143246025273,9583.143246025273,9583.143246025273,890000,10599.31920210561,0.0,25,8385.559575411426,0.0,564.0486440577453,83,564.0486440577453,83,9583.143246025273,8385.559575411426,10599.31920210561
25,9946.479975332182,9946.479975332184,9946.479975332182,900000,11179.213905712657,0.0,25,7619.902936877417,0.0,885.4667455724615,84,885.4667455724615,84,9946.479975332184,7619.902936877417,11179.213905712657
25,9135.52012955403,9135.520129554028,9135.52012955403,910000,10813.300067762933,0.0,25,6746.615114267538,0.0,1243.4256792550636,85,1243.4256792550636,85,9135.520129554028,6746.615114267538,10813.300067762933
25,9604.036478297907,9604.036478297905,9604.036478297907,920000,10950.218467029534,0.0,25,6948.446097064201,0.0,916.4192194134304,86,916.4192194134304,86,9604.036478297905,6948.446097064201,10950.218467029534
25,9182.183324273105,9182.183324273105,9182.183324273105,930000,10624.14588762396,0.0,25,6920.626324457032,0.0,1163.6012174496675,87,1163.6012174496675,87,9182.183324273105,6920.626324457032,10624.14588762396
25,9764.53959748965,9764.539597489655,9764.53959748965,940000,10991.488500371917,0.0,25,679.9095089945182,0.0,1995.5022731620334,88,1995.5022731620334,88,9764.539597489655,679.9095089945182,10991.488500371917
25,9497.488836975479,9497.488836975477,9497.488836975479,950000,10548.643639907188,0.0,25,7897.916792093292,0.0,638.3745113344833,89,638.3745113344833,89,9497.488836975477,7897.916792093292,10548.643639907188
25,9952.074456161627,9952.07445616163,9952.074456161627,960000,11400.64208118476,0.0,25,7842.349464499336,0.0,900.0129825397764,90,900.0129825397764,90,9952.07445616163,7842.349464499336,11400.64208118476
25,9678.69367743932,9678.693677439318,9678.69367743932,970000,11005.978072341515,0.0,25,2473.249496425006,0.0,1748.4196550199354,91,1748.4196550199354,91,9678.693677439318,2473.249496425006,11005.978072341515
25,10151.336640457097,10151.336640457093,10151.336640457097,980000,11621.35855301732,0.0,25,5868.632222948229,0.0,1181.29691695075,92,1181.29691695075,92,10151.336640457093,5868.632222948229,11621.35855301732
25,9612.293831743866,9612.293831743864,9612.293831743866,990000,10920.242220411019,0.0,25,6103.084091803786,0.0,1301.1227560908856,93,1301.1227560908856,93,9612.293831743864,6103.084091803786,10920.242220411019
25,10165.166314223616,10165.166314223614,10165.166314223616,1000000,11193.5828582726,0.0,25,8504.9471257935,0.0,798.1137222966105,94,798.1137222966105,94,10165.166314223614,8504.9471257935,11193.5828582726
25,9622.111260470503,9622.111260470501,9622.111260470503,1010000,11786.629448067872,0.0,25,7523.144940504497,0.0,1065.539854705773,95,1065.539854705773,95,9622.111260470501,7523.144940504497,11786.629448067872
25,9617.79485077748,9617.794850777484,9617.79485077748,1020000,11211.958677987037,0.0,25,7316.241835002259,0.0,1093.1092659671142,96,1093.1092659671142,96,9617.794850777484,7316.241835002259,11211.958677987037
25,10426.612395537675,10426.612395537673,10426.612395537675,1030000,11756.675347291002,0.0,25,8575.35493803062,0.0,723.5169115458183,97,723.5169115458183,97,10426.612395537673,8575.35493803062,11756.675347291002
25,10499.89946860973,10499.899468609732,10499.89946860973,1040000,11456.702841701774,0.0,25,9442.479636041873,0.0,579.4687701036153,98,579.4687701036153,98,10499.899468609732,9442.479636041873,11456.702841701774
25,9813.53273316294,9813.532733162938,9813.53273316294,1050000,11402.069164354416,0.0,25,6821.172474419346,0.0,1254.733317337093,99,1254.733317337093,99,9813.532733162938,6821.172474419346,11402.069164354416
25,10275.514002210799,10275.514002210803,10275.514002210799,1060000,11525.924180945409,0.0,25,8244.542323381302,0.0,1049.2999070953779,100,1049.2999070953779,100,10275.514002210803,8244.542323381302,11525.924180945409
25,10603.122559147549,10603.122559147549,10603.122559147549,1070000,11599.031500159674,0.0,25,8262.516946860616,0.0,780.9955179126604,101,780.9955179126604,101,10603.122559147549,8262.516946860616,11599.031500159674
25,9877.49317258129,9877.493172581293,9877.49317258129,1080000,11576.690056241818,0.0,25,8039.097372122686,0.0,984.9027880586466,102,984.9027880586466,102,9877.493172581293,8039.097372122686,11576.690056241818
25,10411.60852720907,10411.60852720907,10411.60852720907,1090000,11906.981031146322,0.0,25,7006.031599425961,0.0,1127.021909424921,103,1127.021909424921,103,10411.60852720907,7006.031599425961,11906.981031146322
25,10002.725711981597,10002.725711981597,10002.725711981597,1100000,12081.19520417329,0.0,25,7315.747126084822,0.0,1398.6963456076917,104,1398.6963456076917,104,10002.725711981597,7315.747126084822,12081.19520417329
25,10002.576099544658,10002.576099544653,10002.576099544658,1110000,11711.428925849694,0.0,25,7454.982805085515,0.0,1022.9820853830959,105,1022.9820853830959,105,10002.576099544653,7454.982805085515,11711.428925849694
25,10783.814945465178,10783.814945465176,10783.814945465178,1120000,12017.908957921496,0.0,25,8429.593199847604,0.0,897.1147576948134,106,897.1147576948134,106,10783.814945465176,8429.593199847604,12017.908957921496
25,10727.102378410396,10727.102378410398,10727.102378410396,1130000,12194.539690460275,0.0,25,8670.372505201485,0.0,899.4544343881015,107,899.4544343881015,107,10727.102378410398,8670.372505201485,12194.539690460275
25,10968.805548744307,10968.805548744307,10968.805548744307,1140000,12430.098746764219,0.0,25,9572.851385176644,0.0,672.4689206642549,108,672.4689206642549,108,10968.805548744307,9572.851385176644,12430.098746764219
25,10567.5413152376,10567.541315237599,10567.5413152376,1150000,12313.666994894893,0.0,25,7722.964699531878,0.0,1369.3890857242234,109,1369.3890857242234,109,10567.541315237599,7722.964699531878,12313.666994894893
25,10733.061687158253,10733.061687158257,10733.061687158253,1160000,12168.91621650783,0.0,25,8261.376902581149,0.0,1211.8853038050622,110,1211.8853038050622,110,10733.061687158257,8261.376902581149,12168.91621650783
25,10319.472714922722,10319.472714922715,10319.472714922722,1170000,11962.21769828185,0.0,25,4944.47074516807,0.0,1487.7959465229685,111,1487.7959465229685,111,10319.472714922715,4944.47074516807,11962.21769828185
25,10480.095682376632,10480.09568237663,10480.095682376632,1180000,12051.882337110745,0.0,25,7827.75844772138,0.0,989.3243840152256,112,989.3243840152256,112,10480.09568237663,7827.75844772138,12051.882337110745
25,10391.926519649976,10391.926519649975,10391.926519649976,1190000,12487.656574262184,0.0,25,7524.397531097959,0.0,1288.8098963172843,113,1288.8098963172843,113,10391.926519649975,7524.397531097959,12487.656574262184
25,10215.043933842257,10215.043933842258,10215.043933842257,1200000,11890.39367167698,0.0,25,4773.288149673452,0.0,1650.7760337485315,114,1650.7760337485315,114,10215.043933842258,4773.288149673452,11890.39367167698
25,11180.248628250243,11180.248628250247,11180.248628250243,1210000,12464.366282622832,0.0,25,9006.285072651466,0.0,753.5085295930785,115,753.5085295930785,115,11180.248628250247,9006.285072651466,12464.366282622832
25,9985.977376125513,9985.977376125515,9985.977376125513,1220000,12333.86167522827,0.0,25,1480.5599878230796,0.0,2350.485561851674,116,2350.485561851674,116,9985.977376125515,1480.5599878230796,12333.86167522827
25,11219.0240378944,11219.0240378944,11219.0240378944,1230000,12438.782391889945,0.0,25,7735.280323799318,0.0,993.2644029811845,117,993.2644029811845,117,11219.0240378944,7735.280323799318,12438.782391889945
25,10563.53432973206,10563.53432973206,10563.53432973206,1240000,11968.944950611287,0.0,25,7557.813375836071,0.0,1168.6403649167403,118,1168.6403649167403,118,10563.53432973206,7557.813375836071,11968.944950611287
25,10585.964376805541,10585.964376805541,10585.964376805541,1250000,12605.272171747776,0.0,25,7884.933386884096,0.0,1277.6602241887033,119,1277.6602241887033,119,10585.964376805541,7884.933386884096,12605.272171747776
25,10908.630117195575,10908.630117195578,10908.630117195575,1260000,12467.751578907482,0.0,25,7779.817164610007,0.0,1423.9011378091336,120,1423.9011378091336,120,10908.630117195578,7779.817164610007,12467.751578907482
25,10767.694794280345,10767.69479428034,10767.694794280345,1270000,12813.232570643917,0.0,25,7765.887259162674,0.0,1221.6406441331662,121,1221.6406441331662,121,10767.69479428034,7765.887259162674,12813.232570643917
25,10785.833670424754,10785.833670424752,10785.833670424754,1280000,12378.532390445469,0.0,25,7769.69887805241,0.0,1376.9573006395997,122,1376.9573006395997,122,10785.833670424752,7769.69887805241,12378.532390445469
25,11386.200867166313,11386.200867166317,11386.200867166313,1290000,12707.826247049756,0.0,25,7906.841324355688,0.0,1070.429678379178,123,1070.429678379178,123,11386.200867166317,7906.841324355688,12707.826247049756
25,10969.105300967349,10969.105300967349,10969.105300967349,1300000,12532.839980531631,0.0,25,612.3202337587455,0.0,2361.4559211440524,124,2361.4559211440524,124,10969.105300967349,612.3202337587455,12532.839980531631
25,10427.020369289887,10427.020369289889,10427.020369289887,1310000,12656.601179808493,0.0,25,5616.190014914065,0.0,1510.8384977945193,125,1510.8384977945193,125,10427.020369289889,5616.190014914065,12656.601179808493
