MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/MaxReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/AverageReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn
574.4855185473231,4.726036071279435,28,189,132.4695481122721,574.4855185473231,1.0,28,189,4.726036071279435,246.99593793689073,246.99593793689078,281787,246.99593793689078,1.0,132.4695481122721,246.99593793689073
756.571113768352,7.30218948514781,29,163,130.1494515054364,756.571113768352,1.0,29,163,7.30218948514781,274.17479968266133,274.1747996826614,289672,274.1747996826614,1.0,130.1494515054364,274.17479968266133
943.8057191362494,51.679473492148986,30,151,142.41485529324223,943.8057191362494,1.0,30,151,51.679473492148986,302.18770608585936,302.1877060858594,297669,302.1877060858594,1.0,142.41485529324223,302.18770608585936
941.3825466979328,21.286923941106533,31,157,144.62497722205075,941.3825466979328,1.0,31,157,21.286923941106533,300.28794916250763,300.2879491625076,305747,300.2879491625076,1.0,144.62497722205075,300.28794916250763
937.5596220165244,-96.43579677747306,32,142,161.5047902213087,937.5596220165244,1.0,32,142,-96.43579677747306,350.1794993334028,350.1794993334028,313641,350.1794993334028,1.0,161.5047902213087,350.1794993334028
620.8144840115273,-1.6542641817565205,33,158,131.49407083996888,620.8144840115273,1.0,33,158,-1.6542641817565205,304.90541405922704,304.905414059227,321303,304.905414059227,1.0,131.49407083996888,304.90541405922704
866.9526445721493,9.692993180854156,34,153,151.05772980487492,866.9526445721493,1.0,34,153,9.692993180854156,319.6129739228512,319.6129739228512,329434,319.6129739228512,1.0,151.05772980487492,319.6129739228512
828.0887564891073,11.192148222313797,35,160,156.75704590793518,828.0887564891073,1.0,35,160,11.192148222313797,318.9266963085121,318.9266963085121,337352,318.9266963085121,1.0,156.75704590793518,318.9266963085121
1214.222239725947,-8.996369732944148,36,149,214.99945162792187,1214.222239725947,1.0,36,149,-8.996369732944148,345.1490428146012,345.1490428146012,345363,345.1490428146012,1.0,214.99945162792187,345.1490428146012
744.8417058017272,6.488575124529394,37,144,155.3835300938278,744.8417058017272,1.0,37,144,6.488575124529394,333.33922654164826,333.3392265416483,353361,333.3392265416483,1.0,155.3835300938278,333.33922654164826
1300.127117508033,22.404972000397944,38,131,213.48329483866613,1300.127117508033,1.0,38,131,22.404972000397944,408.16740416624094,408.16740416624094,361509,408.16740416624094,1.0,213.48329483866613,408.16740416624094
1091.5875708219291,10.671882588056624,39,138,181.26201667824526,1091.5875708219291,1.0,39,138,10.671882588056624,352.8454949215846,352.8454949215847,369517,352.8454949215847,1.0,181.26201667824526,352.8454949215846
1368.9120206693071,11.006628694023423,40,139,237.8281790298715,1368.9120206693071,1.0,40,139,11.006628694023423,431.9999998409452,431.9999998409452,377569,431.9999998409452,1.0,237.8281790298715,431.9999998409452
1185.1596956293067,40.70367934384127,41,143,211.99298150104772,1185.1596956293067,1.0,41,143,40.70367934384127,395.47703454446366,395.47703454446366,385504,395.47703454446366,1.0,211.99298150104772,395.47703454446366
1597.062294241158,5.750292851828938,42,160,234.2422731794793,1597.062294241158,1.0,42,160,5.750292851828938,388.7755844319514,388.7755844319514,393744,388.7755844319514,1.0,234.2422731794793,388.7755844319514
1441.0888244967728,1.3946657917073342,43,147,257.36510347767916,1441.0888244967728,1.0,43,147,1.3946657917073342,425.83578708128607,425.8357870812861,401730,425.8357870812861,1.0,257.36510347767916,425.83578708128607
1242.9883452340212,3.927383859769153,44,163,195.57820560181142,1242.9883452340212,1.0,44,163,3.927383859769153,364.9540290813167,364.95402908131666,410040,364.95402908131666,1.0,195.57820560181142,364.9540290813167
1343.8871998983338,6.307523200166817,45,157,219.24597596130968,1343.8871998983338,1.0,45,157,6.307523200166817,413.4767521532598,413.4767521532598,418327,413.4767521532598,1.0,219.24597596130968,413.4767521532598
1221.543171937897,8.902749907056968,46,170,249.0662067044401,1221.543171937897,1.0,46,170,8.902749907056968,361.5487319200661,361.5487319200661,426667,361.5487319200661,1.0,249.0662067044401,361.5487319200661
1002.1692782913656,7.11869043231619,47,171,219.1741233720256,1002.1692782913656,1.0,47,171,7.11869043231619,362.54830871862396,362.5483087186239,435170,362.5483087186239,1.0,219.1741233720256,362.54830871862396
952.2094809836836,6.582415073609254,48,183,187.65665339458656,952.2094809836836,1.0,48,183,6.582415073609254,340.46069606733266,340.46069606733266,443513,340.46069606733266,1.0,187.65665339458656,340.46069606733266
1068.7456407048455,9.627025380815367,49,179,230.36445751624456,1068.7456407048455,1.0,49,179,9.627025380815367,357.5453335637237,357.5453335637237,451463,357.5453335637237,1.0,230.36445751624456,357.5453335637237
931.9065226124335,10.158487743389047,50,197,213.07770037677923,931.9065226124335,1.0,50,197,10.158487743389047,306.75836630097575,306.75836630097575,460330,306.75836630097575,1.0,213.07770037677923,306.75836630097575
1778.0514076446632,4.032958145521354,51,164,332.1694552987211,1778.0514076446632,1.0,51,164,4.032958145521354,421.8673714757745,421.8673714757745,468744,421.8673714757745,1.0,332.1694552987211,421.8673714757745
1153.6307592414325,4.094327465483715,52,184,232.23840389648407,1153.6307592414325,1.0,52,184,4.094327465483715,354.0851009082693,354.0851009082693,477100,354.0851009082693,1.0,232.23840389648407,354.0851009082693
1377.2802519882289,10.934348770922238,53,173,277.6758626768555,1377.2802519882289,1.0,53,173,10.934348770922238,398.65700882050106,398.65700882050106,485153,398.65700882050106,1.0,277.6758626768555,398.65700882050106
1790.135725135657,0.2723186605265484,54,154,300.02696889357355,1790.135725135657,1.0,54,154,0.2723186605265484,470.4006180778904,470.4006180778905,493719,470.4006180778905,1.0,300.02696889357355,470.4006180778904
1983.8650952560183,4.44588641305716,55,161,374.37046625999324,1983.8650952560183,1.0,55,161,4.44588641305716,454.00245534904303,454.0024553490431,503618,454.0024553490431,1.0,374.37046625999324,454.00245534904303
1969.5747467412432,3.580718790068526,56,160,302.2723660099435,1969.5747467412432,1.0,56,160,3.580718790068526,459.2128651412926,459.2128651412927,512295,459.2128651412927,1.0,302.2723660099435,459.2128651412926
2291.0537862451833,12.966615643719141,57,120,455.6125144471767,2291.0537862451833,1.0,57,120,12.966615643719141,631.496955278027,631.496955278027,521920,631.496955278027,1.0,455.6125144471767,631.496955278027
2595.0197489183015,0.8526266128688325,58,147,418.267308916671,2595.0197489183015,0.9931972789115646,58,147,0.8526266128688325,489.7290332618664,489.7290332618664,531614,489.7290332618664,0.9931972789115646,418.267308916671,489.7290332618664
2361.7158767583533,24.26916255384142,59,117,418.9069919390613,2361.7158767583533,0.9914529914529915,59,117,24.26916255384142,587.1587242926983,587.1587242926984,540809,587.1587242926984,0.9914529914529915,418.9069919390613,587.1587242926983
1976.5612535959915,172.88379217799698,60,108,445.9732504687171,1976.5612535959915,1.0,60,108,172.88379217799698,740.4248861436022,740.4248861436022,551992,740.4248861436022,1.0,445.9732504687171,740.4248861436022
1577.9674462228206,21.63960877433227,61,135,317.40017725606486,1577.9674462228206,1.0,61,135,21.63960877433227,528.2465820541047,528.2465820541047,561934,528.2465820541047,1.0,317.40017725606486,528.2465820541047
2120.843235815637,9.440510836492518,62,123,449.2092469984787,2120.843235815637,1.0,62,123,9.440510836492518,621.3506523164277,621.3506523164276,570567,621.3506523164276,1.0,449.2092469984787,621.3506523164277
2682.647857019981,36.61049501189178,63,116,535.8702029735975,2682.647857019981,0.9913793103448276,63,116,36.61049501189178,704.5926088299574,704.5926088299576,580027,704.5926088299576,0.9913793103448276,535.8702029735975,704.5926088299574
2762.424478468806,2.8123820188053843,64,118,505.53173936042543,2762.424478468806,0.9915254237288136,64,118,2.8123820188053843,647.2316028742711,647.2316028742708,589463,647.2316028742708,0.9915254237288136,505.53173936042543,647.2316028742711
3039.086373035215,185.21430937168017,65,119,490.33135519570897,3039.086373035215,0.9915966386554622,65,119,185.21430937168017,648.1676902323644,648.1676902323644,598805,648.1676902323644,0.9915966386554622,490.33135519570897,648.1676902323644
2828.397949151934,199.69070950647946,66,108,586.4107126835665,2828.397949151934,0.9907407407407407,66,108,199.69070950647946,761.909217530456,761.9092175304557,608049,761.9092175304557,0.9907407407407407,586.4107126835665,761.909217530456
3237.2190477056133,126.32760832068948,67,105,611.7154097258777,3237.2190477056133,0.9904761904761905,67,105,126.32760832068948,794.681338751581,794.6813387515812,617768,794.6813387515812,0.9904761904761905,611.7154097258777,794.681338751581
3359.394349124068,155.04838512477244,68,119,706.8392349607255,3359.394349124068,0.9747899159663865,68,119,155.04838512477244,689.8339616423705,689.8339616423706,627222,689.8339616423706,0.9747899159663865,706.8392349607255,689.8339616423705
3600.6472495052194,3.2080931349665303,69,123,622.3707783431494,3600.6472495052194,0.991869918699187,69,123,3.2080931349665303,692.2017091308887,692.2017091308887,636361,692.2017091308887,0.991869918699187,622.3707783431494,692.2017091308887
3206.700241130741,112.77239856110167,70,100,723.0227112220833,3206.700241130741,0.99,70,100,112.77239856110167,914.7988544668773,914.7988544668773,646960,914.7988544668773,0.99,723.0227112220833,914.7988544668773
3291.9849918870946,14.138022388926936,71,108,624.729154633501,3291.9849918870946,0.9814814814814815,71,108,14.138022388926936,850.1676985637622,850.1676985637621,657453,850.1676985637621,0.9814814814814815,624.729154633501,850.1676985637622
3348.3746150050756,56.671839592282566,72,84,877.5712410034703,3348.3746150050756,0.9761904761904762,72,84,56.671839592282566,1141.269941363491,1141.2699413634905,667473,1141.2699413634905,0.9761904761904762,877.5712410034703,1141.269941363491
3059.5615066396963,10.838203189410843,73,116,692.0727118291586,3059.5615066396963,1.0,73,116,10.838203189410843,772.8402071592288,772.8402071592286,677499,772.8402071592286,1.0,692.0727118291586,772.8402071592288
3407.4598873525406,197.79188811913582,74,105,708.9968209015286,3407.4598873525406,0.9809523809523809,74,105,197.79188811913582,905.5816907541014,905.5816907541014,688332,905.5816907541014,0.9809523809523809,708.9968209015286,905.5816907541014
3718.4855487951904,20.507565411358076,75,74,1156.5866057959813,3718.4855487951904,0.8648648648648649,75,74,20.507565411358076,1428.3285032538208,1428.3285032538206,698725,1428.3285032538206,0.8648648648648649,1156.5866057959813,1428.3285032538208
3750.352323000823,103.5932424196153,76,64,1250.9194867477763,3750.352323000823,0.84375,76,64,103.5932424196153,1522.4245487827843,1522.4245487827843,709547,1522.4245487827843,0.84375,1250.9194867477763,1522.4245487827843
3368.6859352953825,-4.227723424968113,77,116,870.826736167594,3368.6859352953825,0.9655172413793104,77,116,-4.227723424968113,854.1765328064741,854.1765328064743,719966,854.1765328064743,0.9655172413793104,870.826736167594,854.1765328064741
3949.1695831449283,7.885767172359211,78,70,1199.7535810388472,3949.1695831449283,0.8571428571428571,78,70,7.885767172359211,1584.2930183517706,1584.2930183517708,729016,1584.2930183517708,0.8571428571428571,1199.7535810388472,1584.2930183517706
4199.7815525952665,3.5986986194252557,79,107,1032.7221186987329,4199.7815525952665,0.9719626168224299,79,107,3.5986986194252557,1012.0190699768323,1012.0190699768323,737767,1012.0190699768323,0.9719626168224299,1032.7221186987329,1012.0190699768323
3860.3891578276816,3.6980802725104187,80,83,1121.5812046374488,3860.3891578276816,0.9156626506024096,80,83,3.6980802725104187,1291.0446331668998,1291.0446331668995,746700,1291.0446331668995,0.9156626506024096,1121.5812046374488,1291.0446331668998
4013.5810031732485,4.763128776184422,81,96,864.9700400525488,4013.5810031732485,0.9791666666666666,81,96,4.763128776184422,1124.705114403095,1124.705114403095,755192,1124.705114403095,0.9791666666666666,864.9700400525488,1124.705114403095
4066.5157637543957,17.06496209347913,82,106,768.083390250784,4066.5157637543957,0.9905660377358491,82,106,17.06496209347913,924.204416943735,924.204416943735,764894,924.204416943735,0.9905660377358491,768.083390250784,924.204416943735
4180.180391688253,6.072372286451733,83,91,1076.834823600248,4180.180391688253,0.9340659340659341,83,91,6.072372286451733,1208.5140363757191,1208.5140363757191,776192,1208.5140363757191,0.9340659340659341,1076.834823600248,1208.5140363757191
3658.4131629606777,-2.442726562535889,84,130,901.3342973434369,3658.4131629606777,0.9769230769230769,84,130,-2.442726562535889,715.1007470326375,715.1007470326377,787240,715.1007470326377,0.9769230769230769,901.3342973434369,715.1007470326375
3999.601127678088,14.75378866198087,85,99,1109.1375976696238,3999.601127678088,0.9494949494949495,85,99,14.75378866198087,1081.5906802460736,1081.5906802460736,797878,1081.5906802460736,0.9494949494949495,1109.1375976696238,1081.5906802460736
4174.777780018739,13.336490465216965,86,98,923.9222507431729,4174.777780018739,0.9591836734693877,86,98,13.336490465216965,1009.6554479971653,1009.6554479971654,807528,1009.6554479971654,0.9591836734693877,923.9222507431729,1009.6554479971653
4016.9149978596342,3.153074179878084,87,91,1249.4296521223737,4016.9149978596342,0.9340659340659341,87,91,3.153074179878084,1176.3816273129128,1176.3816273129125,816203,1176.3816273129125,0.9340659340659341,1249.4296521223737,1176.3816273129128
4055.026939588104,15.666284170880218,88,92,1009.0012135988851,4055.026939588104,0.9456521739130435,88,92,15.666284170880218,1024.2289917372373,1024.2289917372375,824947,1024.2289917372375,0.9456521739130435,1009.0012135988851,1024.2289917372373
3943.3067031382834,12.549089410202532,89,117,915.6846113031386,3943.3067031382834,0.9658119658119658,89,117,12.549089410202532,820.767377009142,820.767377009142,834341,820.767377009142,0.9658119658119658,915.6846113031386,820.767377009142
4397.116829387083,10.101715790204894,90,104,1052.3381780228603,4397.116829387083,0.9326923076923077,90,104,10.101715790204894,915.324996685544,915.3249966855439,843494,915.3249966855439,0.9326923076923077,1052.3381780228603,915.324996685544
3803.6190905963676,7.97192082376962,91,98,1046.8353017437446,3803.6190905963676,0.9183673469387755,91,98,7.97192082376962,954.4261273568413,954.4261273568413,853020,954.4261273568413,0.9183673469387755,1046.8353017437446,954.4261273568413
3453.726229187158,3.2407535470509616,92,121,819.1892509933743,3453.726229187158,0.9834710743801653,92,121,3.2407535470509616,696.7379315332191,696.7379315332191,862760,696.7379315332191,0.9834710743801653,819.1892509933743,696.7379315332191
3984.8191929026416,-0.35429270556765236,93,98,1160.3930126550188,3984.8191929026416,0.9081632653061225,93,98,-0.35429270556765236,1082.6610648751284,1082.6610648751287,873494,1082.6610648751287,0.9081632653061225,1160.3930126550188,1082.6610648751284
3890.108284680925,27.358506962385363,94,88,970.8383840886016,3890.108284680925,0.9772727272727273,94,88,27.358506962385363,1106.4616308738716,1106.4616308738716,882097,1106.4616308738716,0.9772727272727273,970.8383840886016,1106.4616308738716
4159.305925003745,17.414330315118008,95,104,1024.386811158591,4159.305925003745,0.9423076923076923,95,104,17.414330315118008,942.9218047359731,942.9218047359732,890656,942.9218047359732,0.9423076923076923,1024.386811158591,942.9218047359731
4021.9548870916,3.515394589621351,96,99,1089.162769589713,4021.9548870916,0.9191919191919192,96,99,3.515394589621351,1015.2950954873601,1015.2950954873598,899776,1015.2950954873598,0.9191919191919192,1089.162769589713,1015.2950954873601
4151.104729790896,-3.643566300647302,97,148,895.6706303329814,4151.104729790896,0.972972972972973,97,148,-3.643566300647302,621.8391121085,621.8391121085,908967,621.8391121085,0.972972972972973,895.6706303329814,621.8391121085
4051.7044291218253,12.923523434238648,98,96,1229.4144003023873,4051.7044291218253,0.8958333333333334,98,96,12.923523434238648,1155.2407151199652,1155.2407151199652,918942,1155.2407151199652,0.8958333333333334,1229.4144003023873,1155.2407151199652
4317.60640183535,-0.9112428333037158,99,102,1153.4744496087421,4317.60640183535,0.9215686274509803,99,102,-0.9112428333037158,931.9284820731567,931.9284820731567,928871,931.9284820731567,0.9215686274509803,1153.4744496087421,931.9284820731567
4217.880359397379,-1.1292509884207913,100,102,1224.2176685657946,4217.880359397379,0.9019607843137255,100,102,-1.1292509884207913,1039.1901595046954,1039.1901595046954,938604,1039.1901595046954,0.9019607843137255,1224.2176685657946,1039.1901595046954
3622.993475668147,1.1790009038877771,101,129,870.2308164458387,3622.993475668147,0.9612403100775194,101,129,1.1790009038877771,717.4718620178849,717.471862017885,947386,717.471862017885,0.9612403100775194,870.2308164458387,717.4718620178849
3975.3849134431107,7.902231000516958,102,112,1067.9404008790555,3975.3849134431107,0.9285714285714286,102,112,7.902231000516958,913.601852178676,913.6018521786762,955473,913.6018521786762,0.9285714285714286,1067.9404008790555,913.601852178676
4188.290512906199,15.377248490719072,103,110,1137.9155402911242,4188.290512906199,0.9363636363636364,103,110,15.377248490719072,963.9882206713396,963.9882206713395,964453,963.9882206713395,0.9363636363636364,1137.9155402911242,963.9882206713396
4113.9285517563185,0.2211048680553539,104,107,1218.2819076754552,4113.9285517563185,0.8878504672897196,104,107,0.2211048680553539,1005.1296825739028,1005.1296825739024,973012,1005.1296825739024,0.8878504672897196,1218.2819076754552,1005.1296825739028
4342.69911238412,17.0260690559368,105,108,996.2050955010774,4342.69911238412,0.9722222222222222,105,108,17.0260690559368,933.7181924209879,933.7181924209881,982517,933.7181924209881,0.9722222222222222,996.2050955010774,933.7181924209879
4037.8460699436946,16.48365100633964,106,94,1092.4738336206387,4037.8460699436946,0.9361702127659575,106,94,16.48365100633964,1028.049197885528,1028.0491978855282,990732,1028.0491978855282,0.9361702127659575,1092.4738336206387,1028.049197885528
4186.936631231529,1.773662312011984,107,82,1382.007291620348,4186.936631231529,0.8292682926829268,107,82,1.773662312011984,1299.5091174148652,1299.5091174148654,998967,1299.5091174148654,0.8292682926829268,1382.007291620348,1299.5091174148652
4399.518361511071,6.745156579453493,108,82,1287.5300274004792,4399.518361511071,0.8536585365853658,108,82,6.745156579453493,1227.0991366020967,1227.0991366020967,1008431,1227.0991366020967,0.8536585365853658,1287.5300274004792,1227.0991366020967
4277.131230199457,23.101618860847264,109,85,1217.259286491294,4277.131230199457,0.9058823529411765,109,85,23.101618860847264,1263.9481946657522,1263.9481946657522,1018735,1263.9481946657522,0.9058823529411765,1217.259286491294,1263.9481946657522
4098.429414156616,26.437759688602608,110,87,1256.1260990138585,4098.429414156616,0.8505747126436781,110,87,26.437759688602608,1142.270118803896,1142.2701188038957,1028448,1142.2701188038957,0.8505747126436781,1256.1260990138585,1142.270118803896
4274.941581051214,5.10363612910122,111,72,1364.135833624512,4274.941581051214,0.8611111111111112,111,72,5.10363612910122,1564.1530130885556,1564.1530130885549,1037898,1564.1530130885549,0.8611111111111112,1364.135833624512,1564.1530130885556
4164.739074180584,7.825500672059355,112,79,1261.621177354229,4164.739074180584,0.8860759493670886,112,79,7.825500672059355,1297.7752763423093,1297.775276342309,1048286,1297.775276342309,0.8860759493670886,1261.621177354229,1297.7752763423093
4527.818071021551,4.217390274893052,113,73,1511.9183790094994,4527.818071021551,0.8082191780821918,113,73,4.217390274893052,1591.569913572386,1591.5699135723862,1057609,1591.5699135723862,0.8082191780821918,1511.9183790094994,1591.569913572386
3972.13977149348,22.108159911491658,114,71,1403.607368307621,3972.13977149348,0.8028169014084507,114,71,22.108159911491658,1428.264464009248,1428.2644640092487,1067173,1428.2644640092487,0.8028169014084507,1403.607368307621,1428.264464009248
4548.139205902253,191.030613928638,115,59,1635.731158833388,4548.139205902253,0.711864406779661,115,59,191.030613928638,1971.8244540406356,1971.8244540406356,1075489,1971.8244540406356,0.711864406779661,1635.731158833388,1971.8244540406356
4127.562484632223,2.5985131329910596,116,74,1326.1388805106906,4127.562484632223,0.8108108108108109,116,74,2.5985131329910596,1525.4990772646117,1525.4990772646117,1084525,1525.4990772646117,0.8108108108108109,1326.1388805106906,1525.4990772646117
4064.1704944557396,4.536173203871478,117,72,1423.5005036151972,4064.1704944557396,0.7916666666666666,117,72,4.536173203871478,1574.9300010877575,1574.9300010877578,1094649,1574.9300010877578,0.7916666666666666,1423.5005036151972,1574.9300010877575
4257.968640664985,7.868690903635844,118,76,1396.4647572039325,4257.968640664985,0.8552631578947368,118,76,7.868690903635844,1413.3241872768933,1413.3241872768933,1103951,1413.3241872768933,0.8552631578947368,1396.4647572039325,1413.3241872768933
4648.19053096018,6.389450898590757,119,68,1626.7816855543358,4648.19053096018,0.7647058823529411,119,68,6.389450898590757,1769.7269143198437,1769.7269143198437,1113693,1769.7269143198437,0.7647058823529411,1626.7816855543358,1769.7269143198437
4397.237145926274,23.151180468455443,120,83,1535.756239098771,4397.237145926274,0.8072289156626506,120,83,23.151180468455443,1346.4859579215365,1346.4859579215367,1121807,1346.4859579215367,0.8072289156626506,1535.756239098771,1346.4859579215365
4018.620629137381,14.12634346756733,121,93,1284.719397687812,4018.620629137381,0.9032258064516129,121,93,14.12634346756733,1130.9889745001926,1130.9889745001926,1132224,1130.9889745001926,0.9032258064516129,1284.719397687812,1130.9889745001926
