MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/Iteration,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/MaxReturn
238.66477029264803,37,248,108.36039181644006,108.53906118666963,1.0,351529,248,108.36039181644006,108.53906118666963,238.66477029264803,238.66477029264803,238.66477029264803,1.0,37,697.5544876694415,697.5544876694415
210.14154356033723,38,263,85.86101363465025,107.63261856438994,1.0,360535,263,85.86101363465025,107.63261856438994,210.14154356033723,210.1415435603372,210.1415435603372,1.0,38,684.6605451136663,684.6605451136663
250.55026591793626,39,236,110.22894531104455,112.31089271169816,1.0,368532,236,110.22894531104455,112.31089271169816,250.55026591793626,250.55026591793623,250.55026591793623,1.0,39,748.7321398261297,748.7321398261297
406.8454207676707,40,170,191.96697610019504,114.91326185751362,1.0,376200,170,191.96697610019504,114.91326185751362,406.8454207676707,406.84542076767076,406.84542076767076,1.0,40,957.5119770889975,957.5119770889975
294.5728592857806,41,211,142.95868483047752,138.57443381052184,1.0,384381,211,142.95868483047752,138.57443381052184,294.5728592857806,294.5728592857806,294.5728592857806,1.0,41,764.7778544601892,764.7778544601892
402.3715166495123,42,163,167.68252533842843,13.095268718659714,1.0,392266,163,167.68252533842843,13.095268718659714,402.3715166495123,402.3715166495123,402.3715166495123,1.0,42,799.1708861900179,799.1708861900179
409.5567114566754,43,159,163.25390746057514,10.767748299603122,0.9937106918238994,400162,159,163.25390746057514,10.767748299603122,409.5567114566754,409.5567114566754,409.5567114566754,0.9937106918238994,43,1016.4261209502162,1016.4261209502162
336.60146961392246,44,184,139.4532084838742,50.059819363857954,1.0,408286,184,139.4532084838742,50.059819363857954,336.60146961392246,336.60146961392246,336.60146961392246,1.0,44,931.8738753355071,931.8738753355071
453.10221798432104,45,151,188.9192357363058,21.66660441103419,1.0,416199,151,188.9192357363058,21.66660441103419,453.10221798432104,453.10221798432093,453.10221798432093,1.0,45,1083.163540701514,1083.163540701514
533.053307758162,46,127,176.27585693212117,16.81679296198626,1.0,424218,127,176.27585693212117,16.81679296198626,533.053307758162,533.053307758162,533.053307758162,1.0,46,854.1125539836103,854.1125539836103
602.5450344502568,47,116,148.58257579834236,280.87518137795837,1.0,432603,116,148.58257579834236,280.87518137795837,602.5450344502568,602.5450344502569,602.5450344502569,1.0,47,1136.2616116187237,1136.2616116187237
634.5760239510053,48,110,180.1144928546464,220.67507577379874,1.0,440951,110,180.1144928546464,220.67507577379874,634.5760239510053,634.5760239510051,634.5760239510051,1.0,48,1218.8888895153814,1218.8888895153814
523.0953409496086,49,121,196.9200979013243,172.0408226358492,1.0,449094,121,196.9200979013243,172.0408226358492,523.0953409496086,523.0953409496085,523.0953409496085,1.0,49,1098.946592561707,1098.946592561707
441.9443504369001,50,147,223.55902672153113,169.10879241475,1.0,457658,147,223.55902672153113,169.10879241475,441.9443504369001,441.94435043690004,441.94435043690004,1.0,50,1050.652679112696,1050.652679112696
557.1174270629127,51,135,254.92898857049718,182.07232658846726,1.0,466266,135,254.92898857049718,182.07232658846726,557.1174270629127,557.1174270629127,557.1174270629127,1.0,51,1638.9273314552108,1638.9273314552108
624.9249861343212,52,109,430.62464289675313,105.82837469664582,1.0,474312,109,430.62464289675313,105.82837469664582,624.9249861343212,624.9249861343213,624.9249861343213,1.0,52,2129.4618834566804,2129.4618834566804
300.9386958176123,53,220,166.79961658388757,113.90693279798353,1.0,483669,220,166.79961658388757,113.90693279798353,300.9386958176123,300.9386958176123,300.9386958176123,1.0,53,837.9529249928337,837.9529249928337
416.92492122512436,54,168,218.52506055622177,221.7177238980423,1.0,491057,168,218.52506055622177,221.7177238980423,416.92492122512436,416.92492122512436,416.92492122512436,1.0,54,1768.0120243976348,1768.0120243976348
434.6185710512142,55,164,314.19706107872184,115.72334854788288,1.0,499149,164,314.19706107872184,115.72334854788288,434.6185710512142,434.6185710512142,434.6185710512142,1.0,55,1696.883373496418,1696.883373496418
501.616180039287,56,153,269.3101206736756,201.2326604551796,1.0,507187,153,269.3101206736756,201.2326604551796,501.616180039287,501.616180039287,501.616180039287,1.0,56,1323.1941737596621,1323.1941737596621
970.4034282678024,57,90,337.4097072884652,261.318482471052,1.0,515091,90,337.4097072884652,261.318482471052,970.4034282678024,970.4034282678027,970.4034282678027,1.0,57,1966.5287998759186,1966.5287998759186
707.7355842934282,58,113,348.1164210089351,191.89491060824886,1.0,523815,113,348.1164210089351,191.89491060824886,707.7355842934282,707.7355842934282,707.7355842934282,1.0,58,2419.575626596097,2419.575626596097
862.9725762817932,59,98,428.48431628412766,183.3282438148191,1.0,532989,98,428.48431628412766,183.3282438148191,862.9725762817932,862.972576281793,862.972576281793,1.0,59,1954.041537962358,1954.041537962358
789.5230672826107,60,110,292.0740760577276,146.99238998407432,1.0,541521,110,292.0740760577276,146.99238998407432,789.5230672826107,789.5230672826108,789.5230672826108,1.0,60,1650.9146256576735,1650.9146256576735
894.5045310056646,61,100,397.6400656338672,114.55085523540131,1.0,549593,100,397.6400656338672,114.55085523540131,894.5045310056646,894.5045310056646,894.5045310056646,1.0,61,2229.408799151537,2229.408799151537
863.3411562279538,62,104,436.1057035246694,204.84070459510463,0.9903846153846154,557526,104,436.1057035246694,204.84070459510463,863.3411562279538,863.3411562279538,863.3411562279538,0.9903846153846154,62,3163.2259178223917,3163.2259178223917
807.0815048966796,63,109,567.4397816342474,47.07905444130933,0.9908256880733946,566868,109,567.4397816342474,47.07905444130933,807.0815048966796,807.0815048966798,807.0815048966798,0.9908256880733946,63,2933.1779433480265,2933.1779433480265
1166.5750690543457,64,80,579.4726902505648,215.63181273404078,0.975,574833,80,579.4726902505648,215.63181273404078,1166.5750690543457,1166.5750690543455,1166.5750690543455,0.975,64,3029.865619917207,3029.865619917207
710.5880470228889,65,114,639.7792174514868,216.2356259757182,0.9824561403508771,583512,114,639.7792174514868,216.2356259757182,710.5880470228889,710.5880470228886,710.5880470228886,0.9824561403508771,65,3072.671640221449,3072.671640221449
1193.4421816130184,66,79,818.9800387166985,210.06959901331533,0.9493670886075949,593125,79,818.9800387166985,210.06959901331533,1193.4421816130184,1193.4421816130184,1193.4421816130184,0.9493670886075949,66,3083.3270705987525,3083.3270705987525
896.6611334203268,67,96,628.8445460036512,227.2854358805429,0.9895833333333334,601890,96,628.8445460036512,227.2854358805429,896.6611334203268,896.6611334203268,896.6611334203268,0.9895833333333334,67,3054.230945695723,3054.230945695723
1290.7369172558836,68,74,814.2586867175486,211.18171885714224,0.9459459459459459,610851,74,814.2586867175486,211.18171885714224,1290.7369172558836,1290.7369172558836,1290.7369172558836,0.9459459459459459,68,3093.773309841185,3093.773309841185
1947.5035249694029,69,48,891.6444226832797,247.2985628692979,0.7291666666666666,620407,48,891.6444226832797,247.2985628692979,1947.5035249694029,1947.5035249694029,1947.5035249694029,0.7291666666666666,69,3209.396624347164,3209.396624347164
1237.6664398272846,70,78,580.723946164567,166.83849931512808,0.9871794871794872,630426,78,580.723946164567,166.83849931512808,1237.6664398272846,1237.6664398272849,1237.6664398272849,0.9871794871794872,70,3093.1205240309046,3093.1205240309046
1500.6028015526404,71,64,1035.9314329014953,182.83444897584803,0.84375,639438,64,1035.9314329014953,182.83444897584803,1500.6028015526404,1500.6028015526404,1500.6028015526404,0.84375,71,3216.0088047393924,3216.0088047393924
1681.73361515651,72,55,934.7519932714487,193.94829169958055,0.8,650390,55,934.7519932714487,193.94829169958055,1681.73361515651,1681.73361515651,1681.73361515651,0.8,72,3218.145073276894,3218.145073276894
1810.6514285152737,73,49,1081.9900033344568,68.06036436487618,0.6530612244897959,659670,49,1081.9900033344568,68.06036436487618,1810.6514285152737,1810.651428515274,1810.651428515274,0.6530612244897959,73,3219.5083239684095,3219.5083239684095
1589.495879741377,74,55,1070.8831204715007,163.1438091448768,0.7454545454545455,670995,55,1070.8831204715007,163.1438091448768,1589.495879741377,1589.495879741377,1589.495879741377,0.7454545454545455,74,3189.169871306193,3189.169871306193
1736.2967141586926,75,58,925.3276379528394,141.6705223438187,0.7931034482758621,680920,58,925.3276379528394,141.6705223438187,1736.2967141586926,1736.296714158692,1736.296714158692,0.7931034482758621,75,3227.7254193684416,3227.7254193684416
1366.8937487046167,76,68,725.1316636054272,252.31597036117813,0.9117647058823529,690690,68,725.1316636054272,252.31597036117813,1366.8937487046167,1366.8937487046169,1366.8937487046169,0.9117647058823529,76,3267.9232571056586,3267.9232571056586
718.5291451168989,77,120,140.3214736876796,494.8848550007927,1.0,699583,120,140.3214736876796,494.8848550007927,718.5291451168989,718.5291451168988,718.5291451168988,1.0,77,1264.6387212579245,1264.6387212579245
2136.4904488127286,78,47,953.6141710310919,549.687198262185,0.6808510638297872,707302,47,953.6141710310919,549.687198262185,2136.4904488127286,2136.4904488127286,2136.4904488127286,0.6808510638297872,78,3330.9854985886445,3330.9854985886445
1900.3149026343015,79,53,967.3949614840618,182.84084775240277,0.7358490566037735,716759,53,967.3949614840618,182.84084775240277,1900.3149026343015,1900.314902634302,1900.314902634302,0.7358490566037735,79,3292.231817761,3292.231817761
1031.5019975455275,80,90,276.5028675624552,189.70894031781467,1.0,726658,90,276.5028675624552,189.70894031781467,1031.5019975455275,1031.5019975455277,1031.5019975455277,1.0,80,1684.321423847497,1684.321423847497
1023.6463629911964,81,92,232.6399088151503,184.9623682425171,1.0,735053,92,232.6399088151503,184.9623682425171,1023.6463629911964,1023.6463629911967,1023.6463629911967,1.0,81,1635.2928543931762,1635.2928543931762
881.0936388851817,82,101,411.4647894319694,65.85384453103772,1.0,743622,101,411.4647894319694,65.85384453103772,881.0936388851817,881.0936388851819,881.0936388851819,1.0,82,1764.62559153534,1764.62559153534
777.497458524197,83,108,152.1975672853983,396.7421700956063,1.0,752534,108,152.1975672853983,396.7421700956063,777.497458524197,777.4974585241971,777.4974585241971,1.0,83,1139.4862550467471,1139.4862550467471
951.1907797883999,84,92,323.28641384036774,262.38175536009584,1.0,761298,92,323.28641384036774,262.38175536009584,951.1907797883999,951.1907797883999,951.1907797883999,1.0,84,2704.6960739369392,2704.6960739369392
694.4135552645445,85,121,275.34522324120354,99.9354055161145,1.0,771268,121,275.34522324120354,99.9354055161145,694.4135552645445,694.4135552645445,694.4135552645445,1.0,85,2082.8559095447526,2082.8559095447526
840.0448592841216,86,108,571.70101954558,105.24336979418773,0.9814814814814815,779805,108,571.70101954558,105.24336979418773,840.0448592841216,840.0448592841213,840.0448592841213,0.9814814814814815,86,3416.7781308162807,3416.7781308162807
707.5074469456113,87,125,347.1349873105577,8.345973599595474,1.0,788189,125,347.1349873105577,8.345973599595474,707.5074469456113,707.5074469456114,707.5074469456114,1.0,87,1632.2979211986965,1632.2979211986965
542.8424999151314,88,157,374.41663491891376,9.047645888551934,1.0,797556,157,374.41663491891376,9.047645888551934,542.8424999151314,542.8424999151313,542.8424999151313,1.0,88,1603.1173603196012,1603.1173603196012
1203.358121268399,89,81,561.8665650012764,226.84659861151098,0.9876543209876543,806788,81,561.8665650012764,226.84659861151098,1203.358121268399,1203.3581212683994,1203.3581212683994,0.9876543209876543,89,3282.582083203874,3282.582083203874
1003.8208523968397,90,95,467.3781716881613,67.74842606180881,1.0,814878,95,467.3781716881613,67.74842606180881,1003.8208523968397,1003.8208523968399,1003.8208523968399,1.0,90,2766.5595813842647,2766.5595813842647
1890.6735776556109,91,56,859.3103536217252,281.7678365576008,0.8392857142857143,824741,56,859.3103536217252,281.7678365576008,1890.6735776556109,1890.6735776556109,1890.6735776556109,0.8392857142857143,91,3275.5929001351737,3275.5929001351737
1791.658454896704,92,57,714.2880334186488,72.25038241238542,0.9122807017543859,834606,57,714.2880334186488,72.25038241238542,1791.658454896704,1791.6584548967046,1791.6584548967046,0.9122807017543859,92,3260.298101661447,3260.298101661447
1400.8426528081432,93,72,662.5261368666704,16.265286341663124,0.9722222222222222,843712,72,662.5261368666704,16.265286341663124,1400.8426528081432,1400.8426528081432,1400.8426528081432,0.9722222222222222,93,3221.1113669647157,3221.1113669647157
1403.7088811719761,94,71,849.5202433390292,112.83168259668051,0.9014084507042254,854054,71,849.5202433390292,112.83168259668051,1403.7088811719761,1403.7088811719761,1403.7088811719761,0.9014084507042254,94,3399.344636276685,3399.344636276685
1431.1271814242816,95,73,799.1381054338643,526.2862797034232,0.9452054794520548,863621,73,799.1381054338643,526.2862797034232,1431.1271814242816,1431.1271814242816,1431.1271814242816,0.9452054794520548,95,3287.7223557947314,3287.7223557947314
1382.42384627066,96,75,808.1982992223062,39.77856432854277,0.96,873471,75,808.1982992223062,39.77856432854277,1382.42384627066,1382.4238462706594,1382.4238462706594,0.96,96,3339.1894391979945,3339.1894391979945
1191.1965781563124,97,87,698.3515680995874,93.39285502299877,0.9540229885057471,883536,87,698.3515680995874,93.39285502299877,1191.1965781563124,1191.1965781563124,1191.1965781563124,0.9540229885057471,97,3252.8143045808897,3252.8143045808897
1330.1506037770969,98,77,829.0950932345223,76.93227815826522,0.935064935064935,892875,77,829.0950932345223,76.93227815826522,1330.1506037770969,1330.1506037770966,1330.1506037770966,0.935064935064935,98,3323.0698140303707,3323.0698140303707
766.4254977301388,99,117,488.8633065648178,92.76760515544343,1.0,901230,117,488.8633065648178,92.76760515544343,766.4254977301388,766.4254977301388,766.4254977301388,1.0,99,3238.132890438642,3238.132890438642
769.5511617332837,100,116,236.13942335190708,110.93048756993515,1.0,910071,116,236.13942335190708,110.93048756993515,769.5511617332837,769.5511617332837,769.5511617332837,1.0,100,1726.8893149228102,1726.8893149228102
688.8907051089842,101,124,315.27526599387807,102.93816768497959,1.0,918662,124,315.27526599387807,102.93816768497959,688.8907051089842,688.8907051089841,688.8907051089841,1.0,101,2088.8578583252092,2088.8578583252092
649.7407979199781,102,129,168.64306415141772,260.4613120865295,1.0,928800,129,168.64306415141772,260.4613120865295,649.7407979199781,649.7407979199781,649.7407979199781,1.0,102,1249.58114112435,1249.58114112435
615.3718420712472,103,138,275.24000462384913,95.7088815691995,1.0,937124,138,275.24000462384913,95.7088815691995,615.3718420712472,615.3718420712471,615.3718420712471,1.0,103,1542.6988830992564,1542.6988830992564
655.5167459149857,104,127,297.872813524471,89.35966042375188,1.0,945562,127,297.872813524471,89.35966042375188,655.5167459149857,655.5167459149857,655.5167459149857,1.0,104,2268.777408418165,2268.777408418165
671.325675598419,105,133,465.7415178905277,11.73554331672477,0.9924812030075187,954673,133,465.7415178905277,11.73554331672477,671.325675598419,671.325675598419,671.325675598419,0.9924812030075187,105,3154.790005869796,3154.790005869796
825.1101316828533,106,114,534.4364002891135,87.99765937340929,0.9736842105263158,964999,114,534.4364002891135,87.99765937340929,825.1101316828533,825.1101316828534,825.1101316828534,0.9736842105263158,106,3262.676038854182,3262.676038854182
920.2109316132511,107,103,455.53584448173416,96.09583440803154,1.0,973535,103,455.53584448173416,96.09583440803154,920.2109316132511,920.2109316132511,920.2109316132511,1.0,107,3143.871629218371,3143.871629218371
1005.9834947222303,108,100,715.9468168151571,82.51252186061124,0.99,981176,100,715.9468168151571,82.51252186061124,1005.9834947222303,1005.9834947222303,1005.9834947222303,0.99,108,3153.7331741087473,3153.7331741087473
839.6904200309995,109,109,268.9959628204134,306.60516442588,1.0,989473,109,268.9959628204134,306.60516442588,839.6904200309995,839.6904200309995,839.6904200309995,1.0,109,2104.6619624085565,2104.6619624085565
957.8018119454229,110,99,422.45043276365215,509.83048350617196,1.0,999140,99,422.45043276365215,509.83048350617196,957.8018119454229,957.801811945423,957.801811945423,1.0,110,3261.321780793045,3261.321780793045
981.3609708557792,111,99,492.5336938206586,92.74879906351686,0.9797979797979798,1007532,99,492.5336938206586,92.74879906351686,981.3609708557792,981.3609708557792,981.3609708557792,0.9797979797979798,111,3310.544621346053,3310.544621346053
1025.3608182157263,112,92,434.7565015192681,383.1253838241221,1.0,1017474,92,434.7565015192681,383.1253838241221,1025.3608182157263,1025.3608182157266,1025.3608182157266,1.0,112,2941.775689612251,2941.775689612251
978.1061675408536,113,103,761.4464258982267,81.75840135502379,0.9611650485436893,1026231,103,761.4464258982267,81.75840135502379,978.1061675408536,978.1061675408536,978.1061675408536,0.9611650485436893,113,3262.495553615303,3262.495553615303
1008.9487572423844,114,96,396.33734927363344,152.66308160035794,0.9895833333333334,1035855,96,396.33734927363344,152.66308160035794,1008.9487572423844,1008.9487572423841,1008.9487572423841,0.9895833333333334,114,3220.0717129131413,3220.0717129131413
1069.99250850491,115,89,538.3341784301609,116.82435544499577,1.0,1045165,89,538.3341784301609,116.82435544499577,1069.99250850491,1069.99250850491,1069.99250850491,1.0,115,3096.311117437098,3096.311117437098
1132.236046251976,116,84,486.9699597544184,236.80135142675397,1.0,1055138,84,486.9699597544184,236.80135142675397,1132.236046251976,1132.236046251976,1132.236046251976,1.0,116,2744.9181411802474,2744.9181411802474
1116.9322872250434,117,92,476.5076749595283,524.2139428970963,0.9782608695652174,1064044,92,476.5076749595283,524.2139428970963,1116.9322872250434,1116.9322872250432,1116.9322872250432,0.9782608695652174,117,3255.8945236926775,3255.8945236926775
1065.1886369841761,118,95,381.77674708222895,259.557996733902,1.0,1073370,95,381.77674708222895,259.557996733902,1065.1886369841761,1065.188636984176,1065.188636984176,1.0,118,2996.8985598260406,2996.8985598260406
1452.3000065874908,119,72,620.7713351910784,255.34090432579367,0.9861111111111112,1082055,72,620.7713351910784,255.34090432579367,1452.3000065874908,1452.3000065874908,1452.3000065874908,0.9861111111111112,119,3156.581038949444,3156.581038949444
1883.3360945833763,120,56,956.3747698582906,254.452295341282,0.7857142857142857,1091213,56,956.3747698582906,254.452295341282,1883.3360945833763,1883.336094583376,1883.336094583376,0.7857142857142857,120,3276.3564882392734,3276.3564882392734
1436.6724127261105,121,71,793.3546908307818,624.2281498177781,0.9154929577464789,1101097,71,793.3546908307818,624.2281498177781,1436.6724127261105,1436.6724127261105,1436.6724127261105,0.9154929577464789,121,3346.057152339579,3346.057152339579
1285.7900500324802,122,78,678.4181372116391,441.44007133911373,0.9358974358974359,1110447,78,678.4181372116391,441.44007133911373,1285.7900500324802,1285.79005003248,1285.79005003248,0.9358974358974359,122,3297.303890992619,3297.303890992619
1471.9189889821191,123,70,756.5146401059136,605.8089239019629,0.9,1119686,70,756.5146401059136,605.8089239019629,1471.9189889821191,1471.918988982119,1471.918988982119,0.9,123,3397.3044211107513,3397.3044211107513
848.2508672304212,124,110,353.8291814936584,444.21939612936916,1.0,1128762,110,353.8291814936584,444.21939612936916,848.2508672304212,848.2508672304214,848.2508672304214,1.0,124,2784.7713765522567,2784.7713765522567
1494.3122031018413,125,72,666.7640987797846,604.8054227437516,0.9305555555555556,1138149,72,666.7640987797846,604.8054227437516,1494.3122031018413,1494.3122031018413,1494.3122031018413,0.9305555555555556,125,3147.0159981362976,3147.0159981362976
1305.6808155181866,126,79,595.1959891134413,709.9377470379532,0.9620253164556962,1146685,79,595.1959891134413,709.9377470379532,1305.6808155181866,1305.6808155181866,1305.6808155181866,0.9620253164556962,126,3252.4117271756463,3252.4117271756463
1611.917762363172,127,65,922.6403259816932,557.1335248317333,0.8923076923076924,1155757,65,922.6403259816932,557.1335248317333,1611.917762363172,1611.9177623631722,1611.9177623631722,0.8923076923076924,127,3557.4343840896227,3557.4343840896227
